x,ground_marginal,excited_marginal
0.957612278529842,0.562947964016644,0.01200484116722143
0.9707302549480588,0.5635446509887635,0.011400517212344792
0.9838482313662764,0.5639478472425229,0.010822889463027877
0.9969662077844932,0.5641571367604984,0.01027099276452506
1.01008418420271,0.564172303519794,0.00974388513615396
1.0232021606209276,0.5639933318636206,0.009240647852805536
1.0363201370391444,0.5636204065282306,0.008760385483311116
1.0494381134573612,0.5630539123251439,0.008302225887802757
1.062556089875578,0.5622944334794289,0.00786532017619033
1.0756740662937956,0.5613427526256333,0.007448842629858833
1.0887920427120124,0.56019984946378,0.007051990588666814
1.1019100191302291,0.5588668990786567,0.006673984305298346
1.1150279955484468,0.5573452699264384,0.00631406676899003
1.1281459719666636,0.555636521493471,0.005971503500618157
1.1412639483848803,0.5537424016328203,0.00564558232109233
1.154381924803097,0.5516648435849585,0.0053356130949603585
1.1674999012213148,0.5494059626896931,0.005040927451083482
1.1806178776395315,0.5469680527971684,0.0047608784821941315
1.1937358540577483,0.5443535823864617,0.004494840425098236
1.206853830475965,0.5415651904009678,0.004242208323232899
1.2199718068941827,0.5386056818104057,0.004002397673236374
1.2330897833123995,0.5354780229098931,0.003774844057132676
1.2462077597306163,0.5321853363671116,0.003559002761676693
1.259325736148834,0.5287308960291407,0.003354348386349166
1.2724437125670507,0.525118121501038,0.0031603744414324658
1.2855616889852675,0.5213505725087284,0.0029765929375398965
1.2986796654034842,0.5174319430592017,0.002802533967912819
1.3117976418217019,0.5133660554114141,0.002637745284740578
1.3249156182399187,0.5091568538716543,0.0024817918706997993
1.3380335946581354,0.50480839842745,0.002334255506850731
1.351151571076353,0.5003248582343756,0.002194734337970394
1.3642695474945699,0.4957105049703563,0.002062842436344514
1.3773875239127866,0.4909697060722551,0.0019382093649830579
1.3905055003310034,0.48610691786969285,0.0018204797411684687
1.403623476749221,0.481126678631153,0.0017093128011899845
1.4167414531674378,0.47603360153749774,0.001604381967063599
1.4298594295856546,0.4708323675980426,0.0015053744159838566
1.4429774060038714,0.4655277185243306,0.0014119906532021709
1.456095382422089,0.46012444957668214,0.001323944088975582
1.4692133588403058,0.4546274023985064,0.0012409606201808938
1.4823313352585226,0.449041457853214,0.0011627782171413253
1.4954493116767402,0.44337152887840925,0.001089146516166789
1.508567288094957,0.43762255337181344,0.0010198264182641407
1.5216852645131738,0.4317994871231202,0.0009545896944306615
1.5348032409313905,0.42590729680570893,0.0008932185979027423
1.5479212173496082,0.4199509530418063,0.0008355054836917639
1.561039193767825,0.41393542355434243,0.000781252435701091
1.5741571701860417,0.4078656664183534,0.0007302709016815245
1.5872751466042585,0.40174662342437695,0.0006823813362478075
1.6003931230224762,0.3955832135658334,0.0006374128521454839
1.613511099440693,0.38938032666192346,0.0005952028799259567
1.6266290758589097,0.38314281712706727,0.0005555968361576132
1.6397470522771274,0.37687549789740865,0.0005184478002726999
1.6528650286953441,0.3705831345243547,0.00048361620012287365
1.665983005113561,0.36427043944456844,0.0004509695062912475
1.6791009815317777,0.3579420664352645,0.00042038193518525714
1.6922189579499953,0.351602605263061,0.00039173416091252205
1.705336934368212,0.3452565765340441,0.00036491303592137657
1.7184549107864289,0.3389084267520845,0.00033981132036853154
1.7315728872046465,0.33256252359183314,0.00031632742015866457
1.7446908636228633,0.32622315139219105,0.0002943651335842796
1.75780884004108,0.3198945068754095,0.0002738334064791172
1.7709268164592968,0.3135806950963609,0.0002546460957846268
1.7840447928775145,0.30728572562586637,0.0002367217414163654
1.7971627692957313,0.30101350897134854,0.00021998334630582206
1.810280745713948,0.2947678532374339,0.00020435816448283642
1.8233987221321648,0.28855246102852095,0.0001897774970546223
1.8365166985503825,0.2823709265946985,0.0001761764959291764
1.8496346749685992,0.27622673322179897,0.00016349397512369673
1.862752651386816,0.27012325086576633,0.00015167222949233564
1.8758706278050337,0.26406373403094147,0.00014065686070228008
1.8889886042232504,0.2580513198912887,0.000130396610282572
1.9021065806414672,0.25208902665302646,0.00012084319956635531
1.915224557059684,0.24617975215659832,0.00011195117634424417
1.9283425334779016,0.24032627271538126,0.00010367776804419159
1.9414605098961184,0.23453124218803723,9.598274125160985e-05
1.9545784863143352,0.2287971912809176,8.882826738245194e-05
1.9676964627325528,0.22312652707648167,8.21787943215293e-05
1.9808144391507696,0.21752153278323869,7.600092383839557e-05
1.9939324155689864,0.21198436770230414,7.026329459369762e-05
2.007050391987203,0.20651706740527867,6.493647054992817e-05
2.020168368405421,0.2011215441177727,5.999283460193038e-05
2.0332863448236376,0.19579958730256622,5.540648724433921e-05
2.0464043212418543,0.19055286443606143,5.1153150095293036e-05
2.059522297660071,0.18538292197140488,4.7210074098242425e-05
2.0726402740782888,0.18029118648137277,4.3555952226429386e-05
2.0857582504965055,0.17527896597388054,4.017083651763504e-05
2.0988762269147223,0.17034745137274876,3.7036059270022114e-05
2.11199420333294,0.16549771815618125,3.413415823334621e-05
2.1251121797511567,0.16073072814523137,3.1448805633408836e-05
2.1382301561693735,0.15604733143439659,2.8964740871384243e-05
2.1513481325875903,0.15144826845637258,2.666770674353956e-05
2.164466109005808,0.14693417217289825,2.4544389030846356e-05
2.1775840854240247,0.14250557038356532,2.2582359312057966e-05
2.1907020618422415,0.13816288814441674,2.0770020857958863e-05
2.203820038260459,0.13390645028814982,1.9096557468679883e-05
2.216938014678676,0.12973648403773594,1.7551885120186043e-05
2.2300559910968927,0.12565312170529588,1.6126606290274686e-05
2.2431739675151094,0.12165640346812541,1.4811966838661026e-05
2.256291943933327,0.1177462802138234,1.3599815319948145e-05
2.269409920351544,0.11392261644657141,1.2482564612484565e-05
2.2825278967697606,0.11018519324671285,1.1453155750280657e-05
2.2956458731879774,0.10653371127591293,1.0505023849286375e-05
2.308763849606195,0.10296779382031412,9.632066023406904e-06
2.321881826024412,0.09948698986426503,8.828611189653274e-06
2.3349998024426286,0.09609077718736711,8.089391665775513e-06
2.3481177788608463,0.09277856547777813,7.409516467607784e-06
2.361235755279063,0.08954969945490285,6.7844462171555255e-06
2.37435373169728,0.08640346199481405,6.209969576174117e-06
2.3874717081154966,0.08333907725197402,5.68218112362296e-06
2.4005896845337142,0.08035571377105043,5.197460598919651e-06
2.413707660951931,0.07745248758286748,4.7524534363695485e-06
2.426825637370148,0.0746284652787747,4.3440525194991776e-06
2.4399436137883654,0.0718826670579781,3.9693810872795575e-06
2.453061590206582,0.06921406974263217,3.6257767273827425e-06
2.466179566624799,0.06662160975575693,3.3107763946732724e-06
2.4792975430430158,0.06410418605731795,3.022102396095244e-06
2.4924155194612334,0.061660663034071694,2.7576492859728254e-06
2.50553349587945,0.05928987333905678,2.515471618500676e-06
2.518651472297667,0.05699062067688136,2.2937725068586246e-06
2.5317694487158837,0.05476168253123637,2.090892940945252e-06
2.5448874251341014,0.05260181283133172,1.9053018181864155e-06
2.558005401552318,0.05050974455422897,1.7355866442407346e-06
2.571123377970535,0.048484192260308784,1.5804448626943053e-06
2.5842413543887526,0.046523854559382766,1.438675775014802e-06
2.5973593308069693,0.04462741650521762,1.3091730141205648e-06
2.610477307225186,0.042793551916498036,1.190917536916822e-06
2.623595283643403,0.04102092562251085,1.082971103060548e-06
2.6367132600616205,0.03930819563207602,9.84470209038845e-07
2.6498312364798373,0.0376540152244951,8.946204483869526e-07
2.662949212898054,0.03605703496151868,8.126912705320195e-07
2.6760671893162717,0.03451590461956642,7.380111123310434e-07
2.6891851657344885,0.03302927504164984,6.699628778774611e-07
2.7023031421527053,0.031595799908661085,6.079797435837797e-07
2.715421118570922,0.030214137429897595,5.515412669098506e-07
2.7285390949891397,0.028882951952885382,5.001697783998379e-07
2.7416570714073565,0.027600915492753352,4.534270379188382e-07
2.754775047825574,0.02636670918158722,4.1091113714428435e-07
2.767893024243791,0.025179024638364838,3.7225363147070087e-07
2.7810110006620077,0.02403656526023051,3.3711688553092763e-07
2.7941289770802245,0.022938047436021576,3.05191617525602e-07
2.8072469534984412,0.021882201683099633,2.761946284871962e-07
2.820364929916658,0.020867773708673133,2.4986670348810004e-07
2.8334829063348748,0.01989352539692122,2.259706726359782e-07
2.8466008827530933,0.018958235723343098,2.0428962048634952e-07
2.85971885917131,0.01806070159786364,1.846252332440823e-07
2.872836835589527,0.0171997386383194,1.6679627382433603e-07
2.8859548120077436,0.01637418187604146,1.5063717550163385e-07
2.8990727884259604,0.015582886395325516,1.3599674549485322e-07
2.912190764844177,0.014824727908652989,1.2273697041824385e-07
2.925308741262394,0.014098603269587512,1.1073191607572643e-07
2.9384267176806125,0.013403430925325269,9.986671458956716e-08
2.9515446940988292,0.012738151310923969,9.00366323367949e-08
2.964662670517046,0.012101727187271582,8.114621261900344e-08
2.977780646935263,0.011493143924889962,7.310848741520348e-08
2.9908986233534796,0.01091140973568884,6.584425296448658e-08
3.0040165997716963,0.010355555854804488,5.928140429709067e-08
3.017134576189913,0.009824636674666917,5.3354324180301756e-08
3.0302525526081316,0.009317729833443365,4.80033222708803e-08
3.0433705290263484,0.008833936260004486,4.317412056964061e-08
3.056488505444565,0.008372380177550463,3.881738155765123e-08
3.069606481862782,0.007932209068023633,3.488827565847743e-08
3.0827244582809987,0.007512593599413918,3.134608491799785e-08
3.0958424346992155,0.007112727518042006,2.8153840023732133e-08
3.1089604111174323,0.00673182750787762,2.5277988000272205e-08
3.122078387535649,0.0063691330189190615,2.2688088117303164e-08
3.1351963639538676,0.006023906066625231,2.0356533732726498e-08
3.1483143403720844,0.005695431004353161,1.8258297966433063e-08
3.161432316790301,0.005383014270711479,1.637070126111585e-08
3.174550293208518,0.005085984113697379,1.4673199035969144e-08
3.1876682696267347,0.004803690293435968,1.3147187777876223e-08
3.2007862460449514,0.004535503765292355,1.1775828043481032e-08
3.213904222463168,0.004280816345075287,1.0543882964989563e-08
3.2270221988813867,0.00403904035799777,9.437570963285629e-09
3.2401401752996035,0.003809608273005768,8.444431474548567e-09
3.2532581517178203,0.0035919723240294874,7.5532025915721e-09
3.266376128136037,0.0033856041196558178,6.753709608925886e-09
3.279494104554254,0.0031899942426617113,6.036763542444043e-09
3.2926120809724706,0.0030046518407906347,5.394068768736786e-09
3.3057300573906874,0.002829104210095274,4.818138999918606e-09
3.318848033808906,0.0026628963721109025,4.30222087293298e-09
3.3319660102271227,0.002505590646065129,3.840224492104829e-09
3.3450839866453395,0.0023567662172706205,3.4266603182153884e-09
3.3582019630635562,0.0022160187027899696,3.056581847804992e-09
3.371319939481773,0.0020829597154032927,2.725533572866627e-09
3.3844379158999898,0.001957216426852561,2.4295037538922126e-09
3.3975558923182065,0.0018384311312801655,2.1648815786375087e-09
3.410673868736425,0.0017262608097238941,1.9284183152336792e-09
3.423791845154642,0.0016203766964761864,1.7171921016265539e-09
3.4369098215728586,0.001520463848062013,1.5285760439858286e-09
3.4500277979910754,0.0014262207155382146,1.3602093249013957e-09
3.463145774409292,0.001337358720765894,1.2099710480574859e-09
3.476263750827509,0.0012536018372584306,1.0759565698271702e-09
3.4893817272457257,0.0011746861761596436,9.564560900209671e-10
3.5024997036639425,0.0011003595778602518,8.499352940064879e-10
3.515617680082161,0.0010303812097158741,7.550178567322155e-10
3.528735656500378,0.0009645211702865485,6.704696359684453e-10
3.5418536329185946,0.0009025601004758972,5.951843974431426e-10
3.5549716093368113,0.000844288801908274,5.281709286134296e-10
3.568089585755028,0.0007895078628434978,4.685414106770861e-10
3.581207562173245,0.0007380272918922207,4.1550093019112253e-10
3.5943255385914616,0.0006896661597597738,3.6833802241391927e-10
3.60744351500968,0.0006442522492129228,3.2641614830692963e-10
3.620561491427897,0.0006016217134321891,2.891660160972522e-10
3.6336794678461137,0.0005616187428821308,2.560786664840946e-10
3.6467974442643305,0.0005240952408036415,2.2669924803531134e-10
3.6599154206825473,0.0004889105074051953,2.0062141612423924e-10
3.673033397100764,0.00045593093280473055,1.774822949578218e-10
3.686151373518981,0.000425029698750028,1.5695794789493656e-10
3.6992693499371994,0.00039608648912314414,1.3875930639590523e-10
3.712387326355416,0.0003689872092136854,1.2262851262355787e-10
3.725505302773633,0.0003436237137262567,1.0833563497243923e-10
3.7386232791918497,0.0003198935434696035,9.567571967244163e-11
3.7517412556100664,0.00029769967065822623,8.44661451295585e-11
3.764859232028283,0.00027695025274204874,7.454424886056777e-11
3.7779772084465,0.0002575583946656963,6.576519977833999e-11
3.7910951848647185,0.00023944191944616096,5.8000091216054413e-11
3.8042131612829353,0.0002225231469460548,5.113423246562796e-11
3.817331137701152,0.00020672868070914055,4.506561876982735e-11
3.830449114119369,0.00019198920271554183,3.9703561668809275e-11
3.8435670905375856,0.00017823927590561163,3.496746337833496e-11
3.8566850669558024,0.00016541715431414052,3.078572048541163e-11
3.869803043374019,0.00015346460065017014,2.709474370277416e-11
3.8829210197922377,0.00014232671115215636,2.383808174040087e-11
3.8960389962104545,0.0001319517475435829,2.0965638542858514e-11
3.9091569726286712,0.00012229097591021703,1.843297421729337e-11
3.922274949046888,0.0001132985123171499,1.6200680948942133e-11
3.9353929254651048,0.00010493117498129608,1.4233826078737808e-11
3.9485109018833215,9.714834281332529e-05,1.2501455309779085e-11
3.9616288783015383,8.991182014186272e-05,1.0976149724099701e-11
3.974746854719755,8.318570743225715e-05,9.633630935627006e-12
3.9878648311379736,7.693627781220905e-05,8.452409286096479e-12
4.00098280755619,7.113185921704562e-05,7.413470514028843e-12
4.014100783974407,6.574272196836971e-05,6.499996798166053e-12
4.027218760392624,6.074097160120858e-05,5.697118501003556e-12
4.040336736810841,5.610044675651848e-05,4.99169331975729e-12
4.0534547132290575,5.17966219580329e-05,4.372109895398975e-12
4.066572689647274,4.7806515094865066e-05,3.82811323899894e-12
4.079690666065493,4.4108599433996227e-05,3.3506496119200614e-12
4.09280864248371,4.068271998975808e-05,2.9317287454749446e-12
4.105926618901926,3.751001408061607e-05,2.564301509266995e-12
4.119044595320143,3.457283590697991e-05,2.242151338103561e-12
4.13216257173836,3.185468498733946e-05,1.9597979073645794e-12
4.145280548156577,2.9340138293763384e-05,1.7124117080997254e-12
4.158398524574793,2.701478593166363e-05,1.4957383177664145e-12
4.171516500993012,2.486517021269791e-05,1.3060312920947982e-12
4.184634477411229,2.2878727973742587e-05,1.1399927195927551e-12
4.1977524538294455,2.1043735998991463e-05,9.947205840546669e-13
4.210870430247662,1.9349259406420786e-05,8.676621733522161e-13
4.223988406665879,1.778510286406423e-05,7.56572855876329e-13
4.237106383084096,1.6341764505776825e-05,6.594796202768708e-13
4.250224359502313,1.5010392420401008e-05,5.746488405146603e-13
4.263342335920531,1.3782743592474522e-05,5.005577875170698e-13
4.276460312338748,1.2651145176828575e-05,4.3586946164837246e-13
4.289578288756965,1.1608457993597311e-05,3.794103674307863e-13
4.3026962651751814,1.0648042134300984e-05,3.3015089407726693e-13
4.315814241593398,9.76372457374482e-06,2.871880029562578e-13
4.328932218011615,8.949768686507474e-06,2.4972995658361037e-13
4.342050194429832,8.20084557075437e-06,2.1708285355844476e-13
4.35516817084805,7.512007086003082e-06,1.8863876041569068e-13
4.368286147266267,6.878660515283302e-06,1.6386525500594043e-13
4.381404123684484,6.296544765864402e-06,1.4229621704473336e-13
4.394522100102701,5.761708026373748e-06,1.235237201783303e-13
4.407640076520917,5.270486801682443e-06,1.0719089654126927e-13
4.420758052939134,4.819486250401192e-06,9.298565955740276e-14
4.433876029357351,4.405561753197618e-06,8.063518386107867e-14
4.446994005775568,4.025801643418174e-06,6.990105286848351e-14
4.460111982193786,3.6775110346713443e-06,6.057499487155381e-14
4.473229958612003,3.358196683103215e-06,5.2475137701919755e-14
4.48634793503022,3.065552825069274e-06,4.5442720148430726e-14
4.4994659114484366,2.7974479337817947e-06,3.933920552363141e-14
4.512583887866653,2.5519123412839537e-06,3.404374916433392e-14
4.52570186428487,2.327126674776862e-06,2.945097731062779e-14
4.538819840703087,2.1214110589003298e-06,2.546903981768056e-14
4.551937817121305,1.9332150380453884e-06,2.201790358813814e-14
4.565055793539522,1.7611081751573278e-06,1.902785753459148e-14
4.578173769957739,1.603771285772799e-06,1.6438203349045312e-14
4.591291746375956,1.4599882682273015e-06,1.4196109420989183e-14
4.6044097227941725,1.3286384930684884e-06,1.2255607953150071e-14
4.617527699212389,1.20868971672159e-06,1.0576717714994539e-14
4.630645675630606,1.0991914863756462e-06,9.124676984645353e-15
4.643763652048825,9.992690048962251e-07,7.869273092205346e-15
4.656881628467041,9.081174263240532e-07,6.784256620074854e-15
4.669999604885258,8.24996554191495e-07,5.846829764031034e-15
4.683117581303475,7.49225916483296e-07,5.037199635107795e-15
4.696235557721692,6.801801925855326e-07,4.338188406604977e-15
4.709353534139908,6.17284969011157e-07,3.734893200573086e-15
4.722471510558125,5.600128020633956e-07,3.2143894795378173e-15
4.735589486976344,5.078795669024601e-07,2.765472475941298e-15
4.7487074633945605,4.6044107371892487e-07,2.3784318660956654e-15
4.761825439812777,4.1728993289106317e-07,2.0448554882555314e-15
4.774943416230994,3.7805265211632845e-07,1.7574584253668835e-15
4.788061392649211,3.4238694956062467e-07,1.5099342306578308e-15
4.801179369067428,3.0997926806630544e-07,1.2968254760476328e-15
4.814297345485644,2.805424764026848e-07,1.1134111560201258e-15
4.827415321903861,2.538137444338625e-07,9.556087890232715e-16
4.84053329832208,2.2955257992000348e-07,8.198893298120376e-16
4.8536512747402965,2.0753901546214855e-07,7.032032440335372e-16
4.866769251158513,1.8757193484918825e-07,6.029163048055024e-16
4.87988722757673,1.6946752877119203e-07,5.167538536303242e-16
4.893005203994947,1.5305787052747484e-07,4.4275242785931347e-16
4.9061231804131635,1.3818960298300022e-07,3.792177968473498e-16
4.91924115683138,1.247227286146055e-07,3.246885713555971e-16
4.932359133249599,1.1252949504105714e-07,2.779046578170608e-16
4.945477109667816,1.0149336894989916e-07,2.3777992266653e-16
4.958595086086032,9.15080918210959e-08,2.0337851371456736e-16
4.971713062504249,8.247681130441565e-08,1.7389435697674435e-16
4.984831038922466,7.43112825357343e-08,1.4863340973736408e-16
4.997949015340683,6.693113407871652e-08,1.2699830506071567e-16
5.0110669917588995,6.026319355398191e-08,1.0847507045213784e-16
5.024184968177118,5.424086836937188e-08,9.262164478561397e-17
5.037302944595335,4.880357729363221e-08,7.905795371687257e-17
5.050420921013552,4.389622892299937e-08,6.74573352598043e-17
5.063538897431768,3.9468743377111425e-08,5.75391346059599e-17
5.076656873849985,3.547561382845394e-08,4.906231112530929e-17
5.089774850268202,3.187550471940813e-08,4.18199212516419e-17
5.102892826686419,2.8630883753900483e-08,3.5634359021591187e-17
5.116010803104637,2.5707684967710942e-08,3.035325174710221e-17
5.129128779522854,2.3075000383634427e-08,2.584592195874129e-17
5.142246755941071,2.070479794581839e-08,2.2000338625151962e-17
5.1553647323592875,1.8571663602621393e-08,1.8720490962724878e-17
5.168482708777504,1.6652565570023564e-08,1.5924127100345323e-17
5.181600685195721,1.4926638958805856e-08,1.3540807632821872e-17
5.194718661613938,1.3374989089100639e-08,1.1510230836666702e-17
5.207836638032156,1.198051194621892e-08,9.780792167212683e-18
5.220954614450373,1.0727730352528595e-08,8.308345723399956e-18
5.23407259086859,9.602644542216626e-09,7.055139757735774e-18
5.247190567286807,8.59259592961015e-09,5.988902112687298e-18
