x,ground_marginal,excited_marginal
-0.9838482313662764,0.010822889463027877,0.5639478472425229
-0.9707302549480596,0.01140051721234475,0.5635446509887635
-0.957612278529842,0.01200484116722143,0.562947964016644
-0.9444943021116252,0.012636849529668929,0.5621584016227884
-0.9313763256934084,0.01329755337472971,0.5611767773256635
-0.9182583492751908,0.01398798642666254,0.5600041014687397
-0.905140372856974,0.014709204783410555,0.5586415794875232
-0.8920223964387572,0.015462286587233046,0.5570906098446234
-0.8789044200205405,0.016248331639402612,0.555352781637805
-0.8657864436023228,0.017068460956900736,0.5534298718867535
-0.852668467184106,0.017923816269080302,0.5513238425050387
-0.8395504907658893,0.018815559452309893,0.5490368369644958
-0.8264325143476725,0.019744871900665158,0.5465711766599675
-0.8133145379294549,0.02071295383079505,0.5439293569830325
-0.8001965615112381,0.021721023519158306,0.5411140431140178
-0.7870785850930213,0.022770316469904406,0.5381280655422236
-0.7739606086748037,0.02386208451175752,0.5349744153249026
-0.7608426322565869,0.024997594822358325,0.5316562390961048
-0.7477246558383701,0.026178128878622985,0.5281768338370407
-0.7346066794201533,0.02740498133178946,0.5245396414201267
-0.7214887030019357,0.028679458805945975,0.5207482429393419
-0.7083707265837189,0.030002878618965993,0.51680635283996
-0.6952527501655021,0.031376567424916804,0.5127178128611111
-0.6821347737472845,0.0328018597771559,0.5084865858049881
-0.6690167973290677,0.03428009661149054,0.5041167491468219
-0.6558988209108509,0.035812623648944435,0.49961248850001894
-0.6427808444926342,0.03740078971784969,0.4949780909510958
-0.6296628680744165,0.03904594499517168,0.49021793827922366
-0.6165448916561997,0.04074943916716618,0.4853365000753514
-0.603426915237983,0.042512619509674186,0.48033832677596994
-0.5903089388197662,0.044336828888567215,0.4752280426266566
-0.5771909624015485,0.04622340368107833,0.4700103385905452
-0.5640729859833318,0.04817367161897841,0.4646899652168558
-0.550955009565115,0.050188949554793055,0.4592717254845462
-0.5378370331468973,0.05227054115249233,0.4537604676360552
-0.5247190567286806,0.05441973450433495,0.44816107801595634
-0.5116010803104638,0.05663779967580121,0.4424784739291567
-0.49848310389224704,0.058925986180801825,0.43671759653306735
-0.4853651274740294,0.061285520389617,0.430883403777902
-0.4722471510558126,0.06371760287228119,0.4249808634089773
-0.45912917463759584,0.06622340568040261,0.41901494604455336
-0.4460111982193782,0.06880406957067195,0.41299061834240464
-0.4328932218011614,0.07146070117359239,0.4069128362679122
-0.41977524538294464,0.07419437011123696,0.4007865384760471
-0.40665726896472787,0.0770061060681089,0.3946166398191767
-0.3935392925465102,0.07989689581945934,0.38840802499214
-0.38042131612829344,0.08286768022168418,0.3821655423255488
-0.36730333971007667,0.08591935116969529,0.37589399773773907
-0.3541853632918599,0.08905274852642063,0.3695981488552726
-0.34106738687364224,0.09226865702985565,0.3632826993113107
-0.32794941045542547,0.09556780318333792,0.3569522932306208
-0.3148314340372087,0.09895085213497234,0.3506115099093706
-0.30171345761899104,0.10241840455236847,0.34426485869727996
-0.2885954812007743,0.10597099349908932,0.33791677408907034
-0.2754775047825575,0.10960908131943646,0.3315716110315356
-0.26235952836434073,0.11333305653840063,0.3252336404519374
-0.24924155194612307,0.11714323078381766,0.31890704501278283
-0.2361235755279063,0.12103983573795035,0.3125959150974204
-0.22300559910968953,0.1250230201258988,0.30630424503024356
-0.20988762269147276,0.1290928467483929,0.30003592953467273
-0.1967696462732551,0.13324928956667256,0.29379476043144304
-0.18365166985503834,0.137492230847283,0.28758442357911507
-0.17053369343682157,0.14182145837472795,0.2814084960580948
-0.1574157170186039,0.14623666274000666,0.27527044359885827
-0.14429774060038714,0.15073743471313725,0.26917361825447034
-0.13117976418217037,0.15532326270782346,0.26312125631689837
-0.1180617877639536,0.15999353034644045,0.25711647647606856
-0.10494381134573594,0.16474751413353522,0.25116227822003867
-0.09182583492751917,0.16958438124601377,0.24526154047413812
-0.0787078585093024,0.1745031874481578,0.23941702047639216
-0.06558988209108474,0.17950287513954055,0.2336313528860622
-0.05247190567286797,0.18458227154383444,0.2279070491216406
-0.0393539292546512,0.1897400870463915,0.22224649692417994
-0.02623595283643443,0.19497491368833342,0.21665196014141064
-0.01311797641821677,0.20028522382473596,0.21112557872767104
0.0,0.2056693689542966,0.2056693689542966
0.01311797641821677,0.21112557872767104,0.20028522382473596
0.02623595283643354,0.21665196014141028,0.19497491368833375
0.0393539292546512,0.22224649692417994,0.1897400870463915
0.05247190567286797,0.2279070491216406,0.18458227154383444
0.06558988209108474,0.2336313528860622,0.17950287513954055
0.0787078585093024,0.23941702047639216,0.1745031874481578
0.09182583492751917,0.24526154047413812,0.16958438124601377
0.10494381134573594,0.25116227822003867,0.16474751413353522
0.11806178776395271,0.25711647647606817,0.15999353034644076
0.13117976418217037,0.26312125631689837,0.15532326270782346
0.14429774060038714,0.26917361825447034,0.15073743471313725
0.1574157170186039,0.27527044359885827,0.14623666274000666
0.17053369343682157,0.2814084960580948,0.14182145837472795
0.18365166985503834,0.28758442357911507,0.137492230847283
0.1967696462732551,0.29379476043144304,0.13324928956667256
0.20988762269147188,0.3000359295346723,0.12909284674839316
0.22300559910968953,0.30630424503024356,0.1250230201258988
0.2361235755279063,0.3125959150974204,0.12103983573795035
0.24924155194612307,0.31890704501278283,0.11714323078381766
0.26235952836433984,0.32523364045193703,0.11333305653840088
0.2754775047825575,0.3315716110315356,0.10960908131943646
0.2885954812007743,0.33791677408907034,0.10597099349908932
0.30171345761899104,0.34426485869727996,0.10241840455236847
0.3148314340372087,0.3506115099093706,0.09895085213497234
0.32794941045542547,0.3569522932306208,0.09556780318333792
0.34106738687364224,0.3632826993113107,0.09226865702985565
0.354185363291859,0.36959814885527215,0.08905274852642085
0.36730333971007667,0.37589399773773907,0.08591935116969529
0.38042131612829344,0.3821655423255488,0.08286768022168418
0.3935392925465102,0.38840802499214,0.07989689581945934
0.40665726896472787,0.3946166398191767,0.0770061060681089
0.41977524538294464,0.4007865384760471,0.07419437011123696
0.4328932218011614,0.4069128362679122,0.07146070117359239
0.4460111982193782,0.41299061834240464,0.06880406957067195
0.45912917463759584,0.41901494604455336,0.06622340568040261
0.4722471510558126,0.4249808634089773,0.06371760287228119
0.4853651274740294,0.430883403777902,0.061285520389617
0.49848310389224615,0.4367175965330669,0.05892598618080199
0.5116010803104638,0.4424784739291567,0.05663779967580121
0.5247190567286806,0.44816107801595634,0.05441973450433495
0.5378370331468973,0.4537604676360552,0.05227054115249233
0.550955009565115,0.4592717254845462,0.050188949554793055
0.5640729859833318,0.4646899652168558,0.04817367161897841
0.5771909624015485,0.4700103385905452,0.04622340368107833
0.5903089388197653,0.47522804262665624,0.044336828888567326
0.603426915237983,0.48033832677596994,0.042512619509674186
0.6165448916561997,0.4853365000753514,0.04074943916716618
0.6296628680744165,0.49021793827922366,0.03904594499517168
0.6427808444926342,0.4949780909510958,0.03740078971784969
0.6558988209108509,0.49961248850001894,0.035812623648944435
0.6690167973290677,0.5041167491468219,0.03428009661149054
0.6821347737472845,0.5084865858049881,0.0328018597771559
0.6952527501655021,0.5127178128611111,0.031376567424916804
0.7083707265837189,0.51680635283996,0.030002878618965993
0.7214887030019357,0.5207482429393419,0.028679458805945975
0.7346066794201525,0.5245396414201264,0.027404981331789546
0.7477246558383701,0.5281768338370407,0.026178128878622985
0.7608426322565869,0.5316562390961048,0.024997594822358325
0.7739606086748037,0.5349744153249026,0.02386208451175752
0.7870785850930213,0.5381280655422236,0.022770316469904406
0.8001965615112381,0.5411140431140178,0.021721023519158306
0.8133145379294549,0.5439293569830325,0.02071295383079505
0.8264325143476716,0.5465711766599674,0.01974487190066522
0.8395504907658893,0.5490368369644958,0.018815559452309893
0.852668467184106,0.5513238425050387,0.017923816269080302
0.8657864436023228,0.5534298718867535,0.017068460956900736
0.8789044200205405,0.555352781637805,0.016248331639402612
0.8920223964387572,0.5570906098446234,0.015462286587233046
0.905140372856974,0.5586415794875232,0.014709204783410555
0.9182583492751908,0.5600041014687397,0.01398798642666254
0.9313763256934084,0.5611767773256635,0.01329755337472971
0.9444943021116252,0.5621584016227884,0.012636849529668929
