detuning_over_kappa,response_amplitude
-5.0,0.09950371902099892
-4.99375,0.09962701902317143
-4.9875,0.0997506234413965
-4.98125,0.09987453339865697
-4.975,0.09999875002343703
-4.96875,0.10012327444975566
-4.9625,0.10024810781720069
-4.95625,0.10037325127096249
-4.95,0.10049870596186848
-4.94375,0.10062447304641764
-4.9375,0.10075055368681525
-4.93125,0.1008769490510079
-4.925,0.10100366031271893
-4.91875,0.10113068865148384
-4.9125,0.1012580352526862
-4.90625,0.10138570130759368
-4.9,0.10151368801339447
-4.89375,0.10164199657323388
-4.8875,0.10177062819625111
-4.88125,0.10189958409761667
-4.875,0.10202886549856946
-4.86875,0.1021584736264549
-4.8625,0.1022884097147626
-4.85625,0.10241867500316472
-4.85,0.1025492707375547
-4.84375,0.10268019817008582
-4.8375,0.10281145855921059
-4.83125,0.1029430531697201
-4.825,0.1030749832727837
-4.81875,0.10320725014598904
-4.8125,0.10333985507338243
-4.80625,0.10347279934550949
-4.8,0.10360608425945603
-4.79375,0.10373971111888924
-4.7875,0.1038736812340994
-4.78125,0.10400799592204156
-4.775,0.10414265650637791
-4.76875,0.10427766431752007
-4.7625,0.10441302069267208
-4.75625,0.10454872697587347
-4.75,0.10468478451804275
-4.74375,0.10482119467702114
-4.7375,0.10495795881761692
-4.73125,0.10509507831164955
-4.725,0.10523255453799489
-4.71875,0.10537038888262992
-4.7125,0.10550858273867866
-4.70625,0.10564713750645774
-4.7,0.10578605459352258
-4.69375,0.10592533541471419
-4.6875,0.10606498139220576
-4.68125,0.10620499395555015
-4.675,0.10634537454172753
-4.66875,0.1064861245951932
-4.6625,0.10662724556792608
-4.65625,0.10676873891947744
-4.65,0.10691060611702005
-4.64375,0.10705284863539763
-4.6375,0.10719546795717469
-4.63125,0.10733846557268693
-4.625,0.10748184298009181
-4.61875,0.1076256016854196
-4.6125,0.10776974320262489
-4.60625,0.10791426905363838
-4.6,0.1080591807684192
-4.59375,0.10820447988500753
-4.5875,0.10835016794957772
-4.58125,0.10849624651649177
-4.575,0.10864271714835323
-4.56875,0.10878958141606156
-4.5625,0.10893684089886685
-4.55625,0.10908449718442519
-4.55,0.10923255186885404
-4.54375,0.1093810065567885
-4.5375,0.10952986286143779
-4.53125,0.10967912240464212
-4.525,0.10982878681693027
-4.51875,0.10997885773757735
-4.5125,0.11012933681466312
-4.50625,0.11028022570513084
-4.5,0.11043152607484653
-4.49375,0.11058323959865872
-4.4875,0.11073536796045857
-4.48125,0.11088791285324072
-4.475,0.11104087597916434
-4.46875,0.11119425904961483
-4.4625,0.1113480637852661
-4.45625,0.11150229191614312
-4.45,0.11165694518168505
-4.44375,0.1118120253308091
-4.4375,0.11196753412197455
-4.43125,0.11212347332324756
-4.425,0.1122798447123664
-4.41875,0.11243665007680717
-4.4125,0.11259389121385016
-4.40625,0.11275156993064661
-4.4,0.11290968804428621
-4.39375,0.11306824738186493
-4.3875,0.11322724978055347
-4.38125,0.11338669708766645
-4.375,0.11354659116073192
-4.36875,0.11370693386756148
-4.3625,0.11386772708632122
-4.35625,0.11402897270560279
-4.35,0.11419067262449566
-4.34375,0.11435282875265917
-4.3375,0.11451544301039614
-4.33125,0.11467851732872623
-4.325,0.11484205364946037
-4.31875,0.11500605392527571
-4.3125,0.11517052011979112
-4.30625,0.11533545420764348
-4.3,0.11550085817456437
-4.29375,0.11566673401745754
-4.2875,0.11583308374447712
-4.28125,0.1159999093751062
-4.275,0.11616721294023634
-4.26875,0.11633499648224767
-4.2625,0.11650326205508943
-4.25625,0.11667201172436172
-4.25,0.1168412475673972
-4.24375,0.1170109716733442
-4.2375,0.11718118614325006
-4.23125,0.11735189309014525
-4.225,0.11752309463912847
-4.21875,0.11769479292745201
-4.2125,0.11786699010460834
-4.20625,0.11803968833241699
-4.2,0.11821288978511234
-4.19375,0.11838659664943242
-4.1875,0.11856081112470786
-4.18125,0.11873553542295222
-4.175,0.11891077176895275
-4.16875,0.11908652240036192
-4.1625,0.11926278956778992
-4.15625,0.1194395755348977
-4.15,0.11961688257849112
-4.14375,0.11979471298861565
-4.1375,0.11997306906865188
-4.13125,0.12015195313541209
-4.125,0.12033136751923737
-4.11875,0.12051131456409586
-4.1125,0.12069179662768158
-4.10625,0.12087281608151419
-4.1,0.12105437531103977
-4.09375,0.1212364767157322
-4.0875,0.12141912270919576
-4.08125,0.12160231571926827
-4.075,0.12178605818812532
-4.06875,0.12197035257238546
-4.0625,0.12215520134321615
-4.05625,0.12234060698644077
-4.05,0.1225265720026465
-4.04375,0.12271309890729303
-4.0375,0.12290019023082263
-4.03125,0.12308784851877061
-4.025,0.12327607633187727
-4.01875,0.12346487624620056
-4.0125,0.12365425085322966
-4.00625,0.12384420275999994
-4.0,0.12403473458920847
-3.99375,0.12422584897933088
-3.9875,0.12441754858473926
-3.98125,0.12460983607582074
-3.9749999999999996,0.12480271413909771
-3.96875,0.12499618547734848
-3.9625,0.12519025280972956
-3.95625,0.1253849188718987
-3.95,0.1255801864161391
-3.9437499999999996,0.125776058211485
-3.9375,0.12597253704384767
-3.93125,0.12616962571614365
-3.925,0.12636732704842296
-3.91875,0.1265656438779994
-3.9124999999999996,0.12676457905958155
-3.90625,0.12696413546540486
-3.9,0.12716431598536546
-3.89375,0.1273651235271546
-3.8875,0.12756656101639466
-3.8812499999999996,0.12776863139677627
-3.875,0.12797133763019677
-3.86875,0.12817468269689986
-3.8625,0.12837866959561636
-3.85625,0.12858330134370663
-3.8499999999999996,0.1287885809773041
-3.84375,0.12899451155145997
-3.8375,0.12920109614028943
-3.83125,0.1294083378371192
-3.825,0.12961623975463638
-3.8187499999999996,0.12982480502503874
-3.8125,0.13003403680018621
-3.80625,0.13024393825175407
-3.8,0.13045451257138732
-3.79375,0.13066576297085655
-3.7874999999999996,0.13087769268221527
-3.78125,0.13109030495795865
-3.775,0.13130360307118394
-3.76875,0.13151759031575205
-3.7625,0.13173227000645088
-3.7562499999999996,0.13194764547916027
-3.75,0.13216372009101796
-3.74375,0.13238049722058792
-3.7375,0.13259798026802957
-3.73125,0.13281617265526885
-3.7249999999999996,0.13303507782617105
-3.71875,0.13325469924671496
-3.7125,0.1334750404051689
-3.70625,0.1336961048122683
-3.7,0.13391789600139503
-3.6937499999999996,0.1341404175287585
-3.6875,0.13436367297357807
-3.68125,0.13458766593826788
-3.675,0.13481240004862283
-3.66875,0.13503787895400657
-3.6624999999999996,0.13526410632754154
-3.65625,0.13549108586630013
-3.65,0.1357188212914986
-3.64375,0.135947316348692
-3.6375,0.13617657480797157
-3.6312499999999996,0.13640660046416375
-3.625,0.13663739713703102
-3.61875,0.1368689686714751
-3.6125,0.1371013189377416
-3.60625,0.13733445183162707
-3.5999999999999996,0.13756837127468774
-3.59375,0.13780308121445045
-3.5875,0.13803858562462573
-3.58125,0.13827488850532269
-3.575,0.13851199388326615
-3.5687499999999996,0.13874990581201607
-3.5625,0.13898862837218867
-3.55625,0.13922816567168023
-3.55,0.13946852184589265
-3.54375,0.13970970105796157
-3.5374999999999996,0.13995170749898658
-3.53125,0.14019454538826354
-3.525,0.14043821897351952
-3.51875,0.1406827325311499
-3.5125,0.14092809036645768
-3.5062499999999996,0.14117429681389546
-3.5,0.1414213562373095
-3.49375,0.1416692730301865
-3.4875,0.14191805161590262
-3.48125,0.14216769644797508
-3.4749999999999996,0.14241821201031635
-3.46875,0.14266960281749053
-3.4625,0.14292187341497298
-3.45625,0.1431750283794117
-3.45,0.14342907231889207
-3.4437499999999996,0.14368400987320382
-3.4375,0.14393984571411075
-3.43125,0.1441965845456235
-3.425,0.1444542311042746
-3.41875,0.14471279015939653
-3.4124999999999996,0.14497226651340275
-3.40625,0.14523266500207127
-3.4,0.14549399049483136
-3.39375,0.14575624789505304
-3.3875,0.14601944214033954
-3.3812499999999996,0.14628357820282295
-3.375,0.14654866108946232
-3.36875,0.14681469584234574
-3.3625,0.14708168753899456
-3.35625,0.1473496412926713
-3.3499999999999996,0.14761856225269077
-3.34375,0.14788845560473393
-3.3375,0.14815932657116548
-3.33125,0.14843118041135459
-3.325,0.14870402242199868
-3.3187499999999996,0.14897785793745094
-3.3125,0.14925269233005106
-3.30625,0.1495285310104595
-3.3,0.14980537942799496
-3.29375,0.15008324307097584
-3.2874999999999996,0.15036212746706495
-3.28125,0.15064203818361768
-3.275,0.15092298082803443
-3.26875,0.15120496104811598
-3.2625,0.15148798453242313
-3.2562499999999996,0.15177205701064003
-3.25,0.1520571842539411
-3.24375,0.15234337207536217
-3.2375,0.15263062633017516
-3.23125,0.15291895291626725
-3.2249999999999996,0.15320835777452363
-3.21875,0.15349884688921428
-3.2125,0.1537904262883854
-3.20625,0.15408310204425446
-3.2,0.15437688027360957
-3.1937499999999996,0.15467176713821365
-3.1875,0.15496776884521193
-3.18125,0.15526489164754495
-3.175,0.15556314184436507
