t_us,omega1_MHz,omega2_MHz,delta1_MHz,delta2_MHz,P00,P01,P11,phi00_rad,phi01_rad,phi11_rad
1.306249999999999911e-01,1.123891709509289960e+01,1.638326107156399303e+01,-6.769138527573403508e+00,-6.949195626498158695e+00,9.122106912068279894e-02,3.090648319718802273e-01,5.854727372795241747e-02,3.359397891616977105e+00,4.779786174165646884e+00,8.453554284389852569e+00
1.312500000000000056e-01,1.123623598493266762e+01,1.637935274771526295e+01,-6.717111115258206588e+00,-6.894850385710998175e+00,9.606790376960927524e-02,3.103036291268087554e-01,6.004500348417759342e-02,3.422997033977840609e+00,4.836994291763835108e+00,8.566487385205361349e+00
1.318749999999999922e-01,1.123337748484908971e+01,1.637518583797243110e+01,-6.659716742360158648e+00,-6.834900570523232410e+00,1.013841635686173193e-01,3.116744752106219707e-01,6.169614739166568579e-02,3.483985822486772133e+00,4.893990384799491444e+00,8.678387412773384213e+00
1.325000000000000067e-01,1.123037049740785775e+01,1.637080247435547165e+01,-6.596988067496789121e+00,-6.769380735365023050e+00,1.071580387067328638e-01,3.131776062703047758e-01,6.350099200951825340e-02,3.542410622922980146e+00,4.950757757787895841e+00,8.789198992234620533e+00
1.331249999999999933e-01,1.122724550007915134e+01,1.636624708466348466e+01,-6.528960753331722877e+00,-6.698328612330571197e+00,1.133768726789269599e-01,3.148131111199412024e-01,6.545985588387047416e-02,3.598346525818980179e+00,5.007280791205637627e+00,8.898874276199428834e+00
1.337500000000000078e-01,1.122403424603559507e+01,1.636156595632010990e+01,-6.455673437854965613e+00,-6.621785080585165240e+00,1.200272300996112901e-01,3.165808989971586884e-01,6.757307628450072434e-02,3.651889088356471191e+00,5.063544913922200408e+00,9.007372492913503947e+00
1.343749999999999944e-01,1.122076944819142241e+01,1.635680677578924858e+01,-6.377167703283041611e+00,-6.539794133237123219e+00,1.270949670406471554e-01,3.184806728972919276e-01,6.984099748863070722e-02,3.703147335043307731e+00,5.119536554479727997e+00,9.114659447517560409e+00
1.350000000000000089e-01,1.121748444862389960e+01,1.635201814668207021e+01,-6.293488042607848776e+00,-6.452402841705407788e+00,1.345653032153069362e-01,3.205119099012631034e-01,7.226396113847777247e-02,3.752238061161602634e+00,5.175243074347003258e+00,9.220707000869483139e+00
1.356249999999999956e-01,1.121421287562216484e+01,1.634724908982822456e+01,-6.204681823825461073e+00,-6.359661317616281728e+00,1.424228953330086422e-01,3.226738495461508038e-01,7.484229908154943489e-02,3.799281363241346909e+00,5.230652686793167305e+00,9.325492545880447182e+00
1.362500000000000100e-01,1.121098829069882008e+01,1.634254852871548280e+01,-6.110799251878060723e+00,-6.261622672264435252e+00,1.506519109621735630e-01,3.249654909749312148e-01,7.757632896674319933e-02,3.844397254930997487e+00,5.285754365370262775e+00,9.428998496724144474e+00
1.368749999999999967e-01,1.120784382797521062e+01,1.633796476381225915e+01,-6.011893328344542375e+00,-6.158342973676520948e+00,1.592361022595966680e-01,3.273855992563881045e-01,8.046635272063268340e-02,3.887703199798709264e+00,5.340537746150856080e+00,9.531211801935093320e+00
1.375000000000000111e-01,1.120481182841130519e+01,1.633354493937507712e+01,-5.908019808917178040e+00,-6.049881201316978263e+00,1.681588789536314077e-01,3.299327209016567064e-01,8.351265787321383860e-02,3.929312391215221911e+00,5.394993027838734356e+00,9.632123488537146727e+00
1.381249999999999978e-01,1.120192347139603406e+01,1.632933450640821249e+01,-5.799237158703976824e+00,-5.936299198478527828e+00,1.774033800043594011e-01,3.326052082352345396e-01,8.671552154757636299e-02,3.969332622797303145e+00,5.449110873666376698e+00,9.731728241057757245e+00
1.387500000000000122e-01,1.119920840624254943e+01,1.632537668548476617e+01,-5.685606505398226318e+00,-5.817661622401542942e+00,1.869525434059214897e-01,3.354012519206869269e-01,9.007521678036607693e-02,4.007865613288045026e+00,5.502882318631997727e+00,9.830024016633895911e+00
1.393749999999999989e-01,1.119669438614560342e+01,1.632171193315685542e+01,-5.567191590358860687e+00,-5.694035892168973767e+00,1.967891736432444971e-01,3.383189206093800694e-01,9.359202070615085800e-02,4.045006672258972813e+00,5.556298685136926707e+00,9.927011695389154511e+00
1.400000000000000133e-01,1.119440690715487641e+01,1.631837741567766287e+01,-5.444058717646973022e+00,-5.565492134425117143e+00,2.068960063665851723e-01,3.413562063879247432e-01,9.726622402506274190e-02,4.080844614724361108e+00,5.609351509492979559e+00,1.002269476381050062e+01
1.406250000000000000e-01,1.119236885469833886e+01,1.631540649372936258e+01,-5.316276701065969945e+00,-5.432103126969008322e+00,2.172557699014955601e-01,3.445110744582911000e-01,1.010981410845600281e-01,4.115461852163015521e+00,5.662032481113103977e+00,1.011707902790526248e+01
1.412500000000000144e-01,1.119060016015406767e+01,1.631282822179893088e+01,-5.183916809254395908e+00,-5.293944240274760737e+00,2.278512432680572519e-01,3.477815153032193241e-01,1.050881198469628686e-01,4.148934603960455547e+00,5.714333395512849911e+00,1.021017235239502519e+01
1.418750000000000011e-01,1.118911746991742184e+01,1.631066686576883384e+01,-5.047052708882625360e+00,-5.151093376993423512e+00,2.386653104404393155e-01,3.511655974751841658e-01,1.092365509871994905e-01,4.181333186864610418e+00,5.766246121568549654e+00,1.030198442202082987e+01
1.425000000000000155e-01,1.118793382934330616e+01,1.630894144219140784e+01,-4.905760406005850172e+00,-5.003630909492482459e+00,2.496810106351702030e-01,3.546615191035146775e-01,1.135438753711556920e-01,4.212722350926156878e+00,5.817762582831857543e+00,1.039252652111863640e+01
1.431250000000000022e-01,1.118705838386097184e+01,1.630766528259616877e+01,-4.760118185628085641e+00,-4.851639615491266433e+00,2.608815844729700517e-01,3.582676562418417587e-01,1.180105892036465015e-01,4.243161638930051716e+00,5.868874752115305071e+00,1.048181132790595171e+01
1.437500000000000167e-01,1.118649609946185208e+01,1.630684562603768128e+01,-4.610206549532964715e+00,-4.695204611851882426e+00,2.722505159139017028e-01,3.619826062744485040e-01,1.226372462043719413e-01,4.272705752909077503e+00,5.919574658061089956e+00,1.056985272034230938e+01
1.443750000000000033e-01,1.118624750464987372e+01,1.630648324292983986e+01,-4.456108152439179015e+00,-4.534413286587428260e+00,2.837715699181205808e-01,3.658052247600623308e-01,1.274244562667974923e-01,4.301404916333802397e+00,5.969854401999876714e+00,1.065666559093713417e+01
1.449999999999999900e-01,1.118630845581921918e+01,1.630657209303092969e+01,-4.297907736539520407e+00,-4.369355229150377440e+00,2.954288258341570272e-01,3.697346543074814251e-01,1.323728801741151651e-01,4.329305224324061285e+00,6.019706183107309094e+00,1.074226566843880093e+01
1.456250000000000044e-01,1.118666992788740622e+01,1.630709902024403490e+01,-4.135692064484345565e+00,-4.200122159066134842e+00,3.072067065628205640e-01,3.737703443394876923e-01,1.374832200826606454e-01,4.356448977000625611e+00,6.069122329676033267e+00,1.082666934491378541e+01
1.462499999999999911e-01,1.118731783186246354e+01,1.630804348667997417e+01,-3.969549850871364693e+00,-4.026807852977745128e+00,3.190900035871578333e-01,3.779120608986299978e-01,1.427562056302288385e-01,4.382874993117813034e+00,6.118095334238914162e+00,1.090989350728889562e+01
1.468750000000000056e-01,1.118823286086326618e+01,1.630937734819717733e+01,-3.799571692305143245e+00,-3.849508070169528118e+00,3.310638979970927931e-01,3.821598859686556882e-01,1.481925756781475034e-01,4.408618902568581355e+00,6.166617890298389248e+00,1.099195537296047931e+01
1.474999999999999922e-01,1.118939036594210457e+01,1.631106467338499755e+01,-3.625849996091138561e+00,-3.668320476638730288e+00,3.431139776711746303e-01,3.865142061162777365e-01,1.537930558453490248e-01,4.433713417374477217e+00,6.214682928527992978e+00,1.107287232955555822e+01
1.481250000000000067e-01,1.119076026287982550e+01,1.631306160769653957e+01,-3.448478907629966450e+00,-3.483344567785402024e+00,3.552262508072579483e-01,3.909756905875427790e-01,1.595583321340561245e-01,4.458188581473596201e+00,6.262283650502935117e+00,1.115266177934844904e+01
1.487499999999999933e-01,1.119230697093726867e+01,1.631531628416511737e+01,-3.267554236579168769e+00,-3.294681589792249010e+00,3.673871560187654817e-01,3.955452593099054170e-01,1.654890210747210766e-01,4.482072000084103891e+00,6.309413558272734868e+00,1.123134098918259483e+01
1.493750000000000078e-01,1.119398938435358026e+01,1.631776878185652890e+01,-3.083173381850430328e+00,-3.102434459767045904e+00,3.795835692336282374e-01,4.002240415450895039e-01,1.715856369281986149e-01,4.505389049713059535e+00,6.356066478395583808e+00,1.130892694701562640e+01
1.499999999999999944e-01,1.119576087718295554e+01,1.632035113291975748e+01,-2.895435255511711325e+00,-2.906707684721683727e+00,3.918028076490345790e-01,4.050133262001429646e-01,1.778485565724005346e-01,4.528163070047939165e+00,6.402236579395019334e+00,1.138543622639229902e+01
1.506250000000000089e-01,1.119756934185856068e+01,1.632298737880256567e+01,-2.704440205664150110e+00,-2.707607279462504568e+00,4.040326310070538884e-01,4.099145050278325542e-01,1.842779827667966608e-01,4.550415539047721225e+00,6.447918381959607537e+00,1.146088486025541719e+01
1.512499999999999956e-01,1.119935726166606749e+01,1.632559367589805532e+01,-2.510289938365060092e+00,-2.505240683467981455e+00,4.162612404640841923e-01,4.149290101274519249e-01,1.908739065300394111e-01,4.572166232567889566e+00,6.493106761569925389e+00,1.153528822553079713e+01
1.518750000000000100e-01,1.120106181710153948e+01,1.632807845058533402e+01,-2.313087438668682605e+00,-2.299716676830271922e+00,4.284772753313352278e-01,4.200582472899996866e-01,1.976360693839244453e-01,4.593433369829329038e+00,6.537796943590568510e+00,1.160866093987463188e+01
1.524999999999999967e-01,1.120261502587989000e+01,1.633034260332345511e+01,-2.112936890857555650e+00,-2.091145295338415533e+00,4.406698079642634158e-01,4.253035268159770510e-01,2.045639262119611501e-01,4.614233745988790325e+00,6.581984491194922349e+00,1.168101677185646103e+01
1.531250000000000111e-01,1.120394391615264418e+01,1.633227976115545843e+01,-1.909943597937591830e+00,-1.879637744781158526e+00,4.528283370765087135e-01,4.306659934700716730e-01,2.116566094551087518e-01,4.634582852999129088e+00,6.625665286786163399e+00,1.175236856567828703e+01
1.537499999999999978e-01,1.120497073228819396e+01,1.633377657767957558e+01,-1.704213900471027943e+00,-1.665306314548620215e+00,4.649427797485626845e-01,4.361465572263601431e-01,2.189128953233923092e-01,4.654494989868052102e+00,6.668835507829773412e+00,1.182272818130961411e+01
1.543750000000000122e-01,1.120561317236545307e+01,1.633471307924992999e+01,-1.495855094821522124e+00,-1.448264290612015781e+00,4.770034623935488494e-01,4.417458264035418192e-01,2.263311726433775151e-01,4.673983363340123098e+00,6.711491598214022858e+00,1.189210645066154015e+01
1.549999999999999989e-01,1.120578465633438725e+01,1.633496305588102970e+01,-1.284975350886608414e+00,-1.228625867961754992e+00,4.890011109323043614e-01,4.474640446960752582e-01,2.339094148912194138e-01,4.693060179941795695e+00,6.753630236400051778e+00,1.196051315014135596e+01
1.556250000000000133e-01,1.120539462360479277e+01,1.633439449505071295e+01,-1.071683629392582215e+00,-1.006506062584032524e+00,5.009268404177904532e-01,4.533010334789538409e-01,2.416451558827674428e-01,4.711736730245872806e+00,6.795248301710506311e+00,1.202795698963486792e+01
1.562500000000000000e-01,1.120434885864008479e+01,1.633287005632665512e+01,-8.560895988277855695e-01,-7.820206230569717309e-01,5.127721443348787211e-01,4.592561406066095198e-01,2.495354695092855679e-01,4.730023466131529020e+00,6.836342840134505217e+00,1.209444561766719595e+01
1.568750000000000144e-01,1.120254984295601730e+01,1.633024758448398472e+01,-6.383035520899511539e-01,-5.552859418471033370e-01,5.245288837861592501e-01,4.653281967459673707e-01,2.575769538229075728e-01,4.747930071740102065e+00,6.876911030999873553e+00,1.215998564220515910e+01
1.575000000000000011e-01,1.119989713175660206e+01,1.632638065853731746e+01,-4.184363229240552484e-01,-3.264189663877400949e-01,5.361892767576514895e-01,4.715154800859295836e-01,2.657657196926014320e-01,4.765465528755604474e+00,6.916950155784925336e+00,1.222458266629369383e+01
1.581250000000000155e-01,1.119628775328251002e+01,1.632111917388120759e+01,-1.965992022265200256e-01,-9.553711002021411658e-02,5.477458876405778554e-01,4.778156900565080356e-01,2.740973841715154125e-01,4.782638176572827859e+00,6.956457570218320896e+00,1.228824133747356306e+01
1.587500000000000022e-01,1.119161662880084585e+01,1.631430995452018351e+01,2.709614570756850582e-02,1.372418371202145937e-01,5.591916171667133950e-01,4.842259304762368544e-01,2.825670686417796063e-01,4.799455767854936994e+00,6.995430680653864641e+00,1.235096540971289514e+01
1.593750000000000167e-01,1.118577701103150268e+01,1.630579739217420254e+01,2.525377669183832552e-01,3.717997971928433953e-01,5.705196928955880153e-01,4.907427023318882142e-01,2.911694017345202723e-01,4.815925519926572029e+00,7.033866925516802482e+00,1.241275781640629461e+01
1.600000000000000033e-01,1.117866093868422261e+01,1.629542410886913117e+01,4.796135014200052504e-01,6.080184936328386636e-01,5.817236603720525867e-01,4.973619061849971490e-01,2.998985269617343019e-01,4.832054162397470876e+00,7.071763762408002307e+00,1.247362075285418470e+01
1.606249999999999900e-01,1.117015970467328501e+01,1.628303163946543108e+01,7.082110666680980771e-01,8.457795399446060847e-01,5.927973750526973618e-01,5.040788540000163964e-01,3.087481149432968475e-01,4.847847981365381642e+00,7.109118661232385783e+00,1.253355576653387615e+01
1.612500000000000044e-01,1.116016433548388243e+01,1.626846113044297581e+01,9.382181407808865004e-01,1.084964528226407543e+00,6.037349950794020925e-01,5.108882900031745944e-01,3.177113800667432097e-01,4.863312860505113022e+00,7.145929103496762025e+00,1.259256385341185513e+01
1.618749999999999911e-01,1.114856607908641095e+01,1.625155405114636764e+01,1.169522445437938707e+00,1.325455117345639922e+00,6.145309749581352454e-01,5.177844200130429231e-01,3.267811013794849062e-01,4.878454319312900189e+00,7.182192587708638776e+00,1.265064555852333505e+01
1.625000000000000056e-01,1.113525689873237745e+01,1.623215291360404322e+01,1.402011828382236480e+00,1.567133120685297865e+00,6.251800601811149383e-01,5.247609485364126414e-01,3.359496474824106294e-01,4.893277548741441052e+00,7.217906640608863000e+00,1.270780107905769896e+01
1.631249999999999922e-01,1.112012996991927594e+01,1.621010199696687337e+01,1.635574345450679479e+00,1.809880593381694824e+00,6.356772828107516426e-01,5.318111227988053802e-01,3.452090051698750162e-01,4.907787444430729451e+00,7.253068833793192560e+00,1.276403036823406723e+01
1.637500000000000067e-01,1.110308017778126732e+01,1.618524807256744324e+01,1.870098342059394181e+00,2.053579918974922425e+00,6.460179580246083741e-01,5.389277827796201681e-01,3.545508115433917973e-01,4.921988637712994219e+00,7.287676805126065638e+00,1.281933323832682703e+01
1.643749999999999933e-01,1.108400461214850630e+01,1.615744112558090961e+01,2.105472534070487178e+00,2.298113895393744333e+00,6.561976816020175240e-01,5.461034162485681742e-01,3.639663893141680817e-01,4.935885524546261394e+00,7.321728284226812988e+00,1.287370946130179483e+01
1.650000000000000078e-01,1.106280305752060045e+01,1.612653506927201263e+01,2.341586087967709950e+00,2.543365820197532656e+00,6.662123283152389108e-01,5.533302177532112287e-01,3.734467850023668323e-01,4.949482292510253068e+00,7.355221121216500180e+00,1.292715886564647221e+01
1.656249999999999944e-01,1.103937847521843452e+01,1.609238844784028188e+01,2.578328700269136409e+00,2.789219574998550222e+00,6.760580511711806739e-01,5.606001504866759966e-01,3.829828097377803164e-01,4.962782945980028337e+00,7.388153317852547808e+00,1.297968142811750347e+01
1.662500000000000089e-01,1.101363747501405399e+01,1.605486512392718979e+01,2.815590676106150880e+00,3.035559708989119088e+00,6.857312814339830975e-01,5.679050099690643449e-01,3.925650823667265477e-01,4.975791329577066158e+00,7.420523060147787398e+00,1.303127735928150521e+01
1.668749999999999956e-01,1.098549077358990900e+01,1.601383494692406018e+01,3.053263006898145004e+00,3.282271521498378419e+00,6.952287293442850347e-01,5.752364885040071041e-01,4.021840745723935240e-01,4.988511149983899884e+00,7.452328751568599863e+00,1.308194718188713779e+01
1.675000000000000100e-01,1.095485363724596084e+01,1.596917439831772434e+01,3.291237447054465637e+00,3.529241143505574829e+00,7.045473854379186163e-01,5.825862394209527784e-01,4.118301577197008290e-01,5.000945996196969112e+00,7.483569045930910768e+00,1.313169180127349733e+01
1.681249999999999967e-01,1.092164630635631717e+01,1.592076721043195064e+01,3.529406589634986879e+00,3.776355618036677519e+00,7.136845223552548134e-01,5.899459401812705561e-01,4.214936511397580632e-01,5.013099358282715912e+00,7.514242879159657384e+00,1.318051256718857722e+01
1.687500000000000111e-01,1.088579439917478453e+01,1.586850495506528524e+01,3.767663940902645336e+00,4.023502979373210664e+00,7.226376970226024987e-01,5.973073535088664343e-01,4.311648715722021796e-01,5.024974644694140125e+00,7.544349499143689464e+00,1.322841132655906371e+01
1.693749999999999978e-01,1.084722929270122904e+01,1.581228759868984035e+01,4.005903993701989130e+00,4.270572331002949973e+00,7.314047530790142027e-01,6.046623858000794716e-01,4.408341834847771534e-01,5.036575198198643299e+00,7.573888492999931721e+00,1.327539046691589064e+01
1.700000000000000122e-01,1.080588847844669331e+01,1.575202402105932009e+01,4.244022299599216730e+00,4.517453922243654496e+00,7.399838234157692929e-01,6.120031421694829277e-01,4.504920499874841555e-01,5.047904310463135147e+00,7.602859811154653258e+00,1.332145295033704002e+01
1.706249999999999989e-01,1.076171589107429938e+01,1.568763249427740014e+01,4.481915539720296771e+00,4.764039223472194884e+00,7.483733326916660600e-01,6.193219775939855509e-01,4.601290840524154824e-01,5.058965235338725108e+00,7.631263787752062377e+00,1.336660233791769059e+01
1.712500000000000133e-01,1.071466220804438585e+01,1.561904111959822927e+01,4.719481594225481302e+00,5.010220999893293836e+00,7.565719996852208196e-01,6.266115437237923524e-01,4.697360997393292825e-01,5.069761200884820518e+00,7.659101157008123550e+00,1.341084280491682712e+01
1.718750000000000000e-01,1.066468511855486412e+01,1.554618821946773366e+01,4.956619610359163097e+00,5.255893383782754391e+00,7.645788393449156617e-01,6.338648310319764390e-01,4.793041631106154110e-01,5.080295420170928722e+00,7.686373065237219748e+00,1.345417914685750382e+01
1.725000000000000144e-01,1.061174956024059135e+01,1.546902268256645385e+01,5.193230069016695261e+00,5.500951945142918298e+00,7.723931644008089625e-01,6.410752060718221124e-01,4.888246424976466775e-01,5.090571100893870771e+00,7.713081078388616341e+00,1.349661677697456064e+01
1.731250000000000011e-01,1.055582792227786548e+01,1.538750425988026649e+01,5.429214849769824269e+00,5.745293760708145570e+00,7.800145864050656019e-01,6.482364437004451974e-01,4.982892577539964063e-01,5.100591453848176471e+00,7.739227185036032353e+00,1.353816171550780112e+01
1.737500000000000155e-01,1.049690021373034732e+01,1.530160381010254866e+01,5.664477294295497067e+00,5.988817481241375695e+00,7.874430160752738939e-01,6.553427542068770428e-01,5.076901281007407674e-01,5.110359700288244156e+00,7.764813794865165875e+00,1.357882057143059740e+01
1.743750000000000022e-01,1.043495419617012665e+01,1.521130349295936490e+01,5.898922268153145687e+00,6.231423397063269753e+00,7.946786628226563121e-01,6.623888053518189878e-01,5.170198181365254220e-01,5.119879078222053792e+00,7.789843732798763298e+00,1.361860051728297982e+01
1.750000000000000167e-01,1.036998547981082019e+01,1.511659690934521372e+01,6.132456220858030882e+00,6.473013501758037691e+00,8.017220333573966684e-01,6.693697393844855181e-01,5.262713815523992755e-01,5.129152847677969973e+00,7.814320228985527805e+00,1.365750925784475989e+01
1.756250000000000033e-01,1.030199758259750276e+01,1.501748918745991190e+01,6.364987244199652672e+00,6.713491554001584483e+00,8.085739292750890872e-01,6.762811851495834636e-01,5.354384020609542771e-01,5.138184294988116463e+00,7.838246904956296390e+00,1.369555499343794125e+01
1.762499999999999900e-01,1.023100195190925810e+01,1.491399701444498405e+01,6.596425128756067124e+00,6.952763137459538001e+00,8.152354435416530043e-01,6.831192654355541238e-01,5.445150310239245117e-01,5.146976736134041275e+00,7.861627756317699500e+00,1.373274637868872361e+01
1.768750000000000044e-01,1.015701794874375175e+01,1.480614861332908028e+01,6.826681418556733938e+00,7.190735718704755364e+00,8.217079558087038160e-01,6.898805997449108940e-01,5.534960212448031269e-01,5.155533519202673887e+00,7.884467132408840229e+00,1.376909247760775656e+01
1.774999999999999911e-01,1.008007279446699656e+01,1.469398366540378120e+01,7.055669463848484924e+00,7.427318703105783015e+00,8.279931265071202029e-01,6.965623026904661508e-01,5.623767563861303831e-01,5.163858026002966284e+00,7.906769713389924625e+00,1.380460271586316701e+01
1.781250000000000056e-01,1.000020148042541912e+01,1.457755317846270593e+01,7.283304471921039358e+00,7.662423488639949376e+00,8.340928896831811823e-01,7.031619782390438056e-01,5.711532754772886689e-01,5.171953672895872600e+00,7.928540485262731252e+00,1.383928683112423386e+01
1.787499999999999922e-01,9.917446640929092894e+00,1.445691930164590744e+01,7.509503555950373332e+00,7.895963517586598535e+00,8.400094445588428549e-01,7.096777100384916714e-01,5.798222919999738156e-01,5.179823910892467964e+00,7.949784713341023767e+00,1.387315482234457065e+01
1.793750000000000067e-01,9.831858390323832353e+00,1.433215508793561632e+01,7.734185781820635874e+00,8.127854326058610468e+00,8.457452458153099650e-01,7.161080480758623690e-01,5.883812070763598800e-01,5.187472225077028654e+00,7.970507914694665352e+00,1.390621689883265866e+01
1.799999999999999933e-01,9.743494125074647627e+00,1.420334420564817535e+01,7.957272212886500995e+00,8.358013591331610925e+00,8.513029926166436612e-01,7.224519919254844824e-01,5.968281163398704292e-01,5.194902133413487277e+00,7.990715830084422322e+00,1.393848342992471601e+01
1.806250000000000078e-01,9.652418291981827991e+00,1.407058060055659965e+01,8.178685952641075119e+00,8.586361176933738903e+00,8.566856164075985491e-01,7.287089708561332868e-01,6.051618101402098659e-01,5.202117184995161736e+00,8.010414395886009231e+00,1.396996489603083980e+01
1.812499999999999944e-01,9.558702123843620058e+00,1.393396811055921880e+01,8.398352185255433255e+00,8.812819175459825516e+00,8.618962675367738413e-01,7.348788210767818185e-01,6.133817668215821861e-01,5.209120957798551999e+00,8.029609716472545955e+00,1.400067184177069279e+01
1.818750000000000089e-01,9.462423344063729758e+00,1.379362003507831780e+01,8.616198213958780272e+00,9.037311949076979545e+00,8.669383007724013046e-01,7.409617604105154243e-01,6.214881389139444989e-01,5.215917056002659535e+00,8.048308037485659483e+00,1.403061483185081748e+01
1.824999999999999956e-01,9.363665841877560680e+00,1.364965866162909336e+01,8.832153497229995764e+00,9.259766167690512972e+00,8.718152597932858905e-01,7.469583606956602395e-01,6.294817321887706818e-01,5.222509106935389944e+00,8.066515720378315990e+00,1.405980441026280658e+01
1.831250000000000100e-01,9.262519320036634696e+00,1.350221475223999157e+01,9.046149682773677370e+00,9.480110844741524545e+00,8.765308607514662453e-01,7.528695182214355519e-01,6.373639776498951637e-01,5.228900757708300873e+00,8.084239218558961326e+00,1.408825106330170662e+01
1.837499999999999967e-01,9.159078916945116333e+00,1.335142699263136912e+01,9.258120639255839279e+00,9.698277370609785564e+00,8.810889750157642197e-01,7.586964225117951433e-01,6.451368966526740412e-01,5.235095671600126899e+00,8.101485055408424785e+00,1.411596518681851187e+01
1.843750000000000111e-01,9.053444805384893712e+00,1.319744140726660930e+01,9.468002485777017085e+00,9.914199543598268605e+00,8.854936112164639717e-01,7.644405237748465032e-01,6.528030594670900522e-01,5.241097524248258033e+00,8.118259804380633327e+00,1.414295705803123582e+01
1.849999999999999978e-01,8.945721770095774517e+00,1.304041074357984620e+01,9.675733619062066637e+00,1.012781359847728524e+01,8.897488967206920174e-01,7.701034993358045755e-01,6.603655377185639885e-01,5.246909999705521521e+00,8.134570071337082098e+00,1.416923681212765906e+01
1.856250000000000122e-01,8.836018766593193519e+00,1.288049382885304794e+01,9.881254738349214861e+00,1.033905823256976930e+01,8.938590586755835732e-01,7.756872193685125927e-01,6.678278512505442244e-01,5.252536786417429049e+00,8.150422479205692738e+00,1.419481442380127589e+01
1.862499999999999989e-01,8.724448463708249335e+00,1.271785490336479540e+01,1.008450886796222967e+01,1.054787462936055142e+01,8.978284047619250474e-01,7.811937122340580908e-01,6.751939100522050818e-01,5.257981573172282985e+00,8.165823654998389358e+00,1.421969969377200904e+01
1.868750000000000133e-01,8.611126772421807019e+00,1.255266293355948548e+01,1.028544137755251953e+01,1.075420647961568754e+01,9.016613038046212836e-01,7.866251297252400132e-01,6.824679519802429040e-01,5.263248045073475545e+00,8.180780219170490142e+00,1.424390224025678719e+01
1.875000000000000000e-01,8.496172363636365077e+00,1.238509090909091093e+01,1.048399999999999643e+01,1.095799999999999841e+01,9.053621663880139225e-01,7.919837125030811942e-01,6.896544770738434194e-01,5.268339879579744256e+00,8.195298777259527157e+00,1.426743149527338872e+01
1.881250000000000144e-01,8.379706177585395821e+00,1.221531512767550076e+01,1.068013484696395921e+01,1.115920394918368075e+01,9.089354256238345586e-01,7.972717559970218248e-01,6.967581793152596292e-01,5.273260742655340394e+00,8.209385913702522686e+00,1.429029670558571397e+01
1.887500000000000011e-01,8.261850927619857288e+00,1.204351447174906298e+01,1.087379842207743330e+01,1.135776964143101075e+01,9.123855182174178680e-01,8.024915770247575963e-01,7.037838767244990468e-01,5.278014285067884614e+00,8.223048187699207645e+00,1.431250693803056606e+01
1.893750000000000155e-01,8.142730601135111712e+00,1.186986968095497375e+01,1.106494563178111967e+01,1.155365095766720174e+01,9.157168659738342820e-01,8.076454813718134673e-01,7.107364406954937985e-01,5.282604138867326604e+00,8.236292130964324443e+00,1.433407108890617643e+01
1.900000000000000022e-01,8.022469960408971090e+00,1.169456262450287198e+01,1.125353379379464691e+01,1.174680435402109246e+01,9.189338578799309820e-01,8.127357325556756606e-01,7.176207254833963933e-01,5.287033914074831920e+00,8.249124247194425052e+00,1.435499789705141893e+01
1.906250000000000167e-01,7.901194046111821301e+00,1.151777557742247815e+01,1.143952264322630441e+01,1.193718886784502153e+01,9.220408328910236762e-01,8.177645219852838210e-01,7.244414987393256178e-01,5.291307195605779334e+00,8.261551013063058946e+00,1.437529596020224432e+01
1.912500000000000033e-01,7.779027686224795346e+00,1.133969050470086692e+01,1.162287433632347522e+01,1.212476612121436759e+01,9.250420635422981208e-01,8.227339407142162386e-01,7.312033739611852878e-01,5.295427540446279835e+00,8.273578880551754722e+00,1.439497375417836089e+01
1.918750000000000178e-01,7.656095013059388776e+00,1.116048835722943089e+01,1.180355345186945648e+01,1.230950032191302945e+01,9.279417404950492942e-01,8.276459529749919941e-01,7.379107456885791727e-01,5.299398475097946815e+00,8.285214280422112054e+00,1.441403965442842683e+01
1.925000000000000044e-01,7.532518991014649501e+00,1.098034838340327823e+01,1.198152699023383505e+01,1.249135826191253784e+01,9.307439581168739373e-01,8.325023716722098621e-01,7.445677282177063372e-01,5.303223493300992075e+00,8.296463626635265598e+00,1.443250195944567693e+01
1.931249999999999911e-01,7.408420957634374027e+00,1.079944746010841250e+01,1.215676437008635880e+01,1.267030931335561306e+01,9.334527011830274779e-01,8.373048360030811432e-01,7.511780985500118302e-01,5.306906054041214738e+00,8.307333321528410863e+00,1.445036891555787228e+01
1.937500000000000056e-01,7.283920180438382630e+00,1.061795944670318192e+01,1.232923742278635437e+01,1.284632542205713612e+01,9.360718327735846334e-01,8.420547913644124138e-01,7.577452442175407477e-01,5.310449579842173584e+00,8.317829761563023894e+00,1.446764874259498335e+01
1.943749999999999922e-01,7.159133431898879962e+00,1.043605456545026122e+01,1.249892038446207643e+01,1.301938109853803383e+01,9.386050834279435762e-01,8.467534716942116679e-01,7.642721165498814750e-01,5.313857455339745073e+00,8.327959343465327180e+00,1.448434965994515089e+01
1.950000000000000067e-01,7.034174584815883868e+00,1.025389881168495876e+01,1.266578988579658649e+01,1.318945340660993004e+01,9.410560416048763255e-01,8.514018843828337069e-01,7.707611898634816328e-01,5.317133026132534468e+00,8.337728470586373675e+00,1.450047991252356994e+01
