t_us,omega1_MHz,omega2_MHz,delta1_MHz,delta2_MHz,P00,P01,P11,phi00_rad,phi01_rad,phi11_rad
6.562500000000000278e-02,1.968434439407397107e+01,5.407153016050052940e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.616466306271985509e-01,5.227261816546014961e-01,2.487621481496346196e-02,8.428166771144194325e-01,1.933311924148939598e+00,2.777270832063971628e+00
6.625000000000000333e-02,1.987912010077570102e+01,5.097431022672805234e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.683381336810946483e-01,5.242653485831029192e-01,2.249461668165580672e-02,8.763876679171027639e-01,1.933470640699294973e+00,2.778729472711233051e+00
6.687500000000000389e-02,2.005521975849183391e+01,4.828287080757811545e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.760712793750640826e-01,5.235212101900857951e-01,2.009483178504123391e-02,9.096141383840173900e-01,1.933400926590322033e+00,2.778417344569600544e+00
6.750000000000000444e-02,2.021190398569170910e+01,4.601829747711327023e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.847936195009003635e-01,5.205359141762513353e-01,1.770295200657571316e-02,9.423816081009093182e-01,1.933232422054772526e+00,2.776753496097294605e+00
6.812500000000000500e-02,2.034850986546108587e+01,4.419965464061612614e+00,9.330000000000000071e+00,5.269999999999998685e+00,5.944403687963966121e-01,5.153819519635889357e-01,1.534743661813914653e-02,9.745869114196594740e-01,1.933092755500827264e+00,2.774300303568409287e+00
6.875000000000000555e-02,2.046445547416303512e+01,4.284386727144013918e+00,9.330000000000000071e+00,5.269999999999998685e+00,6.049350357888297891e-01,5.081609492623868629e-01,1.305843485250244608e-02,1.006139579333352740e+00,1.933108922198057300e+00,2.771833331465229922e+00
6.937500000000000611e-02,2.055924399835351224e+01,4.196561366487595812e+00,9.330000000000000071e+00,5.269999999999998685e+00,6.161903244952564584e-01,4.990018846200746649e-01,1.086711098500897123e-02,1.036962698703787655e+00,1.933408508884891353e+00,2.770458890018100639e+00
7.000000000000000666e-02,2.063246741242284799e+01,4.157722990177576072e+00,9.330000000000000071e+00,5.269999999999998685e+00,6.281092933298598746e-01,4.880587544035648317e-01,8.805038769304883092e-03,1.066993266311323962e+00,1.934120757433880122e+00,2.771819750308260222e+00
7.062500000000000722e-02,2.068380969188443430e+01,4.168862665029443804e+00,9.330000000000000071e+00,5.269999999999998685e+00,6.405867485570596598e-01,4.755077260036540410e-01,6.903728768254674755e-03,1.096182084130591150e+00,1.935377447621040803e+00,2.778473385353533498e+00
7.125000000000000777e-02,2.071304953984533270e+01,4.230721886564507095e+00,9.330000000000000071e+00,5.269999999999998685e+00,6.535108411490829772e-01,4.615438427478588679e-01,5.194345239390509537e-03,1.124493262772676472e+00,1.937313564264530497e+00,2.794629973818468116e+00
7.187500000000000833e-02,2.072006260695632562e+01,4.343786887559863530e+00,9.330000000000000071e+00,5.269999999999998685e+00,6.667648283719003199e-01,4.463773625879803864e-01,3.707659345653621479e-03,1.151903411705329061e+00,1.940067697125293034e+00,2.827693071349893117e+00
7.249999999999999500e-02,2.070482318803387756e+01,4.508284326402275610e+00,9.330000000000000071e+00,5.269999999999998685e+00,6.802289552126681293e-01,4.302298269133034148e-01,2.474273399434186605e-03,1.178400598370460628e+00,1.943782102745498674e+00,2.891701520526369418e+00
7.312499999999999556e-02,2.066740538155675821e+01,4.724178388647411353e+00,9.330000000000000071e+00,5.269999999999998685e+00,6.937824061943536069e-01,4.133299650462743391e-01,1.525137591314666913e-03,1.203983155153847129e+00,1.948602335919950024e+00,3.015261632959856719e+00
7.374999999999999611e-02,2.060798370134869018e+01,4.991169327119885146e+00,9.330000000000000071e+00,5.269999999999998685e+00,7.073052754378078566e-01,3.959095437615934299e-01,8.923671708729890737e-04,1.228658405193906011e+00,1.954676335450049596e+00,3.256372487854347852e+00
7.437499999999999667e-02,2.052683313294553002e+01,5.308693457633099300e+00,9.330000000000000071e+00,5.269999999999998685e+00,7.206805021700438685e-01,3.781992696256560871e-01,6.103551007176918159e-04,1.252441367138832362e+00,1.962152825950446822e+00,3.686090444417029044e+00
7.499999999999999722e-02,2.042432863039359958e+01,5.675924619009165895e+00,9.330000000000000071e+00,5.269999999999998685e+00,7.337957202753578878e-01,3.604248455625165271e-01,7.171631785616454412e-04,1.275353486845280271e+00,1.971178878081835117e+00,4.194765885233678659e+00
7.562499999999999778e-02,2.030094405251407963e+01,6.091777097588070511e+00,9.330000000000000071e+00,5.269999999999998685e+00,7.465449738696359194e-01,3.428032725983202189e-01,1.256163368419617541e-03,1.297421431969271621e+00,1.981896459229992580e+00,4.537238334896460223e+00
7.624999999999999833e-02,2.015725054097861246e+01,6.554910007882793543e+00,9.330000000000000071e+00,5.269999999999998685e+00,7.588302560702214761e-01,3.255394741957318150e-01,2.277889843584985242e-03,1.318675974343560098e+00,1.994437813777890867e+00,4.711192893509861257e+00
7.687499999999999889e-02,1.999391434585197302e+01,7.063733112513113532e+00,9.330000000000000071e+00,5.269999999999998685e+00,7.705628348645681136e-01,3.088233050203323948e-01,3.842049658604452383e-03,1.339150975505775110e+00,2.008919548351320916e+00,4.792366903720276738e+00
7.749999999999999944e-02,1.981169410755019911e+01,7.616414056087544182e+00,9.330000000000000071e+00,5.269999999999998685e+00,7.816643379072736320e-01,2.928269894140834717e-01,6.019624173253810065e-03,1.358882482972754380e+00,2.025435377043705909e+00,4.824687172758319598e+00
7.812500000000000000e-02,1.961143760741615694e+01,8.210886979349846015e+00,9.330000000000000071e+00,5.269999999999998685e+00,7.920675768022070740e-01,2.777030182100677091e-01,8.894972199881374594e-03,1.377907938856941739e+00,2.044047619430284790e+00,4.829405539289372662e+00
7.875000000000000056e-02,1.939407800230991796e+01,8.844862471715572383e+00,9.330000000000000071e+00,5.269999999999998685e+00,8.017171005336469758e-01,2.635825165693547190e-01,1.256781722217358184e-02,1.396265498050454745e+00,2.064777750793202138e+00,4.817320510912316500e+00
7.937500000000000111e-02,1.916062956172843457e+01,9.515838812343060837e+00,9.330000000000000071e+00,5.269999999999998685e+00,8.105694767767016584e-01,2.505740808336270886e-01,1.715496328567797657e-02,1.413993450238091532e+00,2.087596578154854221e+00,4.794391510671159651e+00
8.000000000000000167e-02,1.891218292898984288e+01,1.022111444216217713e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.185933084464712683e-01,2.387630693705720120e-01,2.279153662218778506e-02,1.431129738185289213e+00,2.112414934275992806e+00,4.764179088074651958e+00
8.062500000000000222e-02,1.864989993092253329e+01,1.095780160186880714e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.257690006870591626e-01,2.282113213039814736e-01,2.963149366779737476e-02,1.447711563824713554e+00,2.139076090233809069e+00,4.728964216856906155e+00
8.125000000000000278e-02,1.837500796327094221e+01,1.172284106382944557e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.320883002685979246e-01,2.189572680276975492e-01,3.784707403960857475e-02,1.463775073401216265e+00,2.167351297247400055e+00,4.690297774372998774e+00
8.187500000000000333e-02,1.808879398165150931e+01,1.251301787917156538e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.375536348406906750e-01,2.110163956063926816e-01,4.762681530229536525e-02,1.479355113127315713e+00,2.196939870314137178e+00,4.649287829195897004e+00
8.250000000000000389e-02,1.779259813034666848e+01,1.332497805510278255e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.421772835527624457e-01,2.043820116498073214e-01,5.917169443819825930e-02,1.494485047284387580e+00,2.227474921606645175e+00,4.606758354833697666e+00
8.312500000000000444e-02,1.748780704349794490e+01,1.415524607174368832e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.459804131455183063e-01,1.990262680903195358e-01,7.268893194154052440e-02,1.509196631348073137e+00,2.258535202721393631e+00,4.563341272054788789e+00
8.375000000000000500e-02,1.717584685533515554e+01,1.500024314251233015e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.489920147688124752e-01,1.949013915703427802e-01,8.838300493350007003e-02,1.523519933421999539e+00,2.289662591151678139e+00,4.519532268270597619e+00
8.437500000000000555e-02,1.685817595794660662e+01,1.585630611739377294e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.512477765824358888e-01,1.919410758997203703e-01,1.064434847019219005e-01,1.537483297961447670e+00,2.320383747868751456e+00,4.475726180674065802e+00
8.500000000000000611e-02,1.653627754674090866e+01,1.671970692429830407e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.527889257945892032e-01,1.900619962467148261e-01,1.270294613281134355e-01,1.551113346410953664e+00,2.350233647147919935e+00,4.432240502603366217e+00
8.562500000000000666e-02,1.621165199516557465e+01,1.758667244018082698e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.536610713752853519e-01,1.891654122301802410e-01,1.502505609821140065e-01,1.564435009938545340e+00,2.378778286503573369e+00,4.389331827391533380e+00
8.625000000000000722e-02,1.588580910142104408e+01,1.845340468068624062e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.539130754606015783e-01,1.891388365627744150e-01,1.761449110298758947e-01,1.577471589910724781e+00,2.405634050507603927e+00,4.347208016758883353e+00
8.687500000000000777e-02,1.556026025083361120e+01,1.931610119481931065e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.535959776611832250e-01,1.898577568192231779e-01,2.046548638163259715e-01,1.590244842114196366e+00,2.430481873607988508e+00,4.306037743340008106e+00
8.750000000000000833e-02,1.523651053822059609e+01,2.017097554952956884e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.527619923244348366e-01,1.911874094988716410e-01,2.356018345008884796e-01,1.602775080999038204e+00,2.453075314299741905e+00,4.265958401760251206e+00
8.812499999999999500e-02,1.491605089499109837e+01,2.101427778816183789e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.514635944803649048e-01,1.929846168220519798e-01,2.686622025429707405e-01,1.615081300406090214e+00,2.473242642653473045e+00,4.227083000489887610e+00
8.874999999999999556e-02,1.460035026587295270e+01,2.184231474646084337e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.497527059095907331e-01,1.950997064691244176e-01,3.033468066346783343e-01,1.627181307365412666e+00,2.490883824062992247e+00,4.189506425596650985e+00
8.937499999999999611e-02,1.429084788003889095e+01,2.265147011023547208e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.476799886637197412e-01,1.973785414667777460e-01,3.389870412265264532e-01,1.639091865631792988e+00,2.505963732982688263e+00,4.153311345531152554e+00
8.999999999999999667e-02,1.398894566102276293e+01,2.343822409988634092e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.452942495667326028e-01,1.996646903985266341e-01,3.747308328982046910e-01,1.650828845677255519e+00,2.518503048767749775e+00,4.118573968155595288e+00
9.062499999999999722e-02,1.369600081917131718e+01,2.419917266877282458e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.426419558221447392e-01,2.018017659859034363e-01,4.095517233275274838e-01,1.662407377908573070e+00,2.528568150845386775e+00,4.085369847747577943e+00
9.124999999999999778e-02,1.341331866947162332e+01,2.493104610483553429e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.397668589043097986e-01,2.036359521066598288e-01,4.422738098957015307e-01,1.673842005937429045e+00,2.536261052372910996e+00,4.053779960818993722e+00
9.187499999999999833e-02,1.314214571643343099e+01,2.563072692798445829e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.367097214542728034e-01,2.050187252294568829e-01,4.716143256782794335e-01,1.685146836816937332e+00,2.541710090064120742e+00,4.023897322556919676e+00
9.249999999999999889e-02,1.288366304629580128e+01,2.629526697949432901e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.335081399373266420e-01,2.058097564146016967e-01,4.962441658041008563e-01,1.696335685282157613e+00,2.545061791920431915e+00,3.995834504140257870e+00
9.312499999999999944e-02,1.263898006517587547e+01,2.692190360399865767e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.301964543367283955e-01,2.058799555204928189e-01,5.148647536519804779e-01,1.707422209201628682e+00,2.546474109562804955e+00,3.969732545718611672e+00
9.375000000000000000e-02,1.240912861989414573e+01,2.750807482961621631e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.268057351260770238e-01,2.051145918340420149e-01,5.262974458823067581e-01,1.718420033665416735e+00,2.546111036981385300e+00,3.945771960162867131e+00
9.437500000000000056e-02,1.219505753610509302e+01,2.805143345725247528e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.233638371406846179e-01,2.034163974012498655e-01,5.295794466868164463e-01,1.729342861402443310e+00,2.544138536272993356e+00,3.924186821670673897e+00
9.500000000000000111e-02,1.199762760604718004e+01,2.854985997616163829e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.198955097079672072e-01,2.007085337074717424e-01,5.240582542295396662e-01,1.740204567532150692e+00,2.540721639907371987e+00,3.905283383818352938e+00
9.562500000000000167e-02,1.181760705571481118e+01,2.900147422939897268e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.164225524471795392e-01,1.969372820646639877e-01,5.094753400810765331e-01,1.751019277006110819e+00,2.536022583880991554e+00,3.889465357490156983e+00
9.625000000000000222e-02,1.165566751856119687e+01,2.940464575979940065e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.129640064580100356e-01,1.920743059819912946e-01,4.860293826570983855e-01,1.761801423475066519e+00,2.530199834584133445e+00,3.877269030905374336e+00
9.687500000000000278e-02,1.151238053998115696e+01,2.975800277454849763e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.095363711357737024e-01,1.861183323111255672e-01,4.544101654806965707e-01,1.772565788715745994e+00,2.523407895454441885e+00,3.869413028383904773e+00
9.750000000000000333e-02,1.138821463381332677e+01,3.006043967422099428e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.061538375317387484e-01,1.790961086303371752e-01,4.157962894510925378e-01,1.783327522158662859e+00,2.515797812039261228e+00,3.866869953317820574e+00
9.812500000000000389e-02,1.128353290895851124e+01,3.031112310030702517e+01,9.330000000000000071e+00,5.269999999999998685e+00,8.028285299784919671e-01,1.710625176402093273e-01,3.718130259128324955e-01,1.794102140462272788e+00,2.507518333474176409e+00,3.870970733308301881e+00
9.875000000000000444e-02,1.119859128095521683e+01,3.050949646367822155e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.995707485849871121e-01,1.620997645332459269e-01,3.244506470102874185e-01,1.804905507470335291e+00,2.498717734769070109e+00,3.883557163262327805e+00
9.937500000000000500e-02,1.113353728000168807e+01,3.065528292511623221e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.963892061419948210e-01,1.523155983731322993e-01,2.759479343254407357e-01,1.815753795259514192e+00,2.489546360332747454e+00,3.907202342348181201e+00
1.000000000000000056e-01,1.108840946348753143e+01,3.074848680788575805e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.932912539387443340e-01,1.418405803822415656e-01,2.286497032580851185e-01,1.826663427326092215e+00,2.480160020321323877e+00,3.945515014966570977e+00
1.006250000000000061e-01,1.106313743761605828e+01,3.078939343132856621e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.902830919528508469e-01,1.308244667780511516e-01,1.848504923656213994e-01,1.837651005268894133e+00,2.470724466893813975e+00,4.003505952224664100e+00
1.012500000000000067e-01,1.105754248918195870e+01,3.077856736353400535e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.873699598193703020e-01,1.194318270830206363e-01,1.466385460420218667e-01,1.848733220596473714e+00,2.461421312303162967e+00,4.087843351358548816e+00
1.018750000000000072e-01,1.107133882503872968e+01,3.071684910025068405e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.845563058958011649e-01,1.078370663374342564e-01,1.157545389486084320e-01,1.859926753518196696e+00,2.452455949448453243e+00,4.206376574020556092e+00
1.025000000000000078e-01,1.110413541326653331e+01,3.060535018628965176e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.818459326059044034e-01,9.621905750848935845e-02,9.347806920927821672e-02,1.871248160770153879e+00,2.444068338877267710e+00,4.365410403426513319e+00
1.031250000000000083e-01,1.115543841655554935e+01,3.044544680467892306e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.792421170568057942e-01,8.475561559127456346e-02,8.055196554792616592e-02,1.882713754677789231e+00,2.436548003873853396e+00,4.562977342683520732e+00
1.037500000000000089e-01,1.122465420487281662e+01,3.023877186770839387e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.767477066737394908e-01,7.361805553886667519e-02,7.715032613620595447e-02,1.894339475768265890e+00,2.430255349012715893e+00,4.781257959900588439e+00
1.043749999999999956e-01,1.131109293110194436e+01,2.998720565270172855e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.743651902796714337e-01,6.296607160650442847e-02,8.289151063485020177e-02,1.906140761317558052e+00,2.425652706195624120e+00,4.990348644402295974e+00
1.049999999999999961e-01,1.141397265005642758e+01,2.969286503381509945e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.720967456592447986e-01,5.294315658480180931e-02,9.689268082047519659e-02,1.918132412250768137e+00,2.423350719262210795e+00,5.165839682410907407e+00
1.056249999999999967e-01,1.153242395808625176e+01,2.935809136934280872e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.699442651857428821e-01,4.367274750619375145e-02,1.178585243956921935e-01,1.930328460809608959e+00,2.424179567564459958e+00,5.299704432231129303e+00
1.062499999999999972e-01,1.166549512744500383e+01,2.898543711185679328e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.679093615549623664e-01,3.525524242197566882e-02,1.441939600551795375e-01,1.942742041358594074e+00,2.429301579876809836e+00,5.395813387841966957e+00
1.068749999999999978e-01,1.181215770667741971e+01,2.857765121597601876e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.659933560608682690e-01,2.776598405646917705e-02,1.741291711146865373e-01,1.955385266621133322e+00,2.440394911999933747e+00,5.461887593409011643e+00
1.074999999999999983e-01,1.197131255554371521e+01,2.813766342560648681e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.641972521650707284e-01,2.125425412162034247e-02,2.058452923379675281e-01,1.968269111518340164e+00,2.459962841683015267e+00,5.505208771301012050e+00
1.081249999999999989e-01,1.214179628043277859e+01,2.766856752907230899e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.625216973565627221e-01,1.574327035377212289e-02,2.375903210465623583e-01,1.981403306626866589e+00,2.491870276138706153e+00,5.531443043653912817e+00
1.087499999999999994e-01,1.232238803384755066e+01,2.717360367663335552e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.609669364708331329e-01,1.123113013462622052e-02,2.677770281779658923e-01,1.994796243077932907e+00,2.542292178022069749e+00,5.544706424012103341e+00
1.093750000000000000e-01,1.251181663938625555e+01,2.665613986041833172e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.595327597396944741e-01,7.692602572250336300e-03,2.950574121433545138e-01,2.008454890489019817e+00,2.621362279957715202e+00,5.547921044354713338e+00
1.100000000000000006e-01,1.270876800170572984e+01,2.611965266176232348e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.582184488759220464e-01,5.081637166178423412e-03,3.183711589420994414e-01,2.022384729254621760e+00,2.745656757654823643e+00,5.543151766525475033e+00
1.106250000000000011e-01,1.291189275925037094e+01,2.556770737529235760e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.570227244610341355e-01,3.334432943885872261e-03,3.369682844250537213e-01,2.036589698226498601e+00,2.939525371569531309e+00,5.531859384150573433e+00
1.112500000000000017e-01,1.311981413607115776e+01,2.500393762282971366e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.559436978008422514e-01,2.372897773034564860e-03,3.504083676352279797e-01,2.051072158491991093e+00,3.223632994340075886e+00,5.515077447031281110e+00
1.118750000000000022e-01,1.333113594785416289e+01,2.443202457324951027e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.549788302424186304e-01,2.108323276508425152e-03,3.585403775237200330e-01,2.065832873617723831e+00,3.571399629291484246e+00,5.493532616953148207e+00
1.125000000000000028e-01,1.354445071633333342e+01,2.385567588683727536e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.541249027085134005e-01,2.445105667264695255e-03,3.614679992695632449e-01,2.080871006373614218e+00,3.892111254732883996e+00,5.467726035486157876e+00
1.131250000000000033e-01,1.375834784558421120e+01,2.327860450439608542e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.533779979023818019e-01,3.284355675144382328e-03,3.595056248098811302e-01,2.096184131597972566e+00,4.123714233584209410e+00,5.437988334314628247e+00
1.137500000000000039e-01,1.397142181328852217e+01,2.270450740237260234e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.527334972693831006e-01,4.527260031273641627e-03,3.531298958134940769e-01,2.111768264519350069e+00,4.271618865312171387e+00,5.404516846550496467e+00
1.143750000000000044e-01,1.418228032992572629e+01,2.213704443558238211e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.521860943748640560e-01,6.078080997287014717e-03,3.429310239115418435e-01,2.127617903525829579e+00,4.361550259206740776e+00,5.367400710358174898e+00
1.150000000000000050e-01,1.438955241898905690e+01,2.157981738871897193e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.517298258756722751e-01,7.846707414162275296e-03,3.295672193455351229e-01,2.143726086079159820e+00,4.413884739940820090e+00,5.326637672675310853e+00
1.156250000000000056e-01,1.459189637173858500e+01,2.103634935673177253e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.513581207323624112e-01,9.750698999156598087e-03,3.137245793160706731e-01,2.160084456220307647e+00,4.441440041496390378e+00,5.282145219089564137e+00
1.162500000000000061e-01,1.478800753069095641e+01,2.051006457235753189e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.510638677404042340e-01,1.171679359329926354e-02,2.960838380796808611e-01,2.176683341914487091e+00,4.451987906345208579e+00,5.233767965420160095e+00
1.168750000000000067e-01,1.497662585700053128e+01,2.000426879660212975e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.508395008639220380e-01,1.368187343080721520e-02,2.772945451837319220e-01,2.193511840345516717e+00,4.450324781962113896e+00,5.181282916635205460e+00
1.175000000000000072e-01,1.515654323810431414e+01,1.952213038480545038e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.506771012498055784e-01,1.559341020271660938e-02,2.579565647259193795e-01,2.210557909197245152e+00,4.439512527672356157e+00,5.124404161098405908e+00
1.181250000000000078e-01,1.532661049347644777e+01,1.906666213710138891e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.505685142012190614e-01,1.740942893871285854e-02,2.386082954880589801e-01,2.227808461956830133e+00,4.421582027177356267e+00,5.062788795430001265e+00
1.187500000000000083e-01,1.548574403805844035e+01,1.864070403762891814e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.505054788173449731e-01,1.909804703428119588e-02,2.197206939542928339e-01,2.245249465340950490e+00,4.397935633550781986e+00,4.996046355599379041e+00
1.193750000000000089e-01,1.563293216488897741e+01,1.824690698178496717e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.504797674818574071e-01,2.063665687268432733e-02,2.016960182891821551e-01,2.262866037078671511e+00,4.369583905566127413e+00,4.923754727214711302e+00
1.199999999999999956e-01,1.576724091064071409e+01,1.788771758516407928e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.504833319277749437e-01,2.201082844154309687e-02,1.848701711599052555e-01,2.280642542477639090e+00,4.337289567441303895e+00,4.845486293264539945e+00
1.206249999999999961e-01,1.588781947016778240e+01,1.756536416163715941e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.505084522419664950e-01,2.321301233663168942e-02,1.695175697619277499e-01,2.298562688444989011e+00,4.301657922177273718e+00,4.760848617247766867e+00
1.212499999999999967e-01,1.599390512876339976e+01,1.728184395131743756e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.505478849177100731e-01,2.424112396037807551e-02,1.558575809507335153e-01,2.316609613919734301e+00,4.263195221436170357e+00,4.669543573845169604e+00
1.218749999999999972e-01,1.608482768360654802e+01,1.703891167198513301e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.505950059342487712e-01,2.509708705760201747e-02,1.440617006884294116e-01,2.334765975986772713e+00,4.222347076531549170e+00,4.571446420732806715e+00
1.224999999999999978e-01,1.616001332882354191e+01,1.683806945993555715e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.506439448496792233e-01,2.578540955346911301e-02,1.342608085054491918e-01,2.353014031269989648e+00,4.179523892582723832e+00,4.466700543018332858e+00
1.231249999999999983e-01,1.621898798168785660e+01,1.668055825822238702e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.506897060438246783e-01,2.631185755408866137e-02,1.265519738677145789e-01,2.371335712528865880e+00,4.135117495296017687e+00,4.355813898654034233e+00
1.237499999999999989e-01,1.626138003071103100e+01,1.656735070193562365e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.507282735408160601e-01,2.668228489361304523e-02,1.210044224650041328e-01,2.389712700695119540e+00,4.089511559439669597e+00,4.239731444024130269e+00
1.243749999999999994e-01,1.628692248972029333e+01,1.649914554153087565e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.507566962701721636e-01,2.690166624434594048e-02,1.176643816612467364e-01,2.408126492869786084e+00,4.043087593419855352e+00,4.119850090374141516e+00
1.250000000000000000e-01,1.629545454545454319e+01,1.647636363636364010e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.507731511768260813e-01,2.697337192310987619e-02,1.165586147866790184e-01,2.426558467044470202e+00,3.996227785269993227e+00,3.997948089453123632e+00
1.256250000000000144e-01,1.628692248972029333e+01,1.649914554153087565e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.507769822451864083e-01,2.689871237874245924e-02,1.176965256816377564e-01,2.444989944503014989e+00,3.949315798039525482e+00,3.876024617949547224e+00
1.262500000000000011e-01,1.626138003071103100e+01,1.656735070193562009e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.507687142349509513e-01,2.667677005924892417e-02,1.210707720618839772e-01,2.463402250993340203e+00,3.902736511957419552e+00,3.756080728904303001e+00
1.268750000000000155e-01,1.621898798168785660e+01,1.668055825822238702e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.507500407079151783e-01,2.630452595610851055e-02,1.266563743031299261e-01,2.481776777828167191e+00,3.856875684302886409e+00,3.639899884003825470e+00
1.275000000000000022e-01,1.616001332882354191e+01,1.683806945993555715e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.507237867236175033e-01,2.577727756424657429e-02,1.344083512373031031e-01,2.500095044074814865e+00,3.812120505034134688e+00,3.528886477757915419e+00
1.281249999999999889e-01,1.608482768360654802e+01,1.703891167198512235e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.506938473647092325e-01,2.508933421973886038e-02,1.442579627378727802e-01,2.518338760928364284e+00,3.768862065061452160e+00,3.423993970989795077e+00
1.287500000000000033e-01,1.599390512876340154e+01,1.728184395131742690e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.506651039885584575e-01,2.423496476378713196e-02,1.561076960998165897e-01,2.536489899231823664e+00,3.727500851951149219e+00,3.325738816650635421e+00
1.293749999999999900e-01,1.588781947016778240e+01,1.756536416163714520e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.506433207605148761e-01,2.320956130431155520e-02,1.698252044728769394e-01,2.554530760917247179e+00,3.688456605185234327e+00,3.234272265565126592e+00
1.300000000000000044e-01,1.576724091064071942e+01,1.788771758516407928e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.506350245813186994e-01,2.201097171340653941e-02,1.852364944290413595e-01,2.572444054900971722e+00,3.652184304021830918e+00,3.149476572201032720e+00
1.306249999999999911e-01,1.563293216488897741e+01,1.824690698178496717e+01,9.330000000000000071e+00,5.269999999999998685e+00,7.506473719564304981e-01,2.064094277374759617e-02,2.021187675822717911e-01,2.590212977684591245e+00,3.619198899248818879e+00,3.071059741635062235e+00
