model,param,realization,runtime_s,chi_m_tot,chi_p_tot,chi_d_tot,I_m_tot,I_p_tot,C_m_tot,C_p_tot,beta_W_irr_tot,beta_W_relax_tot,chi_m_tau1_tot,chi_m_tau2_tot,chi_p_h2_tot,chi_p_h3_tot,identity_residual_max,n_eval,n_seq
tfim,0.1778279410038923,2,415.8,1.237296228703106,1.2164823490124097,0.020813879690696258,0.9241779208380292,0.9076886354966147,0.3131183078651196,0.308793713515769,0.024095529278198777,0.003281649587450617,0.9044476299925739,0.5300733424395423,0.8603606849933545,0.4711235926536914,8.881784197001252e-16,2000,300
tfim,0.1778279410038923,3,415.3,1.3792226074325598,1.3524835417899905,0.026739065642569226,1.0514244325675444,1.0292810442414293,0.3277981748650247,0.3232024975486032,0.03114052569094081,0.0044014600483871765,1.0088527361650423,0.5945325333891223,0.9568615299497196,0.5259225136258885,8.881784197001252e-16,2000,300
tfim,0.1778279410038923,4,415.5,1.3498148722264718,1.3244790756727798,0.025335796553692003,1.0246660526818863,1.0040155738421257,0.325148819544564,0.32046350183071404,0.02949373661320879,0.004157940059518979,0.9870550722657176,0.5815702221317602,0.9367482663842974,0.5143915967031965,8.881784197001252e-16,2000,300
tfim,0.1778279410038923,5,414.3,1.3338019555912104,1.3091175916064715,0.024684363984738944,1.0105231295715305,0.9904472194600356,0.3232788260197146,0.31867037214644034,0.028767145487787422,0.00408278150304136,0.9753334675841581,0.5746688537402953,0.9263506519571596,0.5092894323589507,8.881784197001252e-16,2000,300
tfim,0.1778279410038923,6,414.9,1.3431288290384633,1.3181165308603693,0.025012298178094028,1.0193101614634044,0.99889058009735,0.3238186675750845,0.3192259507630253,0.029078521660851574,0.004066223482744245,0.982375783131562,0.5780133740660172,0.9322513354298354,0.5121931092497851,8.881784197001252e-16,2000,300
tfim,0.1778279410038923,7,415.6,1.3626489345295112,1.3370307235998866,0.025618210929624574,1.0367885638958878,1.0159041730949445,0.32586037063363493,0.3211265505049494,0.02989300109921164,0.004274790169573737,0.9978586499363771,0.5878107790361251,0.9467718642495457,0.5225394215560253,8.881784197001252e-16,2000,300
tfim,0.31622776601683794,0,415.0,1.4724111727377336,1.4420021160590468,0.030409056678686763,1.1359306732195753,1.1105486388455414,0.3364804995181434,0.3314534772134874,0.035547465708359566,0.005138409029638544,1.0780074956688614,0.6343744589414988,1.0186967244350118,0.5616920585019214,8.881784197001252e-16,2000,300
tfim,0.31622776601683794,1,414.5,1.2005018901044822,1.1806639080195391,0.01983798208494303,0.8913061514283038,0.8757309273009257,0.30919573867614725,0.3049329807186616,0.023055061523998232,0.003217079439065854,0.8784260322952862,0.5141815908411291,0.8352038730356854,0.4580333750554697,8.881784197001252e-16,2000,300
tfim,0.31622776601683794,2,414.0,1.1743294848308627,1.1550041593211877,0.01932532550967503,0.8685799594041796,0.8533821021861545,0.3057495254266578,0.30162205713501855,0.022374554158207084,0.003049228648557382,0.8587613075847793,0.5011781337821732,0.8161843727712257,0.4454888714106837,8.881784197001252e-16,2000,300
tfim,0.31622776601683794,3,414.5,1.4171337038614613,1.3888444221519376,0.028289281709523717,1.086343465384827,1.062863857506195,0.330790238476653,0.32598056464575564,0.03295662583788152,0.004667344128350249,1.0367963456870148,0.6089198725322058,0.9814906943885764,0.539186701414998,8.881784197001252e-16,2000,300
tfim,0.31622776601683794,4,415.6,1.3569682610523794,1.3309564386750719,0.026011822377307592,1.031008989511256,1.0098010557165873,0.3259592715410855,0.32115538295845725,0.03031717741164703,0.004305355034331892,0.9928777468001408,0.5848300489077816,0.9405960228852437,0.5169215213481926,8.881784197001252e-16,2000,300
tfim,0.31622776601683794,5,414.3,1.331249489154016,1.3061506016187119,0.025098887535304204,1.0078389283200186,0.9874281845580581,0.32341056083401054,0.3187224170606813,0.02921808790269684,0.004119200367380587,0.9737326588866857,0.5726252774713414,0.9237622879136151,0.5079329657240055,8.881784197001252e-16,2000,300
tfim,0.31622776601683794,6,414.8,1.3562397073662211,1.330058694298867,0.026181013067354098,1.031864015219318,1.010390830632038,0.3243756921468943,0.31966786366678956,0.030598482273215113,0.0044174692058587955,0.9925728090095647,0.5825468715046642,0.9395054840635901,0.5172813262402673,8.881784197001252e-16,2000,300
tfim,0.31622776601683794,7,415.2,1.3973280012239382,1.3673773461117298,0.029950655112208402,1.0675408508832964,1.0425571088108638,0.32978715034066153,0.32482023730081533,0.03528438238968799,0.005333727277515966,1.023153292241454,0.5997233434887779,0.964478634139116,0.5343206654626451,8.881784197001252e-16,2000,300
tfim,0.5623413251903491,0,375.0,1.6132055604202074,1.569215348101399,0.043990212318808286,1.2587048345848206,1.2211023556028326,0.3545007258353905,0.34811299249858996,0.052528692972281306,0.008538480653483223,1.1858720100333096,0.6978058567434533,1.105190921226764,0.6200058762519629,8.881784197001252e-16,2000,300
tfim,0.5623413251903491,1,376.9,1.1066211257321084,1.0860610279244054,0.02056009780770296,0.8069975939567628,0.7909015054086401,0.2996235317753664,0.29515952251578215,0.02426951535510457,0.0037094175474406948,0.8144687559153612,0.47689963211946207,0.7691261439129651,0.4242681402102897,8.881784197001252e-16,2000,300
tfim,0.5623413251903491,2,377.3,1.088777019405883,1.068077984258582,0.020699035147301093,0.7928398741178677,0.7766981058196505,0.2959371452879582,0.2913798784389199,0.024350290398768366,0.0036512552514766108,0.7998560799221028,0.4670222290732422,0.7565383050426444,0.41660667354916336,8.881784197001252e-16,2000,300
tfim,0.5623413251903491,3,375.7,1.4981251424279987,1.4636969631941485,0.03442817923385011,1.1594679313609193,1.1303365923792876,0.3386572110670585,0.3333603708148585,0.04059762088622798,0.006169441652403666,1.0982657352707248,0.6449090097170509,1.0321133419695774,0.5725695661322612,8.881784197001252e-16,2000,300
tfim,0.5623413251903491,4,376.1,1.3564361288751638,1.3270614082019936,0.029374720673170263,1.0291680250611401,1.0052639723775894,0.32726810381400573,0.3217974358243816,0.034560893866907305,0.005186173193722465,0.9955829463278283,0.5849619041225447,0.9381279534580393,0.5194304730608263,8.881784197001252e-16,2000,300
tfim,0.5623413251903491,5,378.9,1.309452657158452,1.2817304939024594,0.027722163255992527,0.9866900962853942,0.9643586738396204,0.32276256087307886,0.3173718200628126,0.03256268878820171,0.00484052553221537,0.9606810643784263,0.5637619018177094,0.9056033210514771,0.49964602033288585,8.881784197001252e-16,2000,300
tfim,0.5623413251903491,6,379.1,1.411002492563426,1.3739298933625173,0.03707259920090866,1.0770874701673296,1.046466423932391,0.33391502239611204,0.32746346943012816,0.044384746403489925,0.0073121472025963145,1.0406705371226281,0.6122909128450504,0.970403772482054,0.5454065234266343,8.881784197001252e-16,2000,300
tfim,0.5623413251903491,7,378.1,1.5062902727765972,1.455974330341848,0.05031594243474924,1.1568858187335227,1.1165706793092616,0.3494044540430805,0.33940365103258774,0.061044126046868076,0.01072818361214544,1.1193944370682192,0.6627432760858043,1.0235054578172278,0.5794129872654463,8.881784197001252e-16,2000,300
tfim,1.0,0,364.5,1.9831795799866425,1.8701915407436869,0.11298803924295564,1.5346893602822878,1.435778926334888,0.448490219704331,0.43441261440881473,0.14474432186063282,0.03175628261766311,1.5126175753116287,0.9124768072746821,1.3096411146912508,0.7857363242556379,8.881784197001252e-16,2000,300
tfim,1.0,1,365.5,0.9667762506201378,0.9371849611076644,0.029591289512473473,0.6710082991836814,0.64505707698103,0.2957679514364995,0.29212788412667634,0.0395382998032998,0.00994701029082721,0.7297098959136044,0.4396365474518307,0.6669995209839348,0.37975893842031594,8.881784197001252e-16,2000,300
tfim,1.0,2,365.0,0.9975934454536679,0.9643014918076842,0.033291953645983696,0.7092031929359508,0.6783021558743614,0.288390252517732,0.28599933593333016,0.041879951781296366,0.008587998135323325,0.7538847900506562,0.4509816618778708,0.6878332919146177,0.39666055027747893,8.881784197001252e-16,2000,300
tfim,1.0,3,365.7,1.7041195190090153,1.6420699646797838,0.06204955432923143,1.3335333375237974,1.2813134566090163,0.3705861814852429,0.36075650807075044,0.07576108869632354,0.013711534367126809,1.2660331039965955,0.7508570442878377,1.154610662983651,0.6618259764381484,8.881784197001252e-16,2000,300
tfim,1.0,4,366.4,1.344673283185117,1.3008322499081082,0.04384103327700872,0.9969911874551727,0.9579443681976834,0.34768209572992936,0.3428878817104388,0.05590090204126701,0.012059868764225852,1.0143765377175646,0.6174702444704048,0.924750505997082,0.5311864877576125,8.881784197001252e-16,2000,300
tfim,1.0,5,364.8,1.2425918786499346,1.2068235856778422,0.035768292972092386,0.9133543145272025,0.8825021971639568,0.32923756412273253,0.324321388513896,0.04509463181050376,0.009326338838422567,0.9339832376416082,0.5655235509833587,0.8592010358351612,0.48891967934685887,8.881784197001252e-16,2000,300
tfim,1.0,6,366.3,1.6108516430942021,1.5126915520623334,0.09816009103186873,1.2102889831956762,1.1189343899645667,0.4005626598985159,0.3937571620977869,0.1261437815101234,0.02798369047826216,1.251009654146206,0.7639588553563321,1.0701323532183835,0.6543112585043991,8.881784197001252e-16,2000,300
tfim,1.0,7,366.3,1.7895872002986901,1.6821358733704392,0.10745132692825088,1.3771723652795642,1.256026133680502,0.4124148350191499,0.42610973968996335,0.1426784264577784,0.03522709952951103,1.4572319195410817,0.9441399215909261,1.2393872542190483,0.7898404579668759,8.881784197001252e-16,2000,300
tfim,1.7782794100389228,0,352.0,2.741880575163351,2.521987363831579,0.21989321133177198,2.183048948595097,1.9222998979368113,0.5588316265682485,0.5996874658947544,0.29330476656919063,0.07341155523742218,2.337915104023538,1.6340840141294146,1.862246130964576,1.2292329662609833,8.881784197001252e-16,2000,300
tfim,1.7782794100389228,1,356.1,0.8613379305285276,0.8008123775554046,0.06052555297312301,0.5638623298811236,0.4982406182100738,0.2974756006474013,0.3025717593453259,0.08478377495069206,0.02425822197754634,0.7118848882486453,0.48413550528736393,0.5820832763418471,0.3730786860518194,8.881784197001252e-16,2000,300
tfim,1.7782794100389228,2,354.7,0.964743982789197,0.9092385497736792,0.0555054330155178,0.6612485228223659,0.5937753878652767,0.30349545996683647,0.31546316190840074,0.0794359980219691,0.02393056500648591,0.791672095371958,0.547288997910337,0.6643374043920804,0.4166417982855486,8.881784197001252e-16,2000,300
tfim,1.7782794100389228,3,356.1,2.2045042745819488,2.059256117021904,0.1452481575600446,1.743958576111028,1.5999546451486966,0.46054569847094307,0.45930147187323067,0.18683789061856396,0.04158973305853931,1.7492544679157382,1.0954832520318911,1.47694694337337,0.9301522291634821,8.881784197001252e-16,2000,300
tfim,1.7782794100389228,4,355.4,1.135752560258113,1.0768685441801111,0.05888401607800198,0.7607339030614622,0.697903906826014,0.37501865719661387,0.37896463735413266,0.09072646725319536,0.03184245117519702,0.9140557670856264,0.618895234630852,0.7809164161437301,0.4823815955665163,8.881784197001252e-16,2000,300
tfim,1.7782794100389228,5,355.8,0.9728286388704714,0.9248535038149015,0.04797513505556994,0.6282582481079735,0.576285629831347,0.3445703907624902,0.34856787398355227,0.07664383909596219,0.028668704040386496,0.7835608211824168,0.531953276041012,0.6714853124250391,0.41165518759828146,8.881784197001252e-16,2000,300
tfim,1.7782794100389228,6,354.3,2.04470975764269,1.8702638973223646,0.1744458603203256,1.5685353111550673,1.3586072422431101,0.47617444648762586,0.5116566550792228,0.2356898881410221,0.061244027820706606,1.7535714834437568,1.230063373122186,1.3826568423052172,0.9307580226854661,8.881784197001252e-16,2000,300
tfim,1.7782794100389228,7,354.4,3.6341127532334534,3.1633571266812615,0.47075562655218706,2.472651495704545,1.7387493815994626,1.1614612575289018,1.424607745081809,0.8086178458566857,0.3378622193045037,3.5955080275356153,3.163218006944338,2.4554499760988246,1.9225228722209993,1.7763568394002505e-15,2000,300
tfim,3.1622776601683795,0,346.0,4.028441799758148,3.453548994575362,0.5748928051827884,1.9825816555179738,1.1872034115437677,2.045860144240175,2.2663455830316055,1.3133516966656549,0.7384588914828779,4.171627184023608,3.8747830312994544,2.7745720727004897,2.3590486287975563,1.7763568394002505e-15,2000,300
tfim,3.1622776601683795,1,349.8,0.4877695333817367,0.45281491125466755,0.034954622127069124,0.2687473429722167,0.2403259851425088,0.21902219040948867,0.21248892611218162,0.07103863514951343,0.036084013022488995,0.4169705892157072,0.2991927174381259,0.3387865532626668,0.22824774151671479,1.7763568394002505e-15,2000,300
tfim,3.1622776601683795,2,351.6,0.48339870015278663,0.45302515652600706,0.030373543626779576,0.26004989727126926,0.23612189782262671,0.2233488028815398,0.21690325870337235,0.06815692246082573,0.0377833788340555,0.4028811597519528,0.2901786411796241,0.33216247803267973,0.2140549638324667,1.7763568394002505e-15,2000,300
tfim,3.1622776601683795,3,351.6,4.440870225232554,3.8450446808292527,0.5958255444032952,3.141926438433629,2.240724229220433,1.2989437867989064,1.6043204516088265,0.9745523312928606,0.3787267868895966,4.356619366985548,3.6933547211439386,2.9843436154374823,2.3548833455498603,1.7763568394002505e-15,2000,300
tfim,3.1622776601683795,4,351.7,0.5926048006195941,0.5435812036613481,0.049023596958245985,0.28572601470558423,0.23496670369300787,0.3068787859140212,0.3086144999683509,0.09654665395213313,0.047523056993836986,0.5264852819530221,0.41584704197687916,0.40862571338143105,0.2871279325335412,1.7763568394002505e-15,2000,300
tfim,3.1622776601683795,5,351.7,0.3263916989673872,0.30816494671443784,0.01822675225294934,0.1628610951932301,0.14609366061748918,0.1635306037741453,0.1620712860969611,0.035500125749501836,0.017273373496532386,0.2650869137077472,0.18012953750044924,0.22414627924054042,0.14027321068770449,1.7763568394002505e-15,2000,300
tfim,3.1622776601683795,6,353.7,3.0707142368123357,2.6295643445425725,0.4411498922697614,1.5840015272717523,1.0379820001909303,1.4867127095405772,1.5915823443516708,0.8801672643640128,0.43901737209433067,3.113078074915049,2.76984541238673,2.0899331485090786,1.7633070879075767,1.7763568394002505e-15,2000,300
tfim,3.1622776601683795,7,348.7,0.5943008482269927,0.5264582616913587,0.06784258653563402,0.2784553790691313,0.22785853408562762,0.31584546915787315,0.29859972760571196,0.5138959262776338,0.44605333974201117,0.5693311476098692,0.5048751170846428,0.41469580527174355,0.3469660736279325,1.7763568394002505e-15,2000,300
tfim,5.623413251903491,0,342.7,0.906976364230706,0.7762448368068509,0.1307315274238552,0.30475631751771237,0.25173450788093277,0.6022200467129767,0.5245103289259222,0.6499741665122141,0.5192426390883714,0.9490644595210462,0.9022309662406987,0.6325944612612517,0.5620282466511399,1.7763568394002505e-15,2000,300
tfim,5.623413251903491,1,343.8,0.20062238081944495,0.18986753028397363,0.010754850535471316,0.10140903246307342,0.09175085737382815,0.09921334835636264,0.09811667291015547,0.03577153521976496,0.025016684684268264,0.16081271927638285,0.10850488854377782,0.13734760897133413,0.08633097709711413,1.7763568394002505e-15,2000,300
tfim,5.623413251903491,2,347.5,0.10730675639407405,0.10108346495953657,0.006223291434537481,0.04143012155369652,0.036069816408872635,0.06587663484038664,0.06501364855066671,0.0194351005613693,0.013211809126792982,0.08930151140870435,0.06315972328648023,0.0747315966900447,0.04830321968185436,1.7763568394002505e-15,2000,300
tfim,5.623413251903491,3,349.5,0.4585198224986968,0.39261610135151215,0.06590372114718468,0.18030497528269995,0.11153424636059572,0.2782148472160133,0.28108185499092475,0.6400006696476197,0.57409694850045,0.47603875721543876,0.4575680019446082,0.32192200996076004,0.2970728673459553,1.7763568394002505e-15,2000,300
tfim,5.623413251903491,4,349.3,0.11762328333826433,0.11105714627644148,0.006566137061822852,0.04441738712173593,0.03851093441254583,0.07320589621652018,0.0725462118638861,0.01835670072120462,0.01179056365939265,0.0980325455716674,0.07081527009265509,0.08200743829383972,0.05312085757816731,1.7763568394002505e-15,2000,300
tfim,5.623413251903491,5,348.5,0.045096375176531756,0.03870176460866315,0.006394610567868608,0.008619709647645468,0.006129386040164553,0.036476665528888064,0.032572378568495985,0.015024018636710948,0.008629408068883331,0.04583842555325124,0.0415177681972948,0.030583664341262917,0.02537813941849465,1.7763568394002505e-15,2000,300
tfim,5.623413251903491,6,348.2,1.100633103106563,0.9570711839818822,0.14356191912468086,0.4589464303523849,0.32443186955404135,0.6416866727541679,0.6326393144278404,0.4830027563573368,0.33944083723266755,1.0670130529685322,0.8760976224438306,0.7582295256770057,0.6274686600218213,1.7763568394002505e-15,2000,300
tfim,5.623413251903491,7,345.3,0.1912893340024645,0.14922262908202322,0.04206670492044129,0.13144542198828613,0.08604072895697468,0.059843912014185985,0.06318190012505548,0.6744989155521951,0.6324322106316581,0.24172630971574582,0.2754686255810974,0.1410844280641942,0.16949407759628365,3.552713678800501e-15,2000,300
tfim,10.0,0,341.4,0.2661575690516451,0.22430661885845504,0.04185095019319007,0.15989312841541747,0.11781136243673984,0.10626444063621154,0.10649525642170687,0.5888169718586322,0.5469660216654953,0.2933697933698942,0.2990428332749999,0.1925356113292913,0.19160621360651375,3.552713678800501e-15,2000,300
tfim,10.0,1,341.8,0.08209595666673519,0.07781413022777617,0.004281826438959024,0.03526700050283327,0.031137809876438105,0.046828956163902646,0.04667632035134034,0.01556595568049714,0.011284129241520573,0.06768109834485558,0.04717272085782165,0.05727157660404225,0.035989219906050085,3.552713678800501e-15,2000,300
tfim,10.0,2,344.1,0.007553157221037554,0.006690140559790891,0.0008630166612466628,0.0012576432651865144,0.0011687081374398556,0.006295513955854037,0.005521432422353756,0.003856021752475614,0.0029930050911270317,0.007242624634792638,0.006243601178544722,0.005274636430310564,0.004323069857360973,3.4416913763379853e-15,2000,300
tfim,10.0,3,347.3,0.13351172241544285,0.08771481846033302,0.045796903955109824,0.11561030533064276,0.07032645724567499,0.017901417084799975,0.01738836121466486,0.762483164015331,0.7166862600602446,0.21177190045563699,0.2752635689178995,0.10216312765426128,0.16030305534299483,3.552713678800501e-15,2000,300
tfim,10.0,4,346.9,0.03239107432370869,0.029567541238943118,0.0028235330847655726,0.00983483765536386,0.008376786063086783,0.022556236668350937,0.021190755175864995,0.004651122232466893,0.0018275891476627964,0.028378012691742782,0.019910128593924492,0.02237680989037205,0.01533978827327076,3.552713678800501e-15,2000,300
tfim,10.0,5,347.3,0.008094910781627718,0.007603404278477832,0.0004915065031498855,0.0013336906395504666,0.0012137448528014572,0.006761220142076363,0.0063896594256764305,0.0006760343129658931,0.0001845278098666342,0.006654483335033379,0.004625329591487093,0.005541695859763829,0.0034623534315599835,3.552713678800501e-15,2000,300
tfim,10.0,6,347.8,0.5012613546425473,0.4338953800359251,0.06736597460662219,0.21898824633092007,0.15054117570674652,0.28227310831167374,0.28335420432918845,0.46973478120021817,0.40236880659352714,0.4718991200332061,0.3754428694066887,0.33600123489386546,0.28119878774455986,3.552713678800501e-15,2000,300
tfim,10.0,7,348.2,0.12687385441323729,0.08047006350540875,0.046403790907828535,0.11731846657606149,0.0711672343794072,0.009555387837177465,0.009302829125997503,0.7815139602108719,0.7351101693030367,0.20817190806200414,0.2747824831120702,0.09743229399486719,0.15923288189019513,3.552713678800501e-15,2000,300
tfim,17.78279410038923,0,341.8,0.171506382466178,0.1280922964246296,0.043414086041548394,0.12958989498363205,0.086523229959939,0.04191648748256105,0.04156906646468467,0.6988318096479462,0.6554177236062246,0.22887314975983186,0.27059370611183675,0.12605525636975234,0.16394185129276206,3.4416913763379853e-15,2000,300
tfim,17.78279410038923,1,340.9,0.025065463943276023,0.023892188960263794,0.001173274983012229,0.00881032893009781,0.007952291335013517,0.016255135013176325,0.015939897625255245,0.003331047463964305,0.002157772480996709,0.019003107799170138,0.011667386294885063,0.016846759680014145,0.009944067190305383,6.994405055138486e-15,2000,300
tfim,17.78279410038923,2,342.5,0.003194901135749051,0.00288416696068039,0.00031073417506866097,0.00048629997922666757,0.00041750057116007877,0.0027086011565221196,0.0024666663895139135,0.00042836878291016784,0.00011763460791489207,0.0026806811578777845,0.0016962531006893267,0.0021310069736646398,0.0014972842301343992,6.994405055138486e-15,2000,300
tfim,17.78279410038923,3,345.4,0.11992223679223413,0.07314411933789677,0.04677811745433735,0.11790723090443156,0.0712457971263527,0.0020150058878005,0.0018983222115423332,0.801017248687068,0.7542391312326596,0.20510366507775846,0.27668424206045705,0.09295462714808922,0.1586082344415829,6.994405055138486e-15,2000,300
tfim,17.78279410038923,4,347.1,0.004535355977173583,0.004220659536677052,0.00031469644049653134,0.0007235537980687656,0.0007142541959814785,0.0038118021791079815,0.003506405340697488,0.0007679534778782689,0.0004532570372669418,0.003948372420061963,0.003074354750440267,0.0031647514217016948,0.0021784501585688787,6.994405055138486e-15,2000,300
tfim,17.78279410038923,5,348.1,0.001613484698372969,0.0013808218814385098,0.00023266281693445912,0.00012022241540521339,9.60312034733457e-05,0.0014932622829697262,0.0012847906779740598,0.0005198263289589542,0.00028716351229472287,0.0016680558837549597,0.0015543778151854148,0.0011017953211235332,0.0009282794434023467,6.994405055138486e-15,2000,300
tfim,17.78279410038923,6,345.6,0.22681233717991245,0.1856946591103934,0.04111767806951905,0.13524499998697603,0.09095579979114721,0.0915673371929226,0.09473885931924814,0.5692098177384438,0.5280921396689602,0.255216786842938,0.2603902286247517,0.161612116860548,0.17062087133832304,6.8833827526759706e-15,2000,300
tfim,17.78279410038923,7,347.8,0.119424657633322,0.07239867072405826,0.04702598690926374,0.11768877601048133,0.07077941527674592,0.001735881622837887,0.001619255447311188,0.8030302956903078,0.7560043087810254,0.20518058139298878,0.27720058120616087,0.09245077535548674,0.15865885459832252,6.994405055138486e-15,2000,300
tfim,31.622776601683793,0,341.9,0.13665826854067353,0.09016578826940036,0.04649248027127317,0.11976050964327956,0.07406129092948044,0.016897758897394255,0.016104497339935214,0.770544973748561,0.7240524934774843,0.21495926567809465,0.27733390210154407,0.10405311896662017,0.16182614780558058,6.8833827526759706e-15,2000,300
tfim,31.622776601683793,1,340.6,0.00497847405812224,0.00486282566663343,0.00011564839148880957,0.0011536161413312485,0.0011092778546398785,0.0038248579167871888,0.0037535478119870985,0.000268126503415282,0.000152478112043489,0.00367374802297038,0.0021942670272885323,0.0034455290084137724,0.0019189901243292784,1.4099832412739488e-14,2000,300
tfim,31.622776601683793,2,342.3,0.00045378380033578303,0.0004259560156604225,2.7827784675360512e-05,4.741186482803972e-05,4.409384846537634e-05,0.0004063719355064388,0.0003818621672018324,4.791299034557954e-05,2.008520554021194e-05,0.0003570014647960029,0.00022735473101875847,0.0003054040425809479,0.00018939177647969707,1.4099832412739488e-14,2000,300
tfim,31.622776601683793,3,343.1,0.11882774172915911,0.07168376417759859,0.04714397755156052,0.1185255055880321,0.07141179095095795,0.00030223614112895314,0.0002719732266383765,0.8082649974190848,0.7611210198676068,0.2052834544712664,0.27813464101415497,0.09224680225813997,0.1592099984029972,6.994405055138486e-15,2000,300
tfim,31.622776601683793,4,345.9,0.0007309604620703292,0.0007209562842337425,1.0004177836586692e-05,8.775479363476446e-05,8.642632982502896e-05,0.0006432056684352941,0.0006345299544115376,1.8838418318103025e-05,8.834239925738692e-06,0.0005377571402099823,0.00031417807030742484,0.000511678969536411,0.0002807750813001997,1.3988810110276972e-14,2000,300
tfim,31.622776601683793,5,347.0,0.00017408686240572013,0.00015668062138163297,1.7406241024087166e-05,1.5148929308428372e-05,1.258299542417074e-05,0.00015893793309821116,0.00014409762594492712,4.8620549041641766e-05,3.121430771512983e-05,0.00015385382405530557,0.00011757876820717161,0.00011585755226339867,8.204962188229636e-05,1.3988810110276972e-14,2000,300
tfim,31.622776601683793,6,347.8,0.14127598635114147,0.1004778117063565,0.04079817464478497,0.11632142296519854,0.07437754661274498,0.024954563385959416,0.02610026509361102,0.6905328065282855,0.6497346318838839,0.20437970891705426,0.25419201122758306,0.10656718149325362,0.15093099894097461,1.3766765505351941e-14,2000,300
tfim,31.622776601683793,7,346.5,0.11888169126205372,0.07178193967594682,0.04709975158610691,0.11868260872929726,0.07159038751755697,0.00019908253275802493,0.0001915521583948747,0.8082638661856988,0.7611641145993969,0.20517230210092918,0.2779159684313349,0.09227338164158139,0.1591287673906686,1.3877787807814457e-14,2000,300
tfim,56.23413251903491,0,343.2,0.12123171141182887,0.0749224443833667,0.046309267028462164,0.11812278563284928,0.07185731757850211,0.003108925778974536,0.003065126804870519,0.797106983598797,0.7507977165707185,0.20506569765509208,0.2754260592387019,0.09403420405602192,0.15852214320107338,1.4099832412739488e-14,2000,300
tfim,56.23413251903491,1,342.3,0.0009850867059705282,0.0009464295163699177,3.8657189600610486e-05,0.00013488376275949676,0.00012887611563261459,0.0008502029432125718,0.0008175534007398635,5.4770994373703664e-05,1.611380496682713e-05,0.000729553886179124,0.00043226969904031076,0.0006658946036661728,0.00038790707680591563,2.8310687127941492e-14,2000,300
