target_id,detuning,mechanism,eta_mean,eta_sem,paper_eta,absolute_error,samples,parameter_match,artifact_stage
T007,0.0,rescue,0.9992172802782001,9.518096103043544e-05,0.999,0.00021728027820011597,15,paper_subset,exploratory
T007,0.0,dephasing,0.7957292709879714,0.0019435394393364366,0.794,0.0017292709879713763,15,paper_subset,exploratory
T007,5.0,rescue,0.999985437371381,1.092265741283839e-06,1.0,1.456262861898594e-05,15,paper_subset,exploratory
T007,5.0,dephasing,0.6169119104381462,0.0048853316741360045,0.611,0.005911910438146206,15,paper_subset,exploratory
T007,10.0,rescue,0.9999976776345665,5.7075410645039027e-08,1.0,2.3223654335158272e-06,15,paper_subset,exploratory
T007,10.0,dephasing,0.4001277194620484,0.004230658567586781,0.395,0.005127719462048375,15,paper_subset,exploratory
T007,20.0,rescue,0.999999069625605,4.184061623076666e-09,1.0,9.303743949695686e-07,15,paper_subset,exploratory
T007,20.0,dephasing,0.17152634647568518,0.001605705604165169,0.17,0.0015263464756851697,15,paper_subset,exploratory
