target_id,record_kind,mechanism,gamma_rec,gamma_deph,rate,eta_mean,eta_sem,samples,parameter_match,artifact_stage,paper_eta,absolute_error
T005,map,combined,0.001,0.001,,0.5563945407962189,0.05395031904990358,15,paper_subset,exploratory,,
T005,map,combined,0.001584893192461114,0.001,,0.5574520424342636,0.05359852152482467,15,paper_subset,exploratory,,
T005,map,combined,0.0025118864315095794,0.001,,0.5591041732488394,0.05304810267492503,15,paper_subset,exploratory,,
T005,map,combined,0.003981071705534973,0.001,,0.5616637657673998,0.05219336002953992,15,paper_subset,exploratory,,
T005,map,combined,0.00630957344480193,0.001,,0.565577120283735,0.05088164886791007,15,paper_subset,exploratory,,
T005,map,combined,0.01,0.001,,0.5714365840885677,0.048905778303064175,15,paper_subset,exploratory,,
T005,map,combined,0.01584893192461114,0.001,,0.5799262793252045,0.04601493491156436,15,paper_subset,exploratory,,
T005,map,combined,0.025118864315095808,0.001,,0.5916091091455044,0.04197270006195947,15,paper_subset,exploratory,,
T005,map,combined,0.039810717055349734,0.001,,0.6064453710019949,0.03670038195531731,15,paper_subset,exploratory,,
T005,map,combined,0.06309573444801933,0.001,,0.6230853608506061,0.03050767728006339,15,paper_subset,exploratory,,
T005,map,combined,0.1,0.001,,0.6385030092619399,0.02425734072554487,15,paper_subset,exploratory,,
T005,map,combined,0.15848931924611143,0.001,,0.649081696532455,0.01908570877294229,15,paper_subset,exploratory,,
T005,map,combined,0.25118864315095824,0.001,,0.6531101281665722,0.015562252444889242,15,paper_subset,exploratory,,
T005,map,combined,0.3981071705534973,0.001,,0.6517133548669093,0.01329496578150163,15,paper_subset,exploratory,,
T005,map,combined,0.6309573444801936,0.001,,0.6464166473249617,0.011594705205094495,15,paper_subset,exploratory,,
T005,map,combined,1.0,0.001,,0.6363806558915468,0.010110493527611545,15,paper_subset,exploratory,,
T005,map,combined,1.584893192461114,0.001,,0.6184792622375112,0.009257607110855852,15,paper_subset,exploratory,,
T005,map,combined,2.5118864315095824,0.001,,0.590123045408149,0.009292214931929521,15,paper_subset,exploratory,,
T005,map,combined,3.981071705534973,0.001,,0.5481143290444574,0.009033689292405724,15,paper_subset,exploratory,,
T005,map,combined,6.309573444801936,0.001,,0.4822624544242807,0.007290102435751815,15,paper_subset,exploratory,,
T005,map,combined,10.0,0.001,,0.3790620272757431,0.0042767911924175206,15,paper_subset,exploratory,,
T005,map,combined,0.001,0.001584893192461114,,0.5569303864083117,0.053822544740242076,15,paper_subset,exploratory,,
T005,map,combined,0.001584893192461114,0.001584893192461114,,0.5579833184601026,0.05347197137699156,15,paper_subset,exploratory,,
T005,map,combined,0.0025118864315095794,0.001584893192461114,,0.559628313893592,0.05292346361685778,15,paper_subset,exploratory,,
T005,map,combined,0.003981071705534973,0.001584893192461114,,0.5621768606461475,0.05207167832079388,15,paper_subset,exploratory,,
T005,map,combined,0.00630957344480193,0.001584893192461114,,0.5660733481510811,0.050764480427429905,15,paper_subset,exploratory,,
T005,map,combined,0.01,0.001584893192461114,,0.5719076040551766,0.048795348530507245,15,paper_subset,exploratory,,
T005,map,combined,0.01584893192461114,0.001584893192461114,,0.5803608748702945,0.04591422659853343,15,paper_subset,exploratory,,
T005,map,combined,0.025118864315095808,0.001584893192461114,,0.5919937617054424,0.04188528345965703,15,paper_subset,exploratory,,
T005,map,combined,0.039810717055349734,0.001584893192461114,,0.6067668390480423,0.036629689613974954,15,paper_subset,exploratory,,
T005,map,combined,0.06309573444801933,0.001584893192461114,,0.623335951904185,0.030455522810079176,15,paper_subset,exploratory,,
T005,map,combined,0.1,0.001584893192461114,,0.6386865255853719,0.024222221517280172,15,paper_subset,exploratory,,
T005,map,combined,0.15848931924611143,0.001584893192461114,,0.6492136939279192,0.019062786981416033,15,paper_subset,exploratory,,
T005,map,combined,0.25118864315095824,0.001584893192461114,,0.6532084883304888,0.01554644455012174,15,paper_subset,exploratory,,
T005,map,combined,0.3981071705534973,0.001584893192461114,,0.6517886101057804,0.013283672537923253,15,paper_subset,exploratory,,
T005,map,combined,0.6309573444801936,0.001584893192461114,,0.6464724130996111,0.011586885037010648,15,paper_subset,exploratory,,
T005,map,combined,1.0,0.001584893192461114,,0.6364188551422139,0.010105797946351181,15,paper_subset,exploratory,,
T005,map,combined,1.584893192461114,0.001584893192461114,,0.6185037608427917,0.009255639413818366,15,paper_subset,exploratory,,
T005,map,combined,2.5118864315095824,0.001584893192461114,,0.5901381839699454,0.009291433129247299,15,paper_subset,exploratory,,
T005,map,combined,3.981071705534973,0.001584893192461114,,0.5481219217683424,0.009033085637897103,15,paper_subset,exploratory,,
T005,map,combined,6.309573444801936,0.001584893192461114,,0.48226314571943346,0.007289548255420212,15,paper_subset,exploratory,,
T005,map,combined,10.0,0.001584893192461114,,0.37905820444399807,0.00427644855412021,15,paper_subset,exploratory,,
T005,map,combined,0.001,0.0025118864315095794,,0.5577754233045674,0.05362109149920253,15,paper_subset,exploratory,,
T005,map,combined,0.001584893192461114,0.0025118864315095794,,0.5588211545332936,0.05327244551756798,15,paper_subset,exploratory,,
T005,map,combined,0.0025118864315095794,0.0025118864315095794,,0.5604549058832494,0.052726946713395534,15,paper_subset,exploratory,,
T005,map,combined,0.003981071705534973,0.0025118864315095794,,0.5629860463820687,0.051879817778603496,15,paper_subset,exploratory,,
T005,map,combined,0.00630957344480193,0.0025118864315095794,,0.5668559540877252,0.050579726289889264,15,paper_subset,exploratory,,
T005,map,combined,0.01,0.0025118864315095794,,0.5726504856514176,0.04862120539052977,15,paper_subset,exploratory,,
T005,map,combined,0.01584893192461114,0.0025118864315095794,,0.5810463550170526,0.04575539259405203,15,paper_subset,exploratory,,
T005,map,combined,0.025118864315095808,0.0025118864315095794,,0.5926005335287593,0.041747383764291685,15,paper_subset,exploratory,,
T005,map,combined,0.039810717055349734,0.0025118864315095794,,0.6072740287063134,0.03651813604752996,15,paper_subset,exploratory,,
T005,map,combined,0.06309573444801933,0.0025118864315095794,,0.6237314260511085,0.030373182060835384,15,paper_subset,exploratory,,
T005,map,combined,0.1,0.0025118864315095794,,0.6389762645952245,0.0241667394619854,15,paper_subset,exploratory,,
T005,map,combined,0.15848931924611143,0.0025118864315095794,,0.6494222082177538,0.01902655103459336,15,paper_subset,exploratory,,
T005,map,combined,0.25118864315095824,0.0025118864315095794,,0.6533639626114579,0.015521444030608145,15,paper_subset,exploratory,,
T005,map,combined,0.3981071705534973,0.0025118864315095794,,0.651907636254009,0.013265804907957267,15,paper_subset,exploratory,,
T005,map,combined,0.6309573444801936,0.0025118864315095794,,0.6465606600549677,0.011574507350981237,15,paper_subset,exploratory,,
T005,map,combined,1.0,0.0025118864315095794,,0.6364793292913423,0.010098365024415874,15,paper_subset,exploratory,,
T005,map,combined,1.584893192461114,0.0025118864315095794,,0.6185425592979665,0.009252524280564237,15,paper_subset,exploratory,,
T005,map,combined,2.5118864315095824,0.0025118864315095794,,0.5901621643660347,0.00929019449522229,15,paper_subset,exploratory,,
T005,map,combined,3.981071705534973,0.0025118864315095794,,0.5481339493836673,0.009032128931266658,15,paper_subset,exploratory,,
T005,map,combined,6.309573444801936,0.0025118864315095794,,0.48226423867728363,0.007288669996197587,15,paper_subset,exploratory,,
T005,map,combined,10.0,0.0025118864315095794,,0.3790521449877272,0.004275905571438951,15,paper_subset,exploratory,,
T005,map,combined,0.001,0.003981071705534973,,0.5591041739064976,0.05330442740039566,15,paper_subset,exploratory,,
T005,map,combined,0.001584893192461114,0.003981071705534973,,0.5601385961827552,0.05295880446456309,15,paper_subset,exploratory,,
T005,map,combined,0.0025118864315095794,0.003981071705534973,,0.5617546885005436,0.052418025226601085,15,paper_subset,exploratory,,
T005,map,combined,0.003981071705534973,0.003981071705534973,,0.564258491911168,0.05157820006981278,15,paper_subset,exploratory,,
T005,map,combined,0.00630957344480193,0.003981071705534973,,0.5680866545516619,0.05028925599294591,15,paper_subset,exploratory,,
T005,map,combined,0.01,0.003981071705534973,,0.5738187953347047,0.048347381371121885,15,paper_subset,exploratory,,
T005,map,combined,0.01584893192461114,0.003981071705534973,,0.582124507007506,0.045505588401674985,15,paper_subset,exploratory,,
T005,map,combined,0.025118864315095808,0.003981071705534973,,0.5935550549097123,0.04153043218844315,15,paper_subset,exploratory,,
T005,map,combined,0.039810717055349734,0.003981071705534973,,0.6080721178283315,0.03634254375286742,15,paper_subset,exploratory,,
T005,map,combined,0.06309573444801933,0.003981071705534973,,0.6243539988146447,0.030243473141633476,15,paper_subset,exploratory,,
T005,map,combined,0.1,0.003981071705534973,,0.6394326849454418,0.024079250339360588,15,paper_subset,exploratory,,
T005,map,combined,0.15848931924611143,0.003981071705534973,,0.6497509632156716,0.01896935238924194,15,paper_subset,exploratory,,
T005,map,combined,0.25118864315095824,0.003981071705534973,,0.6536093325783472,0.015481954225429712,15,paper_subset,exploratory,,
T005,map,combined,0.3981071705534973,0.003981071705534973,,0.652095666030461,0.013237564100023367,15,paper_subset,exploratory,,
T005,map,combined,0.6309573444801936,0.003981071705534973,,0.6467001817999177,0.01155493124838979,15,paper_subset,exploratory,,
T005,map,combined,1.0,0.003981071705534973,,0.6365750049452473,0.010086607389336177,15,paper_subset,exploratory,,
T005,map,combined,1.584893192461114,0.003981071705534973,,0.618603977416509,0.00924759579151081,15,paper_subset,exploratory,,
T005,map,combined,2.5118864315095824,0.003981071705534973,,0.5902001390892246,0.009288232494931764,15,paper_subset,exploratory,,
T005,map,combined,3.981071705534973,0.003981071705534973,,0.5481529967021539,0.009030612706970389,15,paper_subset,exploratory,,
T005,map,combined,6.309573444801936,0.003981071705534973,,0.48226596419166695,0.0072872781934031515,15,paper_subset,exploratory,,
T005,map,combined,10.0,0.003981071705534973,,0.37904253969876883,0.00427504515866621,15,paper_subset,exploratory,,
T005,map,combined,0.001,0.00630957344480193,,0.561183861150637,0.052808995392117884,15,paper_subset,exploratory,,
T005,map,combined,0.001584893192461114,0.00630957344480193,,0.5622006176626986,0.052468085959670806,15,paper_subset,exploratory,,
T005,map,combined,0.0025118864315095794,0.00630957344480193,,0.5637891244659976,0.05193466566870195,15,paper_subset,exploratory,,
T005,map,combined,0.003981071705534973,0.00630957344480193,,0.5662502234396763,0.05110622947365435,15,paper_subset,exploratory,,
T005,map,combined,0.00630957344480193,0.00630957344480193,,0.5700131727673521,0.04983466928971676,15,paper_subset,exploratory,,
T005,map,combined,0.01,0.00630957344480193,,0.5756478442305658,0.04791875724730154,15,paper_subset,exploratory,,
T005,map,combined,0.01584893192461114,0.00630957344480193,,0.5838126996419079,0.04511443499039111,15,paper_subset,exploratory,,
T005,map,combined,0.025118864315095808,0.00630957344480193,,0.5950500774320544,0.04119054559120124,15,paper_subset,exploratory,,
T005,map,combined,0.039810717055349734,0.00630957344480193,,0.6093226829925193,0.036067232387299954,15,paper_subset,exploratory,,
T005,map,combined,0.06309573444801933,0.00630957344480193,,0.6253302239550257,0.03003985880655385,15,paper_subset,exploratory,,
T005,map,combined,0.1,0.00630957344480193,,0.6401491268024253,0.023941691263362572,15,paper_subset,exploratory,,
