target_id,series_id,parameter_set,time,x,y,intensity,source
T004,fig2a_wavepacket,fig2a,5.0,8.0,3.0,0.00037961300751980704,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,9.0,3.0,0.0006283994552124181,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,10.0,3.0,0.0009805048321684018,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,11.0,3.0,0.0014147043733551852,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,12.0,3.0,0.0018530575953496398,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,13.0,3.0,0.0021648335567246778,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,14.0,3.0,0.002215729180541322,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,15.0,3.0,0.0019537615528321694,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,16.0,3.0,0.0014830340182177117,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,17.0,3.0,0.0010593147997106094,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,18.0,3.0,0.0009777621337679415,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,19.0,3.0,0.0014020134439162234,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,20.0,3.0,0.002244979773138399,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,21.0,3.0,0.0031929186927476005,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,22.0,3.0,0.0038670896852301224,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,23.0,3.0,0.004017897237757674,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,24.0,3.0,0.0036287041069542254,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,25.0,3.0,0.0028807052333540157,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,26.0,3.0,0.002027617299654194,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,27.0,3.0,0.0012743585355873771,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,28.0,3.0,0.0007230658495557371,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,29.0,3.0,0.00038018202592340406,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,30.0,3.0,0.0002002668816998932,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,1.0,4.0,4.023631528995959e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,2.0,4.0,1.1503774548684847e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,3.0,4.0,2.795761422461976e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,4.0,4.0,6.252515551100432e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,5.0,4.0,0.0001280226985966414,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,6.0,4.0,0.0002366169998144415,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,7.0,4.0,0.00040452385541698334,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,8.0,4.0,0.0006488133084676355,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,9.0,4.0,0.0009802264825220686,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,10.0,4.0,0.001395820721549799,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,11.0,4.0,0.0018701966441984521,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,12.0,4.0,0.002353389514756447,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,13.0,4.0,0.0027894057124010683,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,14.0,4.0,0.0031597356074967416,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,15.0,4.0,0.003529674489184244,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,16.0,4.0,0.004051017718386635,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,17.0,4.0,0.004885808615038353,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,18.0,4.0,0.006073757737492667,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,19.0,4.0,0.007431352727412199,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,20.0,4.0,0.008576569236779442,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,21.0,4.0,0.00909344778185996,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,22.0,4.0,0.008742403777289187,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,23.0,4.0,0.007580328408216994,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,24.0,4.0,0.005919142130703993,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,25.0,4.0,0.004164859175962608,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,26.0,4.0,0.002645777400628071,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,27.0,4.0,0.0015217850625442273,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,28.0,4.0,0.0007992378874638901,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,29.0,4.0,0.00039583720060621763,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,30.0,4.0,0.00020371983131246086,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,1.0,5.0,3.817312155233248e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,2.0,5.0,1.3145590974922336e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,3.0,5.0,3.623940520603535e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,4.0,5.0,8.959355664010813e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,5.0,5.0,0.00019897334455172365,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,6.0,5.0,0.00039828953163636223,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,7.0,5.0,0.0007331589695102456,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,8.0,5.0,0.0012543580468902802,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,9.0,5.0,0.0020069858093701145,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,10.0,5.0,0.003021332720702213,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,11.0,5.0,0.004307554209191636,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,12.0,5.0,0.005857125620832841,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,13.0,5.0,0.0076500669670736005,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,14.0,5.0,0.009658749958516458,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,15.0,5.0,0.011833368510504039,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,16.0,5.0,0.014061603067303904,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,17.0,5.0,0.016120585888136845,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,18.0,5.0,0.017667267918112448,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,19.0,5.0,0.018311088189745448,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,20.0,5.0,0.01776327166573061,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,21.0,5.0,0.01598937208545045,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,22.0,5.0,0.013266538370316534,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,23.0,5.0,0.010097803822297921,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,24.0,5.0,0.007027903052532683,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,25.0,5.0,0.00446425574012631,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,26.0,5.0,0.0025880961831363457,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,27.0,5.0,0.0013722991123580471,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,28.0,5.0,0.0006705224254423984,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,29.0,5.0,0.00031293485064261105,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,30.0,5.0,0.0001571801809746298,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,1.0,6.0,2.7361391113376134e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,2.0,6.0,1.0955656962668593e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,3.0,6.0,3.340502692189921e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,4.0,6.0,8.926335196734079e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,5.0,6.0,0.00021195112986018306,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,6.0,6.0,0.000455061521641015,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,7.0,6.0,0.0008995034636353914,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,8.0,6.0,0.0016500929406948245,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,9.0,6.0,0.0028222590324490774,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,10.0,6.0,0.004519560109297262,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,11.0,6.0,0.006803863363657043,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,12.0,6.0,0.009663485487554276,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,13.0,6.0,0.01298514917161507,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,14.0,6.0,0.016535172353649156,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,15.0,6.0,0.019957347392121377,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,16.0,6.0,0.022799966602493806,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,17.0,6.0,0.02458601890061707,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,18.0,6.0,0.024927995547485444,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,19.0,6.0,0.02365924901608826,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,20.0,6.0,0.020924274891247045,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,21.0,6.0,0.017169930090636328,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,22.0,6.0,0.013022573568988215,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,23.0,6.0,0.009099699078053903,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,24.0,6.0,0.005842642891068714,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,25.0,6.0,0.003440381793982976,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,26.0,6.0,0.0018570816672879061,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,27.0,6.0,0.0009214156594125025,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,28.0,6.0,0.0004240588501153969,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,29.0,6.0,0.00018824596787849927,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,30.0,6.0,9.30571446109231e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,1.0,7.0,1.4902803262772033e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,2.0,7.0,6.746120002865237e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,3.0,7.0,2.2210797125397725e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,4.0,7.0,6.269288363221819e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,5.0,7.0,0.00015622735597593183,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,6.0,7.0,0.0003526318001199998,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,7.0,7.0,0.0007323482760932987,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,8.0,7.0,0.001407470893459142,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,9.0,7.0,0.00251079459998077,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,10.0,7.0,0.004168297993244762,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,11.0,7.0,0.006454823939845322,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,12.0,7.0,0.009341368138175477,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,13.0,7.0,0.012650789959347436,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,14.0,7.0,0.016043336239956466,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,15.0,7.0,0.0190506894753786,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,16.0,7.0,0.021164941564973987,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,17.0,7.0,0.021967532616712488,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,18.0,7.0,0.021259196734920806,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,19.0,7.0,0.019138521266294083,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,20.0,7.0,0.015987789227054378,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,21.0,7.0,0.01236247002874443,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,22.0,7.0,0.008827241142104666,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,23.0,7.0,0.00580758996978382,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,24.0,7.0,0.003513741124767686,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,25.0,7.0,0.0019518764139278965,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,26.0,7.0,0.0009949998650673293,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,27.0,7.0,0.00046687870734616975,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,28.0,7.0,0.00020401370055808597,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,29.0,7.0,8.679323720363828e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,30.0,7.0,4.2625762729829524e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,1.0,8.0,6.125403509807232e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,2.0,8.0,3.071333092307458e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,3.0,8.0,1.0744571428492571e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,4.0,8.0,3.163176225815131e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,5.0,8.0,8.188119050961668e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,6.0,8.0,0.00019211143836555457,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,7.0,8.0,0.0004140228768462664,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,8.0,8.0,0.0008228502210495442,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,9.0,8.0,0.001511176261845161,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,10.0,8.0,0.0025689076818056792,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,11.0,8.0,0.00404820246180081,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,12.0,8.0,0.0059205986546615064,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,13.0,8.0,0.008042843603067326,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,14.0,8.0,0.010152403070260475,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,15.0,8.0,0.0119078759262954,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,16.0,8.0,0.012972340889552608,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,17.0,8.0,0.013115111738645654,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,18.0,8.0,0.012291703889882549,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,19.0,8.0,0.010664856241261744,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,20.0,8.0,0.008553666921167616,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,21.0,8.0,0.006331764118541999,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,22.0,8.0,0.004319076612001189,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,23.0,8.0,0.0027107536144024293,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,24.0,8.0,0.0015631386042055221,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,25.0,8.0,0.0008270995709094914,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,26.0,8.0,0.00040137058456495245,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,27.0,8.0,0.00017918216381847772,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,28.0,8.0,7.463578616611216e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,29.0,8.0,3.0572919683366916e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,30.0,8.0,1.5089805742622885e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,1.0,9.0,1.884244710612622e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,2.0,9.0,1.0296132092056696e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,3.0,9.0,3.789969659069597e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,4.0,9.0,1.1554585242666098e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,5.0,9.0,3.090399304515492e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,6.0,9.0,7.494841786751848e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,7.0,9.0,0.00016659647577015093,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,8.0,9.0,0.0003402715506979858,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,9.0,9.0,0.0006395025229584241,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,10.0,9.0,0.0011072712043775307,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,11.0,9.0,0.0017681639331417283,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,12.0,9.0,0.002606225988846349,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,13.0,9.0,0.003547954788951512,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,14.0,9.0,0.004462318626559137,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,15.0,9.0,0.005185404184326509,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,16.0,9.0,0.0055661410885581965,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,17.0,9.0,0.0055167302242932715,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,18.0,9.0,0.00504524041621503,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,19.0,9.0,0.004254010076517207,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,20.0,9.0,0.0033038585189517048,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,21.0,9.0,0.002361046397150116,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,22.0,9.0,0.0015508954062383009,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,23.0,9.0,0.0009353733899391141,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,24.0,9.0,0.0005174230684435264,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,25.0,9.0,0.00026225034560416855,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,26.0,9.0,0.00012171751089224215,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,27.0,9.0,5.188053785014005e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,28.0,9.0,2.0643851206310023e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,29.0,9.0,8.171927140186727e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,30.0,9.0,4.116431491542119e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,1.0,10.0,4.3157059522110476e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,2.0,10.0,2.5396793123853496e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,3.0,10.0,9.77319192957707e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,4.0,10.0,3.0702030290341267e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,5.0,10.0,8.460112178917607e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,6.0,10.0,2.1148142285309984e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,7.0,10.0,4.832987303769776e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,8.0,10.0,0.00010111890682140654,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,9.0,10.0,0.0001938998463459181,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,10.0,10.0,0.00034110277688970006,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,11.0,10.0,0.0005509673918327134,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,12.0,10.0,0.0008176990740409497,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,13.0,10.0,0.0011155837794359963,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,14.0,10.0,0.00139953652034256,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,15.0,10.0,0.0016146953083592706,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,16.0,10.0,0.001713144075584878,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,17.0,10.0,0.0016710678308625051,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,18.0,10.0,0.0014980491893977627,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,19.0,10.0,0.0012335850303371828,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,20.0,10.0,0.0009325171355982859,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,21.0,10.0,0.0006466775068156329,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,22.0,10.0,0.00041108817314222657,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,23.0,10.0,0.00023936177316616317,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,24.0,10.0,0.0001275532842857301,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,25.0,10.0,6.215475885860339e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,26.0,10.0,2.7676763233395217e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,27.0,10.0,1.128879101154787e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,28.0,10.0,4.296091839972347e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,29.0,10.0,1.6493350253652801e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,30.0,10.0,8.655939146120708e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,1.0,11.0,7.3485116722057884e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,2.0,11.0,4.625600658301317e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,3.0,11.0,1.850747058257553e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,4.0,11.0,5.9668944883003e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,5.0,11.0,1.6916766986525392e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,6.0,11.0,4.352446323847711e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,7.0,11.0,1.0207602476440145e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,8.0,11.0,2.1837520263910472e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,9.0,11.0,4.265518843196517e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,10.0,11.0,7.61407007536072e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,11.0,11.0,0.00012429838370164387,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,12.0,11.0,0.00018568674652065956,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,13.0,11.0,0.0002539584037732955,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,14.0,11.0,0.000318087644072009,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,15.0,11.0,0.0003649287846322733,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,16.0,11.0,0.0003834970338959916,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,17.0,11.0,0.00036912075045234563,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,18.0,11.0,0.00032533938063068334,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,19.0,11.0,0.00026250055493579164,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,20.0,11.0,0.00019380868392605643,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,21.0,11.0,0.00013087474032155315,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,22.0,11.0,8.0786726211354e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,23.0,11.0,4.555800196883163e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,24.0,11.0,2.345570128598689e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,25.0,11.0,1.1017299586273617e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,26.0,11.0,4.7172696471520765e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,27.0,11.0,1.8438721163250177e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,28.0,11.0,6.711625483636105e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,29.0,11.0,2.5078067397368796e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,30.0,11.0,1.4097818239677035e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,1.0,12.0,9.315521269631118e-10,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,2.0,12.0,6.261249014801978e-09,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,3.0,12.0,2.5885353702825604e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,4.0,12.0,8.537157241157519e-08,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,5.0,12.0,2.48977581628576e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,6.0,12.0,6.589146823723617e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,7.0,12.0,1.5842411312872088e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,8.0,12.0,3.461914689563004e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,9.0,12.0,6.882108493726871e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,10.0,12.0,1.2456995428573068e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,11.0,12.0,2.0545004817112005e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,12.0,12.0,3.0892747307604885e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,13.0,12.0,4.2370608494093535e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,14.0,12.0,5.302464027288877e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,15.0,12.0,6.056074412249961e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,16.0,12.0,6.313231755715965e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,17.0,12.0,6.007028741247937e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,18.0,12.0,5.216417334659319e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,19.0,12.0,4.133394172176389e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,20.0,12.0,2.98774664289258e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,21.0,12.0,1.9693835450845927e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,22.0,12.0,1.183267982706994e-05,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,23.0,12.0,6.4772565671626374e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,24.0,12.0,3.2286231687559854e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,25.0,12.0,1.4644777354685663e-06,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,26.0,12.0,6.038974039708222e-07,independent_numerics
T004,fig2a_wavepacket,fig2a,5.0,27.0,12.0,2.2640050945019521e-07,independent_numerics
