phase_flip_probability,symmetric_infidelity,first_order_ssb_infidelity,first_order_slope,product_state_phase_flip_fidelity,symmetric_state_phase_flip_fidelity,single_qubit_gate_count,generated_data_provenance
0.002,0.0008500000000000001,0.0008405555555555557,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0009000000000000001,0.0008900000000000002,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00095,0.0009394444444444445,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.001,0.000988888888888889,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0010500000000000002,0.0010383333333333336,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0011,0.0010877777777777778,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00115,0.0011372222222222222,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0012000000000000001,0.0011866666666666668,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00125,0.0012361111111111112,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0013000000000000002,0.0012855555555555558,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00135,0.001335,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0014,0.0013844444444444444,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0014500000000000001,0.001433888888888889,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0015,0.0014833333333333335,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0015500000000000002,0.001532777777777778,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0016,0.0015822222222222223,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00165,0.0016316666666666667,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0017000000000000001,0.0016811111111111113,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00175,0.0017305555555555557,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0018000000000000002,0.0017800000000000003,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00185,0.0018294444444444445,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0019,0.001878888888888889,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0019500000000000001,0.0019283333333333335,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.002,0.001977777777777778,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00205,0.0020272222222222224,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0021000000000000003,0.002076666666666667,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00215,0.002126111111111111,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0022,0.0021755555555555556,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0022500000000000003,0.0022250000000000004,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0023,0.0022744444444444444,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00235,0.0023238888888888892,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0024000000000000002,0.0023733333333333336,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00245,0.0024227777777777776,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0025,0.0024722222222222224,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00255,0.002521666666666667,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0026000000000000003,0.0025711111111111117,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00265,0.0026205555555555557,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0027,0.00267,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0027500000000000003,0.002719444444444445,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0028,0.002768888888888889,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00285,0.0028183333333333337,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0029000000000000002,0.002867777777777778,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00295,0.002917222222222222,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.003,0.002966666666666667,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00305,0.0030161111111111113,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0031000000000000003,0.003065555555555556,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00315,0.003115,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0032,0.0031644444444444446,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0032500000000000003,0.0032138888888888894,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0033,0.0032633333333333334,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00335,0.003312777777777778,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0034000000000000002,0.0033622222222222226,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0034500000000000004,0.003411666666666667,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0035,0.0034611111111111114,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00355,0.003510555555555556,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0036000000000000003,0.0035600000000000007,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00365,0.0036094444444444446,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0037,0.003658888888888889,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0037500000000000003,0.003708333333333334,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0038,0.003757777777777778,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00385,0.0038072222222222227,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0039000000000000003,0.003856666666666667,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00395,0.0039061111111111115,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.004,0.003955555555555556,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00405,0.004005,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0041,0.004054444444444445,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00415,0.004103888888888889,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.004200000000000001,0.004153333333333334,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00425,0.004202777777777778,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0043,0.004252222222222222,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.004350000000000001,0.004301666666666667,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0044,0.004351111111111111,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00445,0.004400555555555556,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0045000000000000005,0.004450000000000001,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00455,0.004499444444444445,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0046,0.004548888888888889,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0046500000000000005,0.004598333333333334,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0047,0.0046477777777777785,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00475,0.004697222222222222,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0048000000000000004,0.004746666666666667,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00485,0.004796111111111111,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0049,0.004845555555555555,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00495,0.004895000000000001,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.005,0.004944444444444445,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.005050000000000001,0.00499388888888889,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0051,0.005043333333333334,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00515,0.005092777777777778,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.005200000000000001,0.005142222222222223,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00525,0.005191666666666667,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0053,0.005241111111111111,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.005350000000000001,0.005290555555555556,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0054,0.00534,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00545,0.005389444444444445,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0055000000000000005,0.00543888888888889,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00555,0.005488333333333334,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0056,0.005537777777777778,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0056500000000000005,0.005587222222222223,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0057,0.005636666666666667,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00575,0.005686111111111111,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0058000000000000005,0.005735555555555556,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00585,0.005785,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.0059,0.005834444444444444,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.00595,0.00588388888888889,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.002,0.006,0.005933333333333334,0.9888888888888889,0.9973354666666666,0.9966706666666667,10,formula_numerics
0.004,0.0,0.0,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,5e-05,4.888888888888889e-05,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0001,9.777777777777778e-05,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00015000000000000001,0.00014666666666666666,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0002,0.00019555555555555556,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00025,0.00024444444444444443,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00030000000000000003,0.0002933333333333333,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00035,0.0003422222222222222,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0004,0.0003911111111111111,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00045000000000000004,0.00044,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0005,0.0004888888888888889,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00055,0.0005377777777777778,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0006000000000000001,0.0005866666666666667,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0006500000000000001,0.0006355555555555557,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0007,0.0006844444444444444,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00075,0.0007333333333333333,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0008,0.0007822222222222222,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0008500000000000001,0.0008311111111111111,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0009000000000000001,0.00088,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00095,0.0009288888888888888,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.001,0.0009777777777777777,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0010500000000000002,0.0010266666666666668,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0011,0.0010755555555555555,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00115,0.0011244444444444444,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0012000000000000001,0.0011733333333333333,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00125,0.0012222222222222222,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0013000000000000002,0.0012711111111111113,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00135,0.00132,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0014,0.0013688888888888889,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0014500000000000001,0.0014177777777777778,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0015,0.0014666666666666667,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0015500000000000002,0.0015155555555555556,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0016,0.0015644444444444445,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00165,0.0016133333333333334,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0017000000000000001,0.0016622222222222223,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00175,0.0017111111111111112,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0018000000000000002,0.00176,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00185,0.001808888888888889,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0019,0.0018577777777777776,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0019500000000000001,0.0019066666666666668,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.002,0.0019555555555555554,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00205,0.0020044444444444445,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0021000000000000003,0.0020533333333333337,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00215,0.0021022222222222223,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0022,0.002151111111111111,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0022500000000000003,0.0022,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0023,0.002248888888888889,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00235,0.002297777777777778,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0024000000000000002,0.0023466666666666666,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00245,0.0023955555555555553,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0025,0.0024444444444444444,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00255,0.0024933333333333335,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0026000000000000003,0.0025422222222222226,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00265,0.002591111111111111,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0027,0.00264,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0027500000000000003,0.002688888888888889,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0028,0.0027377777777777778,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00285,0.002786666666666667,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0029000000000000002,0.0028355555555555556,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00295,0.0028844444444444443,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.003,0.0029333333333333334,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00305,0.0029822222222222225,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0031000000000000003,0.003031111111111111,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00315,0.00308,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0032,0.003128888888888889,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0032500000000000003,0.003177777777777778,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0033,0.0032266666666666667,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00335,0.0032755555555555554,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0034000000000000002,0.0033244444444444445,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0034500000000000004,0.0033733333333333337,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0035,0.0034222222222222223,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00355,0.003471111111111111,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0036000000000000003,0.00352,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00365,0.003568888888888889,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0037,0.003617777777777778,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0037500000000000003,0.003666666666666667,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0038,0.0037155555555555553,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00385,0.0037644444444444444,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0039000000000000003,0.0038133333333333335,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00395,0.0038622222222222226,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.004,0.003911111111111111,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00405,0.00396,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0041,0.004008888888888889,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00415,0.004057777777777777,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.004200000000000001,0.004106666666666667,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00425,0.0041555555555555556,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0043,0.004204444444444445,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.004350000000000001,0.004253333333333334,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0044,0.004302222222222222,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00445,0.004351111111111111,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0045000000000000005,0.0044,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00455,0.004448888888888889,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0046,0.004497777777777778,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0046500000000000005,0.004546666666666667,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0047,0.004595555555555556,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00475,0.004644444444444444,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0048000000000000004,0.004693333333333333,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00485,0.004742222222222222,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0049,0.004791111111111111,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00495,0.0048400000000000006,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.005,0.004888888888888889,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.005050000000000001,0.004937777777777778,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0051,0.004986666666666667,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00515,0.005035555555555555,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.005200000000000001,0.005084444444444445,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00525,0.0051333333333333335,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0053,0.005182222222222222,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.005350000000000001,0.005231111111111112,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0054,0.00528,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00545,0.005328888888888889,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0055000000000000005,0.005377777777777778,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00555,0.0054266666666666664,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0056,0.0054755555555555556,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0056500000000000005,0.005524444444444445,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0057,0.005573333333333334,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00575,0.005622222222222222,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0058000000000000005,0.005671111111111111,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00585,0.00572,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.0059,0.0057688888888888885,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.00595,0.005817777777777778,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.004,0.006,0.005866666666666667,0.9777777777777777,0.9946752,0.9933493333333333,10,formula_numerics
0.006,0.0,0.0,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
0.006,5e-05,4.8333333333333334e-05,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
0.006,0.0001,9.666666666666667e-05,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
0.006,0.00015000000000000001,0.00014500000000000003,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
0.006,0.0002,0.00019333333333333333,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
0.006,0.00025,0.00024166666666666667,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
0.006,0.00030000000000000003,0.00029000000000000006,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
0.006,0.00035,0.00033833333333333334,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
0.006,0.0004,0.00038666666666666667,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
0.006,0.00045000000000000004,0.00043500000000000006,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
0.006,0.0005,0.00048333333333333334,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
0.006,0.00055,0.0005316666666666667,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
0.006,0.0006000000000000001,0.0005800000000000001,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
0.006,0.0006500000000000001,0.0006283333333333334,0.9666666666666667,0.9920192,0.990036,10,formula_numerics
