normalized_frequency,haar_frequency_response,symmetric_haar_frequency_response,haar_intensity_response,symmetric_haar_intensity_response,generated_data_provenance
0.22,100.9678065942838,104.36573323631995,1.1438297904637265,1.1697272777374645,analytic_reference
0.225,100.43532465618603,103.70947222126026,1.1451763192829787,1.1694518272006993,analytic_reference
0.23,99.8987232582586,103.04649083054852,1.146494744637025,1.169126979610678,analytic_reference
0.23500000000000001,99.35836735888087,102.37719785172169,1.1477802029090873,1.168749924968518,analytic_reference
0.24,98.81462438901075,101.70200527613257,1.1490277766082548,1.1683179005662943,analytic_reference
0.245,98.26786404045863,101.02132805054025,1.1502325176365402,1.167828201079211,analytic_reference
0.25,97.71845805219641,100.3355838272814,1.151389470684882,1.167278187762875,analytic_reference
0.255,97.16677999482279,99.6451927132014,1.1524936964542325,1.166665296664061,analytic_reference
0.26,96.61320505330652,98.95057701752347,1.1535402944019455,1.1659870457743051,analytic_reference
0.265,96.05810980812994,98.25216099883205,1.1545244247244133,1.165241041077383,analytic_reference
0.27,95.50187201495552,97.55037061134479,1.1554413293039516,1.1644249814635514,analytic_reference
0.275,94.94487038293794,96.84563325064634,1.1562863513707238,1.1635366625047423,analytic_reference
0.28,94.38748435180541,96.13837749905454,1.1570549536582926,1.1625739791052137,analytic_reference
0.28500000000000003,93.83009386783375,95.4290328707873,1.157742734863334,1.1615349270609,analytic_reference
0.29,93.27307915883637,94.7180295570971,1.158345444255111,1.1604176035775906,analytic_reference
0.295,92.71682050829463,94.00579817153614,1.1588589943174625,1.1592202068127018,analytic_reference
0.3,92.1616980287524,93.29276949551475,1.1592794713442232,1.157941034517656,analytic_reference
0.305,91.60809143459858,92.57937422431026,1.159603143947094,1.1565784818675886,analytic_reference
0.31,91.05637981436237,91.8660427136838,1.1598264694720657,1.1551310385722866,analytic_reference
0.315,90.50694140264464,91.15320472725699,1.1599460983556045,1.1535972853669472,analytic_reference
0.32,89.9601533518104,90.44128918479974,1.1599588764842426,1.151975889983681,analytic_reference
0.325,89.41639150356612,89.73072391157555,1.1598618456502723,1.1502656027048517,analytic_reference
0.33,88.87603016054597,89.02193538888935,1.1596522422214692,1.1484652515975606,analytic_reference
0.335,88.33944185803124,88.31534850597805,1.1593274941638747,1.1465737375251213,analytic_reference
0.34,87.80699713592725,87.6113863133829,1.1588852165734005,1.1445900290264912,analytic_reference
0.34500000000000003,87.27906431112062,86.91046977793697,1.1583232058844577,1.1425131571486045,analytic_reference
0.35000000000000003,86.75600925034254,86.21301753950054,1.1576394329319657,1.140342210309683,analytic_reference
0.355,86.23819514365965,85.51944566957168,1.1568320350472616,1.138076329264107,analytic_reference
0.36,85.72598227871818,84.8301674318976,1.1558993073688566,1.1357147022315943,analytic_reference
0.365,85.21972781586324,84.14559304520806,1.1548396935460865,1.133256560245434,analytic_reference
0.37,84.71978556425793,83.46612944818905,1.153651776007902,1.1307011727665712,analytic_reference
0.375,84.22650575912462,82.79218006681263,1.1523342659607783,1.128047843602577,analytic_reference
0.38,83.74023484023203,82.12414458413373,1.1508859932694746,1.1252959071631163,analytic_reference
0.385,83.2613152317512,81.46241871266312,1.1493058963626028,1.1224447250765122,analytic_reference
0.39,82.79008512360275,80.80739396942177,1.1475930122920819,1.1194936831855078,analytic_reference
0.395,82.32687825441882,80.15945745377878,1.1457464670620094,1.1164421889343816,analytic_reference
0.4,81.87202369624184,79.51899162817185,1.1437654663285803,1.1132896691541874,analytic_reference
0.405,81.42584564108289,78.88637410180625,1.1416492865588255,1.110035568248124,analytic_reference
0.41000000000000003,80.98866318946173,78.26197741742547,1.1393972667223073,1.1066793467748208,analytic_reference
0.41500000000000004,80.56079014105141,77.64616884124283,1.13700880057683,1.1032204804237076,analytic_reference
0.42,80.14253478754834,77.03931015612197,1.1344833295967613,1.0996584593735257,analytic_reference
0.425,79.73419970789101,76.44175745808957,1.1318203365809747,1.095992788022433,analytic_reference
0.43,79.33608156594833,75.8538609562623,1.129019339966693,1.092222985076029,analytic_reference
0.435,78.94847091079968,75.27596477626628,1.1260798888657726,1.0883485839778804,analytic_reference
0.44,78.5716519797275,74.7084067672254,1.1230015588312177,1.0843691336657777,analytic_reference
0.445,78.20590250404477,74.15151831239206,1.1197839483539322,1.080284199635924,analytic_reference
0.45,77.85149351787703,73.60562414349137,1.1164266760829207,1.076093365296489,analytic_reference
0.455,77.5086891700213,73.0710421588477,1.1129293787562482,1.0717962335914615,analytic_reference
0.46,77.17774653900138,72.54808324535992,1.1092917098250572,1.0673924288754013,analytic_reference
0.465,76.85891545144058,72.03705110439004,1.1055133387486955,1.0628815990195537,analytic_reference
0.47000000000000003,76.55243830387177,71.5382420816272,1.1015939509355275,1.0582634177297496,analytic_reference
0.47500000000000003,76.25854988810467,71.05194500098763,1.097533248301128,1.0535375870566024,analytic_reference
0.48,75.9774772202697,70.57844100260886,1.093330950413301,1.0487038400786657,analytic_reference
0.485,75.70943937365806,70.11800338499498,1.0889867961915771,1.043761943739418,analytic_reference
0.49,75.45464731547564,69.67089745136798,1.0845005461275026,1.0387117018191852,analytic_reference
0.495,75.21330374763063,69.23738036027856,1.0798719849910425,1.0335529580233782,analytic_reference
0.5,74.98560295167107,68.81770098052834,1.0751009249877332,1.0282855991686972,analytic_reference
0.505,74.77173063799066,68.41209975045417,1.0701872093307707,1.0229095584492047,analytic_reference
0.51,74.57186379941909,68.02080854162372,1.0651307161919712,1.0174248187644672,analytic_reference
0.515,74.38617056931253,67.64405052699036,1.0599313629954186,1.011831416092172,analytic_reference
0.52,74.21481008426046,67.28204005355431,1.0545891110176164,1.0061294428879008,analytic_reference
0.525,74.05793235152227,66.93498251957622,1.0491039702580427,1.0003190514949298,analytic_reference
0.53,73.91567812130806,66.6030742563874,1.0434760045441063,0.9944004575471461,analytic_reference
0.535,73.78817876401578,66.28650241484173,1.0377053368346816,0.9883739433483505,analytic_reference
0.54,73.67555615253666,65.98544485645168,1.0317921546865354,0.9822398612114116,analytic_reference
0.545,73.57792254973938,65.70007004925132,1.0257367158481498,0.9759986367408895,analytic_reference
0.55,73.4953805012422,65.4305369684282,1.0195393539455921,0.9696507720429475,analytic_reference
0.555,73.42802273358119,65.17699500176495,1.0132004842252471,0.9631968488465251,analytic_reference
0.56,73.37593205788123,64.93958385993159,1.0067206093183834,0.9566375315199603,analytic_reference
0.5650000000000001,73.33918127913458,64.71843349166858,1.0001003249926763,0.9499735699674354,analytic_reference
0.5700000000000001,73.31783311119095,64.51366400389992,0.9933403258559745,0.9432058023898691,analytic_reference
0.5750000000000001,73.31194009756024,64.32538558681603,0.9864414109777814,0.9363351578951297,analytic_reference
0.58,73.32154453812872,64.15369844396456,0.9794044893941278,0.9293626589427462,analytic_reference
0.585,73.34667842188524,63.99869272738791,0.972230585461771,0.9222894236086364,analytic_reference
0.59,73.38736336575442,63.860448477845324,0.9649208440279626,0.9151166676557543,analytic_reference
0.595,73.44361055962986,63.73903557015698,0.9574765353824108,0.9078457063970106,analytic_reference
0.6,73.51542071769843,63.634513663707615,0.9498990599585292,0.9004779563373131,analytic_reference
0.605,73.6027840361443,63.54693215814613,0.9421899527516431,0.893014936582146,analytic_reference
0.61,73.70568015731884,63.47633015431799,0.9343508874225074,0.8854582700007295,analytic_reference
0.615,73.82407814045924,63.422736420466364,0.9263836800553175,0.8778096841325124,analytic_reference
0.62,73.95793643903613,63.386169363737274,0.9182902925403574,0.8700710118265097,analytic_reference
0.625,74.10720288480725,63.36663700702439,0.9100728355525644,0.8622441916038573,analytic_reference
0.63,74.2718146786508,63.36413697118774,0.9017335710985768,0.8543312677348585,analytic_reference
0.635,74.45169838824867,63.37865646268035,0.893274914606312,0.8463343900228029,analytic_reference
0.64,74.6467699526867,63.41017226661654,0.884699436532777,0.8382558132878885,analytic_reference
0.645,74.85693469403428,63.458650745314074,0.8760098634676587,0.8300978965457214,analytic_reference
0.65,75.0820873359628,63.52404784234281,0.8672090787122936,0.8218631018760539,analytic_reference
0.655,75.3221120294574,63.60630909211027,0.8583001223158317,0.8135539929786882,analytic_reference
0.66,75.57688238567329,63.70536963501492,0.8492861905528412,0.8051732334147826,analytic_reference
0.665,75.84626151598226,63.82115423819601,0.8401706348291944,0.7967235845331625,analytic_reference
0.67,76.13010207925129,63.95357732190826,0.8309569600058504,0.7882079030826462,analytic_reference
0.675,76.42824633639029,64.1025429915481,0.8216488221330861,0.779629138512835,analytic_reference
0.68,76.74052621220083,64.26794507535735,0.8122500255908024,0.7709903299672812,analytic_reference
0.685,77.06676336455259,64.44966716782795,0.802764519633741,0.7622946029744385,analytic_reference
0.6900000000000001,77.40676926090947,64.64758267883097,0.7931963943437638,0.75354516584328,analytic_reference
0.6950000000000001,77.7603452622217,64.86155488849018,0.7835498759947388,0.7447453057719612,analytic_reference
0.7000000000000001,78.12728271419431,65.0914370078197,0.7738293218390376,0.735898384679374,analytic_reference
0.705,78.5073630459372,65.33707224514278,0.764039214328136,0.7270078347708817,analytic_reference
0.71,78.9003578759963,65.59829387830648,0.7541841547832966,0.7180771538509355,analytic_reference
0.715,79.30602912575823,65.87492533270566,0.7442688565357767,0.7091099003966299,analytic_reference
0.72,79.72412914021629,66.16678026512626,0.7342981375594023,0.700109688407557,analytic_reference
0.725,80.15440081607824,66.47366265341591,0.724276912621661,0.6910801820485466,analytic_reference
0.73,80.59657773718986,66.79536689198761,0.7142101849826507,0.6820250901030285,analytic_reference
0.735,81.05038431724297,67.13167789315817,0.7041030376742504,0.672948160255815,analytic_reference
0.74,81.51553594972829,67.4823711943218,0.6939606243947238,0.6638531732250516,analytic_reference
0.745,81.99173916508802,67.8472130709543,0.6837881600565899,0.6547439367639413,analytic_reference
0.75,82.47869179501565,68.22596065544204,0.6735909110279856,0.6456242795535766,analytic_reference
0.755,82.97608314384338,68.61836206172406,0.6633741851098456,0.63649804500882,analytic_reference
0.76,83.48359416695132,69.02415651573476,0.6531433212930617,0.627369085019664,analytic_reference
0.765,84.00089765612387,69.44307449162842,0.6429036793412785,0.6182412536508395,analytic_reference
0.77,84.52765843177367,69.87483785376433,0.6326606292461675,0.6091184008226618,analytic_reference
0.775,85.06353354194435,70.3191600044273,0.6224195406028595,0.6000043659961672,analytic_reference
0.78,85.60817246799675,70.77574603725299,0.61218577195369,0.5909029718855426,analytic_reference
0.785,86.16121733687623,71.24429289632438,0.6019646601485531,0.5818180182206258,analytic_reference
0.79,86.72230313985078,71.72448954090082,0.5917615097699094,0.5727532755819337,analytic_reference
0.795,87.29105795760213,72.21601711573572,0.5815815826699221,0.5637124793301861,analytic_reference
0.8,87.86710319154534,72.71854912693567,0.5714300876662421,0.5546993236516986,analytic_reference
0.805,88.45005380124401,73.23175162330746,0.5613121704416948,0.5457174557402829,analytic_reference
0.81,89.03951854778158,73.75528338313538,0.5512329036915157,0.5367704701354546,analytic_reference
0.8150000000000001,89.63510024294122,74.28879610632544,0.5411972775598726,0.5278619032357922,analytic_reference
0.8200000000000001,90.23639600403969,74.83193461184854,0.5312101904052206,0.51899522800523,analytic_reference
0.8250000000000001,90.84299751425354,75.3843370404087,0.5212764399315782,0.5101738488889342,analytic_reference
0.8300000000000001,91.45449128826765,75.94563506225727,0.5114007147201242,0.5014010969541616,analytic_reference
0.835,92.0704589430704,76.5154540900686,0.5015875861926189,0.4926802252702236,analytic_reference
0.84,92.69047747371175,77.09341349678692,0.4918415010350848,0.4840144045402976,analytic_reference
0.845,93.31411953383285,77.67912683834822,0.482166774106964,0.47540671899643355,analytic_reference
0.85,93.94095372077082,78.27220208117583,0.4725675818576476,0.46686016256764384,analytic_reference
0.855,94.57054486503336,78.87224183434215,0.4630479562688705,0.4583776353295044,analytic_reference
0.86,95.20245432393271,79.47884358628288,0.4536117793380166,0.4499619402421992,analytic_reference
0.865,95.83624027916116,80.09159994594495,0.44426277811392095,0.4416157801824542,analytic_reference
0.87,96.47145803808421,80.71009888824268,0.4350045202933147,0.43334175527332347,analytic_reference
0.875,97.1076603385213,81.33392400369141,0.4258404103826697,0.4251423605143291,analytic_reference
0.88,97.74439765677802,81.96265475208148,0.41677368642688195,0.41701998371301663,analytic_reference
0.885,98.38121851868756,82.5958667200496,0.40780741730303016,0.4089769037175968,analytic_reference
0.89,99.01766981341399,83.23313188239896,0.3989445005743574,0.401015288948987,analytic_reference
0.895,99.65329710976457,83.87401886701358,0.3901876608967014,0.3931371962292773,analytic_reference
0.9,100.28764497475218,84.51809322320594,0.38153944896683145,0.38534456990240473,analytic_reference
0.905,100.92025729414605,85.16491769333214,0.3730022409995784,0.3776392412416589,analytic_reference
0.91,101.55067759474169,85.8140524875027,0.3645782387182694,0.37002292813754856,analytic_reference
0.915,102.17844936807862,86.46505556121073,0.356269469840813,0.3624972350585432,analytic_reference
0.92,102.80311639532982,87.1174828956955,0.3480777890418373,0.35506365327627454,analytic_reference
0.925,103.42422307308189,87.77088878085196,0.34000487936956053,0.347723561345936,analytic_reference
0.93,104.04131473972333,88.42482610049298,0.3320522540945844,0.34047822583185566,analytic_reference
0.935,104.6539380021533,89.0788466197651,0.3242212589665294,0.33332880226755207,analytic_reference
0.9400000000000001,105.26164106252142,89.7325012745139,0.3165130748533967,0.32627633633899294,analytic_reference
0.9450000000000001,105.86397404470608,90.38534046239,0.30892872073771943,0.31932176527928713,analytic_reference
0.9500000000000001,106.46048932023682,91.03691433548232,0.30146905704296384,0.3124659194626296,analytic_reference
0.9550000000000001,107.050741833364,91.68677309426013,0.2941347892632476,0.30570952418499736,analytic_reference
0.96,107.6342894249778,92.33446728260164,0.28692647186924025,0.29905320161885446,analytic_reference
0.965,108.21069315507746,92.97954808368284,0.27984451246310593,0.29249747292896305,analytic_reference
0.97,108.77951762349005,93.62156761649511,0.2728891761555116,0.2860427605363202,analytic_reference
0.975,109.34033128853876,94.26007923275834,0.26606059013804956,0.27968939051721964,analytic_reference
0.98,109.89270678335987,94.89463781399132,0.25935874842490464,0.2734375951245077,analytic_reference
0.985,110.43622122956775,95.52480006849854,0.2527835167382073,0.26728751541821727,analytic_reference
0.99,110.97045654796835,96.15012482802939,0.2463346375122478,0.26123920399295,analytic_reference
0.995,111.49499976602272,96.77017334386338,0.24001173499256861,0.2552926277896147,analytic_reference
1.0,112.00944332176286,97.38450958207203,0.23381432040688763,0.24944767097941659,analytic_reference
1.0050000000000001,112.51338536386496,97.99270051770633,0.22774179718581777,0.24370413790832365,analytic_reference
1.01,113.00643004758656,98.5943164276567,0.22179346621243026,0.23806175609061317,analytic_reference
1.0150000000000001,113.48818782627752,99.18893118193103,0.21596853108083688,0.23252017924050272,analytic_reference
1.02,113.95827573817684,99.77612253309432,0.2102661033451503,0.22707899033131895,analytic_reference
1.025,114.41631768821158,100.35547240361389,0.2046852077413675,0.22173770467210766,analytic_reference
1.03,114.86194472451757,100.92656717085217,0.19922478736595867,0.21649577299208705,analytic_reference
1.035,115.29479530940573,101.4889979494495,0.19388370879615896,0.21135258452384054,analytic_reference
1.04,115.71451558450266,102.04236087083967,0.18866076713818752,0.20630747007665853,analytic_reference
1.045,116.12075962979897,102.58625735964019,0.1835546909908418,0.2013597050919704,analytic_reference
1.05,116.51318971634421,103.12029440666157,0.17856414731309708,0.1965085126733235,analytic_reference
1.055,116.89147655233283,103.64408483827953,0.17368774618552965,0.191753066583908,analytic_reference
1.06,117.25529952233211,104.15724758191654,0.16892404545650486,0.1870924942051415,analytic_reference
1.065,117.60434691940901,104.65940792738014,0.16427155526519302,0.1825258794503628,analytic_reference
1.07,117.9383161699199,105.15019778380812,0.1597287424345222,0.1780522656281867,analytic_reference
1.075,118.25691405073434,105.6292559319728,0.1552940347282119,0.17367065825059078,analytic_reference
1.08,118.5598568986714,106.09622827169986,0.15096582496698696,0.169380027781285,analytic_reference
1.085,118.84687081193525,106.55076806415953,0.14674247500000734,0.1651793123204097,analytic_reference
1.09,119.11769184334423,106.99253616879322,0.14262231952840473,0.16106742022205747,analytic_reference
1.095,119.37206618515665,107.42120127463984,0.13860366977864685,0.15704323264157624,analytic_reference
1.1,119.60975034530527,107.83644012583359,0.13468481702420237,0.15310560601002784,analytic_reference
1.105,119.83051131486094,108.23793774104655,0.1308640359546986,0.1492533744336004,analytic_reference
1.11,120.0341267265562,108.6253876266568,0.12713958789241303,0.1454853520161504,analytic_reference
1.115,120.22038500420791,108.99849198342582,0.1235097238565526,0.14180033510343604,analytic_reference
1.12,120.38908550288924,109.35696190647704,0.1199726874763154,0.13819710444794114,analytic_reference
1.125,120.54003863971008,109.70051757837062,0.1165267177542469,0.13467442729352885,analytic_reference
1.1300000000000001,120.67306601507649,110.02888845507836,0.11317005168184051,0.1312310593794666,analytic_reference
1.135,120.78800052430904,110.34181344466711,0.10990092670975332,0.1278657468636584,analytic_reference
1.1400000000000001,120.88468645951197,110.6390410785074,0.10671758307535657,0.12457722816518123,analytic_reference
1.145,120.96297960159455,110.9203296748304,0.1036182659906707,0.12136423572647931,analytic_reference
1.1500000000000001,121.02274730235834,111.1854474944641,0.10060122769400104,0.11822549769578793,analytic_reference
1.155,121.06386855657419,111.43417288858693,0.0976647293688392,0.11515973953057661,analytic_reference
1.16,121.0862340639849,111.66629443834597,0.0948070429337884,0.112165685522984,analytic_reference
1.165,121.08974628118031,111.8816110861939,0.09202645270744644,0.10924206024839359,analytic_reference
1.17,121.07431946330367,112.07993225880841,0.08932125695231213,0.10638758993845238,analytic_reference
1.175,121.039879695559,112.26107798146619,0.08668976930188588,0.10360100377996971,analytic_reference
1.18,120.98636491450164,112.42487898375192,0.08413032007522114,0.10088103514126176,analytic_reference
1.185,120.91372491910512,112.57117679649376,0.08164125748322777,0.09822642272760465,analytic_reference
1.19,120.82192137160975,112.69982383982307,0.07922094873106755,0.09563591166756184,analytic_reference
1.195,120.71092778816946,112.81068350226968,0.07686778102098453,0.09310825453201921,analytic_reference
1.2,120.5807295193262,112.90363021080955,0.0745801624599095,0.09064221228783749,analytic_reference
1.205,120.4313237203514,112.97854949179522,0.07235652287614427,0.08823655518807523,analytic_reference
1.21,120.26271931150684,113.03533802270668,0.07019531454939636,0.08589006360078834,analytic_reference
1.215,120.0749369282882,113.07390367467231,0.06809501285837079,0.08360152877843369,analytic_reference
1.22,119.86800886172664,113.09416554571865,0.06605411685006506,0.08136975356993702,analytic_reference
1.225,119.64197898883405,113.09605398471895,0.0640711497348266,0.07919355307748904,analytic_reference
1.23,119.39690269329027,113.07951060601991,0.06214465931115152,0.07707175526014787,analytic_reference
1.235,119.13284677648049,113.04448829473745,0.06027321832410044,0.07500320148631422,analytic_reference
1.24,118.84988935900276,112.99095120272237,0.05845542476110982,0.07298674703714654,analytic_reference
1.245,118.54811977277618,112.91887473520745,0.05668990208886466,0.07102126156295704,analytic_reference
1.25,118.22763844389046,112.82824552815791,0.054975299434789876,0.06910562949461882,analytic_reference
1.2550000000000001,117.88855676634891,112.71906141635806,0.053310291716596084,0.06723875041197824,analytic_reference
1.26,117.53099696686624,112.5913313922771,0.05169357972320292,0.06541953937124502,analytic_reference
1.2650000000000001,117.1550919608928,112.44507555576828,0.050123890150235835,0.06364692719328906,analytic_reference
1.27,116.76098520004686,112.28032505466473,0.04859997559317619,0.06191986071474308,analytic_reference
1.2750000000000001,116.34883051114551,112.09712201634707,0.04712061450111699,0.060237303003760755,analytic_reference
1.28,115.91879192703466,111.89551947036763,0.045684611093959555,0.0585982335422437,analytic_reference
1.285,115.4710435094262,111.67558126222566,0.04429079524575999,0.05700164837629765,analytic_reference
1.29,115.00576916396052,111.43738195839936,0.042938022336818225,0.05544656023663583,analytic_reference
1.295,114.52316244771998,111.1810067427488,0.041625173076980965,0.053931998630594356,analytic_reference
1.3,114.02342636942647,110.90655130441557,0.04035115330251352,0.05245700990737488,analytic_reference
1.305,113.50677318256493,110.61412171735213,0.039114893748782575,0.05102065729807941,analytic_reference
1.31,112.97342417168082,110.30383431162589,0.03791534980087645,0.04962202093204793,analytic_reference
1.315,112.4236094321074,109.97581553665026,0.036751501224184385,0.04826019783095899,analytic_reference
1.32,111.85756764338403,109.63020181650496,0.035622351876845045,0.04693430188209912,analytic_reference
1.325,111.27554583663407,109.26713939751608,0.034526929405875775,0.045643463792155975,analytic_reference
1.33,110.67779915617564,108.88678418827571,0.033464284928689546,0.04438683102283602,analytic_reference
1.335,110.06459061564492,108.48930159228827,0.03243349270161335,0.0431635677095579,analytic_reference
1.34,109.4361908489151,108.07486633343964,0.03143364977692469,0.041972854564418696,analytic_reference
1.345,108.79287785610065,107.64366227449207,0.030463875649835884,0.04081388876458254,analytic_reference
1.35,108.13493674493853,107.19588222881613,0.029523311896766102,0.03968588382718839,analytic_reference
1.355,107.46265946784365,106.73172776557767,0.028611121806160045,0.0385880694718276,analytic_reference
1.36,106.77634455493745,106.25140900860428,0.027726490003030235,0.03751969147159153,analytic_reference
1.365,106.07629684335312,105.75514442916344,0.026868622068325174,0.036480011493645007,analytic_reference
1.37,105.36282720312117,105.24316063288917,0.02603674415415009,0.03546830693023341,analytic_reference
1.375,104.63625225994379,104.71569214110141,0.02523010259579972,0.03448387072098934,analytic_reference
1.3800000000000001,103.89689411516535,104.17298116676646,0.024447963521493015,0.03352601116735839,analytic_reference
1.385,103.14508006324972,103.6152773853532,0.023689612460638682,0.032594051739925314,analytic_reference
1.3900000000000001,102.38114230707407,103.04283770084369,0.022954353951397645,0.031687330879377196,analytic_reference
1.395,101.60541767135076,102.45592600716174,0.022241511148253384,0.03080520179180484,analytic_reference
1.4000000000000001,100.81824731448717,101.85481294528665,0.0215504254302442,0.029947032239001806,analytic_reference
1.405,100.01997643919425,101.23977565632367,0.020880456010462164,0.02911220432438724,analytic_reference
1.41,99.21095400215243,100.6110975308049,0.020230979547372213,0.028300114275140103,analytic_reference
1.415,98.39153242304297,99.9690679544987,0.01960138975846078,0.02751017222110111,analytic_reference
1.42,97.56206729325075,99.31398205100683,0.01899109703667813,0.02674180197096391,analytic_reference
1.425,96.72291708454192,98.64614042143151,0.01839952807009758,0.02599444078624639,analytic_reference
1.43,95.87444285801841,97.9658488813961,0.017826125465177037,0.025267539153503178,analytic_reference
1.435,95.01700797364656,97.27341819570418,0.017270347373969774,0.024560560555210345,analytic_reference
1.44,94.15097780065564,96.56916381092341,0.016731667125599155,0.023872981239727132,analytic_reference
1.445,93.27671942909703,95.85340558617989,0.01620957286227752,0.023204289990711325,analytic_reference
1.45,92.39460138285132,95.12646752245065,0.015703567180121294,0.022553987896341395,analytic_reference
1.455,91.50499333436564,94.38867749063957,0.015213166774984042,0.021921588118672584,analytic_reference
1.46,90.60826582139977,93.64036695872362,0.014737902093504264,0.021306615663432955,analytic_reference
1.465,89.70478996605283,92.88187071825305,0.01427731698953842,0.020708607150541385,analytic_reference
1.47,88.79493719633899,92.1135266104901,0.013830968386128044,0.020127110585610994,analytic_reference
1.475,87.87907897057241,91.33567525246656,0.01339842594312652,0.01956168513267915,analytic_reference
1.48,86.95758650481837,90.54865976324075,0.012979271730592639,0.019011900888388816,analytic_reference
1.485,86.03083050365788,89.75282549063009,0.01257309990803777,0.018477338657825707,analytic_reference
1.49,85.09918089451057,88.94851973869423,0.012179516409597614,0.01795758973220117,analytic_reference
1.495,84.16300656574897,88.13609149623824,0.011798138635181978,0.01745225566855221,analytic_reference
1.5,83.22267510883474,87.31589116660501,0.011428595147642405,0.01696094807161731,analytic_reference
1.5050000000000001,82.27855256469643,86.48827029901867,0.011070525375982637,0.01648328837802992,analytic_reference
1.51,81.33100317456349,85.6535813217394,0.01072357932462508,0.016018907642960243,analytic_reference
1.5150000000000001,80.38038913546096,84.81217727728351,0.010387417288733922,0.015567446329320936,analytic_reference
1.52,79.42707036056365,83.96441155995959,0.010061709575585737,0.015128554099642347,analytic_reference
