number_of_ions,gate_duration_us,low_l_infidelity,circular_infidelity
1,5.0,0.025385287749642996,0.001021007962014514
25,5.0,0.025385287749642996,0.001021007962014514
50,8.333333333333334,0.04097779268533838,0.0010350127796502698
75,11.666666666666668,0.0560591145059881,0.0010490172049997092
100,15.0,0.0706460117874711,0.0010630212380738204
