L,p,gamma,ell,chord_length,entropy,entropy_sem,correlation_positive,correlation_positive_sem,correlation_connected,trajectories,samples_per_trajectory,max_invariant_residual,stationary_relative_drift
24,1.25,0.3,12.0,7.639437268410976,3.516618885189467,0.08673704842119269,0.00627558147657584,0.00047413527092183964,-0.00627558147657584,4,5,3.552713678800501e-15,0.16281986826826886
24,1.25,1.0,1.0,0.9971466573496368,0.5105029455092058,0.03413721404514203,0.01925780915752976,0.0012250513116714224,-0.01925780915752976,4,5,3.552713678800501e-15,0.17598179613269888
24,1.25,1.0,2.0,1.9772318589307383,0.9725497173666964,0.019533005143657668,0.011551169955627494,0.0005221308866583174,-0.011551169955627494,4,5,3.552713678800501e-15,0.17598179613269888
24,1.25,1.0,3.0,2.923486075213298,1.3416784227048548,0.04831209174009015,0.008824321315591202,0.00040103210725589406,-0.008824321315591202,4,5,3.552713678800501e-15,0.17598179613269888
24,1.25,1.0,4.0,3.8197186342054876,1.6477621794090025,0.057246495529944603,0.006909251604293899,0.0002398864445156211,-0.006909251604293899,4,5,3.552713678800501e-15,0.17598179613269888
24,1.25,1.0,5.0,4.650594748340343,1.8616030084824828,0.0544959799623809,0.00612252797705581,0.0003130561008619203,-0.00612252797705581,4,5,3.552713678800501e-15,0.17598179613269888
24,1.25,1.0,6.0,5.401897896942636,2.098888168798022,0.05181176911134912,0.005861403746583538,0.00022862621831358984,-0.005861403746583538,4,5,3.552713678800501e-15,0.17598179613269888
24,1.25,1.0,7.0,6.060773074839197,2.2950390400434353,0.05602152414778133,0.005287498024246376,0.0002948959123142619,-0.005287498024246376,4,5,3.552713678800501e-15,0.17598179613269888
24,1.25,1.0,8.0,6.615946745061504,2.4323119430095677,0.054798257409372234,0.005351872674105503,0.00012045149711609166,-0.005351872674105503,4,5,3.552713678800501e-15,0.17598179613269888
24,1.25,1.0,9.0,7.057919732188834,2.531309156416763,0.07240300108723419,0.004649680381150099,0.00010694934361323508,-0.004649680381150099,4,5,3.552713678800501e-15,0.17598179613269888
24,1.25,1.0,10.0,7.379129755873375,2.5881314709863723,0.06781693503991845,0.004479639945076479,0.00019383334245922303,-0.004479639945076479,4,5,3.552713678800501e-15,0.17598179613269888
