curve_id,subset,particle_count,parity,field_j_over_w,energy_over_w
4,3,1,inaccessible_odd,1.225,1.2897699510200633
4,3,1,inaccessible_odd,1.25,1.3223093181839682
4,3,1,inaccessible_odd,1.2750000000000001,1.3558919114604921
4,3,1,inaccessible_odd,1.3,1.3904398837938101
4,3,1,inaccessible_odd,1.3250000000000002,1.4258814603985004
4,3,1,inaccessible_odd,1.35,1.4621505809595916
4,3,1,inaccessible_odd,1.375,1.4991865212548485
4,3,1,inaccessible_odd,1.4000000000000001,1.5369335095809817
4,3,1,inaccessible_odd,1.425,1.5753403489063242
4,3,1,inaccessible_odd,1.4500000000000002,1.6143600522054682
4,3,1,inaccessible_odd,1.475,1.6539494957927978
4,3,1,inaccessible_odd,1.5,1.6940690935034597
4,3,1,inaccessible_odd,1.5250000000000001,1.7346824931327731
4,3,1,inaccessible_odd,1.55,1.7757562955188648
4,3,1,inaccessible_odd,1.5750000000000002,1.8172597959415242
4,3,1,inaccessible_odd,1.6,1.8591647470344652
4,3,1,inaccessible_odd,1.625,1.901445142107047
4,3,1,inaccessible_odd,1.6500000000000001,1.9440770175979147
4,3,1,inaccessible_odd,1.675,1.9870382733004557
4,3,1,inaccessible_odd,1.7000000000000002,2.030308508981304
4,3,1,inaccessible_odd,1.725,2.0738688760380986
4,3,1,inaccessible_odd,1.75,2.1177019428961597
4,3,1,inaccessible_odd,1.7750000000000001,2.1617915729149937
4,3,1,inaccessible_odd,1.8,2.2061228136564246
4,3,1,inaccessible_odd,1.8250000000000002,2.250681796451642
4,3,1,inaccessible_odd,1.85,2.295455645290159
4,3,1,inaccessible_odd,1.875,2.3404323941374034
4,3,1,inaccessible_odd,1.9000000000000001,2.385600911867794
4,3,1,inaccessible_odd,1.925,2.4309508340752926
4,3,1,inaccessible_odd,1.9500000000000002,2.476472501093617
4,3,1,inaccessible_odd,1.975,2.5221569016227754
4,3,1,inaccessible_odd,2.0,2.5679956214177917
5,4,1,inaccessible_odd,0.0,2.0
5,4,1,inaccessible_odd,0.025,1.959792051721596
5,4,1,inaccessible_odd,0.05,1.9200922552357387
5,4,1,inaccessible_odd,0.07500000000000001,1.880936120081081
5,4,1,inaccessible_odd,0.1,1.8423619589092515
5,4,1,inaccessible_odd,0.125,1.8044110841744716
5,4,1,inaccessible_odd,0.15000000000000002,1.767128005421113
5,4,1,inaccessible_odd,0.17500000000000002,1.7305606224568189
5,4,1,inaccessible_odd,0.2,1.6947604082211922
5,4,1,inaccessible_odd,0.225,1.6597825734140585
5,4,1,inaccessible_odd,0.25,1.6256862029361274
5,4,1,inaccessible_odd,0.275,1.5925343519506132
5,4,1,inaccessible_odd,0.30000000000000004,1.5603940869706603
5,4,1,inaccessible_odd,0.325,1.5293364549459882
5,4,1,inaccessible_odd,0.35000000000000003,1.4994363610696857
5,4,1,inaccessible_odd,0.375,1.4707723342488201
5,4,1,inaccessible_odd,0.4,1.4434261582754386
5,4,1,inaccessible_odd,0.42500000000000004,1.4174823471852036
5,4,1,inaccessible_odd,0.45,1.393027445652821
5,4,1,inaccessible_odd,0.47500000000000003,1.3701491401058463
5,4,1,inaccessible_odd,0.5,1.348935174009626
5,4,1,inaccessible_odd,0.525,1.3294720717275337
5,4,1,inaccessible_odd,0.55,1.31184368934752
5,4,1,inaccessible_odd,0.5750000000000001,1.2961296272025888
5,4,1,inaccessible_odd,0.6000000000000001,1.2824035561731435
5,4,1,inaccessible_odd,0.625,1.270731526287941
5,4,1,inaccessible_odd,0.65,1.2611703392306206
5,4,1,inaccessible_odd,0.675,1.253766073608327
5,4,1,inaccessible_odd,0.7000000000000001,1.2485528511545319
5,4,1,inaccessible_odd,0.7250000000000001,1.2455519222741895
5,4,1,inaccessible_odd,0.75,1.2447711307230385
5,4,1,inaccessible_odd,0.775,1.2462047914963539
5,4,1,inaccessible_odd,0.8,1.2498339862509245
5,4,1,inaccessible_odd,0.8250000000000001,1.2556272506204285
5,4,1,inaccessible_odd,0.8500000000000001,1.2635416014292487
5,4,1,inaccessible_odd,0.875,1.2735238321304023
5,4,1,inaccessible_odd,0.9,1.285511993570919
5,4,1,inaccessible_odd,0.925,1.299436974726487
5,4,1,inaccessible_odd,0.9500000000000001,1.3152241033331007
5,4,1,inaccessible_odd,0.9750000000000001,1.332794697453768
5,4,1,inaccessible_odd,1.0,1.3520675136340097
5,4,1,inaccessible_odd,1.0250000000000001,1.372960053169327
5,4,1,inaccessible_odd,1.05,1.3953897032815845
5,4,1,inaccessible_odd,1.075,1.4192747033929418
5,4,1,inaccessible_odd,1.1,1.4445349374883367
5,4,1,inaccessible_odd,1.125,1.4710925615575514
5,4,1,inaccessible_odd,1.1500000000000001,1.4988724804516567
5,4,1,inaccessible_odd,1.175,1.527802691541373
5,4,1,inaccessible_odd,1.2000000000000002,1.5578145137913688
5,4,1,inaccessible_odd,1.225,1.58884272073996
5,4,1,inaccessible_odd,1.25,1.620825594829407
5,4,1,inaccessible_odd,1.2750000000000001,1.6537049189266082
5,4,1,inaccessible_odd,1.3,1.6874259189860719
5,4,1,inaccessible_odd,1.3250000000000002,1.7219371698386277
5,4,1,inaccessible_odd,1.35,1.757190474177298
5,4,1,inaccessible_odd,1.375,1.7931407230410774
5,4,1,inaccessible_odd,1.4000000000000001,1.8297457445135337
5,4,1,inaccessible_odd,1.425,1.866966145974219
5,4,1,inaccessible_odd,1.4500000000000002,1.9047651540660995
5,4,1,inaccessible_odd,1.475,1.9431084555596052
5,4,1,inaccessible_odd,1.5,1.9819640414850488
5,4,1,inaccessible_odd,1.5250000000000001,2.021302056248739
5,4,1,inaccessible_odd,1.55,2.061094652922871
5,4,1,inaccessible_odd,1.5750000000000002,2.1013158554843105
5,4,1,inaccessible_odd,1.6,2.141941428454329
5,4,1,inaccessible_odd,1.625,2.1829487541434207
5,4,1,inaccessible_odd,1.6500000000000001,2.22431671751841
5,4,1,inaccessible_odd,1.675,2.266025598571045
5,4,1,inaccessible_odd,1.7000000000000002,2.308056971968084
5,4,1,inaccessible_odd,1.725,2.350393613694174
5,4,1,inaccessible_odd,1.75,2.393019414353926
5,4,1,inaccessible_odd,1.7750000000000001,2.4359192987727236
5,4,1,inaccessible_odd,1.8,2.479079151523143
5,4,1,inaccessible_odd,1.8250000000000002,2.5224857480011806
5,4,1,inaccessible_odd,1.85,2.5661266906814952
