artifact_state,length,boundary,beta,observable,family,shell_mode,shell_width,delta,count,log_d_count
exploratory,6,open,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.16,33,0.8407323532264089
exploratory,6,open,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.165,33,0.8407323532264089
exploratory,6,open,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.17,33,0.8407323532264089
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.0,64,1.0
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.005,62,0.992366051731146
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.01,59,0.9804405082269737
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.015,56,0.9678924870096008
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.02,55,0.9635599522541101
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.025,53,0.9546534090938666
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.03,51,0.945404223661916
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.035,51,0.945404223661916
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.04,46,0.9205936593428355
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.045,42,0.8987195704631268
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.05,38,0.8746545855739309
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.055,36,0.8616541669070521
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.06,34,0.8479104735417233
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.065,28,0.8012258203429341
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.07,27,0.7924812503605781
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.075,24,0.7641604167868594
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.08,22,0.7432386031062164
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.085,19,0.7079879189072643
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.09,19,0.7079879189072643
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.095,18,0.6949875002403854
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.1,17,0.6812438068750567
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.105,16,0.6666666666666667
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.11,14,0.6345591536762674
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.115,13,0.6167399530235154
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.12,12,0.5974937501201928
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.125,9,0.5283208335737188
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.13,7,0.46789248700960073
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.135,6,0.43082708345352605
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.14,6,0.43082708345352605
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.145,6,0.43082708345352605
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.15,6,0.43082708345352605
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.155,6,0.43082708345352605
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.16,5,0.3869880158145604
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.165,5,0.3869880158145604
exploratory,6,periodic,0.25,sigma_z,leaf_centred,centred,8,0.17,5,0.3869880158145604
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.0,64,1.0
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.005,61,0.9884562229271479
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.01,57,0.9721483356941237
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.015,54,0.9591479170272449
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.02,53,0.9546534090938666
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.025,51,0.945404223661916
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.03,48,0.9308270834535262
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.035,45,0.9153088493882792
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.04,44,0.9099052697728829
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.045,43,0.9043774591170164
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.05,42,0.8987195704631268
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.055,40,0.8869880158145604
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.06,36,0.8616541669070521
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.065,31,0.8256993850644793
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.07,30,0.8178150992680865
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.075,26,0.7834066196901821
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.08,20,0.7203213491478938
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.085,20,0.7203213491478938
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.09,18,0.6949875002403854
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.095,16,0.6666666666666667
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.1,16,0.6666666666666667
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.105,13,0.6167399530235154
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.11,12,0.5974937501201928
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.115,11,0.5765719364395496
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.12,11,0.5765719364395496
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.125,9,0.5283208335737188
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.13,9,0.5283208335737188
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.135,8,0.5
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.14,8,0.5
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.145,8,0.5
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.15,7,0.46789248700960073
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.155,7,0.46789248700960073
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.16,7,0.46789248700960073
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.165,7,0.46789248700960073
exploratory,6,periodic,0.25,sigma_z,leaf_blocked,blocked,8,0.17,7,0.46789248700960073
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.0,64,1.0
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.005,61,0.9884562229271479
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.01,60,0.9844817659347531
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.015,54,0.9591479170272449
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.02,49,0.9357849740192015
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.025,45,0.9153088493882792
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.03,42,0.8987195704631268
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.035,38,0.8746545855739309
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.04,36,0.8616541669070521
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.045,36,0.8616541669070521
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.05,33,0.8407323532264089
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.055,32,0.8333333333333334
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.06,26,0.7834066196901821
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.065,25,0.7739760316291208
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.07,23,0.7539269926761689
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.075,22,0.7432386031062164
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.08,20,0.7203213491478938
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.085,20,0.7203213491478938
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.09,18,0.6949875002403854
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.095,17,0.6812438068750567
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.1,14,0.6345591536762674
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.105,13,0.6167399530235154
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.11,12,0.5974937501201928
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.115,11,0.5765719364395496
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.12,9,0.5283208335737188
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.125,7,0.46789248700960073
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.13,7,0.46789248700960073
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.135,7,0.46789248700960073
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.14,6,0.43082708345352605
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.145,5,0.3869880158145604
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.15,3,0.2641604167868594
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.155,2,0.16666666666666669
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.16,2,0.16666666666666669
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.165,2,0.16666666666666669
exploratory,6,periodic,0.25,sigma_z,eth_nonintegrable,centred,8,0.17,2,0.16666666666666669
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.0,64,1.0
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.005,64,1.0
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.01,63,0.9962133205833195
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.015,63,0.9962133205833195
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.02,63,0.9962133205833195
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.025,63,0.9962133205833195
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.03,63,0.9962133205833195
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.035,63,0.9962133205833195
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.04,62,0.992366051731146
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.045,60,0.9844817659347531
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.05,59,0.9804405082269737
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.055,57,0.9721483356941237
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.06,55,0.9635599522541101
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.065,55,0.9635599522541101
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.07,55,0.9635599522541101
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.075,55,0.9635599522541101
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.08,55,0.9635599522541101
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.085,54,0.9591479170272449
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.09,53,0.9546534090938666
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.095,51,0.945404223661916
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.1,50,0.9406426982957875
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.105,50,0.9406426982957875
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.11,48,0.9308270834535262
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.115,47,0.9257648086129396
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.12,45,0.9153088493882792
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.125,43,0.9043774591170164
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.13,41,0.8929253341030141
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.135,41,0.8929253341030141
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.14,40,0.8869880158145604
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.145,38,0.8746545855739309
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.15,38,0.8746545855739309
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.155,38,0.8746545855739309
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.16,35,0.8548805028241611
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.165,35,0.8548805028241611
exploratory,6,periodic,0.25,sigma_z,eth_integrable,centred,8,0.17,34,0.8479104735417233
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.0,64,1.0
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.005,62,0.992366051731146
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.01,59,0.9804405082269737
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.015,54,0.9591479170272449
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.02,52,0.9500732863568488
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.025,51,0.945404223661916
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.03,47,0.9257648086129396
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.035,46,0.9205936593428355
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.04,43,0.9043774591170164
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.045,40,0.8869880158145604
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.05,40,0.8869880158145604
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.055,39,0.8809003698103748
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.06,37,0.8682422276048251
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.065,32,0.8333333333333334
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.07,32,0.8333333333333334
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.075,30,0.8178150992680865
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.08,30,0.8178150992680865
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.085,29,0.8096634991879288
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.09,29,0.8096634991879288
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.095,28,0.8012258203429341
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.1,26,0.7834066196901821
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.105,26,0.7834066196901821
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.11,25,0.7739760316291208
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.115,25,0.7739760316291208
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.12,25,0.7739760316291208
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.125,21,0.7320529037964602
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.13,21,0.7320529037964602
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.135,20,0.7203213491478938
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.14,20,0.7203213491478938
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.145,18,0.6949875002403854
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.15,17,0.6812438068750567
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.155,15,0.6511484326014199
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.16,14,0.6345591536762674
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.165,14,0.6345591536762674
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_centred,centred,8,0.17,11,0.5765719364395496
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.0,64,1.0
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.005,63,0.9962133205833195
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.01,60,0.9844817659347531
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.015,56,0.9678924870096008
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.02,55,0.9635599522541101
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.025,49,0.9357849740192015
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.03,48,0.9308270834535262
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.035,47,0.9257648086129396
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.04,45,0.9153088493882792
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.045,44,0.9099052697728829
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.05,43,0.9043774591170164
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.055,41,0.8929253341030141
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.06,40,0.8869880158145604
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.065,35,0.8548805028241611
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.07,34,0.8479104735417233
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.075,33,0.8407323532264089
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.08,29,0.8096634991879288
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.085,27,0.7924812503605781
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.09,27,0.7924812503605781
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.095,26,0.7834066196901821
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.1,26,0.7834066196901821
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.105,26,0.7834066196901821
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.11,25,0.7739760316291208
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.115,23,0.7539269926761689
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.12,23,0.7539269926761689
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.125,21,0.7320529037964602
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.13,20,0.7203213491478938
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.135,20,0.7203213491478938
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.14,19,0.7079879189072643
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.145,18,0.6949875002403854
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.15,17,0.6812438068750567
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.155,16,0.6666666666666667
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.16,15,0.6511484326014199
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.165,14,0.6345591536762674
exploratory,6,periodic,0.25,sigma_z_sigma_z,leaf_blocked,blocked,8,0.17,14,0.6345591536762674
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.0,64,1.0
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.005,62,0.992366051731146
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.01,61,0.9884562229271479
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.015,58,0.9763301658545954
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.02,57,0.9721483356941237
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.025,54,0.9591479170272449
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.03,52,0.9500732863568488
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.035,51,0.945404223661916
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.04,48,0.9308270834535262
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.045,44,0.9099052697728829
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.05,42,0.8987195704631268
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.055,36,0.8616541669070521
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.06,35,0.8548805028241611
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.065,34,0.8479104735417233
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.07,31,0.8256993850644793
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.075,29,0.8096634991879288
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.08,27,0.7924812503605781
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.085,26,0.7834066196901821
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.09,26,0.7834066196901821
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.095,25,0.7739760316291208
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.1,24,0.7641604167868594
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.105,23,0.7539269926761689
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.11,22,0.7432386031062164
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.115,22,0.7432386031062164
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.12,20,0.7203213491478938
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.125,20,0.7203213491478938
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.13,20,0.7203213491478938
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.135,19,0.7079879189072643
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.14,19,0.7079879189072643
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.145,19,0.7079879189072643
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.15,19,0.7079879189072643
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.155,19,0.7079879189072643
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.16,19,0.7079879189072643
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.165,17,0.6812438068750567
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_nonintegrable,centred,8,0.17,14,0.6345591536762674
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.0,64,1.0
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.005,64,1.0
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.01,64,1.0
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.015,60,0.9844817659347531
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.02,59,0.9804405082269737
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.025,58,0.9763301658545954
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.03,56,0.9678924870096008
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.035,54,0.9591479170272449
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.04,51,0.945404223661916
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.045,51,0.945404223661916
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.05,50,0.9406426982957875
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.055,49,0.9357849740192015
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.06,48,0.9308270834535262
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.065,46,0.9205936593428355
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.07,45,0.9153088493882792
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.075,44,0.9099052697728829
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.08,43,0.9043774591170164
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.085,41,0.8929253341030141
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.09,41,0.8929253341030141
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.095,40,0.8869880158145604
exploratory,6,periodic,0.25,sigma_z_sigma_z,eth_integrable,centred,8,0.1,40,0.8869880158145604
