artifact_state,parameter_match,length,dimension,beta,boundary,time,observable,display_offset,mixed_exact,representative,lower_68,upper_68,lower_95,upper_95
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.0,sigma_x,0.0,5.182486384480711e-17,-0.02564357085734704,-0.029523499772350567,0.0265164977786781,-0.08156235418390678,0.06999209471756311
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.0,sigma_y,0.4,2.0383000842727483e-16,-0.041427387109456024,-0.04054867106645994,0.058742653450380024,-0.05461665573607057,0.10775087794732063
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.0,sigma_z,-0.2,-0.5718978391642802,-0.5983514511050131,-0.6119785812732812,-0.44518183008407775,-0.6797832601999663,-0.4294920226109707
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.0,sigma_x_sigma_x,1.0,-0.35035455813904237,-0.27869594591011515,-0.3763724883205215,-0.2502909736886617,-0.4441027614007082,-0.20195553878559316
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.05,sigma_x,0.0,-0.03120686728602868,-0.05321918675007307,-0.05583337691587914,-0.003540848180394804,-0.10773278597849938,0.029677323022672043
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.05,sigma_y,0.4,0.04610941638842057,-0.0016901057921350545,-0.006299482043909347,0.11493165925220404,-0.015834842448382805,0.17390147503159456
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.05,sigma_z,-0.2,-0.5674657605622796,-0.5963633489394492,-0.6049278778674902,-0.44064740374079475,-0.6756655784562234,-0.4277273657261665
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.05,sigma_x_sigma_x,1.0,-0.3497203510399618,-0.2756422333668612,-0.3735321568466925,-0.24994658151445143,-0.4428194413601245,-0.21621397867894387
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.1,sigma_x,0.0,-0.06644426474534929,-0.0844032742347782,-0.08745964180041527,-0.038935312383179835,-0.13569601080789181,-0.015992523378113962
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.1,sigma_y,0.4,0.07917618255710163,0.027631323911863882,0.018293801361331373,0.15602173251029178,0.0105625444573796,0.22883769536929635
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.1,sigma_z,-0.2,-0.5555424897887069,-0.5878231969611093,-0.5927863420052646,-0.4334122794493101,-0.665173147104293,-0.4210776563270741
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.1,sigma_x_sigma_x,1.0,-0.346505738578883,-0.2708768774544386,-0.36839132909731487,-0.24692064942610217,-0.4388123512215774,-0.22337965595138654
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.15000000000000002,sigma_x,0.0,-0.10382562903334538,-0.11765645738501117,-0.12128575914795,-0.0739150730500472,-0.16571683028302495,-0.0592094368279091
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.15000000000000002,sigma_y,0.4,0.09741063342081746,0.045124795037884885,0.03089345939694661,0.17943943119473105,0.023570999892085265,0.2619386756277697
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.15000000000000002,sigma_z,-0.2,-0.5384952173710448,-0.5743903510772589,-0.5713317473375131,-0.42014923900130424,-0.6499518216227562,-0.403230535250521
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.15000000000000002,sigma_x_sigma_x,1.0,-0.3389862402353346,-0.26323525303859313,-0.3587101154646346,-0.24439714375191646,-0.4313445277028961,-0.22400228920750734
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.2,sigma_x,0.0,-0.14145758900967217,-0.151421289837294,-0.16806588682369708,-0.10710385368486819,-0.20351238968786775,-0.09390469786189934
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.2,sigma_y,0.4,0.10030071098358509,0.050337070562923726,0.033539823690601586,0.18544738260852378,0.023046542945057598,0.2724700327759126
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.2,sigma_z,-0.2,-0.5187672890370745,-0.5578072313521679,-0.5473606330369277,-0.4031972126997198,-0.6322053217211105,-0.38134002417840596
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.2,sigma_x_sigma_x,1.0,-0.3260463941819952,-0.25199512580654504,-0.3482938095418029,-0.23212824765711368,-0.41812014406290293,-0.21858164837555263
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.25,sigma_x,0.0,-0.17757452025068654,-0.18422480737816235,-0.20720991269650488,-0.13957129233795237,-0.24808288745858845,-0.11868919153390176
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.25,sigma_y,0.4,0.08854087405660302,0.04371793455160485,0.02299232850813219,0.17443249090607718,0.01371146809634172,0.26126505368693204
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.25,sigma_z,-0.2,-0.49850817789570434,-0.5396387860624845,-0.5283289555702112,-0.38558109953049907,-0.613930120540914,-0.3584849459635792
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.25,sigma_x_sigma_x,1.0,-0.3074243015476285,-0.23704783413297242,-0.33290514628432916,-0.21843236894586945,-0.40174432159305085,-0.19077721324728594
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.30000000000000004,sigma_x,0.0,-0.21064111083108714,-0.214757766619158,-0.2444055062465389,-0.1688757559133711,-0.28652286204369987,-0.13927895569500076
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.30000000000000004,sigma_y,0.4,0.06382452879781378,0.02646417308315118,0.0026692294007916993,0.15291758375185163,-0.005863885476312182,0.23039164332451229
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.30000000000000004,sigma_z,-0.2,-0.4793123878394153,-0.5210932635439307,-0.5090109504871714,-0.3690317784896809,-0.5966761779617342,-0.33739934281340467
final_reproduction,paper_exact_reconstructed_metadata,12,4096,0.5,periodic,0.30000000000000004,sigma_x_sigma_x,1.0,-0.2837919766417886,-0.21894549543199152,-0.3127441066232644,-0.20235449454125917,-0.38429930459803535,-0.14481628458993823
