target_id,leaf_index,transverse_component,incoherence_entropy,point_kind,parameter,n1,n3,n8
T001,0,0.0,1.0986122886681096,vertex,0,0.0,1.0,0.5773502691896258
T001,0,0.0,1.0986122886681096,vertex,1,0.0,-1.0,0.5773502691896258
T001,0,0.0,1.0986122886681096,vertex,2,0.0,0.0,-1.1547005383792517
T001,0,0.0,1.0986122886681096,leaf_canonical,-10.0,0.0,0.9999092042625952,0.577350269189626
T001,0,0.0,1.0986122886681096,leaf_canonical,-9.916666666666666,0.0,0.9999013141346766,0.5773502691896258
T001,0,0.0,1.0986122886681096,leaf_canonical,-9.833333333333334,0.0,0.9998927383932981,0.5773502691896258
T001,0,0.0,1.0986122886681096,leaf_canonical,-9.75,0.0,0.9998834174686777,0.5773502691896257
T001,0,0.0,1.0986122886681096,leaf_canonical,-9.666666666666666,0.0,0.9998732866165004,0.577350269189626
T001,0,0.0,1.0986122886681096,leaf_canonical,-9.583333333333334,0.0,0.9998622754686506,0.5773502691896258
T001,0,0.0,1.0986122886681096,leaf_canonical,-9.5,0.0,0.9998503075449788,0.5773502691896258
T001,0,0.0,1.0986122886681096,leaf_canonical,-9.416666666666666,0.0,0.999837299722729,0.5773502691896258
T001,0,0.0,1.0986122886681096,leaf_canonical,-9.333333333333334,0.0,0.9998231616599622,0.577350269189626
T001,0,0.0,1.0986122886681096,leaf_canonical,-9.25,0.0,0.999807795169001,0.5773502691896257
T001,0,0.0,1.0986122886681096,leaf_canonical,-9.166666666666666,0.0,0.9997910935355716,0.5773502691896258
T001,0,0.0,1.0986122886681096,leaf_canonical,-9.083333333333334,0.0,0.999772940778951,0.577350269189626
T001,0,0.0,1.0986122886681096,leaf_canonical,-9.0,0.0,0.9997532108480275,0.5773502691896258
T001,0,0.0,1.0986122886681096,leaf_canonical,-8.916666666666666,0.0,0.9997317667477394,0.577350269189626
T001,0,0.0,1.0986122886681096,leaf_canonical,-8.833333333333334,0.0,0.9997084595898862,0.5773502691896258
T001,0,0.0,1.0986122886681096,leaf_canonical,-8.75,0.0,0.999683127561795,0.5773502691896258
T001,0,0.0,1.0986122886681096,leaf_canonical,-8.666666666666666,0.0,0.999655594805762,0.577350269189626
T001,0,0.0,1.0986122886681096,leaf_canonical,-8.583333333333334,0.0,0.9996256702015904,0.5773502691896257
T001,0,0.0,1.0986122886681096,leaf_canonical,-8.5,0.0,0.9995931460438896,0.5773502691896258
T001,0,0.0,1.0986122886681096,leaf_canonical,-8.416666666666666,0.0,0.9995577966050893,0.5773502691896258
T001,0,0.0,1.0986122886681096,leaf_canonical,-8.333333333333334,0.0,0.9995193765743622,0.5773502691896258
T001,0,0.0,1.0986122886681096,leaf_canonical,-8.25,0.0,0.9994776193618086,0.5773502691896258
