family,strategy,seed,qubits,gate_count,one_qubit_gates,two_qubit_gates,native_three_qubit_gates,native_four_qubit_gates,scheduled_stages,movement_events,movement_distance_um,movement_duration_us,transfer_events,idle_exposure,total_duration_us,idle_coherence_us,log_no_fault,no_fault
synthetic_3sat,mobius_native,101,10,43,7,18,18,0,37,180,6516.855559209442,8965.957641084991,180,270,10114.805641084991,75525.14874905632,-1.3336848523563867,0.26350449499112094
synthetic_3sat,zap_decomposed,101,10,475,349,126,0,0,273,504,18222.73101198952,30967.831828608952,504,1008,42437.19182860907,336637.53462887276,-3.9881284289837162,0.018534370068994437
qaoa_3local,mobius_native,101,10,20,0,0,20,0,20,120,4295.390036919264,5042.873648162512,120,140,5654.393648162513,39580.75553713759,-0.8691892924430505,0.4192913341490932
qaoa_3local,zap_decomposed,101,10,500,380,120,0,0,357,480,17181.56014767704,29204.041447017902,480,960,45171.24144701804,366257.93157614453,-3.8429392461440024,0.021430519112734567
p_spin_ising,mobius_native,101,10,20,0,0,10,10,20,140,4816.602657577781,5106.230766671678,140,130,5717.750766671678,37194.742877684446,-0.9928595314144262,0.37051567353061143
p_spin_ising,zap_decomposed,101,10,820,620,200,0,0,552,800,27327.970388102527,48110.58909252304,800,1600,72486.58909252317,584260.7127401856,-6.383452027973274,0.0016892814331110077
hypergraph_4local,mobius_native,101,10,20,0,0,0,20,20,160,5757.06431293061,5100.813434116113,160,120,5712.3334341161135,34274.00060469668,-1.1161732839767784,0.3275307667721836
hypergraph_4local,zap_decomposed,101,10,1140,860,280,0,0,755,1120,40275.065601948176,68453.11517765005,1120,2240,101653.91517765012,817911.3214212018,-8.934396694813863,0.00013177736411862107
qram_oracle,mobius_native,101,10,30,0,0,10,20,30,220,7708.460821058876,7673.243049342835,220,190,8590.523049342835,54422.85757353632,-1.5510069163318176,0.2120343654364379
qram_oracle,zap_decomposed,101,10,1390,1050,340,0,0,910,1360,47718.06646142936,82565.22920580005,1360,2720,122527.62920580017,984901.0336464022,-10.845106815510615,1.9499790900358284e-05
multiplier_oracle,mobius_native,101,10,25,0,10,10,5,25,140,4818.913283640573,6148.258588435373,140,180,6910.498588435374,49571.65527336688,-1.0181756678130651,0.3612533855578171
multiplier_oracle,zap_decomposed,101,10,545,405,140,0,0,338,560,19533.669449018125,34120.073828818975,560,1120,48666.47382881912,388863.7906305532,-4.446302642128517,0.011721826736046893
qft_pairs,mobius_native,101,10,45,0,45,0,0,45,180,6436.640504908369,10980.398453324522,180,360,12346.598453324517,98772.78762659614,-1.3726298457115782,0.25343957539825723
qft_pairs,zap_decomposed,101,10,45,0,45,0,0,45,180,6436.640504908369,10980.398453324522,180,360,12346.598453324517,98772.78762659614,-1.3726298457115782,0.25343957539825723
ghz_chain,mobius_native,101,10,28,19,9,0,0,19,36,1284.31746400203,2071.0264312120926,36,72,2864.2664312120924,22966.13144969674,-0.28236787359627186,0.753996258192228
ghz_chain,zap_decomposed,101,10,28,19,9,0,0,19,36,1284.31746400203,2071.0264312120926,36,72,2864.2664312120924,22966.13144969674,-0.28236787359627186,0.753996258192228
synthetic_3sat,mobius_native,7,20,91,9,42,40,0,83,408,22366.992653173642,26193.448408594326,408,1436,28743.60840859429,502710.79156479734,-5.295674521736654,0.005013231701021567
synthetic_3sat,zap_decomposed,7,20,1051,769,282,0,0,602,1128,61800.815001251605,87773.76232532352,1128,5076,112975.28232532373,2026847.0818558275,-16.829956157517522,4.907303405887563e-08
qaoa_3local,mobius_native,7,20,40,0,0,40,0,40,240,13342.346739486607,13215.491184009732,240,680,14438.531184009735,245455.03012816553,-2.8504930181694186,0.057815809602514645
qaoa_3local,zap_decomposed,7,20,1000,760,240,0,0,404,960,53369.38695794642,75763.29671176954,960,4320,91577.69671176963,1625934.5408118537,-14.289003467545394,6.228230000806508e-07
p_spin_ising,mobius_native,7,20,40,0,0,20,20,40,280,15845.894353706311,13190.259222258546,280,660,14413.299222258553,237585.8033849586,-3.0957686951626364,0.045240223150088674
p_spin_ising,zap_decomposed,7,20,1640,1240,400,0,0,889,1600,90781.90312837905,126350.45782490275,1600,7200,163922.4578249027,2936980.240848249,-23.958397471999042,3.9355024098454943e-11
hypergraph_4local,mobius_native,7,20,40,0,0,0,40,40,320,18278.00212593015,13564.870309240847,320,640,14787.910309240853,236606.56494785368,-3.345637697693255,0.035237736967651125
hypergraph_4local,zap_decomposed,7,20,2280,1720,560,0,0,1302,2240,127608.00163739664,178993.71245031804,2240,10080,234579.3124503181,4210155.624105725,-33.602544598600076,2.5503530391440007e-15
qram_oracle,mobius_native,7,20,60,0,0,20,40,60,440,24183.453221687472,20199.765590599305,440,980,22034.325590599285,359849.0085604176,-4.771227492476952,0.00846997694334653
qram_oracle,zap_decomposed,7,20,2780,2100,680,0,0,1583,2720,149117.23660279502,215617.59896022792,2720,12240,283218.39896022744,5082643.181284092,-40.7867265235544,1.9344153774966064e-18
multiplier_oracle,mobius_native,7,20,50,0,20,20,10,50,280,15192.180435299304,15956.024807974529,280,860,17480.50480797453,300289.9900262052,-3.4220142310050163,0.03264661085302822
multiplier_oracle,zap_decomposed,7,20,1090,810,280,0,0,435,1120,60160.22902103437,86558.9176028976,1120,5040,103119.71760289773,1830154.9168521594,-16.602988118716137,6.15763407624196e-08
qft_pairs,mobius_native,7,20,190,0,190,0,0,190,760,42216.89583364998,59430.95640778803,760,3420,65199.35640778808,1173588.4153401856,-11.05586082285555,1.579430978708057e-05
qft_pairs,zap_decomposed,7,20,190,0,190,0,0,190,760,42216.89583364998,59430.95640778803,760,3420,65199.35640778808,1173588.4153401856,-11.05586082285555,1.579430978708057e-05
ghz_chain,mobius_native,7,20,58,39,19,0,0,39,76,4218.8596962055735,5377.093774939,76,342,6993.933774938999,125942.80794890199,-1.1230104819132216,0.32529901225719965
ghz_chain,zap_decomposed,7,20,58,39,19,0,0,39,76,4218.8596962055735,5377.093774939,76,342,6993.933774938999,125942.80794890199,-1.1230104819132216,0.32529901225719965
synthetic_3sat,mobius_native,19,20,85,9,38,38,0,77,380,21159.922821859895,24782.26612975115,380,1330,27149.83412975112,474524.3623428952,-4.926257204015143,0.00725360128836485
synthetic_3sat,zap_decomposed,19,20,997,731,266,0,0,582,1064,58585.1651846771,83311.98317486313,1064,4788,107819.74317486321,1935607.3771475381,-15.892593784025744,1.2529513732899448e-07
qaoa_3local,mobius_native,19,20,40,0,0,40,0,40,240,13659.480438819555,13419.822373277131,240,680,14642.862373277141,248928.6603457114,-2.8528087716477826,0.05768207734555678
qaoa_3local,zap_decomposed,19,20,1000,760,240,0,0,532,960,54637.92175527822,76378.62688837711,960,4320,98849.02688837721,1770130.4839907899,-14.38513409633135,5.657383774087618e-07
p_spin_ising,mobius_native,19,20,40,0,0,20,20,40,280,15032.83578022496,13264.521206243993,280,660,14487.561206244001,238898.2967494684,-3.0966436907389765,0.04520065546825747
p_spin_ising,zap_decomposed,19,20,1640,1240,400,0,0,783,1600,85976.17761894313,124953.58170179786,1600,7200,157013.58170179793,2801596.470632362,-23.86814162518845,4.3072273797420845e-11
hypergraph_4local,mobius_native,19,20,40,0,0,0,40,40,320,17548.94162394213,13392.043543434218,320,640,14615.083543434223,233841.33669494753,-3.3437942121913173,0.03530275713832915
hypergraph_4local,zap_decomposed,19,20,2280,1720,560,0,0,1275,2240,122711.76025585631,176288.71076250655,2240,10080,230470.31076250537,4133385.5937250946,-33.55136457834632,2.6842780699724453e-15
qram_oracle,mobius_native,19,20,60,0,0,20,40,60,440,24416.795478572854,19804.17465367016,440,980,21638.734653670137,353189.59546365263,-4.766787883745775,0.008507663922757265
qram_oracle,zap_decomposed,19,20,2780,2100,680,0,0,1631,2720,151376.67841684056,214232.04615190133,2720,12240,284328.8461519006,5107623.230734209,-40.803379889854476,1.9024676069498066e-18
multiplier_oracle,mobius_native,19,20,50,0,20,20,10,50,280,16292.00903914375,16640.619481239148,280,860,18165.099481239155,312193.10148796,-3.4299496386461863,0.032388571864161886
multiplier_oracle,zap_decomposed,19,20,1090,810,280,0,0,548,1120,64867.82203150437,90169.69369238951,1120,5040,112606.4936923895,2012668.8864630114,-16.724664098456703,5.452186088993569e-08
qft_pairs,mobius_native,19,20,190,0,190,0,0,190,760,42216.89583364998,59430.95640778803,760,3420,65199.35640778808,1173588.4153401856,-11.05586082285555,1.579430978708057e-05
qft_pairs,zap_decomposed,19,20,190,0,190,0,0,190,760,42216.89583364998,59430.95640778803,760,3420,65199.35640778808,1173588.4153401856,-11.05586082285555,1.579430978708057e-05
ghz_chain,mobius_native,19,20,58,39,19,0,0,39,76,4218.8596962055735,5377.093774939,76,342,6993.933774938999,125942.80794890199,-1.1230104819132216,0.32529901225719965
ghz_chain,zap_decomposed,19,20,58,39,19,0,0,39,76,4218.8596962055735,5377.093774939,76,342,6993.933774938999,125942.80794890199,-1.1230104819132216,0.32529901225719965
synthetic_3sat,mobius_native,43,20,98,13,45,40,0,86,420,22105.439134896864,26651.459797898402,420,1490,29292.699797898364,512667.31151119876,-5.465725042988963,0.004229273530004962
synthetic_3sat,zap_decomposed,43,20,1058,773,285,0,0,556,1140,59625.566476408414,86651.82267366257,1140,5130,109396.42267366269,1957123.6081259288,-16.94688668298563,4.365767747372639e-08
qaoa_3local,mobius_native,43,20,40,0,0,40,0,40,240,13219.40522052954,13027.333377156998,240,680,14250.373377156999,242256.347411669,-2.848360563025088,0.05793923077140835
qaoa_3local,zap_decomposed,43,20,1000,760,240,0,0,501,960,52877.62088211812,74697.88240643716,960,4320,95556.28240643737,1707637.083315873,-14.343471829214739,5.89806199627106e-07
p_spin_ising,mobius_native,43,20,40,0,0,20,20,40,280,15785.478064908548,13411.934095077679,280,660,14634.974095077681,241396.45005734314,-3.0983091262775595,0.04512543934146413
p_spin_ising,zap_decomposed,43,20,1640,1240,400,0,0,885,1600,89647.50724456798,126761.66448567752,1600,7200,164125.66448567717,2940221.9607421886,-23.960558618595,3.927006396081437e-11
hypergraph_4local,mobius_native,43,20,40,0,0,0,40,40,320,18247.813389077306,13515.025460255338,320,640,14738.065460255346,235809.04736408556,-3.345106019304076,0.03525647709229859
hypergraph_4local,zap_decomposed,43,20,2280,1720,560,0,0,1372,2240,127431.23261780593,178579.89595514367,2240,10080,237805.49595514327,4275506.927192577,-33.64611213399131,2.4416261223575926e-15
qram_oracle,mobius_native,43,20,60,0,0,20,40,60,440,24976.34837359223,20151.20879702611,440,980,21985.768797026096,358974.29286831163,-4.7706443486822145,0.008474917598258733
qram_oracle,zap_decomposed,43,20,2780,2100,680,0,0,1572,2720,154974.81523124006,215606.66204851595,2720,12240,282635.46204851614,5071006.316873291,-40.7789686139472,1.9494807595146544e-18
multiplier_oracle,mobius_native,43,20,50,0,20,20,10,50,280,15762.91557926624,16420.58017788019,280,860,17945.06017788019,308517.98943599034,-3.427499563944873,0.03246802357626801
multiplier_oracle,zap_decomposed,43,20,1090,810,280,0,0,534,1120,61074.29851103397,87471.98182141437,1120,5040,109180.78182141446,1949550.0727854606,-16.682584889338337,5.686505174556237e-08
qft_pairs,mobius_native,43,20,190,0,190,0,0,190,760,42216.89583364998,59430.95640778803,760,3420,65199.35640778808,1173588.4153401856,-11.05586082285555,1.579430978708057e-05
qft_pairs,zap_decomposed,43,20,190,0,190,0,0,190,760,42216.89583364998,59430.95640778803,760,3420,65199.35640778808,1173588.4153401856,-11.05586082285555,1.579430978708057e-05
ghz_chain,mobius_native,43,20,58,39,19,0,0,39,76,4218.8596962055735,5377.093774939,76,342,6993.933774938999,125942.80794890199,-1.1230104819132216,0.32529901225719965
ghz_chain,zap_decomposed,43,20,58,39,19,0,0,39,76,4218.8596962055735,5377.093774939,76,342,6993.933774938999,125942.80794890199,-1.1230104819132216,0.32529901225719965
synthetic_3sat,mobius_native,71,20,98,9,49,40,0,90,436,25110.961292671196,28585.879547371696,436,1562,31348.559547371646,549599.5821978188,-5.705429925080079,0.003327846352925521
synthetic_3sat,zap_decomposed,71,20,1058,769,289,0,0,651,1156,66220.77719856781,90671.88058463957,1156,5202,118269.92058463967,2126518.5705235144,-17.274900026217388,3.144895674477569e-08
qaoa_3local,mobius_native,71,20,40,0,0,40,0,40,240,13201.621588325203,12941.162152497362,240,680,14164.202152497368,240791.43659245525,-2.8473839558122784,0.05799584228118924
qaoa_3local,zap_decomposed,71,20,1000,760,240,0,0,501,960,52806.4863533008,74252.84723570175,960,4320,95111.24723570189,1699626.4502426344,-14.338131407165914,5.929644393204673e-07
p_spin_ising,mobius_native,71,20,40,0,0,20,20,40,280,15076.591722086292,13332.654321734983,280,660,14555.694321734984,240323.69637516173,-3.0975939571561053,0.045157723205108385
p_spin_ising,zap_decomposed,71,20,1640,1240,400,0,0,819,1600,85141.14570527709,123322.95191898503,1600,7200,157254.95191898505,2809685.134541731,-23.873534067794697,4.284063414611982e-11
hypergraph_4local,mobius_native,71,20,40,0,0,0,40,40,320,17492.470205233574,13604.694349835296,320,640,14827.734349835302,237243.74959736486,-3.3460624874595957,0.035222771516408576
hypergraph_4local,zap_decomposed,71,20,2280,1720,560,0,0,1420,2240,122501.48155016167,177312.08761884877,2240,10080,239033.68761884823,4302606.3771392675,-33.66417843395577,2.3979110462802346e-15
qram_oracle,mobius_native,71,20,60,0,0,20,40,60,440,25035.741126598947,20294.964721423396,440,980,22129.524721423364,361280.2741142798,-4.77218166951286,0.008461898940387867
qram_oracle,zap_decomposed,71,20,2780,2100,680,0,0,1633,2720,155110.52401698718,217682.98701232122,2720,12240,287883.7870123194,5171820.166221745,-40.84617784684617,1.8227636293765463e-18
multiplier_oracle,mobius_native,71,20,50,0,20,20,10,50,280,15394.478400813801,15967.793553213987,280,860,17492.27355321399,300400.0393200283,-3.4220875972008984,0.03264421578324114
multiplier_oracle,zap_decomposed,71,20,1090,810,280,0,0,560,1120,62981.390518571534,88093.57582927243,1120,5040,111154.3758292727,1987778.764926909,-16.708070684099305,5.5434112471844304e-08
qft_pairs,mobius_native,71,20,190,0,190,0,0,190,760,42216.89583364998,59430.95640778803,760,3420,65199.35640778808,1173588.4153401856,-11.05586082285555,1.579430978708057e-05
qft_pairs,zap_decomposed,71,20,190,0,190,0,0,190,760,42216.89583364998,59430.95640778803,760,3420,65199.35640778808,1173588.4153401856,-11.05586082285555,1.579430978708057e-05
ghz_chain,mobius_native,71,20,58,39,19,0,0,39,76,4218.8596962055735,5377.093774939,76,342,6993.933774938999,125942.80794890199,-1.1230104819132216,0.32529901225719965
ghz_chain,zap_decomposed,71,20,58,39,19,0,0,39,76,4218.8596962055735,5377.093774939,76,342,6993.933774938999,125942.80794890199,-1.1230104819132216,0.32529901225719965
synthetic_3sat,mobius_native,101,20,85,8,39,38,0,78,384,21116.374583483903,24800.30730494737,384,1348,27198.23530494734,475559.93969736726,-4.980718430993133,0.006869125791481405
synthetic_3sat,zap_decomposed,101,20,997,730,267,0,0,466,1068,58485.04846393917,83515.5840013656,1068,4806,101969.70400136575,1818190.672024584,-15.86808682268545,1.284036752464529e-07
qaoa_3local,mobius_native,101,20,40,0,0,40,0,40,240,13443.939848486189,13299.89972572184,240,680,14522.939725721848,246889.97533727143,-2.8514496483088227,0.05776052770289639
qaoa_3local,zap_decomposed,101,20,1000,760,240,0,0,626,960,53775.75939394476,76171.98064934756,960,4320,103530.38064934756,1864170.851688256,-14.447827674796327,5.313591522272988e-07
p_spin_ising,mobius_native,101,20,40,0,0,20,20,40,280,15714.327968342932,13310.17689291577,280,660,14533.216892915769,239753.66688785446,-3.0972139374979006,0.04517488728878414
p_spin_ising,zap_decomposed,101,20,1640,1240,400,0,0,811,1600,89766.55703401151,126106.163310574,1600,7200,159622.16331057352,2851462.9395903237,-23.901385937827094,4.166390548596277e-11
hypergraph_4local,mobius_native,101,20,40,0,0,0,40,40,320,17559.040093404063,13348.431926256433,320,640,14571.471926256436,233143.55082010297,-3.343329021608088,0.035319183468902865
hypergraph_4local,zap_decomposed,101,20,2280,1720,560,0,0,1492,2240,122646.83526997198,176075.9673415853,2240,10080,241541.56734158483,4355236.212148526,-33.699264990628606,2.31523548623833e-15
qram_oracle,mobius_native,101,20,60,0,0,20,40,60,440,24558.824663050862,20070.4440614746,440,980,21905.004061474585,357638.9993899171,-4.769754153029951,0.00848246529202165
qram_oracle,zap_decomposed,101,20,2780,2100,680,0,0,1426,2720,151882.2387170758,214845.1784880238,2720,12240,274281.9784880231,4905459.612784415,-40.668604144554614,2.176955909852261e-18
multiplier_oracle,mobius_native,101,20,50,0,20,20,10,50,280,15313.478449464325,16025.002080921695,280,860,17549.482080921694,301628.57375630375,-3.4229066201584155,0.032617490366943225
multiplier_oracle,zap_decomposed,101,20,1090,810,280,0,0,542,1120,60144.56419853584,86492.16918378549,1120,5040,108616.96918378567,1940233.445308142,-16.676373804353457,5.721934454699419e-08
qft_pairs,mobius_native,101,20,190,0,190,0,0,190,760,42216.89583364998,59430.95640778803,760,3420,65199.35640778808,1173588.4153401856,-11.05586082285555,1.579430978708057e-05
qft_pairs,zap_decomposed,101,20,190,0,190,0,0,190,760,42216.89583364998,59430.95640778803,760,3420,65199.35640778808,1173588.4153401856,-11.05586082285555,1.579430978708057e-05
ghz_chain,mobius_native,101,20,58,39,19,0,0,39,76,4218.8596962055735,5377.093774939,76,342,6993.933774938999,125942.80794890199,-1.1230104819132216,0.32529901225719965
ghz_chain,zap_decomposed,101,20,58,39,19,0,0,39,76,4218.8596962055735,5377.093774939,76,342,6993.933774938999,125942.80794890199,-1.1230104819132216,0.32529901225719965
synthetic_3sat,mobius_native,7,30,163,14,89,60,0,150,716,54446.205331412355,56787.77832297606,716,4112,61376.37832297612,1692539.1992899184,-13.704817568918779,1.1170519070325915e-06
synthetic_3sat,zap_decomposed,7,30,1603,1154,449,0,0,834,1796,135190.64451864743,166787.59237963168,1796,12572,200439.23237963137,5592330.506629678,-39.59135525821433,6.3928259458731495e-18
qaoa_3local,mobius_native,7,30,60,0,0,60,0,60,360,27038.731245195017,23243.68110776329,360,1620,25078.24110776329,677112.5099096088,-5.983570967936788,0.002519812039005621
qaoa_3local,zap_decomposed,7,30,1500,1140,360,0,0,631,1440,108154.92498078001,132173.03837842154,1440,10080,157194.63837842114,4370353.874595791,-31.73240869546328,1.654969544348499e-14
p_spin_ising,mobius_native,7,30,60,0,0,30,30,60,420,33074.98486647333,24240.352134697983,420,1590,26074.912134697977,690858.389375197,-6.368517629813547,0.001714699161453471
p_spin_ising,zap_decomposed,7,30,2460,1860,600,0,0,1177,2400,188719.1014379522,227616.74574114426,2400,16800,275836.74574114283,7686716.880751997,-53.14387519636251,8.315880795142576e-24
hypergraph_4local,mobius_native,7,30,60,0,0,0,60,60,480,37133.42252584563,24256.483383127597,480,1560,26091.04338312761,678367.1279613179,-6.7359728644373265,0.00118741943990428
hypergraph_4local,zap_decomposed,7,30,3420,2580,840,0,0,1727,3360,259514.0839111372,316817.15395330533,3360,23520,388443.5539533026,10834507.510692468,-74.4429601131179,4.675555390005203e-33
qram_oracle,mobius_native,7,30,90,0,0,30,60,90,660,49662.86551417535,35636.865509308824,660,2370,38388.70550930883,1010656.2937753373,-9.72358028897853,5.985531712953382e-05
qram_oracle,zap_decomposed,7,30,4170,3150,1020,0,0,1944,4080,307445.0213786396,378267.6022846651,4080,28560,457282.8022846602,12736214.46397048,-90.12018447150294,7.266096743509524e-40
multiplier_oracle,mobius_native,7,30,75,0,30,30,15,75,420,30955.92024832949,28190.499776852812,420,2040,30477.21977685282,827996.8963268648,-7.262076950954754,0.0007016492301587258
multiplier_oracle,zap_decomposed,7,30,1635,1215,420,0,0,632,1680,124872.7467264626,154744.5668867346,1680,11760,178519.76688673408,4957421.472828554,-36.89242182587202,9.502213343788795e-17
qft_pairs,mobius_native,7,30,435,0,435,0,0,435,1740,131263.1511615834,160082.37708166384,1740,12180,173288.97708166376,4852091.358286586,-37.64417990255122,4.480643517218259e-17
qft_pairs,zap_decomposed,7,30,435,0,435,0,0,435,1740,131263.1511615834,160082.37708166384,1740,12180,173288.97708166376,4852091.358286586,-37.64417990255122,4.480643517218259e-17
ghz_chain,mobius_native,7,30,88,59,29,0,0,59,116,8747.980742440926,9468.592772685693,116,812,11909.032772685689,333504.91763519926,-2.5340027559785945,0.07934080196621632
ghz_chain,zap_decomposed,7,30,88,59,29,0,0,59,116,8747.980742440926,9468.592772685693,116,812,11909.032772685689,333504.91763519926,-2.5340027559785945,0.07934080196621632
synthetic_3sat,mobius_native,19,30,149,15,74,60,0,135,656,49044.59883087008,50034.48066962787,656,3692,54167.68066962789,1491069.6633519433,-12.384271750991195,4.183879001350192e-06
synthetic_3sat,zap_decomposed,19,30,1589,1155,434,0,0,643,1736,130156.64037525385,158570.515598414,1736,12152,182614.7555984134,5074889.156755575,-38.06016156432932,2.9558463318516e-17
qaoa_3local,mobius_native,19,30,60,0,0,60,0,60,360,27628.23231971919,23721.346202613742,360,1620,25555.90620261374,690009.4674705709,-5.992168939644096,0.0024982396387251723
qaoa_3local,zap_decomposed,19,30,1500,1140,360,0,0,811,1440,110512.92927887691,134337.02760984979,1440,10080,168718.62760984944,4711745.573075784,-31.96000316111661,1.3180958283041257e-14
p_spin_ising,mobius_native,19,30,60,0,0,30,30,60,420,31748.8512144769,23597.281831069762,420,1590,25431.841831069756,673643.1360974791,-6.357040794295068,0.0017344918431156115
p_spin_ising,zap_decomposed,19,30,2460,1860,600,0,0,992,2400,180987.26484142712,222798.43759631415,2400,16800,261398.43759631278,7263204.252696756,-52.86153344432568,1.102878626233859e-23
hypergraph_4local,mobius_native,19,30,60,0,0,0,60,60,480,36341.586603876705,23991.148839224094,480,1560,25825.708839224084,671468.4298198262,-6.731373732342998,0.001192893116191646
hypergraph_4local,zap_decomposed,19,30,3420,2580,840,0,0,1692,3360,254396.72262507252,312267.9994244447,3360,23520,382074.39942444157,10652531.18388436,-74.32164256191251,5.278624259692957e-33
qram_oracle,mobius_native,19,30,90,0,0,30,60,90,660,49465.319210952825,35821.684652353724,660,2370,38573.52465235371,1015572.2948275664,-9.72685762301335,5.965947236119868e-05
qram_oracle,zap_decomposed,19,30,4170,3150,1020,0,0,2113,4080,305560.81435101724,377252.07422216336,4080,28560,465055.27422215807,12971419.678220417,-90.27698794766957,6.211582982595759e-40
multiplier_oracle,mobius_native,19,30,75,0,30,30,15,75,420,31983.02849399917,29063.071063035288,420,2040,31349.79106303529,852262.673062958,-7.278254135445483,0.0006903898392850743
multiplier_oracle,zap_decomposed,19,30,1635,1215,420,0,0,721,1680,125498.13639703118,155392.69862292017,1680,11760,183795.89862291986,5114409.161441756,-36.99708028494749,8.55799809975335e-17
qft_pairs,mobius_native,19,30,435,0,435,0,0,435,1740,131263.1511615834,160082.37708166384,1740,12180,173288.97708166376,4852091.358286586,-37.64417990255122,4.480643517218259e-17
qft_pairs,zap_decomposed,19,30,435,0,435,0,0,435,1740,131263.1511615834,160082.37708166384,1740,12180,173288.97708166376,4852091.358286586,-37.64417990255122,4.480643517218259e-17
ghz_chain,mobius_native,19,30,88,59,29,0,0,59,116,8747.980742440926,9468.592772685693,116,812,11909.032772685689,333504.91763519926,-2.5340027559785945,0.07934080196621632
ghz_chain,zap_decomposed,19,30,88,59,29,0,0,59,116,8747.980742440926,9468.592772685693,116,812,11909.032772685689,333504.91763519926,-2.5340027559785945,0.07934080196621632
synthetic_3sat,mobius_native,43,30,137,17,60,60,0,120,600,46923.95836568611,46273.02228009122,600,3300,49929.18228009128,1371708.197433808,-11.19786688068437,1.370339588971663e-05
synthetic_3sat,zap_decomposed,43,30,1577,1157,420,0,0,684,1680,130528.08866638345,157098.20813306427,1680,11760,183577.40813306396,5107459.42772579,-36.97504451861472,8.748673267346282e-17
qaoa_3local,mobius_native,43,30,60,0,0,60,0,60,360,29300.900836110955,24115.990587396143,360,1620,25950.55058739615,700664.865859696,-5.999272538570179,0.002480556029306028
qaoa_3local,zap_decomposed,43,30,1500,1140,360,0,0,688,1440,117203.60334444397,137516.61815657595,1440,10080,165502.21815657566,4608894.108384118,-31.891435517988832,1.4116451311386667e-14
p_spin_ising,mobius_native,43,30,60,0,0,30,30,60,420,32210.35873524362,23411.86243473572,420,1590,25246.422434735727,668857.619992353,-6.353850450224984,0.001740034305361618
p_spin_ising,zap_decomposed,43,30,2460,1860,600,0,0,839,2400,183423.58755371976,223174.13882688378,2400,16800,253818.1388268825,7035043.887152708,-52.70942653396298,1.2840647147586576e-23
hypergraph_4local,mobius_native,43,30,60,0,0,0,60,60,480,35252.14212620522,23810.026155045405,480,1560,25644.58615504541,666759.2400311806,-6.728234272483902,0.001196644041104397
hypergraph_4local,zap_decomposed,43,30,3420,2580,840,0,0,1811,3360,247273.65430737135,308272.58011352434,3360,23520,384266.98011352035,10726299.443178564,-74.37082140144197,5.025307606832125e-33
qram_oracle,mobius_native,43,30,90,0,0,30,60,90,660,51052.552966025454,35508.41221684099,660,2370,38260.252216840985,1007084.7230156309,-9.721199241805394,5.9998005269365426e-05
qram_oracle,zap_decomposed,43,30,4170,3150,1020,0,0,1994,4080,316765.06659843615,383061.6871003816,4080,28560,464676.8871003772,12948448.838810556,-90.26167405472967,6.307438587319448e-40
multiplier_oracle,mobius_native,43,30,75,0,30,30,15,75,420,32560.832555067907,29140.703102367625,420,2040,31427.423102367615,853996.5842643451,-7.279410076246407,0.0006895922505727802
multiplier_oracle,zap_decomposed,43,30,1635,1215,420,0,0,654,1680,129779.13543654303,158432.20249218825,1680,11760,183351.402492188,5094995.2697812645,-36.98413769050716,8.66948067907868e-17
qft_pairs,mobius_native,43,30,435,0,435,0,0,435,1740,131263.1511615834,160082.37708166384,1740,12180,173288.97708166376,4852091.358286586,-37.64417990255122,4.480643517218259e-17
qft_pairs,zap_decomposed,43,30,435,0,435,0,0,435,1740,131263.1511615834,160082.37708166384,1740,12180,173288.97708166376,4852091.358286586,-37.64417990255122,4.480643517218259e-17
ghz_chain,mobius_native,43,30,88,59,29,0,0,59,116,8747.980742440926,9468.592772685693,116,812,11909.032772685689,333504.91763519926,-2.5340027559785945,0.07934080196621632
ghz_chain,zap_decomposed,43,30,88,59,29,0,0,59,116,8747.980742440926,9468.592772685693,116,812,11909.032772685689,333504.91763519926,-2.5340027559785945,0.07934080196621632
synthetic_3sat,mobius_native,71,30,163,21,82,60,0,143,688,52015.6582035899,53305.701635018966,688,3916,57681.781635019,1588462.8880835376,-13.083818351654504,2.078595044909493e-06
synthetic_3sat,zap_decomposed,71,30,1603,1161,442,0,0,678,1768,135163.02015863094,163272.2032421555,1768,12376,188963.32324215551,5255145.050780355,-38.814949944521416,1.3895731815799372e-17
qaoa_3local,mobius_native,71,30,60,0,0,60,0,60,360,27352.299233353042,23188.550015114186,360,1620,25023.110015114187,675623.970408083,-5.982578608269104,0.0025223138399811575
qaoa_3local,zap_decomposed,71,30,1500,1140,360,0,0,620,1440,109409.19693341214,132350.0549778917,1440,10080,156799.65497789142,4358150.339380959,-31.724273005320057,1.668488783358397e-14
p_spin_ising,mobius_native,71,30,60,0,0,30,30,60,420,29472.01083870302,23242.906180834627,420,1590,25077.46618083461,664374.1928320895,-6.350861498784808,0.0017452429637402928
p_spin_ising,zap_decomposed,71,30,2460,1860,600,0,0,1098,2400,166688.9255124849,216981.76026264817,2400,16800,261093.76026264863,7265697.287354162,-52.863195467430614,1.1010471388838624e-23
hypergraph_4local,mobius_native,71,30,60,0,0,0,60,60,480,35717.69681413735,23901.31680148089,480,1560,25735.87680148088,669132.7968385029,-6.729816643688783,0.0011947520033790578
hypergraph_4local,zap_decomposed,71,30,3420,2580,840,0,0,1896,3360,249491.29368150816,312122.06275969633,3360,23520,392536.4627596943,10966684.957271438,-74.53107841083722,4.2811842188331854e-33
