family,qubits,seed,p3,p4,native_log_no_fault,zap_log_no_fault,delta_log_no_fault
synthetic_3sat,30,19,0.075,0.10500000000000001,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.11000000000000001,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.11500000000000002,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.12000000000000002,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.125,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.13,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.135,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.14,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.14500000000000002,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.15,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.155,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.16,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.165,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.17,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.175,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.18,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.185,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.19,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.195,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.075,0.2,-15.94505268461886,-38.06016156432932,22.115108879710462
synthetic_3sat,30,19,0.08,0.0,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.005,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.01,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.015000000000000003,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.02,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.025,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.030000000000000006,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.035,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.04,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.045,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.05,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.05500000000000001,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.06000000000000001,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.065,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.07,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.075,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.08,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.085,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.09,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.095,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.1,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.10500000000000001,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.11000000000000001,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.11500000000000002,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.12000000000000002,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.125,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.13,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.135,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.14,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.14500000000000002,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.15,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.155,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.16,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.165,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.17,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.175,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.18,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.185,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.19,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.195,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.08,0.2,-16.270256732779213,-38.06016156432932,21.789904831550107
synthetic_3sat,30,19,0.085,0.0,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.005,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.01,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.015000000000000003,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.02,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.025,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.030000000000000006,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.035,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.04,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.045,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.05,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.05500000000000001,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.06000000000000001,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.065,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.07,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.075,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.08,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.085,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.09,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.095,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.1,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.10500000000000001,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.11000000000000001,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.11500000000000002,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.12000000000000002,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.125,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.13,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.135,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.14,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.14500000000000002,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.15,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.155,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.16,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.165,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.17,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.175,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.18,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.185,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.19,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.195,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.085,0.2,-16.597233018833094,-38.06016156432932,21.462928545496226
synthetic_3sat,30,19,0.09,0.0,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.005,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.01,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.015000000000000003,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.02,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.025,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.030000000000000006,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.035,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.04,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.045,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.05,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.05500000000000001,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.06000000000000001,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.065,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.07,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.075,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.08,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.085,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.09,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.095,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.1,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.10500000000000001,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.11000000000000001,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.11500000000000002,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.12000000000000002,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.125,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.13,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.135,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.14,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.14500000000000002,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.15,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.155,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.16,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.165,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.17,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.175,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.18,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.185,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.19,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.195,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.09,0.2,-16.926000964710628,-38.06016156432932,21.134160599618692
synthetic_3sat,30,19,0.095,0.0,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.005,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.01,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.015000000000000003,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.02,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.025,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.030000000000000006,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.035,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.04,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.045,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.05,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.05500000000000001,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.06000000000000001,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.065,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.07,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.075,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.08,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.085,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.09,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.095,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.1,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.10500000000000001,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.11000000000000001,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.11500000000000002,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.12000000000000002,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.125,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.13,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.135,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.14,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.14500000000000002,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.15,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.155,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.16,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.165,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.17,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.175,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.18,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.185,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.19,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.195,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.095,0.2,-17.256580313368808,-38.06016156432932,20.803581250960512
synthetic_3sat,30,19,0.1,0.0,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.005,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.01,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.015000000000000003,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.02,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.025,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.030000000000000006,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.035,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.04,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.045,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.05,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.05500000000000001,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.06000000000000001,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.065,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.07,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.075,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.08,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.085,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.09,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.095,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.1,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.10500000000000001,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.11000000000000001,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.11500000000000002,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.12000000000000002,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.125,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.13,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.135,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.14,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.14500000000000002,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.15,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.155,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.16,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.165,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.17,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.175,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.18,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.185,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.19,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.195,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.1,0.2,-17.58899113590573,-38.06016156432932,20.47117042842359
synthetic_3sat,30,19,0.10500000000000001,0.0,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.005,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.01,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.015000000000000003,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.02,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.025,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.030000000000000006,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.035,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.04,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.045,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.05,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.05500000000000001,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.06000000000000001,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.065,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.07,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.075,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.08,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.085,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.09,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.095,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.1,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.10500000000000001,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.11000000000000001,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.11500000000000002,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.12000000000000002,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.125,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.13,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.135,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.14,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.14500000000000002,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.15,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.155,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.16,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.165,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.17,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.175,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.18,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.185,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.19,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.195,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.10500000000000001,0.2,-17.923253838873052,-38.06016156432932,20.13690772545627
synthetic_3sat,30,19,0.11000000000000001,0.0,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.005,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.01,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.015000000000000003,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.02,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.025,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.030000000000000006,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.035,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.04,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.045,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.05,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.05500000000000001,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.06000000000000001,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.065,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.07,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.075,-18.25938917179324,-38.06016156432932,19.80077239253608
synthetic_3sat,30,19,0.11000000000000001,0.08,-18.25938917179324,-38.06016156432932,19.80077239253608
