family,qubits,seed,p3,p4,native_log_no_fault,zap_log_no_fault,delta_log_no_fault
synthetic_3sat,30,19,0.0,0.155,-11.267360196436151,-38.06016156432932,26.79280136789317
synthetic_3sat,30,19,0.0,0.16,-11.267360196436151,-38.06016156432932,26.79280136789317
synthetic_3sat,30,19,0.0,0.165,-11.267360196436151,-38.06016156432932,26.79280136789317
synthetic_3sat,30,19,0.0,0.17,-11.267360196436151,-38.06016156432932,26.79280136789317
synthetic_3sat,30,19,0.0,0.175,-11.267360196436151,-38.06016156432932,26.79280136789317
synthetic_3sat,30,19,0.0,0.18,-11.267360196436151,-38.06016156432932,26.79280136789317
synthetic_3sat,30,19,0.0,0.185,-11.267360196436151,-38.06016156432932,26.79280136789317
synthetic_3sat,30,19,0.0,0.19,-11.267360196436151,-38.06016156432932,26.79280136789317
synthetic_3sat,30,19,0.0,0.195,-11.267360196436151,-38.06016156432932,26.79280136789317
synthetic_3sat,30,19,0.0,0.2,-11.267360196436151,-38.06016156432932,26.79280136789317
synthetic_3sat,30,19,0.005,0.0,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.005,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.01,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.015000000000000003,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.02,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.025,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.030000000000000006,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.035,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.04,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.045,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.05,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.05500000000000001,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.06000000000000001,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.065,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.07,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.075,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.08,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.085,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.09,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.095,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.1,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.10500000000000001,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.11000000000000001,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.11500000000000002,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.12000000000000002,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.125,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.13,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.135,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.14,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.14500000000000002,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.15,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.155,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.16,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.165,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.17,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.175,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.18,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.185,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.19,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.195,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.005,0.2,-11.568112705848808,-38.06016156432932,26.492048858480512
synthetic_3sat,30,19,0.01,0.0,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.005,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.01,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.015000000000000003,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.02,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.025,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.030000000000000006,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.035,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.04,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.045,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.05,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.05500000000000001,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.06000000000000001,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.065,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.07,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.075,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.08,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.085,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.09,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.095,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.1,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.10500000000000001,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.11000000000000001,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.11500000000000002,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.12000000000000002,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.125,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.13,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.135,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.14,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.14500000000000002,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.15,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.155,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.16,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.165,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.17,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.175,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.18,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.185,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.19,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.195,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.01,0.2,-11.870380347646238,-38.06016156432932,26.18978121668308
synthetic_3sat,30,19,0.015000000000000003,0.0,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.005,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.01,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.015000000000000003,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.02,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.025,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.030000000000000006,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.035,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.04,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.045,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.05,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.05500000000000001,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.06000000000000001,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.065,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.07,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.075,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.08,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.085,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.09,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.095,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.1,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.10500000000000001,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.11000000000000001,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.11500000000000002,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.12000000000000002,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.125,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.13,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.135,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.14,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.14500000000000002,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.15,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.155,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.16,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.165,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.17,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.175,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.18,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.185,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.19,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.195,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.015000000000000003,0.2,-12.174178465039043,-38.06016156432932,25.88598309929028
synthetic_3sat,30,19,0.02,0.0,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.005,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.01,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.015000000000000003,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.02,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.025,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.030000000000000006,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.035,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.04,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.045,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.05,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.05500000000000001,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.06000000000000001,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.065,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.07,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.075,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.08,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.085,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.09,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.095,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.1,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.10500000000000001,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.11000000000000001,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.11500000000000002,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.12000000000000002,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.125,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.13,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.135,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.14,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.14500000000000002,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.15,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.155,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.16,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.165,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.17,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.175,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.18,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.185,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.19,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.195,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.02,0.2,-12.479522635487319,-38.06016156432932,25.580638928842
synthetic_3sat,30,19,0.025,0.0,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.005,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.01,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.015000000000000003,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.02,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.025,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.030000000000000006,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.035,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.04,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.045,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.05,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.05500000000000001,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.06000000000000001,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.065,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.07,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.075,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.08,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.085,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.09,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.095,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.1,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.10500000000000001,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.11000000000000001,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.11500000000000002,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.12000000000000002,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.125,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.13,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.135,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.14,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.14500000000000002,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.15,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.155,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.16,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.165,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.17,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.175,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.18,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.185,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.19,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.195,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.025,0.2,-12.786428675493545,-38.06016156432932,25.273732888835774
synthetic_3sat,30,19,0.030000000000000006,0.0,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.005,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.01,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.015000000000000003,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.02,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.025,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.030000000000000006,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.035,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.04,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.045,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.05,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.05500000000000001,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.06000000000000001,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.065,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.07,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.075,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.08,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.085,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.09,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.095,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.1,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.10500000000000001,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.11000000000000001,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.11500000000000002,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.12000000000000002,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.125,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.13,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.135,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.14,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.14500000000000002,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.15,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.155,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.16,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.165,-13.094912645518665,-38.06016156432932,24.965248918810655
synthetic_3sat,30,19,0.030000000000000006,0.17,-13.094912645518665,-38.06016156432932,24.965248918810655
