energy,z2_overlap_sq,is_tower_state
-8.7407467261,6.020e-08,0
-8.7337441751,5.702e-09,0
-8.7333457945,3.170e-08,0
-8.7305580640,5.220e-09,0
-8.7270352132,3.453e-09,0
-8.7165035000,1.860e-08,0
-8.7145153271,7.281e-08,0
-8.6921865138,7.775e-06,0
-8.6580339985,2.731e-13,0
-8.6527321424,1.056e-08,0
-8.6448115855,1.432e-08,0
-8.6407919840,2.219e-09,0
-8.6334104521,9.929e-11,0
-8.6268202964,1.632e-09,0
-8.6204028490,1.817e-11,0
-8.6153707397,5.410e-12,0
-8.6065128856,1.234e-09,0
-8.6024686942,6.349e-11,0
-8.5995957009,1.432e-10,0
-8.5868693522,1.198e-09,0
-8.5740627180,8.587e-09,0
-8.5696151376,3.303e-10,0
-8.5604762071,8.351e-10,0
-8.5509627437,3.694e-11,0
-8.5383705643,2.305e-12,0
-8.5295433176,1.395e-11,0
-8.5186680228,2.341e-12,0
-8.5010867410,1.264e-09,0
-8.4968720523,1.096e-08,0
-8.4875175174,2.214e-10,0
-8.4827105105,3.361e-10,0
-8.4819139931,9.501e-10,0
-8.4733820400,3.510e-10,0
-8.4688238582,2.256e-09,0
-8.4600364565,7.246e-11,0
-8.4567357114,8.675e-09,0
-8.4522344171,7.538e-11,0
-8.4504343200,2.530e-10,0
-8.4464639535,8.173e-09,0
-8.4414179776,4.630e-09,0
-8.4411405808,3.744e-10,0
-8.4340876551,4.901e-09,0
-8.4317969247,1.430e-09,0
-8.4283968974,2.233e-09,0
-8.4248835817,2.246e-09,0
-8.4206168690,1.755e-08,0
-8.4159897935,9.412e-11,0
-8.4093563277,1.965e-08,0
-8.4049003800,3.574e-08,0
-8.4016851208,4.251e-10,0
-8.3945771170,5.989e-08,0
-8.3911845957,5.806e-08,0
-8.3896139530,1.973e-06,0
-8.3831931828,8.363e-09,0
-8.3696755945,1.797e-10,0
-8.3653623418,1.132e-07,0
-8.3626798569,2.102e-10,0
-8.3532989675,5.342e-10,0
-8.3508461572,1.597e-11,0
-8.3392873978,3.290e-09,0
-8.3364062410,4.508e-09,0
-8.3276400943,1.907e-05,0
-8.3237302410,1.548e-09,0
-8.3221528891,1.182e-08,0
-8.3113259465,1.673e-09,0
-8.3108478195,3.938e-09,0
-8.3073028312,3.928e-09,0
-8.2990811206,5.456e-09,0
-8.2938468370,1.554e-13,0
-8.2743248271,5.023e-10,0
-8.2602471086,1.823e-11,0
-8.2596594191,1.439e-09,0
-8.2447123168,1.897e-12,0
-8.2416438896,1.244e-13,0
-8.2262113755,7.008e-14,0
-8.2249094894,1.348e-09,0
-8.2151439289,2.009e-10,0
-8.2100960717,4.599e-11,0
-8.1960193146,6.732e-13,0
-8.1908378784,2.095e-11,0
-8.1797709978,1.537e-11,0
-8.1758820328,1.847e-11,0
-8.1655338181,2.992e-10,0
-8.1527876025,2.453e-07,0
-8.1485025000,2.084e-14,0
-8.1335472325,1.266e-11,0
-8.1295324014,6.191e-10,0
-8.1267075596,9.434e-10,0
-8.1240951470,4.530e-09,0
-8.1223531532,3.115e-08,0
-8.1067859975,2.049e-08,0
-8.1007167287,8.190e-08,0
