unfolded_spacing
0.96258554
3.19646577
0.57009580
0.27609290
3.88041993
0.51316879
1.23565806
3.33733609
2.19882873
1.96483082
0.74903764
2.13329775
0.22816678
2.77521309
0.84933217
1.38515460
1.25720593
0.98722806
1.71332177
1.58266873
1.35687300
2.16054971
0.49928198
2.71367749
1.09162715
1.18401285
5.68971949
2.77250786
0.48297060
2.23665660
0.83453330
0.50495856
0.40305396
2.32662678
0.81198472
2.68190991
1.82906232
0.46001587
2.12843308
1.58794709
0.52946542
3.44681901
1.07993089
0.03612220
1.81643653
0.84827414
1.01012499
2.08659105
0.57787324
2.47464548
2.10767934
2.32291294
2.77785938
3.51871510
2.65527290
0.70345839
0.72173455
0.61834932
0.83629784
0.42685986
1.05014731
2.51696444
0.93280167
2.47967735
1.33230096
1.09896049
1.84211885
0.95171360
1.05946933
0.35479909
1.23632123
4.98610518
1.40348447
0.03071902
1.63417952
0.62621704
0.33081741
1.03607921
1.96323363
0.98557805
0.48075535
0.40454872
0.86327252
0.54078605
0.62376056
2.30413162
0.76981569
0.23287032
1.97847980
0.68906931
1.00527822
0.86263434
1.52892491
0.16554242
1.81856919
0.73768278
0.27772560
0.40375893
0.80228595
0.35378369
0.97723009
1.43333851
0.17091531
0.22340362
0.27215122
0.71277954
1.32265792
1.29531630
0.09829474
1.64371931
1.88324688
0.14179619
0.76983331
1.54825764
0.45483638
0.49236904
0.57448014
0.31395750
0.90165284
0.97325422
0.15212718
0.25488810
0.95373534
0.50574587
0.25140779
0.97979527
0.81466412
0.97916885
0.17179858
1.71336097
1.61118664
0.05839173
0.67364036
0.85249014
1.35947148
0.81840809
1.16764499
0.86991166
1.75483995
1.27135523
0.12962698
0.99799055
0.40624091
0.39094952
0.83817880
0.49355454
0.95501822
0.56822853
0.23993295
1.12080292
0.51200628
1.18096434
0.95173650
1.57313459
1.85529762
0.33375466
1.72170173
0.38816753
0.52574298
5.01965985
0.70490667
0.96266988
0.52673164
2.74436978
0.73894493
0.45641440
0.46163899
2.16363286
0.09777774
0.69841574
0.24306416
0.62997646
3.24501045
