k_over_pi,analytic_decay_ratio,analytic_outer_chain_weight,zero_t2_max_abs_energy,zero_t2_min_edge_weight,finite_t2_max_abs_energy,finite_t2_min_edge_weight
0.6666666666666666,1.0000000000000002,0.0,0.048327490472264784,0.12343498047465586,0.15969370992734977,0.14764431655252386
0.6722222222222222,0.9848471202069347,0.030076149820107645,0.03879308058110402,0.14639640835714143,0.15632424147114987,0.17542524012350666
0.6777777777777777,0.9696192404926742,0.05983852846640958,0.030262387340326415,0.17410453821450583,0.15347752736614684,0.20796295300978376
0.6833333333333332,0.9543175205192171,0.08927807003005361,0.02287633240604979,0.20664930487364802,0.15102940262960615,0.2447453927685028
0.6888888888888889,0.9389431255717817,0.11838580694149337,0.01672489380620752,0.24354370927835028,0.14885261169408281,0.28469909283279093
0.6944444444444444,0.9234972264700682,0.14715287270209165,0.011818648376143147,0.28371787654946956,0.14683563296002283,0.32643241643574405
0.7,0.9079809994790937,0.17557050458494605,0.008078362056730433,0.3257588668602882,0.14489425995593436,0.36859256033174553
0.7055555555555555,0.8923956262196179,0.2036300463040961,0.005350516806343204,0.36827823897765455,0.14297315850783815,0.41013119179638663
0.7111111111111111,0.8767422935781549,0.23132295065131636,0.0034415903307182024,0.41019303966806253,0.14104028042413383,0.45037905756278623
0.7166666666666667,0.8610221936165905,0.25864078209967456,0.002154682100058449,0.4508094778286148,0.1390790796996431,0.4889794378550118
0.7222222222222221,0.8452365234813992,0.28557521937307806,0.0013155347332056233,0.48975707781448996,0.1370819282077078,0.5257785840376051
0.7277777777777777,0.8293864853124783,0.3121180579810142,0.0007844530357005888,0.5268757720891866,0.13504577541002477,0.5607346291462656
0.7333333333333333,0.8134732861516007,0.3382612127177159,0.0004573468888542174,0.562121367409381,0.1329697177325576,0.5938604385216117
0.7388888888888889,0.7974981378504925,0.36399672012499684,0.0002608853019935757,0.5955062181102548,0.13085378896513783,0.6251933971830366
0.7444444444444444,0.7814622569785479,0.38931674091799395,0.0001456666169447692,0.6270679502494534,0.12869841070441068,0.6547812249057307
0.75,0.7653668647301797,0.4142135623730948,7.962574667805542e-05,0.656854844514892,0.1265041604722307,0.6826758704263111
0.7555555555555555,0.7492131868318244,0.43867960067730183,4.2610899550617806e-05,0.6849195793799305,0.1242716798094385,0.7089310392113262
0.7611111111111111,0.7330024534485946,0.4627074032383409,2.2319279333838206e-05,0.7113167120086488,0.12200163976412373,0.7336012194627861
0.7666666666666666,0.7167358990906008,0.48628965095478816,1.143900027206321e-05,0.7361016894743954,0.11969472849926381,0.7567412835385009
0.7722222222222223,0.7004147625189349,0.509419160445544,5.733827067455886e-06,0.7593304429158773,0.1173516469622479,0.7784062973319978
0.7777777777777778,0.6840402866513376,0.5320888862379558,2.8092989577399585e-06,0.7810591903489714,0.11497310734333223,0.7986514009998331
0.7833333333333332,0.6676137184675422,0.5542919229139412,1.3444560842471032e-06,0.8013443101872593,0.11255983245116102,0.8175317132598097
0.7888888888888889,0.6511363089143135,0.5760215072134437,6.279714875710046e-07,0.8202422376908085,0.11011255537441347,0.8351022434942713
0.7944444444444444,0.6346093128101846,0.5972710200945852,2.8600758845558127e-07,0.8378093687518806,0.10763201922727392,0.8514178067648507
0.8,0.6180339887498949,0.6180339887498948,1.2688429537565842e-07,0.8541019662511675,0.10511897691696412,0.8665329403394092
0.8055555555555555,0.6014115990085466,0.6383040885779832,5.4767790391815727e-08,0.869176067660873,0.10257419091543471,0.8805018213962639
0.8111111111111111,0.5847434094454735,0.6580751451100832,2.2970277383267263e-08,0.8830873936085586,0.0999984330302879,0.8933781858780064
0.8166666666666667,0.5680306894078455,0.6773411358908478,9.347706545738356e-09,0.8958912574118,0.0973924841736866,0.9052152485503525
0.8222222222222223,0.5512747116339983,0.6960961923128519,3.6850854313590857e-09,0.9076424756732541,0.0947571341289818,0.9160656243418805
0.8277777777777777,0.5344767521565139,0.7143346014042244,1.4048307948745249e-09,0.9183952800451161,0.0920931813150527,0.9259812510440661
0.8333333333333333,0.5176380902050419,0.7320508075688769,5.168691568632279e-10,0.928203230275507,0.08940143254839687,0.9350133134503749
0.8388888888888889,0.500760008108883,0.7492394142787915,1.8313413860393272e-10,0.9371191286487561,0.08668270280304358,0.9432121690114676
0.8444444444444443,0.4838437911993358,0.7658951857178535,6.233547197621897e-11,0.9451949359299217,0.08393781496834898,0.9506272750815367
0.85,0.46689072771181095,0.7820130483767356,2.0328351452228853e-11,0.9524816889219958,0.08116759960474039,0.9573071178287859
0.8555555555555555,0.4499021086877303,0.7975880925983337,6.332242321190774e-12,0.9590294197420189,0.0783728946974792,0.9632991428808532
0.8611111111111109,0.43287922787620625,0.8126155740732995,1.8777040270308826e-12,0.9648870769201208,0.07555454540850493,0.9686496877739054
0.8666666666666666,0.4158233816355189,0.8270909152852016,5.280111758952717e-13,0.9701024484230893,0.07271340382643132,0.9734039162718862
0.8722222222222222,0.3987358688343944,0.8410097069048806,1.402205842721077e-13,0.9747220867015278,0.06985032871475934,0.9776057546201895
0.8777777777777778,0.38161799075308983,0.8543677091335746,3.499853798991777e-14,0.978791235856997,0.06696618525837485,0.9812978297958145
