k_over_pi,analytic_decay_ratio,analytic_outer_chain_weight,zero_t2_max_abs_energy,zero_t2_min_edge_weight,finite_t2_max_abs_energy,finite_t2_min_edge_weight
0.8833333333333332,0.36447105098429533,0.8671608529944032,8.159159294262043e-15,0.9823537610228261,0.0640618448083989,0.9845214098137401
0.8888888888888888,0.34729635533386083,0.8793852415718166,1.772384311125908e-15,0.985452080049311,0.06113818462545804,0.987316346147002
0.8944444444444444,0.33009521172135564,0.8910371511986334,3.6614570788230983e-16,0.9881270975810907,0.05819608762144288,0.9897210183156172
0.9,0.31286893008046185,0.9021130325903071,7.301295378746817e-17,0.9904181416113329,0.05523644209982108,0.9917722806971638
0.9055555555555554,0.29561882225922154,0.9126095119260708,1.3080745872076893e-17,0.9923629025942007,0.0522601414945759,0.9935054116094885
0.911111111111111,0.2783462019201314,0.9225233918766375,3.3148734309244304e-18,0.9939973751936985,0.04926808410783518,0.9949540647136136
0.9166666666666666,0.2610523844401034,0.9318516525781364,6.114602633293598e-18,0.9953558027436678,0.04626117284626113,0.9961502227825472
0.9222222222222223,0.24373868681029498,0.940591452551993,2.0723235167915956e-18,0.9964706244901174,0.043240314956269,0.9971241538793064
0.9277777777777777,0.22640642753581366,0.9487401295704704,1.819555011648193e-18,0.9973724256835476,0.04020642175814228,0.9979043699850094
0.9333333333333332,0.20905692653530736,0.9562952014676112,1.0774427883265774e-18,0.9980898905852433,0.03716040837911311,0.9985175881155218
0.9388888888888889,0.19169150504044816,0.9632543668953278,1.4967985850996093e-18,0.998649758447737,0.034103193485477835,0.998988693962655
0.9444444444444444,0.17431148549531672,0.969615506024416,8.510507677427399e-19,0.9990767825258475,0.031035699013815095,0.9993407080934985
0.95,0.15691819145569,0.9753766811902754,2.5954813159971885e-18,0.9993936921707941,0.02795884990137457,0.9995947547390023
0.9555555555555555,0.1395129474882509,0.9805361374831405,3.5029319407413445e-19,0.9996211580559247,0.024873573815707893,0.9997700332004582
0.961111111111111,0.12209707906971426,0.985092303282644,3.3426510598410122e-19,0.9997777605785838,0.021780800883607204,0.9998837919000647
0.9666666666666667,0.10467191248588793,0.9890437907365466,2.9163427594034723e-19,0.9998799614785753,0.01868146341942316,0.9999513050992923
0.9722222222222222,0.08723877473067201,0.9923893961834911,5.804975788577406e-19,0.9999420787095484,0.015576495652829756,0.9999858523062511
0.9777777777777777,0.06979899340500216,0.9951281005196485,2.497483071710266e-19,0.9999762645954534,0.01246683345610528,0.9999987003908266
0.9833333333333333,0.05235389661574672,0.9972590695091477,5.009236650774995e-20,0.9999924873000445,0.009353414070998807,0.9999990884238087
0.9888888888888889,0.0349048128745672,0.9987816540381914,3.297893295728853e-20,0.9999985156331174,0.006237175835249499,0.9999942152537811
0.9944444444444445,0.017453070996747793,0.9996953903127824,1.2059876624205576e-21,0.9999999072129383,0.0031190579088340143,0.9999892298330312
1.0,1.2246467991473532e-16,1.0,2.3787699648542132e-64,1.0,1.149031804647296e-16,0.9999872243012069
1.0055555555555555,0.01745307099674755,0.9996953903127825,3.5233727410013994e-22,0.9999999072129385,0.0031190579088339688,0.9999892298330313
1.011111111111111,0.03490481287456651,0.9987816540381915,1.619709244454476e-20,0.9999985156331176,0.006237175835249376,0.999994215253782
1.0166666666666666,0.052353896615746034,0.9972590695091478,2.741203007922262e-20,0.9999924873000444,0.009353414070998373,0.9999990884238085
1.0222222222222221,0.06979899340500191,0.9951281005196485,1.6377395234770173e-19,0.9999762645954536,0.012466833456105237,0.9999987003908267
1.0277777777777777,0.08723877473067178,0.9923893961834911,4.2125112103699816e-19,0.9999420787095481,0.015576495652829713,0.9999858523062514
1.0333333333333332,0.10467191248588724,0.9890437907365468,5.626836477820054e-19,0.9998799614785754,0.018681463419423033,0.9999513050992924
1.038888888888889,0.12209707906971357,0.9850923032826441,7.27333988567384e-19,0.9997777605785839,0.021780800883607072,0.9998837919000654
1.0444444444444445,0.13951294748825066,0.9805361374831406,6.977184465267966e-20,0.9996211580559247,0.02487357381570786,0.9997700332004578
1.05,0.15691819145568975,0.9753766811902755,4.950077276809521e-19,0.9993936921707941,0.02795884990137453,0.9995947547390024
1.0555555555555556,0.17431148549531603,0.9696155060244163,8.041731212500227e-19,0.9990767825258481,0.031035699013814987,0.9993407080934992
1.061111111111111,0.19169150504044746,0.9632543668953281,2.9751741298852086e-18,0.9986497584477372,0.034103193485477724,0.9989886939626552
1.0666666666666667,0.20905692653530666,0.9562952014676114,2.7636001915463556e-18,0.9980898905852429,0.03716040837911299,0.998517588115522
1.0722222222222222,0.22640642753581341,0.9487401295704705,2.0500333020734955e-18,0.9973724256835479,0.04020642175814221,0.9979043699850089
1.0777777777777777,0.24373868681029473,0.9405914525519931,7.680817385372726e-18,0.9964706244901174,0.04324031495626897,0.9971241538793061
1.0833333333333333,0.26105238444010276,0.9318516525781368,1.353529106440128e-17,0.995355802743668,0.04626117284626102,0.9961502227825472
1.0888888888888888,0.2783462019201307,0.9225233918766378,8.464280404120978e-18,0.9939973751936984,0.049268084107835064,0.9949540647136135
1.0944444444444446,0.2956188222592213,0.9126095119260709,1.680629193317805e-17,0.9923629025942007,0.05226014149457589,0.9935054116094888
1.1,0.3128689300804616,0.9021130325903072,7.267165293828471e-17,0.9904181416113329,0.055236442099821044,0.9917722806971638
1.1055555555555554,0.330095211721355,0.8910371511986338,3.611069603420001e-16,0.9881270975810903,0.05819608762144277,0.989721018315617
1.111111111111111,0.34729635533386016,0.8793852415718171,1.769527609793233e-15,0.9854520800493113,0.06113818462545796,0.987316346147002
1.1166666666666667,0.3644710509842946,0.8671608529944037,8.163494778485227e-15,0.9823537610228259,0.06406184480839879,0.9845214098137407
1.1222222222222222,0.3816179907530896,0.8543677091335748,3.500125651579985e-14,0.978791235856997,0.06696618525837479,0.9812978297958137
1.1277777777777778,0.39873586883439416,0.8410097069048807,1.4020852453464204e-13,0.9747220867015282,0.06985032871475937,0.9776057546201891
1.1333333333333333,0.41582338163551824,0.8270909152852022,5.280092106199847e-13,0.9701024484230893,0.07271340382643118,0.9734039162718858
1.1388888888888888,0.4328792278762056,0.8126155740733001,1.877687214697429e-12,0.9648870769201208,0.0755545454085048,0.9686496877739058
1.1444444444444446,0.44990210868773006,0.797588092598334,6.332252274251422e-12,0.9590294197420196,0.07837289469747911,0.9632991428808525
1.15,0.46689072771181067,0.7820130483767358,2.032838283649361e-11,0.9524816889219963,0.08116759960474039,0.9573071178287863
1.1555555555555554,0.4838437911993351,0.7658951857178542,6.233542282324506e-11,0.9451949359299224,0.08393781496834886,0.9506272750815371
1.161111111111111,0.5007600081088823,0.7492394142787921,1.8313418327297414e-10,0.937119128648757,0.08668270280304348,0.9432121690114678
1.1666666666666665,0.5176380902050413,0.7320508075688776,5.168691595025825e-10,0.9282032302755088,0.08940143254839673,0.935013313450376
1.1722222222222223,0.5344767521565137,0.7143346014042247,1.4048305149336152e-09,0.9183952800451163,0.09209318131505266,0.9259812510440664
1.1777777777777778,0.5512747116339981,0.6960961923128522,3.685085257683366e-09,0.9076424756732545,0.09475713412898176,0.9160656243418798
1.1833333333333333,0.5680306894078448,0.6773411358908485,9.347706382213565e-09,0.8958912574118003,0.0973924841736865,0.9052152485503516
1.1888888888888889,0.5847434094454733,0.6580751451100835,2.2970277386325535e-08,0.8830873936085588,0.09999843303028774,0.8933781858780055
1.1944444444444444,0.6014115990085462,0.6383040885779836,5.476779052547651e-08,0.8691760676608732,0.10257419091543463,0.8805018213962643
1.2,0.6180339887498947,0.6180339887498951,1.2688429577342798e-07,0.8541019662511683,0.10511897691696422,0.8665329403394095
1.2055555555555555,0.634609312810184,0.5972710200945861,2.860075883324997e-07,0.8378093687518806,0.10763201922727386,0.8514178067648513
1.211111111111111,0.6511363089143128,0.5760215072134445,6.279714875228118e-07,0.8202422376908075,0.11011255537441349,0.8351022434942729
1.2166666666666666,0.6676137184675416,0.5542919229139421,1.3444560841816394e-06,0.8013443101872613,0.11255983245116051,0.817531713259811
1.2222222222222223,0.6840402866513374,0.5320888862379561,2.8092989573689242e-06,0.7810591903489714,0.11497310734333206,0.7986514009998323
1.2277777777777779,0.7004147625189346,0.5094191604455445,5.7338270673011804e-06,0.7593304429158767,0.11735164696224805,0.7784062973319978
1.2333333333333332,0.7167358990906001,0.48628965095478915,1.1439000272100893e-05,0.7361016894743972,0.11969472849926346,0.7567412835385029
1.238888888888889,0.7330024534485944,0.46270740323834125,2.2319279333833e-05,0.711316712008649,0.1220016397641238,0.7336012194627871
1.2444444444444445,0.7492131868318241,0.43867960067730216,4.261089955060836e-05,0.6849195793799302,0.1242716798094384,0.7089310392113259
1.25,0.7653668647301795,0.41421356237309515,7.962574667803898e-05,0.6568548445148926,0.1265041604722307,0.6826758704263124
1.2555555555555555,0.7814622569785472,0.38931674091799506,0.0001456666169449448,0.6270679502494536,0.12869841070441063,0.6547812249057315
1.261111111111111,0.797498137850492,0.36399672012499773,0.0002608853019933753,0.5955062181102564,0.1308537889651375,0.6251933971830367
1.2666666666666666,0.8134732861516001,0.3382612127177169,0.0004573468888540415,0.5621213674093817,0.1329697177325576,0.5938604385216125
1.2722222222222221,0.829386485312478,0.31211805798101466,0.0007844530357010273,0.5268757720891868,0.1350457754100245,0.5607346291462655
1.2777777777777777,0.8452365234813987,0.28557521937307906,0.0013155347332053802,0.4897570778144914,0.13708192820770734,0.5257785840376074
1.2833333333333332,0.8610221936165898,0.25864078209967567,0.0021546821000582007,0.45080947782861674,0.13907907969964273,0.4889794378550135
1.288888888888889,0.876742293578155,0.23132295065131625,0.0034415903307182115,0.4101930396680621,0.1410402804241339,0.45037905756278335
1.2944444444444445,0.8923956262196177,0.20363004630409642,0.005350516806343326,0.368278238977655,0.14297315850783804,0.4101311917963877
1.3,0.9079809994790935,0.17557050458494639,0.008078362056730131,0.3257588668602899,0.1448942599559348,0.36859256033174514
1.3055555555555556,0.9234972264700676,0.14715287270209265,0.011818648376142738,0.2837178765494721,0.14683563296002264,0.3264324164357453
1.311111111111111,0.9389431255717811,0.11838580694149459,0.016724893806207466,0.2435437092783519,0.14885261169408223,0.28469909283279327
1.3166666666666667,0.9543175205192169,0.08927807003005395,0.02287633240604964,0.20664930487364858,0.15102940262960615,0.24474539276850427
1.3222222222222222,0.969619240492674,0.059838528466410024,0.030262387340326446,0.17410453821450625,0.15347752736614706,0.2079629530097843
1.3277777777777777,0.984847120206934,0.030076149820108866,0.038793080581103874,0.14639640835714185,0.15632424147114996,0.17542524012350605
1.3333333333333333,0.9999999999999997,6.661338147750939e-16,0.04832749047226428,0.1234349804746564,0.15969370992734994,0.14764431655252483
