shell_ell,velocity_log_correction,gap_log_correction,velocity_coefficient,gap_coefficient
0.25,0.06250000010135622,0.12499999918909842,0.25000000040542486,0.49999999675639367
0.5,0.12500000026847016,0.24999999785214774,0.2500000005369403,0.4999999957042955
1.0,0.2500000009982749,0.49999999201368023,0.2500000009982749,0.49999999201368023
1.5,0.37500000298209446,0.7499999761430807,0.250000001988063,0.4999999840953871
2.0,0.5000000083746837,0.9999999330023263,0.25000000418734186,0.49999996650116313
