k_over_pi,k_times_a,spin_z,band_index,energy_over_t,edge_weight,bottom_edge_weight,top_edge_weight,visible_in_paper_window
0.0,0.0,-1,0,-2.992302553337656,0.017963949832340478,0.008981974916170237,0.00898197491617024,False
0.0,0.0,-1,1,-2.9692721800526796,0.0669922751900045,0.03349613759500225,0.03349613759500226,False
0.0,0.0,-1,2,-2.9310953030386777,0.13399663115671567,0.06699831557835782,0.06699831557835784,False
0.0,0.0,-1,3,-2.8780844536895116,0.20168196046974532,0.10084098023487266,0.10084098023487266,False
0.0,0.0,-1,4,-2.810681317774572,0.25377925464493073,0.12688962732246536,0.12688962732246536,False
0.0,0.0,-1,5,-2.7294616578872546,0.2798155283168046,0.13990776415840234,0.13990776415840228,False
0.0,0.0,-1,6,-2.635142887040487,0.2779247984924444,0.13896239924622214,0.13896239924622225,False
0.0,0.0,-1,7,-2.5285954788430565,0.25487196458914996,0.12743598229457506,0.12743598229457492,False
0.0,0.0,-1,8,-2.410859996545212,0.2233810853558355,0.11169054267791764,0.11169054267791786,False
0.0,0.0,-1,9,-2.283172399665482,0.19771471367301413,0.09885735683650711,0.09885735683650704,False
0.0,0.0,-1,10,-2.1470015631800328,0.1889567917991537,0.09447839589957689,0.09447839589957682,False
0.0,0.0,-1,11,-2.004104737421277,0.20145389724768226,0.1007269486238411,0.10072694862384117,False
0.0,0.0,-1,12,-1.8566089743783671,0.23139838777242236,0.11569919388621122,0.11569919388621114,False
0.0,0.0,-1,13,-1.7071288054003677,0.267797912028369,0.1338989560141845,0.1338989560141845,False
0.0,0.0,-1,14,-1.5589305092253536,0.29538598985605224,0.1476929949280261,0.14769299492802612,False
0.0,0.0,-1,15,-1.416144809381831,0.29871523768317265,0.14935761884158646,0.14935761884158621,False
0.0,0.0,-1,16,-1.2839978107088956,0.266923971890816,0.13346198594540787,0.13346198594540815,False
0.0,0.0,-1,17,-1.168948983075207,0.1991905670714651,0.0995952835357325,0.09959528353573258,False
0.0,0.0,-1,18,-1.0784827419057352,0.11028859711541356,0.05514429855770682,0.05514429855770673,False
0.0,0.0,-1,19,-1.020190151718323,0.031766485814465534,0.01588324290723275,0.015883242907232784,False
0.0,0.0,-1,20,1.0201901517183218,0.03176648581446519,0.015883242907232593,0.015883242907232593,False
0.0,0.0,-1,21,1.0784827419057348,0.11028859711541228,0.055144298557706126,0.05514429855770616,False
0.0,0.0,-1,22,1.168948983075207,0.19919056707146313,0.09959528353573155,0.09959528353573158,False
0.0,0.0,-1,23,1.2839978107088958,0.26692397189081474,0.13346198594540737,0.1334619859454074,False
0.0,0.0,-1,24,1.4161448093818314,0.2987152376831739,0.14935761884158677,0.14935761884158708,False
0.0,0.0,-1,25,1.5589305092253531,0.2953859898560536,0.14769299492802684,0.14769299492802673,False
0.0,0.0,-1,26,1.7071288054003675,0.26779791202837067,0.13389895601418528,0.1338989560141854,False
0.0,0.0,-1,27,1.8566089743783658,0.23139838777242464,0.11569919388621233,0.1156991938862123,False
0.0,0.0,-1,28,2.0041047374212755,0.2014538972476831,0.1007269486238415,0.10072694862384157,False
0.0,0.0,-1,29,2.1470015631800323,0.18895679179915353,0.09447839589957668,0.09447839589957686,False
0.0,0.0,-1,30,2.283172399665482,0.1977147136730124,0.09885735683650612,0.0988573568365063,False
0.0,0.0,-1,31,2.4108599965452124,0.22338108535583356,0.11169054267791693,0.11169054267791664,False
0.0,0.0,-1,32,2.528595478843056,0.2548719645891533,0.1274359822945763,0.12743598229457698,False
0.0,0.0,-1,33,2.6351428870404847,0.2779247984924473,0.1389623992462238,0.13896239924622347,False
0.0,0.0,-1,34,2.7294616578872546,0.279815528316805,0.13990776415840267,0.13990776415840236,False
0.0,0.0,-1,35,2.8106813177745726,0.25377925464492845,0.12688962732246387,0.12688962732246456,False
0.0,0.0,-1,36,2.8780844536895147,0.20168196046974174,0.10084098023487109,0.10084098023487066,False
0.0,0.0,-1,37,2.9310953030386804,0.1339966311567192,0.06699831557835953,0.06699831557835967,False
0.0,0.0,-1,38,2.9692721800526796,0.06699227519000556,0.0334961375950028,0.033496137595002765,False
0.0,0.0,-1,39,2.992302553337658,0.01796394983233828,0.008981974916169127,0.008981974916169153,False
0.005,0.015707963267948967,-1,0,-2.9922409426277574,0.01796389887364474,0.008983753332332301,0.008980145541312438,False
0.005,0.015707963267948967,-1,1,-2.9692107897047917,0.06699208844918614,0.03350246972829438,0.03348961872089175,False
0.005,0.015707963267948967,-1,2,-2.9310342744383906,0.13399627035390457,0.06700994286292292,0.06698632749098166,False
0.005,0.015707963267948967,-1,3,-2.878023919735692,0.20168144994080045,0.10085617901699417,0.10082527092380629,False
0.005,0.015707963267948967,-1,4,-2.810621399068851,0.25377867796117637,0.1269048115739857,0.1268738663871907,False
0.005,0.015707963267948967,-1,5,-2.7294024584852634,0.2798150037032367,0.13991894715562395,0.13989605654761275,False
0.005,0.015707963267948967,-1,6,-2.6350844896084844,0.27792443711449366,0.13896698938752408,0.1389574477269696,False
0.005,0.015707963267948967,-1,7,-2.5285379390442615,0.2548718222318538,0.12743419786472054,0.12743762436713327,False
0.005,0.015707963267948967,-1,8,-2.4108033364675197,0.22338112355918102,0.11168577764610577,0.11169534591307526,False
0.005,0.015707963267948967,-1,9,-2.2831166001167515,0.1977147889536996,0.09885512523637192,0.09885966371732768,False
0.005,0.015707963267948967,-1,10,-2.1469465547654294,0.18895668900565726,0.09448396460430229,0.09447272440135496,False
0.005,0.015707963267948967,-1,11,-2.004050390581271,0.2014534134613727,0.10074232072393391,0.10071109273743876,False
0.005,0.015707963267948967,-1,12,-1.8565550892165479,0.23139745501633927,0.11572058576995581,0.11567686924638346,False
0.005,0.015707963267948967,-1,13,-1.707075103571599,0.26779671943845085,0.13391618013109977,0.13388053930735105,False
0.005,0.015707963267948967,-1,14,-1.5588766330543413,0.29538503024626495,0.14769206528767376,0.14769296495859116,False
0.005,0.015707963267948967,-1,15,-1.4160903384646153,0.2987151724543883,0.1493271710850209,0.14938800136936742,False
0.005,0.015707963267948967,-1,16,-1.2839423129296776,0.2669252336218961,0.13340217019662237,0.1335230634252737,False
0.005,0.015707963267948967,-1,17,-1.1688921191334731,0.19919282268436667,0.09952391817950393,0.09966890450486274,False
0.005,0.015707963267948967,-1,18,-1.0784244224196822,0.11029064186707807,0.05509073476089815,0.05519990710617992,False
0.005,0.015707963267948967,-1,19,-1.0201306840304336,0.0317672610630082,0.01586482193646403,0.01590243912654417,False
0.005,0.015707963267948967,-1,20,1.0201306840304327,0.031767261063008076,0.015902439126544647,0.015864821936463425,False
0.005,0.015707963267948967,-1,21,1.0784244224196817,0.11029064186707771,0.05519990710617949,0.05509073476089822,False
0.005,0.015707963267948967,-1,22,1.1688921191334731,0.19919282268436747,0.09966890450486268,0.09952391817950479,False
0.005,0.015707963267948967,-1,23,1.2839423129296768,0.2669252336218959,0.13352306342527603,0.13340217019661985,False
0.005,0.015707963267948967,-1,24,1.4160903384646155,0.2987151724543864,0.1493880013693647,0.14932717108502172,False
0.005,0.015707963267948967,-1,25,1.5588766330543418,0.29538503024626495,0.14769296495859072,0.14769206528767426,False
0.005,0.015707963267948967,-1,26,1.7070751035715988,0.2677967194384513,0.13388053930735047,0.13391618013110085,False
0.005,0.015707963267948967,-1,27,1.8565550892165479,0.23139745501633943,0.11567686924638373,0.1157205857699557,False
0.005,0.015707963267948967,-1,28,2.0040503905812703,0.20145341346137266,0.10071109273743833,0.10074232072393433,False
0.005,0.015707963267948967,-1,29,2.146946554765429,0.18895668900565632,0.09447272440135507,0.09448396460430125,False
0.005,0.015707963267948967,-1,30,2.2831166001167515,0.19771478895369893,0.09885966371732895,0.09885512523636997,False
0.005,0.015707963267948967,-1,31,2.41080333646752,0.2233811235591805,0.11169534591307591,0.11168577764610459,False
0.005,0.015707963267948967,-1,32,2.528537939044262,0.2548718222318517,0.1274376243671328,0.12743419786471885,False
0.005,0.015707963267948967,-1,33,2.6350844896084857,0.2779244371144948,0.1389574477269695,0.13896698938752533,False
0.005,0.015707963267948967,-1,34,2.7294024584852625,0.27981500370323964,0.1398960565476155,0.13991894715562417,False
0.005,0.015707963267948967,-1,35,2.8106213990688502,0.2537786779611738,0.12687386638718878,0.12690481157398503,False
0.005,0.015707963267948967,-1,36,2.8780239197356923,0.2016814499407984,0.10082527092380292,0.10085617901699548,False
0.005,0.015707963267948967,-1,37,2.9310342744383906,0.1339962703539072,0.06698632749098304,0.06700994286292418,False
0.005,0.015707963267948967,-1,38,2.969210789704791,0.06699208844918816,0.03348961872089353,0.033502469728294626,False
0.005,0.015707963267948967,-1,39,2.992240942627756,0.01796389887364456,0.008980145541311099,0.008983753332333458,False
0.01,0.031415926535897934,-1,0,-2.9920561143161586,0.017963745990183584,0.008985480771391205,0.00897826521879238,False
0.01,0.031415926535897934,-1,1,-2.96902662251856,0.06699152819849769,0.033508615074837655,0.03348291312366004,False
0.01,0.031415926535897934,-1,2,-2.930851192560709,0.1339951878868136,0.06702120932580954,0.06697397856100407,False
0.01,0.031415926535897934,-1,3,-2.877842321889839,0.2016799182620218,0.10087086738487047,0.10080905087715133,False
0.01,0.031415926535897934,-1,4,-2.8104416470867113,0.25377694779086957,0.12691941948729302,0.12685752830357652,False
0.01,0.031415926535897934,-1,5,-2.7292248645609836,0.27981342973239554,0.13992960612391736,0.13988382360847815,False
0.01,0.031415926535897934,-1,6,-2.634909301768162,0.2779233528628611,0.13897121884854177,0.13895213401431927,False
0.01,0.031415926535897934,-1,7,-2.528365324304468,0.25487139507866424,0.12743227166918428,0.12743912340947997,False
0.01,0.031415926535897934,-1,8,-2.4106333611175548,0.22338123813771407,0.11168105113996674,0.11170018699774734,False
0.01,0.031415926535897934,-1,9,-2.2829492066028436,0.19771501480220774,0.09885296907908775,0.09886204572311999,False
0.01,0.031415926535897934,-1,10,-2.146781534919905,0.18895638062037912,0.09448943106721841,0.0944669495531607,False
0.01,0.031415926535897934,-1,11,-2.0038873557316994,0.20145196199894583,0.10075721090683973,0.10069475109210609,False
0.01,0.031415926535897934,-1,12,-1.856393439661444,0.23139465644376556,0.11574104890305346,0.11565360754071209,False
0.01,0.031415926535897934,-1,13,-1.7069140042331004,0.2677931411088209,0.13393221752043044,0.13386092358839047,False
0.01,0.031415926535897934,-1,14,-1.5587150108179912,0.2953821506944533,0.14769018118192342,0.14769196951252986,False
0.01,0.031415926535897934,-1,15,-1.415926931967214,0.29871497621146126,0.14929665729459854,0.14941831891686272,False
0.01,0.031415926535897934,-1,16,-1.283775825605412,0.2669290189129921,0.13334360391771993,0.13358541499527216,False
0.01,0.031415926535897934,-1,17,-1.1687215328313483,0.19919959049863936,0.09945478514124909,0.09974480535739028,False
0.01,0.031415926535897934,-1,18,-1.0782494688212299,0.11029677738912988,0.055039192727766126,0.05525758466136375,False
0.01,0.031415926535897934,-1,19,-1.0199522852212777,0.03176958737918499,0.01584716693596321,0.01592242044322178,False
0.01,0.031415926535897934,-1,20,1.0199522852212768,0.03176958737918417,0.015922420443222222,0.01584716693596195,False
0.01,0.031415926535897934,-1,21,1.0782494688212299,0.11029677738912869,0.05525758466136152,0.05503919272776716,False
0.01,0.031415926535897934,-1,22,1.1687215328313487,0.199199590498639,0.09974480535739151,0.09945478514124748,False
0.01,0.031415926535897934,-1,23,1.2837758256054126,0.26692901891299203,0.13358541499527374,0.13334360391771832,False
0.01,0.031415926535897934,-1,24,1.4159269319672156,0.2987149762114629,0.1494183189168626,0.14929665729460034,False
0.01,0.031415926535897934,-1,25,1.5587150108179917,0.29538215069445445,0.14769196951252994,0.1476901811819245,False
0.01,0.031415926535897934,-1,26,1.706914004233102,0.26779314110882024,0.1338609235883899,0.13393221752043033,False
0.01,0.031415926535897934,-1,27,1.8563934396614452,0.23139465644376653,0.11565360754071335,0.11574104890305317,False
0.01,0.031415926535897934,-1,28,2.0038873557316994,0.20145196199894627,0.10069475109210604,0.10075721090684023,False
0.01,0.031415926535897934,-1,29,2.146781534919906,0.18895638062037856,0.0944669495531584,0.09448943106722016,False
0.01,0.031415926535897934,-1,30,2.282949206602844,0.19771501480220766,0.09886204572312113,0.09885296907908653,False
0.01,0.031415926535897934,-1,31,2.4106333611175548,0.22338123813771488,0.11170018699774728,0.1116810511399676,False
0.01,0.031415926535897934,-1,32,2.528365324304468,0.25487139507866485,0.12743912340948035,0.12743227166918453,False
0.01,0.031415926535897934,-1,33,2.6349093017681624,0.27792335286286246,0.13895213401431988,0.13897121884854258,False
0.01,0.031415926535897934,-1,34,2.729224864560983,0.279813429732396,0.1398838236084758,0.13992960612392022,False
0.01,0.031415926535897934,-1,35,2.8104416470867113,0.2537769477908664,0.12685752830357752,0.12691941948728888,False
0.01,0.031415926535897934,-1,36,2.8778423218898395,0.20167991826202133,0.10080905087715183,0.1008708673848695,False
0.01,0.031415926535897934,-1,37,2.9308511925607084,0.13399518788681514,0.06697397856100266,0.06702120932581246,False
0.01,0.031415926535897934,-1,38,2.9690266225185598,0.06699152819849763,0.033482913123661626,0.033508615074836004,False
0.01,0.031415926535897934,-1,39,2.9920561143161577,0.017963745990183508,0.008978265218790644,0.008985480771392863,False
0.015000000000000001,0.0471238898038469,-1,0,-2.9917480798569875,0.017963491159823812,0.008987157207525739,0.008976333952298073,False
0.015000000000000001,0.0471238898038469,-1,1,-2.96871969006613,0.06699059435321242,0.03351457356032808,0.033476020792884344,False
0.015000000000000001,0.0471238898038469,-1,2,-2.930546069175053,0.13399338357944263,0.06703211488928483,0.06696126869015778,False
0.015000000000000001,0.0471238898038469,-1,3,-2.8775396721987123,0.20167736515754517,0.1008850453609934,0.10079231979655177,False
0.015000000000000001,0.0471238898038469,-1,4,-2.810142074233231,0.2537740637768315,0.1269334512886494,0.12684061248818207,False
0.015000000000000001,0.0471238898038469,-1,5,-2.728928888959587,0.27981080601378905,0.13993974151772573,0.13987106449606335,False
0.015000000000000001,0.0471238898038469,-1,6,-2.634617336886756,0.2779215453841312,0.13897508820929916,0.13894645717483206,False
0.015000000000000001,0.0471238898038469,-1,7,-2.5280776485937615,0.25487068288563863,0.1274302042185817,0.1274404786670569,False
