k_over_pi,k_times_a,spin_z,band_index,energy_over_t,edge_weight,bottom_edge_weight,top_edge_weight,visible_in_paper_window
0.015000000000000001,0.0471238898038469,-1,8,-2.4103500851451307,0.22338142899690022,0.11167636345063381,0.11170506554626643,False
0.015000000000000001,0.0471238898038469,-1,9,-2.2826702345212997,0.19771539123788584,0.09885088853342884,0.09886450270445701,False
0.015000000000000001,0.0471238898038469,-1,10,-2.146506519839225,0.18895586662896427,0.09449479583525236,0.09446107079371191,False
0.015000000000000001,0.0471238898038469,-1,11,-2.003615649885087,0.20144954254988107,0.10077162093848868,0.10067792161139238,False
0.015000000000000001,0.0471238898038469,-1,12,-1.856124043505607,0.2313899911415675,0.11576058698815432,0.11562940415341319,False
0.015000000000000001,0.0471238898038469,-1,13,-1.7066455258301452,0.2677871753594002,0.1339470734885366,0.1338401018708636,False
0.015000000000000001,0.0471238898038469,-1,14,-1.5584456613485649,0.2953773490323778,0.14768734703888367,0.14769000199349408,False
0.015000000000000001,0.0471238898038469,-1,15,-1.415654608654837,0.2987146472835623,0.1492660761134631,0.1494485711700992,False
0.015000000000000001,0.0471238898038469,-1,16,-1.2834983667788316,0.2669353280570669,0.1332862749404251,0.13364905311664174,False
0.015000000000000001,0.0471238898038469,-1,17,-1.1684372407403762,0.1992108734417562,0.09938786208006306,0.09982301136169314,False
0.015000000000000001,0.0471238898038469,-1,18,-1.0779578956912022,0.11030700748457146,0.05498965070838022,0.05531735677619125,False
0.015000000000000001,0.0471238898038469,-1,19,-1.0196549680553944,0.03177346647565234,0.015830269184205978,0.01594319729144636,False
0.015000000000000001,0.0471238898038469,-1,20,1.019654968055394,0.03177346647565217,0.015943197291447164,0.015830269184205006,False
0.015000000000000001,0.0471238898038469,-1,21,1.077957895691202,0.11030700748457073,0.05531735677619165,0.05498965070837908,False
0.015000000000000001,0.0471238898038469,-1,22,1.1684372407403765,0.19921087344175564,0.09982301136169168,0.09938786208006398,False
0.015000000000000001,0.0471238898038469,-1,23,1.283498366778832,0.26693532805706754,0.13364905311664182,0.1332862749404257,False
0.015000000000000001,0.0471238898038469,-1,24,1.4156546086548376,0.2987146472835646,0.1494485711700998,0.14926607611346482,False
0.015000000000000001,0.0471238898038469,-1,25,1.5584456613485647,0.29537734903237883,0.14769000199349452,0.1476873470388843,False
0.015000000000000001,0.0471238898038469,-1,26,1.7066455258301456,0.26778717535939867,0.13384010187086262,0.13394707348853604,False
0.015000000000000001,0.0471238898038469,-1,27,1.856124043505608,0.23138999114156725,0.11562940415341294,0.11576058698815431,False
0.015000000000000001,0.0471238898038469,-1,28,2.003615649885087,0.20144954254988057,0.10067792161139248,0.10077162093848807,False
0.015000000000000001,0.0471238898038469,-1,29,2.146506519839226,0.18895586662896413,0.09446107079371122,0.09449479583525291,False
0.015000000000000001,0.0471238898038469,-1,30,2.2826702345212997,0.1977153912378884,0.09886450270445844,0.09885088853342996,False
0.015000000000000001,0.0471238898038469,-1,31,2.4103500851451294,0.22338142899690114,0.11170506554626633,0.11167636345063481,False
0.015000000000000001,0.0471238898038469,-1,32,2.5280776485937606,0.2548706828856366,0.1274404786670564,0.12743020421858017,False
0.015000000000000001,0.0471238898038469,-1,33,2.634617336886755,0.27792154538412983,0.13894645717483545,0.13897508820929436,False
0.015000000000000001,0.0471238898038469,-1,34,2.728928888959586,0.2798108060137872,0.13987106449606224,0.13993974151772498,False
0.015000000000000001,0.0471238898038469,-1,35,2.810142074233231,0.25377406377682893,0.1268406124881786,0.12693345128865033,False
0.015000000000000001,0.0471238898038469,-1,36,2.8775396721987123,0.20167736515754503,0.1007923197965502,0.10088504536099481,False
0.015000000000000001,0.0471238898038469,-1,37,2.930546069175053,0.13399338357944474,0.06696126869016303,0.0670321148892817,False
0.015000000000000001,0.0471238898038469,-1,38,2.9687196900661297,0.06699059435321325,0.033476020792884684,0.03351457356032857,False
0.015000000000000001,0.0471238898038469,-1,39,2.9917480798569875,0.017963491159823264,0.008976333952296151,0.008987157207527111,False
0.02,0.06283185307179587,-1,0,-2.991316858339875,0.017963134345665245,0.008988782607458314,0.008974351738206933,False
0.02,0.06283185307179587,-1,1,-2.9682900116338904,0.06698928677209563,0.0335203450819805,0.033468941690115134,False
0.02,0.06283185307179587,-1,2,-2.9301189238967265,0.1339908571383991,0.06704265941647636,0.06694819772192273,False
0.02,0.06283185307179587,-1,3,-2.8771159907400063,0.2016737901674733,0.10089871287534499,0.10077507729212831,False
0.02,0.06283185307179587,-1,4,-2.8097227011835253,0.2537700253235774,0.1269469070848202,0.12682311823875722,False
0.02,0.06283185307179587,-1,5,-2.72851455308996,0.2798071318963653,0.13994935366114544,0.13985777823521986,False
0.02,0.06283185307179587,-1,6,-2.634208617243613,0.27791901408903186,0.13897859793221806,0.13894041615681377,False
0.02,0.06283185307179587,-1,7,-2.5276749351966794,0.2548696852459757,0.12742799594272725,0.12744168930324845,False
0.02,0.06283185307179587,-1,8,-2.4099535329681876,0.22338169597904697,0.11167171483829667,0.1117099811407503,False
0.02,0.06283185307179587,-1,9,-2.2822797095369154,0.1977159182929792,0.09884888377493979,0.09886703451803941,False
0.02,0.06283185307179587,-1,10,-2.1461215365193342,0.18895514700756202,0.09450005945061743,0.0944550875569446,False
0.02,0.06283185307179587,-1,11,-2.003235301399558,0.20144615459661483,0.1007855524819316,0.10066060211468322,False
0.02,0.06283185307179587,-1,12,-1.855746930408271,0.23138345758733078,0.1157792034265244,0.11560425416080639,False
0.02,0.06283185307179587,-1,13,-1.7062696991110116,0.2677788193884857,0.13396075278921926,0.13381806659926643,False
0.02,0.06283185307179587,-1,14,-1.5580686160404986,0.2953706216433487,0.14768356657566326,0.14768705506768542,False
0.02,0.06283185307179587,-1,15,-1.415273399811112,0.2987141828822696,0.14923542563668102,0.14947875724558857,False
0.02,0.06283185307179587,-1,16,-1.2831099665297254,0.26694416154033984,0.13323017118384772,0.13371399035649212,False
0.02,0.06283185307179587,-1,17,-1.1680392704875306,0.1992266763954223,0.09932312758826585,0.09990354880715643,False
0.02,0.06283185307179587,-1,18,-1.0775497273366739,0.11032133849782182,0.054942088163602604,0.05537925033421921,False
0.02,0.06283185307179587,-1,19,-1.0192387538103842,0.03177890121019495,0.015814120503583853,0.015964780706611097,False
0.02,0.06283185307179587,-1,20,1.0192387538103838,0.03177890121019492,0.01596478070661118,0.01581412050358374,False
0.02,0.06283185307179587,-1,21,1.0775497273366739,0.11032133849782286,0.05537925033421917,0.05494208816360368,False
0.02,0.06283185307179587,-1,22,1.1680392704875295,0.1992266763954227,0.09990354880715596,0.09932312758826675,False
0.02,0.06283185307179587,-1,23,1.283109966529725,0.2669441615403395,0.1337139903564911,0.13323017118384842,False
0.02,0.06283185307179587,-1,24,1.4152733998111118,0.2987141828822705,0.14947875724558993,0.14923542563668052,False
0.02,0.06283185307179587,-1,25,1.5580686160404982,0.2953706216433494,0.14768705506768492,0.14768356657566442,False
0.02,0.06283185307179587,-1,26,1.7062696991110116,0.2677788193884848,0.13381806659926718,0.1339607527892176,False
0.02,0.06283185307179587,-1,27,1.855746930408271,0.23138345758732992,0.11560425416080679,0.11577920342652315,False
0.02,0.06283185307179587,-1,28,2.003235301399558,0.2014461545966146,0.10066060211468217,0.10078555248193244,False
0.02,0.06283185307179587,-1,29,2.146121536519334,0.1889551470075614,0.09445508755694529,0.09450005945061613,False
0.02,0.06283185307179587,-1,30,2.2822797095369154,0.19771591829297844,0.0988670345180404,0.09884888377493804,False
0.02,0.06283185307179587,-1,31,2.409953532968187,0.22338169597904667,0.11170998114074986,0.11167171483829683,False
0.02,0.06283185307179587,-1,32,2.5276749351966794,0.25486968524597714,0.1274416893032458,0.12742799594273135,False
0.02,0.06283185307179587,-1,33,2.6342086172436128,0.27791901408903397,0.1389404161568148,0.13897859793221917,False
0.02,0.06283185307179587,-1,34,2.7285145530899597,0.2798071318963639,0.13985777823522172,0.1399493536611422,False
0.02,0.06283185307179587,-1,35,2.809722701183526,0.2537700253235755,0.12682311823875503,0.12694690708482048,False
0.02,0.06283185307179587,-1,36,2.8771159907400077,0.20167379016747544,0.100775077292129,0.10089871287534645,False
0.02,0.06283185307179587,-1,37,2.9301189238967265,0.13399085713840048,0.06694819772192453,0.06704265941647594,False
0.02,0.06283185307179587,-1,38,2.968290011633891,0.06698928677209329,0.03346894169011483,0.03352034508197845,False
0.02,0.06283185307179587,-1,39,2.991316858339877,0.017963134345663958,0.008974351738206736,0.008988782607457222,False
0.025,0.07853981633974483,-1,0,-2.990762476489055,0.017962675496036185,0.008990356930427266,0.008972318565608919,False
0.025,0.07853981633974483,-1,1,-2.967737614221688,0.0669876052573503,0.03352592950835171,0.03346167574899859,False
0.025,0.07853981633974483,-1,2,-2.9295697841862984,0.13398760815277277,0.0670528427111359,0.06693476544163689,False
0.025,0.07853981633974483,-1,3,-2.8765713056219933,0.20166919264768887,0.10091186976505437,0.1007573228826345,False
0.025,0.07853981633974483,-1,4,-2.809183556882722,0.2537648315970613,0.12695978686271236,0.12680504473434895,False
0.025,0.07853981633974483,-1,5,-2.727981886925109,0.2798024064681836,0.13995844274773372,0.13984396372044988,False
0.025,0.07853981633974483,-1,6,-2.6336831740311357,0.27791575815206965,0.13898174836214217,0.13893400978992748,False
0.025,0.07853981633974483,-1,7,-2.5271572167138,0.25486840158970775,0.12742564719081897,0.12744275439888877,False
0.025,0.07853981633974483,-1,8,-2.409443738775189,0.2233820388630989,0.11166710553241604,0.11171493333068286,False
0.025,0.07853981633974483,-1,9,-2.281777667585093,0.19771659601258612,0.09884695498606978,0.09886964102651635,False
0.025,0.07853981633974483,-1,10,-2.145626622760862,0.18895422172292087,0.0945052224508814,0.09444899927203945,False
0.025,0.07853981633974483,-1,11,-2.0027463499847182,0.20144179741448076,0.10079900709762966,0.1006427903168511,False
0.025,0.07853981633974483,-1,12,-1.8552621419028243,0.23137505364856256,0.11579690131926143,0.11557815232930113,False
0.025,0.07853981633974483,-1,13,-1.7057865671362167,0.2677680692704182,0.13397325962668874,0.13379480964372942,False
0.025,0.07853981633974483,-1,14,-1.5575839188614147,0.29536196345780585,0.14767884280281218,0.14768312065499367,False
0.025,0.07853981633974483,-1,15,-1.414783349250505,0.2987135790959922,0.14920470341385744,0.14950887568213478,False
0.025,0.07853981633974483,-1,16,-1.282610666987787,0.2669555200391923,0.13317528064829937,0.13378023939089298,False
0.025,0.07853981633974483,-1,17,-1.1675276607668073,0.19924700619944619,0.09926056117130523,0.09998644502814094,False
0.025,0.07853981633974483,-1,18,-1.0770249977995168,0.11033977932385654,0.05489648573953535,0.055443293584321186,False
0.025,0.07853981633974483,-1,19,-1.018703672281944,0.031785895590770046,0.01579871324850195,0.015987182342268095,False
0.025,0.07853981633974483,-1,20,1.018703672281944,0.03178589559077033,0.015987182342268078,0.015798713248502252,False
0.025,0.07853981633974483,-1,21,1.0770249977995163,0.11033977932385611,0.05544329358432152,0.05489648573953459,False
0.025,0.07853981633974483,-1,22,1.1675276607668073,0.1992470061994434,0.09998644502814023,0.09926056117130318,False
0.025,0.07853981633974483,-1,23,1.2826106669877884,0.26695552003919176,0.13378023939089223,0.13317528064829953,False
0.025,0.07853981633974483,-1,24,1.4147833492505046,0.2987135790959927,0.14950887568213703,0.14920470341385572,False
0.025,0.07853981633974483,-1,25,1.5575839188614151,0.2953619634578051,0.147683120654993,0.14767884280281207,False
0.025,0.07853981633974483,-1,26,1.7057865671362171,0.2677680692704193,0.13379480964372858,0.1339732596266907,False
0.025,0.07853981633974483,-1,27,1.8552621419028248,0.23137505364856403,0.1155781523293015,0.11579690131926254,False
0.025,0.07853981633974483,-1,28,2.0027463499847187,0.2014417974144822,0.10064279031685057,0.10079900709763165,False
0.025,0.07853981633974483,-1,29,2.1456266227608616,0.18895422172292106,0.0944489992720392,0.09450522245088186,False
0.025,0.07853981633974483,-1,30,2.281777667585093,0.19771659601258565,0.09886964102651775,0.0988469549860679,False
0.025,0.07853981633974483,-1,31,2.4094437387751886,0.22338203886309982,0.11171493333068272,0.1116671055324171,False
0.025,0.07853981633974483,-1,32,2.5271572167137992,0.25486840158970764,0.12744275439888625,0.1274256471908214,False
0.025,0.07853981633974483,-1,33,2.6336831740311353,0.27791575815206787,0.13893400978992695,0.13898174836214092,False
0.025,0.07853981633974483,-1,34,2.7279818869251082,0.2798024064681822,0.13984396372045374,0.1399584427477285,False
0.025,0.07853981633974483,-1,35,2.8091835568827213,0.2537648315970581,0.12680504473434734,0.12695978686271076,False
0.025,0.07853981633974483,-1,36,2.8765713056219933,0.20166919264768896,0.10075732288263181,0.10091186976505714,False
0.025,0.07853981633974483,-1,37,2.9295697841862975,0.13398760815277655,0.06693476544163882,0.06705284271113772,False
0.025,0.07853981633974483,-1,38,2.967737614221687,0.06698760525735165,0.03346167574899856,0.03352592950835308,False
0.025,0.07853981633974483,-1,39,2.990762476489055,0.017962675496036296,0.008972318565608392,0.008990356930427905,False
0.030000000000000002,0.0942477796076938,-1,0,-2.9900849686621314,0.01796211454447383,0.008991880128131334,0.008970234416342496,False
0.030000000000000002,0.0942477796076938,-1,1,-2.967062532541729,0.06698554955456174,0.03353132667921823,0.0334542228753435,False
0.030000000000000002,0.0942477796076938,-1,2,-2.9288986853487535,0.13398363609402006,0.06706266451735386,0.0669209715766662,False
0.030000000000000002,0.0942477796076938,-1,3,-2.8759056529830205,0.20166357176961608,0.10092451577404316,0.10073905599557292,False
0.030000000000000002,0.0942477796076938,-1,4,-2.808524678545928,0.2537584815242876,0.1269720904890086,0.12678639103527903,False
0.030000000000000002,0.0942477796076938,-1,5,-2.7273309290027243,0.27979662855592524,0.13996700884023877,0.13982961971568647,False
