path_index,path_coordinate,segment,grid_size,spin_orbit_t2_over_t,rashba_lambda_over_t,in_plane_zeeman_over_t,staggered_sublattice_mass_over_t,valence_maximum_over_t,conduction_minimum_over_t,minimum_direct_gap_over_t,indirect_gap_over_t
179,2.2375,remove_auxiliary_fields,48,0.0,0.061,0.11437499999999999,0.3,-0.2035407057690229,0.20354070576902283,0.42966093208960343,0.4070814115380457
180,2.25,remove_auxiliary_fields,48,0.0,0.06,0.11249999999999999,0.3,-0.2050804801886292,0.20508048018862926,0.431491073369787,0.41016096037725847
181,2.2625,remove_auxiliary_fields,48,0.0,0.059000000000000004,0.110625,0.3,-0.20663784570794416,0.2066378457079443,0.4333532390586096,0.4132756914158885
182,2.275,remove_auxiliary_fields,48,0.0,0.057999999999999996,0.10875,0.3,-0.20821276137688952,0.20821276137688938,0.43524747121577734,0.41642552275377887
183,2.2875,remove_auxiliary_fields,48,0.0,0.056999999999999995,0.10687499999999998,0.3,-0.20980518405743417,0.20980518405743415,0.4371738089217294,0.4196103681148683
184,2.3,remove_auxiliary_fields,48,0.0,0.055999999999999994,0.105,0.3,-0.21141506845856398,0.21141506845856411,0.4391322883020158,0.4228301369171281
185,2.3125,remove_auxiliary_fields,48,0.0,0.055,0.103125,0.3,-0.21304236717205954,0.2130423671720597,0.44112294255195383,0.42608473434411925
186,2.325,remove_auxiliary_fields,48,0.0,0.054000000000000006,0.10125,0.3,-0.21468703070903722,0.21468703070903722,0.44314580196147746,0.42937406141807444
187,2.3375,remove_auxiliary_fields,48,0.0,0.053,0.09937499999999999,0.3,-0.2163490075372042,0.21634900753720437,0.4452008939401059,0.4326980150744086
188,2.35,remove_auxiliary_fields,48,0.0,0.05199999999999999,0.09749999999999999,0.3,-0.21802824411878338,0.21802824411878335,0.4472882430419609,0.4360564882375667
189,2.3625,remove_auxiliary_fields,48,0.0,0.051,0.09562499999999999,0.3,-0.2197246849490572,0.21972468494905714,0.4494078709907586,0.43944936989811434
190,2.375,remove_auxiliary_fields,48,0.0,0.05,0.09375,0.3,-0.22143827259549104,0.221438272595491,0.451559796704711,0.4428765451909821
191,2.3875,remove_auxiliary_fields,48,0.0,0.049,0.091875,0.3,-0.22316894773738447,0.22316894773738458,0.45374403632127885,0.44633789547476904
192,2.4,remove_auxiliary_fields,48,0.0,0.048,0.09,0.3,-0.22491664920600946,0.2249166492060094,0.45596060322171394,0.44983329841201886
193,2.4125,remove_auxiliary_fields,48,0.0,0.04699999999999999,0.08812499999999998,0.3,-0.2266813140251903,0.22668131402519032,0.45820950805533694,0.45336262805038063
194,2.425,remove_auxiliary_fields,48,0.0,0.046,0.08625,0.3,-0.22846287745228194,0.22846287745228208,0.46049075876350526,0.456925754904564
195,2.4375,remove_auxiliary_fields,48,0.0,0.045,0.08437499999999999,0.3,-0.2302612730195035,0.2302612730195036,0.46280436060322105,0.4605225460390071
196,2.45,remove_auxiliary_fields,48,0.0,0.044000000000000004,0.0825,0.3,-0.2320764325755865,0.2320764325755864,0.4651503161703405,0.46415286515117293
197,2.4625,remove_auxiliary_fields,48,0.0,0.043,0.08062499999999999,0.3,-0.23376431271117395,0.23376431271117393,0.46752862542234785,0.46752862542234785
198,2.475,remove_auxiliary_fields,48,0.0,0.041999999999999996,0.07874999999999999,0.3,-0.23496964285033084,0.23496964285033112,0.46993928570066207,0.46993928570066196
199,2.4875,remove_auxiliary_fields,48,0.0,0.040999999999999995,0.07687499999999999,0.3,-0.2361911458762221,0.2361911458762226,0.47238229175244484,0.4723822917524447
200,2.5,remove_auxiliary_fields,48,0.0,0.04,0.075,0.3,-0.23742881787594738,0.2374288178759475,0.47485763575189494,0.4748576357518949
201,2.5125,remove_auxiliary_fields,48,0.0,0.03899999999999999,0.07312499999999998,0.3,-0.2386826536604991,0.2386826536604993,0.47736530732099836,0.47736530732099836
202,2.525,remove_auxiliary_fields,48,0.0,0.038,0.07125,0.3,-0.2399526467748649,0.23995264677486497,0.4799052935497299,0.4799052935497299
203,2.5375,remove_auxiliary_fields,48,0.0,0.037000000000000005,0.069375,0.3,-0.24123878950784305,0.24123878950784322,0.4824775790156863,0.4824775790156863
204,2.55,remove_auxiliary_fields,48,0.0,0.036,0.06749999999999999,0.3,-0.24254107290157692,0.24254107290157706,0.485082145803154,0.485082145803154
205,2.5625,remove_auxiliary_fields,48,0.0,0.035,0.065625,0.3,-0.2438594867607994,0.2438594867607995,0.4877189735215989,0.4877189735215989
206,2.575,remove_auxiliary_fields,48,0.0,0.033999999999999996,0.06374999999999999,0.3,-0.24519401966179424,0.24519401966179438,0.49038803932358865,0.49038803932358865
207,2.5875,remove_auxiliary_fields,48,0.0,0.033,0.06187499999999999,0.3,-0.24654465896107244,0.24654465896107258,0.49308931792214505,0.49308931792214505
208,2.6,remove_auxiliary_fields,48,0.0,0.031999999999999994,0.059999999999999984,0.3,-0.24791139080377014,0.24791139080377025,0.49582278160754045,0.4958227816075404
209,2.6125,remove_auxiliary_fields,48,0.0,0.030999999999999996,0.05812499999999999,0.3,-0.2492942001317744,0.24929420013177445,0.4985884002635489,0.49858840026354884
210,2.625,remove_auxiliary_fields,48,0.0,0.03,0.056249999999999994,0.3,-0.2506930706915827,0.25069307069158275,0.5013861413831655,0.5013861413831655
211,2.6375,remove_auxiliary_fields,48,0.0,0.028999999999999995,0.054374999999999986,0.3,-0.25210798504190884,0.252107985041909,0.5042159700838179,0.5042159700838178
212,2.65,remove_auxiliary_fields,48,0.0,0.027999999999999997,0.0525,0.3,-0.2535389245610424,0.25353892456104254,0.5070778491220849,0.5070778491220849
213,2.6625,remove_auxiliary_fields,48,0.0,0.026999999999999993,0.05062499999999998,0.3,-0.25498586945397766,0.2549858694539776,0.5099717389079553,0.5099717389079552
214,2.675,remove_auxiliary_fields,48,0.0,0.025999999999999995,0.048749999999999995,0.3,-0.25644879875932136,0.25644879875932136,0.5128975975186427,0.5128975975186427
215,2.6875,remove_auxiliary_fields,48,0.0,0.025,0.046875,0.3,-0.2579276903560008,0.2579276903560006,0.5158553807120014,0.5158553807120014
216,2.7,remove_auxiliary_fields,48,0.0,0.023999999999999994,0.04499999999999999,0.3,-0.25942252096977936,0.2594225209697795,0.5188450419395589,0.5188450419395589
217,2.7125,remove_auxiliary_fields,48,0.0,0.023,0.043125,0.3,-0.26093326617960677,0.26093326617960694,0.5218665323592138,0.5218665323592138
218,2.725,remove_auxiliary_fields,48,0.0,0.021999999999999992,0.04124999999999999,0.3,-0.26245990042381173,0.26245990042381173,0.5249198008476235,0.5249198008476235
219,2.7375,remove_auxiliary_fields,48,0.0,0.020999999999999998,0.03937499999999999,0.3,-0.26400239700616346,0.26400239700616357,0.528004794012327,0.528004794012327
220,2.75,remove_auxiliary_fields,48,0.0,0.02,0.0375,0.3,-0.26556072810181963,0.2655607281018197,0.5311214562036393,0.5311214562036393
221,2.7625,remove_auxiliary_fields,48,0.0,0.018999999999999996,0.03562499999999999,0.3,-0.26713486476317744,0.26713486476317744,0.5342697295263549,0.5342697295263549
222,2.775,remove_auxiliary_fields,48,0.0,0.018,0.033749999999999995,0.3,-0.26872477692565416,0.26872477692565433,0.5374495538513085,0.5374495538513084
223,2.7875,remove_auxiliary_fields,48,0.0,0.016999999999999994,0.03187499999999999,0.3,-0.2703304334134139,0.2703304334134139,0.540660866826828,0.5406608668268278
224,2.8,remove_auxiliary_fields,48,0.0,0.015999999999999997,0.029999999999999992,0.3,-0.2719518019450633,0.2719518019450634,0.5439036038901267,0.5439036038901267
225,2.8125,remove_auxiliary_fields,48,0.0,0.015,0.028124999999999997,0.3,-0.27358884913933934,0.27358884913933934,0.5471776982786787,0.5471776982786787
226,2.825,remove_auxiliary_fields,48,0.0,0.013999999999999995,0.02624999999999999,0.3,-0.2752415405208092,0.27524154052080907,0.5504830810416182,0.5504830810416182
227,2.8375,remove_auxiliary_fields,48,0.0,0.012999999999999998,0.024374999999999997,0.3,-0.2769098405256032,0.27690984052560325,0.5538196810512064,0.5538196810512064
228,2.85,remove_auxiliary_fields,48,0.0,0.011999999999999993,0.022499999999999985,0.3,-0.278593712507208,0.278593712507208,0.557187425014416,0.557187425014416
229,2.8625,remove_auxiliary_fields,48,0.0,0.010999999999999996,0.020624999999999994,0.3,-0.2802931187423324,0.28029311874233254,0.5605862374846651,0.560586237484665
230,2.875,remove_auxiliary_fields,48,0.0,0.01,0.01875,0.3,-0.28200802043687734,0.28200802043687745,0.5640160408737548,0.5640160408737548
231,2.8875,remove_auxiliary_fields,48,0.0,0.008999999999999994,0.01687499999999999,0.3,-0.28373837773202226,0.283738377732022,0.5674767554640443,0.5674767554640443
232,2.9,remove_auxiliary_fields,48,0.0,0.007999999999999998,0.014999999999999996,0.3,-0.2854841497104555,0.28548414971045555,0.5709682994209111,0.5709682994209111
233,2.9125,remove_auxiliary_fields,48,0.0,0.006999999999999993,0.013124999999999986,0.3,-0.28724529440276525,0.2872452944027653,0.5744905888055305,0.5744905888055305
234,2.925,remove_auxiliary_fields,48,0.0,0.005999999999999997,0.011249999999999993,0.3,-0.2890217687940099,0.2890217687940101,0.57804353758802,0.57804353758802
235,2.9375,remove_auxiliary_fields,48,0.0,0.005,0.009375,0.3,-0.29081352883049005,0.2908135288304902,0.5816270576609803,0.5816270576609803
236,2.95,remove_auxiliary_fields,48,0.0,0.003999999999999995,0.007499999999999989,0.3,-0.2926205294267383,0.2926205294267382,0.5852410588534764,0.5852410588534764
237,2.9625,remove_auxiliary_fields,48,0.0,0.0029999999999999983,0.005624999999999996,0.3,-0.29444272447274417,0.29444272447274406,0.5888854489454882,0.5888854489454882
238,2.975,remove_auxiliary_fields,48,0.0,0.001999999999999993,0.0037499999999999864,0.3,-0.29628006684143265,0.29628006684143277,0.5925601336828654,0.5925601336828654
239,2.9875,remove_auxiliary_fields,48,0.0,0.0009999999999999966,0.0018749999999999932,0.3,-0.2981325083964113,0.29813250839641153,0.5962650167928228,0.5962650167928228
240,3.0,remove_auxiliary_fields,48,0.0,0.0,0.0,0.3,-0.3,0.3,0.6,0.6
