flux_over_h_over_e,angular_level,right_down_energy_over_half_gap,left_up_energy_over_half_gap
0.32,-5,-1.470265361880023,1.470265361880023
0.32,-4,-1.156106096521044,1.156106096521044
0.32,-3,-0.8419468311620646,0.8419468311620646
0.32,-2,-0.5277875658030853,0.5277875658030853
0.32,-1,-0.2136283004441059,0.2136283004441059
0.32,0,0.10053096491487339,-0.10053096491487339
0.32,1,0.4146902302738527,-0.4146902302738527
0.32,2,0.728849495632832,-0.728849495632832
0.32,3,1.0430087609918113,-1.0430087609918113
0.32,4,1.3571680263507908,-1.3571680263507908
0.32,5,1.6713272917097701,-1.6713272917097701
0.32,6,1.9854865570687494,-1.9854865570687494
0.32,7,2.2996458224277285,-2.2996458224277285
0.32,8,2.613805087786708,-2.613805087786708
0.33,-8,-2.409601565303371,2.409601565303371
0.33,-7,-2.095442299944392,2.095442299944392
0.33,-6,-1.7812830345854127,1.7812830345854127
0.33,-5,-1.4671237692264334,1.4671237692264334
0.33,-4,-1.152964503867454,1.152964503867454
0.33,-3,-0.8388052385084748,0.8388052385084748
0.33,-2,-0.5246459731494955,0.5246459731494955
0.33,-1,-0.21048670779051612,0.21048670779051612
0.33,0,0.10367255756846318,-0.10367255756846318
0.33,1,0.41783182292744253,-0.41783182292744253
0.33,2,0.7319910882864218,-0.7319910882864218
0.33,3,1.046150353645401,-1.046150353645401
0.33,4,1.3603096190043804,-1.3603096190043804
0.33,5,1.6744688843633597,-1.6744688843633597
0.33,6,1.988628149722339,-1.988628149722339
0.33,7,2.3027874150813186,-2.3027874150813186
0.33,8,2.616946680440298,-2.616946680440298
0.34,-8,-2.4064599726497815,2.4064599726497815
0.34,-7,-2.092300707290802,2.092300707290802
0.34,-6,-1.7781414419318229,1.7781414419318229
0.34,-5,-1.4639821765728436,1.4639821765728436
0.34,-4,-1.1498229112138643,1.1498229112138643
0.34,-3,-0.8356636458548851,0.8356636458548851
0.34,-2,-0.5215043804959056,0.5215043804959056
0.34,-1,-0.20734511513692633,0.20734511513692633
0.34,0,0.10681415022205297,-0.10681415022205297
0.34,1,0.4209734155810323,-0.4209734155810323
0.34,2,0.7351326809400115,-0.7351326809400115
0.34,3,1.049291946298991,-1.049291946298991
0.34,4,1.3634512116579702,-1.3634512116579702
0.34,5,1.6776104770169495,-1.6776104770169495
0.34,6,1.9917697423759289,-1.9917697423759289
0.34,7,2.305929007734908,-2.305929007734908
0.34,8,2.6200882730938875,-2.6200882730938875
0.35000000000000003,-8,-2.403318379996192,2.403318379996192
0.35000000000000003,-7,-2.0891591146372126,2.0891591146372126
0.35000000000000003,-6,-1.7749998492782333,1.7749998492782333
0.35000000000000003,-5,-1.460840583919254,1.460840583919254
0.35000000000000003,-4,-1.1466813185602744,1.1466813185602744
0.35000000000000003,-3,-0.8325220532012951,0.8325220532012951
0.35000000000000003,-2,-0.5183627878423158,0.5183627878423158
0.35000000000000003,-1,-0.20420352248333654,0.20420352248333654
0.35000000000000003,0,0.10995574287564278,-0.10995574287564278
0.35000000000000003,1,0.4241150082346221,-0.4241150082346221
0.35000000000000003,2,0.7382742735936014,-0.7382742735936014
0.35000000000000003,3,1.0524335389525807,-1.0524335389525807
0.35000000000000003,4,1.3665928043115598,-1.3665928043115598
0.35000000000000003,5,1.6807520696705391,-1.6807520696705391
0.35000000000000003,6,1.9949113350295185,-1.9949113350295185
0.35000000000000003,7,2.3090706003884978,-2.3090706003884978
0.35000000000000003,8,2.623229865747477,-2.623229865747477
0.36,-8,-2.400176787342602,2.400176787342602
0.36,-7,-2.0860175219836226,2.0860175219836226
0.36,-6,-1.7718582566246432,1.7718582566246432
0.36,-5,-1.457698991265664,1.457698991265664
0.36,-4,-1.1435397259066846,1.1435397259066846
0.36,-3,-0.8293804605477054,0.8293804605477054
0.36,-2,-0.5152211951887261,0.5152211951887261
0.36,-1,-0.20106192982974677,0.20106192982974677
0.36,0,0.11309733552923255,-0.11309733552923255
0.36,1,0.4272566008882118,-0.4272566008882118
0.36,2,0.7414158662471911,-0.7414158662471911
0.36,3,1.0555751316061706,-1.0555751316061706
0.36,4,1.3697343969651499,-1.3697343969651499
0.36,5,1.6838936623241292,-1.6838936623241292
0.36,6,1.9980529276831085,-1.9980529276831085
0.36,7,2.312212193042088,-2.312212193042088
0.36,8,2.6263714584010667,-2.6263714584010667
0.37,-8,-2.3970351946890123,2.3970351946890123
0.37,-7,-2.082875929330033,2.082875929330033
0.37,-6,-1.7687166639710534,1.7687166639710534
0.37,-5,-1.4545573986120741,1.4545573986120741
0.37,-4,-1.1403981332530948,1.1403981332530948
0.37,-3,-0.8262388678941156,0.8262388678941156
0.37,-2,-0.5120796025351363,0.5120796025351363
0.37,-1,-0.19792033717615698,0.19792033717615698
0.37,0,0.11623892818282235,-0.11623892818282235
0.37,1,0.4303981935418017,-0.4303981935418017
0.37,2,0.744557458900781,-0.744557458900781
0.37,3,1.0587167242597604,-1.0587167242597604
0.37,4,1.3728759896187397,-1.3728759896187397
0.37,5,1.687035254977719,-1.687035254977719
0.37,6,2.001194520336698,-2.001194520336698
0.37,7,2.3153537856956774,-2.3153537856956774
0.37,8,2.6295130510546567,-2.6295130510546567
0.38,-8,-2.3938936020354222,2.3938936020354222
0.38,-7,-2.079734336676443,2.079734336676443
0.38,-6,-1.7655750713174638,1.7655750713174638
0.38,-5,-1.4514158059584845,1.4514158059584845
0.38,-4,-1.1372565405995052,1.1372565405995052
0.38,-3,-0.8230972752405258,0.8230972752405258
0.38,-2,-0.5089380098815465,0.5089380098815465
0.38,-1,-0.19477874452256716,0.19477874452256716
0.38,0,0.11938052083641214,-0.11938052083641214
0.38,1,0.4335397861953914,-0.4335397861953914
0.38,2,0.7476990515543708,-0.7476990515543708
0.38,3,1.06185831691335,-1.06185831691335
0.38,4,1.3760175822723293,-1.3760175822723293
0.38,5,1.6901768476313086,-1.6901768476313086
0.38,6,2.004336112990288,-2.004336112990288
0.38,7,2.3184953783492674,-2.3184953783492674
0.38,8,2.6326546437082468,-2.6326546437082468
0.39,-8,-2.3907520093818326,2.3907520093818326
0.39,-7,-2.0765927440228533,2.0765927440228533
0.39,-6,-1.762433478663874,1.762433478663874
0.39,-5,-1.4482742133048947,1.4482742133048947
0.39,-4,-1.1341149479459154,1.1341149479459154
0.39,-3,-0.819955682586936,0.819955682586936
0.39,-2,-0.5057964172279567,0.5057964172279567
0.39,-1,-0.19163715186897737,0.19163715186897737
0.39,0,0.12252211349000193,-0.12252211349000193
0.39,1,0.4366813788489813,-0.4366813788489813
0.39,2,0.7508406442079606,-0.7508406442079606
0.39,3,1.0649999095669398,-1.0649999095669398
0.39,4,1.379159174925919,-1.379159174925919
0.39,5,1.6933184402848984,-1.6933184402848984
0.39,6,2.0074777056438777,-2.0074777056438777
0.39,7,2.321636971002857,-2.321636971002857
0.39,8,2.635796236361837,-2.635796236361837
0.4,-8,-2.3876104167282426,2.3876104167282426
0.4,-7,-2.0734511513692633,2.0734511513692633
0.4,-6,-1.759291886010284,1.759291886010284
0.4,-5,-1.4451326206513047,1.4451326206513047
0.4,-4,-1.1309733552923256,1.1309733552923256
0.4,-3,-0.8168140899333463,0.8168140899333463
0.4,-2,-0.5026548245743669,0.5026548245743669
0.4,-1,-0.18849555921538758,0.18849555921538758
0.4,0,0.12566370614359174,-0.12566370614359174
0.4,1,0.439822971502571,-0.439822971502571
0.4,2,0.7539822368615503,-0.7539822368615503
0.4,3,1.0681415022205296,-1.0681415022205296
0.4,4,1.3823007675795091,-1.3823007675795091
0.4,5,1.6964600329384885,-1.6964600329384885
0.4,6,2.0106192982974678,-2.0106192982974678
0.4,7,2.324778563656447,-2.324778563656447
0.4,8,2.6389378290154264,-2.6389378290154264
0.41000000000000003,-8,-2.384468824074653,2.384468824074653
0.41000000000000003,-7,-2.0703095587156737,2.0703095587156737
0.41000000000000003,-6,-1.7561502933566944,1.7561502933566944
0.41000000000000003,-5,-1.441991027997715,1.441991027997715
0.41000000000000003,-4,-1.1278317626387357,1.1278317626387357
0.41000000000000003,-3,-0.8136724972797563,0.8136724972797563
0.41000000000000003,-2,-0.49951323192077707,0.49951323192077707
0.41000000000000003,-1,-0.18535396656179778,0.18535396656179778
0.41000000000000003,0,0.12880529879718153,-0.12880529879718153
0.41000000000000003,1,0.44296456415616087,-0.44296456415616087
0.41000000000000003,2,0.7571238295151402,-0.7571238295151402
0.41000000000000003,3,1.0712830948741194,-1.0712830948741194
0.41000000000000003,4,1.3854423602330987,-1.3854423602330987
0.41000000000000003,5,1.699601625592078,-1.699601625592078
0.41000000000000003,6,2.0137608909510574,-2.0137608909510574
0.41000000000000003,7,2.3279201563100367,-2.3279201563100367
0.41000000000000003,8,2.642079421669016,-2.642079421669016
0.42,-8,-2.3813272314210634,2.3813272314210634
0.42,-7,-2.067167966062084,2.067167966062084
0.42,-6,-1.7530087007031045,1.7530087007031045
0.42,-5,-1.4388494353441252,1.4388494353441252
0.42,-4,-1.124690169985146,1.124690169985146
0.42,-3,-0.8105309046261666,0.8105309046261666
0.42,-2,-0.49637163926718736,0.49637163926718736
0.42,-1,-0.18221237390820802,0.18221237390820802
0.42,0,0.13194689145077132,-0.13194689145077132
0.42,1,0.4461061568097506,-0.4461061568097506
0.42,2,0.7602654221687299,-0.7602654221687299
0.42,3,1.0744246875277093,-1.0744246875277093
0.42,4,1.3885839528866886,-1.3885839528866886
0.42,5,1.7027432182456679,-1.7027432182456679
0.42,6,2.016902483604647,-2.016902483604647
0.42,7,2.3310617489636263,-2.3310617489636263
0.42,8,2.6452210143226056,-2.6452210143226056
0.43,-8,-2.3781856387674734,2.3781856387674734
0.43,-7,-2.064026373408494,2.064026373408494
0.43,-6,-1.749867108049515,1.749867108049515
0.43,-5,-1.4357078426905356,1.4357078426905356
0.43,-4,-1.121548577331556,1.121548577331556
0.43,-3,-0.8073893119725768,0.8073893119725768
0.43,-2,-0.49323004661359754,0.49323004661359754
0.43,-1,-0.17907078125461823,0.17907078125461823
0.43,0,0.1350884841043611,-0.1350884841043611
0.43,1,0.4492477494633404,-0.4492477494633404
0.43,2,0.7634070148223198,-0.7634070148223198
0.43,3,1.077566280181299,-1.077566280181299
0.43,4,1.3917255455402782,-1.3917255455402782
0.43,5,1.7058848108992575,-1.7058848108992575
0.43,6,2.020044076258237,-2.020044076258237
0.43,7,2.3342033416172163,-2.3342033416172163
0.43,8,2.6483626069761956,-2.6483626069761956
0.44,-8,-2.3750440461138833,2.3750440461138833
0.44,-7,-2.060884780754904,2.060884780754904
0.44,-6,-1.746725515395925,1.746725515395925
0.44,-5,-1.4325662500369456,1.4325662500369456
0.44,-4,-1.1184069846779663,1.1184069846779663
0.44,-3,-0.8042477193189871,0.8042477193189871
0.44,-2,-0.4900884539600077,0.4900884539600077
0.44,-1,-0.17592918860102844,0.17592918860102844
0.44,0,0.1382300767579509,-0.1382300767579509
0.44,1,0.4523893421169302,-0.4523893421169302
0.44,2,0.7665486074759095,-0.7665486074759095
0.44,3,1.080707872834889,-1.080707872834889
0.44,4,1.3948671381938682,-1.3948671381938682
0.44,5,1.7090264035528475,-1.7090264035528475
0.44,6,2.023185668911827,-2.023185668911827
0.44,7,2.3373449342708064,-2.3373449342708064
0.44,8,2.6515041996297852,-2.6515041996297852
0.45,-8,-2.3719024534602937,2.3719024534602937
0.45,-7,-2.0577431881013144,2.0577431881013144
0.45,-6,-1.743583922742335,1.743583922742335
0.45,-5,-1.4294246573833558,1.4294246573833558
0.45,-4,-1.1152653920243765,1.1152653920243765
0.45,-3,-0.8011061266653972,0.8011061266653972
0.45,-2,-0.48694686130641796,0.48694686130641796
0.45,-1,-0.17278759594743864,0.17278759594743864
0.45,0,0.1413716694115407,-0.1413716694115407
0.45,1,0.45553093477052,-0.45553093477052
0.45,2,0.7696902001294994,-0.7696902001294994
0.45,3,1.0838494654884787,-1.0838494654884787
0.45,4,1.398008730847458,-1.398008730847458
0.45,5,1.7121679962064373,-1.7121679962064373
0.45,6,2.0263272615654166,-2.0263272615654166
0.45,7,2.340486526924396,-2.340486526924396
0.45,8,2.654645792283375,-2.654645792283375
0.46,-8,-2.368760860806704,2.368760860806704
0.46,-7,-2.054601595447725,2.054601595447725
0.46,-6,-1.7404423300887455,1.7404423300887455
0.46,-5,-1.4262830647297662,1.4262830647297662
0.46,-4,-1.1121237993707869,1.1121237993707869
0.46,-3,-0.7979645340118074,0.7979645340118074
0.46,-2,-0.48380526865282814,0.48380526865282814
0.46,-1,-0.16964600329384885,0.16964600329384885
0.46,0,0.1445132620651305,-0.1445132620651305
0.46,1,0.4586725274241098,-0.4586725274241098
0.46,2,0.7728317927830891,-0.7728317927830891
0.46,3,1.0869910581420683,-1.0869910581420683
0.46,4,1.4011503235010476,-1.4011503235010476
0.46,5,1.715309588860027,-1.715309588860027
0.46,6,2.0294688542190062,-2.0294688542190062
0.46,7,2.3436281195779856,-2.3436281195779856
0.46,8,2.6577873849369653,-2.6577873849369653
0.47000000000000003,-8,-2.365619268153114,2.365619268153114
0.47000000000000003,-7,-2.0514600027941348,2.0514600027941348
0.47000000000000003,-6,-1.7373007374351557,1.7373007374351557
0.47000000000000003,-5,-1.4231414720761764,1.4231414720761764
0.47000000000000003,-4,-1.1089822067171968,1.1089822067171968
0.47000000000000003,-3,-0.7948229413582176,0.7948229413582176
0.47000000000000003,-2,-0.48066367599923837,0.48066367599923837
0.47000000000000003,-1,-0.16650441064025903,0.16650441064025903
0.47000000000000003,0,0.14765485471872028,-0.14765485471872028
0.47000000000000003,1,0.46181412007769956,-0.46181412007769956
0.47000000000000003,2,0.7759733854366789,-0.7759733854366789
0.47000000000000003,3,1.0901326507956584,-1.0901326507956584
0.47000000000000003,4,1.4042919161546374,-1.4042919161546374
0.47000000000000003,5,1.7184511815136168,-1.7184511815136168
0.47000000000000003,6,2.0326104468725963,-2.0326104468725963
0.47000000000000003,7,2.3467697122315756,-2.3467697122315756
0.47000000000000003,8,2.660928977590555,-2.660928977590555
0.48,-8,-2.3624776754995245,2.3624776754995245
0.48,-7,-2.048318410140545,2.048318410140545
0.48,-6,-1.7341591447815656,1.7341591447815656
0.48,-5,-1.4199998794225863,1.4199998794225863
0.48,-4,-1.1058406140636072,1.1058406140636072
0.48,-3,-0.7916813487046279,0.7916813487046279
0.48,-2,-0.47752208334564855,0.47752208334564855
0.48,-1,-0.16336281798666924,0.16336281798666924
0.48,0,0.15079644737231007,-0.15079644737231007
0.48,1,0.4649557127312894,-0.4649557127312894
0.48,2,0.7791149780902686,-0.7791149780902686
0.48,3,1.093274243449248,-1.093274243449248
0.48,4,1.4074335088082275,-1.4074335088082275
0.48,5,1.7215927741672068,-1.7215927741672068
0.48,6,2.035752039526186,-2.035752039526186
0.48,7,2.349911304885165,-2.349911304885165
0.48,8,2.6640705702441445,-2.6640705702441445
0.49,-8,-2.3593360828459344,2.3593360828459344
0.49,-7,-2.045176817486955,2.045176817486955
0.49,-6,-1.731017552127976,1.731017552127976
0.49,-5,-1.4168582867689967,1.4168582867689967
0.49,-4,-1.1026990214100174,1.1026990214100174
0.49,-3,-0.788539756051038,0.788539756051038
0.49,-2,-0.4743804906920588,0.4743804906920588
0.49,-1,-0.16022122533307945,0.16022122533307945
0.49,0,0.15393804002589986,-0.15393804002589986
0.49,1,0.46809730538487915,-0.46809730538487915
0.49,2,0.7822565707438586,-0.7822565707438586
0.49,3,1.0964158361028378,-1.0964158361028378
0.49,4,1.410575101461817,-1.410575101461817
0.49,5,1.7247343668207964,-1.7247343668207964
0.49,6,2.038893632179776,-2.038893632179776
0.49,7,2.3530528975387552,-2.3530528975387552
0.49,8,2.6672121628977346,-2.6672121628977346
0.5,-8,-2.356194490192345,2.356194490192345
0.5,-7,-2.0420352248333655,2.0420352248333655
0.5,-6,-1.7278759594743862,1.7278759594743862
0.5,-5,-1.413716694115407,1.413716694115407
0.5,-4,-1.0995574287564276,1.0995574287564276
0.5,-3,-0.7853981633974483,0.7853981633974483
0.5,-2,-0.47123889803846897,0.47123889803846897
0.5,-1,-0.15707963267948966,0.15707963267948966
0.5,0,0.15707963267948966,-0.15707963267948966
0.5,1,0.47123889803846897,-0.47123889803846897
0.5,2,0.7853981633974483,-0.7853981633974483
0.5,3,1.0995574287564276,-1.0995574287564276
0.5,4,1.413716694115407,-1.413716694115407
0.5,5,1.7278759594743862,-1.7278759594743862
0.5,6,2.0420352248333655,-2.0420352248333655
0.5,7,2.356194490192345,-2.356194490192345
0.5,8,2.670353755551324,-2.670353755551324
0.51,-8,-2.3530528975387552,2.3530528975387552
0.51,-7,-2.038893632179776,2.038893632179776
0.51,-6,-1.7247343668207964,1.7247343668207964
0.51,-5,-1.410575101461817,1.410575101461817
0.51,-4,-1.0964158361028378,1.0964158361028378
0.51,-3,-0.7822565707438586,0.7822565707438586
0.51,-2,-0.46809730538487915,0.46809730538487915
0.51,-1,-0.15393804002589986,0.15393804002589986
0.51,0,0.16022122533307945,-0.16022122533307945
0.51,1,0.4743804906920588,-0.4743804906920588
0.51,2,0.788539756051038,-0.788539756051038
0.51,3,1.1026990214100174,-1.1026990214100174
0.51,4,1.4168582867689967,-1.4168582867689967
0.51,5,1.731017552127976,-1.731017552127976
0.51,6,2.045176817486955,-2.045176817486955
0.51,7,2.3593360828459344,-2.3593360828459344
0.51,8,2.6734953482049137,-2.6734953482049137
0.52,-8,-2.349911304885165,2.349911304885165
0.52,-7,-2.035752039526186,2.035752039526186
0.52,-6,-1.7215927741672068,1.7215927741672068
0.52,-5,-1.4074335088082275,1.4074335088082275
0.52,-4,-1.093274243449248,1.093274243449248
0.52,-3,-0.7791149780902686,0.7791149780902686
0.52,-2,-0.4649557127312894,0.4649557127312894
0.52,-1,-0.15079644737231007,0.15079644737231007
0.52,0,0.16336281798666924,-0.16336281798666924
0.52,1,0.47752208334564855,-0.47752208334564855
0.52,2,0.7916813487046279,-0.7916813487046279
0.52,3,1.1058406140636072,-1.1058406140636072
0.52,4,1.4199998794225863,-1.4199998794225863
0.52,5,1.7341591447815656,-1.7341591447815656
0.52,6,2.048318410140545,-2.048318410140545
0.52,7,2.3624776754995245,-2.3624776754995245
0.52,8,2.676636940858504,-2.676636940858504
0.53,-8,-2.3467697122315756,2.3467697122315756
0.53,-7,-2.0326104468725963,2.0326104468725963
0.53,-6,-1.7184511815136168,1.7184511815136168
0.53,-5,-1.4042919161546374,1.4042919161546374
0.53,-4,-1.0901326507956581,1.0901326507956581
0.53,-3,-0.7759733854366788,0.7759733854366788
0.53,-2,-0.46181412007769956,0.46181412007769956
0.53,-1,-0.14765485471872028,0.14765485471872028
0.53,0,0.16650441064025903,-0.16650441064025903
0.53,1,0.48066367599923837,-0.48066367599923837
0.53,2,0.7948229413582177,-0.7948229413582177
0.53,3,1.108982206717197,-1.108982206717197
0.53,4,1.4231414720761764,-1.4231414720761764
0.53,5,1.7373007374351557,-1.7373007374351557
0.53,6,2.0514600027941348,-2.0514600027941348
0.53,7,2.365619268153114,-2.365619268153114
0.53,8,2.6797785335120934,-2.6797785335120934
0.54,-8,-2.3436281195779856,2.3436281195779856
0.54,-7,-2.0294688542190062,2.0294688542190062
0.54,-6,-1.715309588860027,1.715309588860027
0.54,-5,-1.4011503235010476,1.4011503235010476
0.54,-4,-1.0869910581420683,1.0869910581420683
0.54,-3,-0.7728317927830891,0.7728317927830891
0.54,-2,-0.4586725274241098,0.4586725274241098
0.54,-1,-0.14451326206513046,0.14451326206513046
0.54,0,0.16964600329384885,-0.16964600329384885
0.54,1,0.48380526865282814,-0.48380526865282814
0.54,2,0.7979645340118074,-0.7979645340118074
0.54,3,1.1121237993707869,-1.1121237993707869
0.54,4,1.4262830647297662,-1.4262830647297662
0.54,5,1.7404423300887455,-1.7404423300887455
0.54,6,2.054601595447725,-2.054601595447725
0.54,7,2.368760860806704,-2.368760860806704
0.54,8,2.682920126165683,-2.682920126165683
0.55,-8,-2.340486526924396,2.340486526924396
0.55,-7,-2.0263272615654166,2.0263272615654166
0.55,-6,-1.7121679962064373,1.7121679962064373
0.55,-5,-1.398008730847458,1.398008730847458
0.55,-4,-1.0838494654884787,1.0838494654884787
0.55,-3,-0.7696902001294994,0.7696902001294994
0.55,-2,-0.45553093477052,0.45553093477052
0.55,-1,-0.14137166941154067,0.14137166941154067
0.55,0,0.17278759594743864,-0.17278759594743864
0.55,1,0.48694686130641796,-0.48694686130641796
0.55,2,0.8011061266653972,-0.8011061266653972
0.55,3,1.1152653920243765,-1.1152653920243765
0.55,4,1.4294246573833558,-1.4294246573833558
0.55,5,1.743583922742335,-1.743583922742335
0.55,6,2.0577431881013144,-2.0577431881013144
0.55,7,2.3719024534602937,-2.3719024534602937
0.55,8,2.6860617188192735,-2.6860617188192735
0.56,-8,-2.337344934270806,2.337344934270806
0.56,-7,-2.0231856689118266,2.0231856689118266
0.56,-6,-1.7090264035528473,1.7090264035528473
0.56,-5,-1.394867138193868,1.394867138193868
0.56,-4,-1.080707872834889,1.080707872834889
0.56,-3,-0.7665486074759095,0.7665486074759095
0.56,-2,-0.4523893421169302,0.4523893421169302
0.56,-1,-0.13823007675795088,0.13823007675795088
0.56,0,0.17592918860102844,-0.17592918860102844
0.56,1,0.4900884539600077,-0.4900884539600077
0.56,2,0.8042477193189871,-0.8042477193189871
0.56,3,1.1184069846779663,-1.1184069846779663
0.56,4,1.4325662500369458,-1.4325662500369458
0.56,5,1.7467255153959251,-1.7467255153959251
0.56,6,2.0608847807549044,-2.0608847807549044
0.56,7,2.3750440461138838,-2.3750440461138838
0.56,8,2.689203311472863,-2.689203311472863
0.5700000000000001,-8,-2.3342033416172163,2.3342033416172163
0.5700000000000001,-7,-2.020044076258237,2.020044076258237
0.5700000000000001,-6,-1.7058848108992575,1.7058848108992575
0.5700000000000001,-5,-1.3917255455402782,1.3917255455402782
0.5700000000000001,-4,-1.0775662801812989,1.0775662801812989
0.5700000000000001,-3,-0.7634070148223197,0.7634070148223197
0.5700000000000001,-2,-0.4492477494633404,0.4492477494633404
0.5700000000000001,-1,-0.13508848410436108,0.13508848410436108
0.5700000000000001,0,0.17907078125461823,-0.17907078125461823
0.5700000000000001,1,0.49323004661359754,-0.49323004661359754
0.5700000000000001,2,0.8073893119725769,-0.8073893119725769
0.5700000000000001,3,1.1215485773315563,-1.1215485773315563
0.5700000000000001,4,1.4357078426905356,-1.4357078426905356
0.5700000000000001,5,1.749867108049515,-1.749867108049515
0.5700000000000001,6,2.064026373408494,-2.064026373408494
0.5700000000000001,7,2.3781856387674734,-2.3781856387674734
0.5700000000000001,8,2.6923449041264527,-2.6923449041264527
0.58,-8,-2.3310617489636263,2.3310617489636263
0.58,-7,-2.016902483604647,2.016902483604647
0.58,-6,-1.7027432182456679,1.7027432182456679
0.58,-5,-1.3885839528866886,1.3885839528866886
0.58,-4,-1.0744246875277093,1.0744246875277093
0.58,-3,-0.7602654221687299,0.7602654221687299
0.58,-2,-0.4461061568097506,0.4461061568097506
0.58,-1,-0.13194689145077132,0.13194689145077132
0.58,0,0.182212373908208,-0.182212373908208
0.58,1,0.49637163926718736,-0.49637163926718736
0.58,2,0.8105309046261666,-0.8105309046261666
0.58,3,1.124690169985146,-1.124690169985146
0.58,4,1.4388494353441252,-1.4388494353441252
0.58,5,1.7530087007031045,-1.7530087007031045
0.58,6,2.067167966062084,-2.067167966062084
0.58,7,2.3813272314210634,-2.3813272314210634
0.58,8,2.6954864967800427,-2.6954864967800427
0.59,-8,-2.3279201563100367,2.3279201563100367
0.59,-7,-2.0137608909510574,2.0137608909510574
0.59,-6,-1.699601625592078,1.699601625592078
0.59,-5,-1.3854423602330987,1.3854423602330987
0.59,-4,-1.0712830948741194,1.0712830948741194
0.59,-3,-0.7571238295151402,0.7571238295151402
0.59,-2,-0.44296456415616087,0.44296456415616087
0.59,-1,-0.12880529879718153,0.12880529879718153
0.59,0,0.18535396656179778,-0.18535396656179778
0.59,1,0.49951323192077707,-0.49951323192077707
0.59,2,0.8136724972797563,-0.8136724972797563
0.59,3,1.1278317626387357,-1.1278317626387357
0.59,4,1.441991027997715,-1.441991027997715
0.59,5,1.7561502933566944,-1.7561502933566944
0.59,6,2.0703095587156737,-2.0703095587156737
0.59,7,2.384468824074653,-2.384468824074653
0.59,8,2.6986280894336323,-2.6986280894336323
0.6,-8,-2.324778563656447,2.324778563656447
0.6,-7,-2.0106192982974678,2.0106192982974678
0.6,-6,-1.6964600329384885,1.6964600329384885
0.6,-5,-1.3823007675795091,1.3823007675795091
0.6,-4,-1.0681415022205296,1.0681415022205296
0.6,-3,-0.7539822368615503,0.7539822368615503
0.6,-2,-0.439822971502571,0.439822971502571
0.6,-1,-0.12566370614359174,0.12566370614359174
0.6,0,0.18849555921538758,-0.18849555921538758
0.6,1,0.5026548245743669,-0.5026548245743669
0.6,2,0.8168140899333463,-0.8168140899333463
0.6,3,1.1309733552923256,-1.1309733552923256
0.6,4,1.4451326206513047,-1.4451326206513047
0.6,5,1.759291886010284,-1.759291886010284
0.6,6,2.0734511513692633,-2.0734511513692633
0.6,7,2.3876104167282426,-2.3876104167282426
0.6,8,2.701769682087222,-2.701769682087222
0.61,-8,-2.321636971002857,2.321636971002857
0.61,-7,-2.0074777056438777,2.0074777056438777
0.61,-6,-1.6933184402848984,1.6933184402848984
0.61,-5,-1.379159174925919,1.379159174925919
0.61,-4,-1.0649999095669398,1.0649999095669398
0.61,-3,-0.7508406442079606,0.7508406442079606
0.61,-2,-0.4366813788489813,0.4366813788489813
0.61,-1,-0.12252211349000193,0.12252211349000193
0.61,0,0.19163715186897737,-0.19163715186897737
0.61,1,0.5057964172279567,-0.5057964172279567
0.61,2,0.819955682586936,-0.819955682586936
0.61,3,1.1341149479459154,-1.1341149479459154
0.61,4,1.4482742133048947,-1.4482742133048947
0.61,5,1.762433478663874,-1.762433478663874
0.61,6,2.0765927440228533,-2.0765927440228533
0.61,7,2.3907520093818326,-2.3907520093818326
0.61,8,2.7049112747408115,-2.7049112747408115
0.62,-8,-2.3184953783492674,2.3184953783492674
0.62,-7,-2.004336112990288,2.004336112990288
0.62,-6,-1.6901768476313086,1.6901768476313086
0.62,-5,-1.3760175822723293,1.3760175822723293
0.62,-4,-1.06185831691335,1.06185831691335
0.62,-3,-0.7476990515543708,0.7476990515543708
0.62,-2,-0.4335397861953914,0.4335397861953914
0.62,-1,-0.11938052083641214,0.11938052083641214
0.62,0,0.19477874452256716,-0.19477874452256716
0.62,1,0.5089380098815465,-0.5089380098815465
0.62,2,0.8230972752405258,-0.8230972752405258
0.62,3,1.1372565405995052,-1.1372565405995052
0.62,4,1.4514158059584845,-1.4514158059584845
0.62,5,1.7655750713174638,-1.7655750713174638
0.62,6,2.079734336676443,-2.079734336676443
0.62,7,2.3938936020354222,-2.3938936020354222
0.62,8,2.7080528673944015,-2.7080528673944015
0.63,-8,-2.3153537856956774,2.3153537856956774
0.63,-7,-2.001194520336698,2.001194520336698
0.63,-6,-1.687035254977719,1.687035254977719
0.63,-5,-1.3728759896187397,1.3728759896187397
0.63,-4,-1.0587167242597604,1.0587167242597604
0.63,-3,-0.744557458900781,0.744557458900781
0.63,-2,-0.4303981935418017,0.4303981935418017
0.63,-1,-0.11623892818282235,0.11623892818282235
0.63,0,0.19792033717615698,-0.19792033717615698
0.63,1,0.5120796025351363,-0.5120796025351363
0.63,2,0.8262388678941156,-0.8262388678941156
0.63,3,1.1403981332530948,-1.1403981332530948
0.63,4,1.4545573986120741,-1.4545573986120741
0.63,5,1.7687166639710534,-1.7687166639710534
0.63,6,2.082875929330033,-2.082875929330033
0.63,7,2.3970351946890123,-2.3970351946890123
0.63,8,2.7111944600479916,-2.7111944600479916
0.64,-8,-2.312212193042088,2.312212193042088
0.64,-7,-1.9980529276831085,1.9980529276831085
0.64,-6,-1.6838936623241292,1.6838936623241292
