target_id,vp_recoil,vd_recoil,time_tau,edge_density_mean,edge_density_phase_std,sites,grid_points_per_site,phase_samples,parameter_match
T002,4.0,0.0,0.0,0.0,0.0,15,3,1,paper_scale_method_match
T002,4.0,0.0,1.5,0.39957388641021285,0.0,15,3,1,paper_scale_method_match
T002,4.0,0.0,3.0,0.752950902643164,0.0,15,3,1,paper_scale_method_match
T002,4.0,0.57,0.0,0.0,0.0,15,3,1,paper_scale_method_match
T002,4.0,0.57,1.5,0.1569468991565437,0.0,15,3,1,paper_scale_method_match
T002,4.0,0.57,3.0,0.2694347550586801,0.0,15,3,1,paper_scale_method_match
T002,4.0,1.04,0.0,0.0,0.0,15,3,1,paper_scale_method_match
T002,4.0,1.04,1.5,0.016124992787483694,0.0,15,3,1,paper_scale_method_match
T002,4.0,1.04,3.0,0.036763471153593685,0.0,15,3,1,paper_scale_method_match
