target_id,vp_recoil,vd_recoil,averaging,imbalance_3000tau,edge_density_3000tau,imbalance_phase_std,edge_density_phase_std,sites,phase_samples,parameter_match
T006,4.0,0.0,central,0.37947769619929517,0.5102795046699142,0.0,0.0,15,1,paper_scale_method_match
T006,4.0,0.0,tube_proxy,0.1391291212090437,0.46449959611638014,0.0,0.0,15,1,paper_scale_method_proxy
T006,4.0,0.65,central,0.2743836001943818,0.2280114240302049,0.0,0.0,15,1,paper_scale_method_match
T006,4.0,0.65,tube_proxy,0.4043821963166041,0.18260544544611462,0.0,0.0,15,1,paper_scale_method_proxy
T006,4.0,1.3,central,0.7589352728503446,0.025368686765883997,0.0,0.0,15,1,paper_scale_method_match
T006,4.0,1.3,tube_proxy,0.5599522790974091,0.04209855506656336,0.0,0.0,15,1,paper_scale_method_proxy
