target_ids,vp_recoil,vd_recoil,averaging,imbalance,edge_density,imbalance_phase_std,edge_density_phase_std,sites,grid_points_per_site,phase_samples,tube_nodes,evaluation,parameter_match
T003;T004,3.0,0.0,central,0.19967164680024518,0.5882957028142534,0.0,0.0,15,3,1,0,stationary_diagonal_ensemble,paper_scale_method_match
T003;T004,3.0,0.0,tube_proxy,0.19966196870967945,0.5884221683995987,0.0,0.0,15,3,1,2,stationary_diagonal_ensemble,paper_scale_method_proxy
T003;T004,3.0,0.8,central,0.43038760980162477,0.25155464238086567,0.0,0.0,15,3,1,0,stationary_diagonal_ensemble,paper_scale_method_match
T003;T004,3.0,0.8,tube_proxy,0.4201561038203099,0.26296715718718794,0.0,0.0,15,3,1,2,stationary_diagonal_ensemble,paper_scale_method_proxy
T003;T004,3.0,1.6,central,0.6105468458551953,0.04006336052558335,0.0,0.0,15,3,1,0,stationary_diagonal_ensemble,paper_scale_method_match
T003;T004,3.0,1.6,tube_proxy,0.6039856081857721,0.042164495747190764,0.0,0.0,15,3,1,2,stationary_diagonal_ensemble,paper_scale_method_proxy
T003;T004,4.0,0.0,central,0.19981022454578798,0.5861423252573704,0.0,0.0,15,3,1,0,stationary_diagonal_ensemble,paper_scale_method_match
T003;T004,4.0,0.0,tube_proxy,0.19980489192877984,0.5862367376512623,0.0,0.0,15,3,1,2,stationary_diagonal_ensemble,paper_scale_method_proxy
T003;T004,4.0,0.65,central,0.45348799763945535,0.24796580183652417,0.0,0.0,15,3,1,0,stationary_diagonal_ensemble,paper_scale_method_match
T003;T004,4.0,0.65,tube_proxy,0.44264305321448205,0.260435399843952,0.0,0.0,15,3,1,2,stationary_diagonal_ensemble,paper_scale_method_proxy
T003;T004,4.0,1.3,central,0.6654126199401906,0.04504450672413973,0.0,0.0,15,3,1,0,stationary_diagonal_ensemble,paper_scale_method_match
T003;T004,4.0,1.3,tube_proxy,0.6580391697463646,0.047004599366243745,0.0,0.0,15,3,1,2,stationary_diagonal_ensemble,paper_scale_method_proxy
T003;T004,5.0,0.0,central,0.19987648449848497,0.58487555378398,0.0,0.0,15,3,1,0,stationary_diagonal_ensemble,paper_scale_method_match
T003;T004,5.0,0.0,tube_proxy,0.19987291235686142,0.584949013871579,0.0,0.0,15,3,1,2,stationary_diagonal_ensemble,paper_scale_method_proxy
T003;T004,5.0,0.55,central,0.4677761481770827,0.2408420582601063,0.0,0.0,15,3,1,0,stationary_diagonal_ensemble,paper_scale_method_match
T003;T004,5.0,0.55,tube_proxy,0.45651720734666146,0.2550105242506174,0.0,0.0,15,3,1,2,stationary_diagonal_ensemble,paper_scale_method_proxy
T003;T004,5.0,1.1,central,0.6974359778738002,0.04602345725736923,0.0,0.0,15,3,1,0,stationary_diagonal_ensemble,paper_scale_method_match
T003;T004,5.0,1.1,tube_proxy,0.6896361333207529,0.04795534178442179,0.0,0.0,15,3,1,2,stationary_diagonal_ensemble,paper_scale_method_proxy
T003;T004,6.0,0.0,central,0.1999138254407018,0.584055496247885,0.0,0.0,15,3,1,0,stationary_diagonal_ensemble,paper_scale_method_match
T003;T004,6.0,0.0,tube_proxy,0.19991128002256778,0.5841149873294578,0.0,0.0,15,3,1,2,stationary_diagonal_ensemble,paper_scale_method_proxy
T003;T004,6.0,0.45,central,0.45255224511874204,0.26656208747132415,0.0,0.0,15,3,1,0,stationary_diagonal_ensemble,paper_scale_method_match
T003;T004,6.0,0.45,tube_proxy,0.4410526103889949,0.28040879384386186,0.0,0.0,15,3,1,2,stationary_diagonal_ensemble,paper_scale_method_proxy
T003;T004,6.0,0.9,central,0.7021468640792395,0.04962087031160445,0.0,0.0,15,3,1,0,stationary_diagonal_ensemble,paper_scale_method_match
