N,mass_squared,mode_rank,energy_real,energy_imag,is_real,visible_in_paper_window,solver
0.08,0.1875,11,8.852995259563926,-5.421801536390747e-14,True,True,real_axis_fd
0.1,0.1875,0,-0.48609805510762616,-2.4424359159290607e-15,True,False,real_axis_fd
0.1,0.1875,1,0.2533798692769045,8.258863090686846e-15,True,True,real_axis_fd
0.1,0.1875,2,1.1352527250699382,-1.3780255199945254e-14,True,True,real_axis_fd
0.1,0.1875,3,1.9565051242069482,2.1951985117415423e-14,True,True,real_axis_fd
0.1,0.1875,4,2.829167951056993,-1.198261628766303e-14,True,True,real_axis_fd
0.1,0.1875,5,3.668397096211915,-6.3183489197263126e-15,True,True,real_axis_fd
0.1,0.1875,6,4.538328163077221,3.9177556344129005e-15,True,True,real_axis_fd
0.1,0.1875,7,5.385229831593785,4.724402658198382e-15,True,True,real_axis_fd
0.1,0.1875,8,6.253893454327468,1.961169632679378e-14,True,True,real_axis_fd
0.1,0.1875,9,7.105025876934417,1.505142313676324e-14,True,True,real_axis_fd
0.1,0.1875,10,7.97296596408413,-2.4943575216298263e-14,True,True,real_axis_fd
0.1,0.1875,11,8.826770631890268,-5.0889071693695296e-14,True,True,real_axis_fd
0.12,0.1875,0,-0.46230233897114026,-3.6462773792308205e-14,True,False,real_axis_fd
0.12,0.1875,1,0.2426880576837176,3.287864472882665e-14,True,True,real_axis_fd
0.12,0.1875,2,1.1337345909017293,-3.715077270823107e-14,True,True,real_axis_fd
0.12,0.1875,3,1.9420210806201488,-1.200587912303833e-15,True,True,real_axis_fd
0.12,0.1875,4,2.818631555888014,-1.1834380161160476e-15,True,True,real_axis_fd
0.12,0.1875,5,3.650125963391396,-8.122157154401728e-15,True,True,real_axis_fd
0.12,0.1875,6,4.522473765576284,1.0012346669886578e-14,True,True,real_axis_fd
0.12,0.1875,7,5.363873450828205,-1.7579811107201756e-14,True,True,real_axis_fd
0.12,0.1875,8,6.234246294193529,4.012961656647547e-14,True,True,real_axis_fd
0.12,0.1875,9,7.081106304461327,-9.081243157954292e-16,True,True,real_axis_fd
0.12,0.1875,10,7.9503545861700085,-4.1134196419263086e-14,True,True,real_axis_fd
0.12,0.1875,11,8.800664212298912,-4.194080296229397e-14,True,True,real_axis_fd
0.14,0.1875,0,-0.43504034511644285,4.0226425872938523e-14,True,False,real_axis_fd
0.14,0.1875,1,0.23074182861883674,1.888112307011114e-14,True,True,real_axis_fd
0.14,0.1875,2,1.134234136872271,2.5679640757810304e-14,True,True,real_axis_fd
0.14,0.1875,3,1.9275157506198224,1.2094781390145309e-14,True,True,real_axis_fd
0.14,0.1875,4,2.809497055369854,2.113198721890472e-14,True,True,real_axis_fd
0.14,0.1875,5,3.6320350911387003,-3.642919809490779e-15,True,True,real_axis_fd
0.14,0.1875,6,4.5077046427939065,7.683838546889435e-15,True,True,real_axis_fd
0.14,0.1875,7,5.342727813816104,-4.9987996875366033e-14,True,True,real_axis_fd
0.14,0.1875,8,6.2154734516555195,-9.970444335196913e-15,True,True,real_axis_fd
0.14,0.1875,9,7.057375768067212,-4.077135165093522e-14,True,True,real_axis_fd
0.14,0.1875,10,7.928456857253179,1.352757787990866e-14,True,True,real_axis_fd
0.14,0.1875,11,8.774705176335914,-5.623552707215382e-14,True,True,real_axis_fd
0.16,0.1875,0,-0.40364401734697886,-1.2498016177930153e-15,True,False,real_axis_fd
0.16,0.1875,1,0.2169479362862372,-2.2145959892496924e-14,True,True,real_axis_fd
0.16,0.1875,2,1.1370732952074514,-5.1331310744738285e-14,True,True,real_axis_fd
0.16,0.1875,3,1.9128534251050522,-1.5863859407393997e-16,True,True,real_axis_fd
0.16,0.1875,4,2.801996152911918,-7.938901847124486e-15,True,True,real_axis_fd
0.16,0.1875,5,3.614073773073606,2.130222138901036e-14,True,True,real_axis_fd
0.16,0.1875,6,4.494215165297501,9.904090268042034e-15,True,True,real_axis_fd
0.16,0.1875,7,5.321778795243859,4.410771917558156e-15,True,True,real_axis_fd
0.16,0.1875,8,6.197749599285897,-2.9572349274339475e-14,True,True,real_axis_fd
0.16,0.1875,9,7.033840855365446,1.1235806425248863e-14,True,True,real_axis_fd
0.16,0.1875,10,7.907435247751785,3.0346568967317724e-14,True,True,real_axis_fd
0.16,0.1875,11,8.748913537001227,-4.650053752117703e-14,True,True,real_axis_fd
0.18,0.1875,0,-0.36714628455149434,-3.2914554432005396e-14,True,False,real_axis_fd
0.18,0.1875,1,0.20040799285284505,4.727645815564272e-14,True,True,real_axis_fd
0.18,0.1875,2,1.14264117034058,-4.263242608841877e-15,True,True,real_axis_fd
0.18,0.1875,3,1.8978419816035972,8.441622875134471e-15,True,True,real_axis_fd
0.18,0.1875,4,2.796406267817315,2.0951972955535372e-14,True,True,real_axis_fd
