N,mass_squared,mode_rank,energy_real,energy_imag,is_real,visible_in_paper_window,solver
1.38,0.0,11,13.230971311845265,6.371015373339685,False,True,real_axis_fd
1.38,0.0,12,13.230971312302671,-6.371015373163923,False,True,real_axis_fd
1.38,0.0,13,14.843718764285288,7.405446738184272,False,True,real_axis_fd
1.4,0.0,0,1.1455944377588185,-9.874955006668685e-15,True,True,real_axis_fd
1.4,0.0,1,3.7673968387750465,-0.38344778974867566,False,True,real_axis_fd
1.4,0.0,2,3.7673968387761887,0.38344778974890226,False,True,real_axis_fd
1.4,0.0,3,6.153119729998453,1.7264375994601453,False,True,real_axis_fd
1.4,0.0,4,6.153119730000918,-1.726437599462622,False,True,real_axis_fd
1.4,0.0,5,8.19539920917305,2.9051222246891286,False,True,real_axis_fd
1.4,0.0,6,8.195399209175582,-2.9051222246848067,False,True,real_axis_fd
1.4,0.0,7,10.095757601812418,-4.0317455468416625,False,True,real_axis_fd
1.4,0.0,8,10.095757601818969,4.031745546844723,False,True,real_axis_fd
1.4,0.0,9,11.903032387435307,-5.118041595977741,False,True,real_axis_fd
1.4,0.0,10,11.903032387482376,5.118041595985049,False,True,real_axis_fd
1.4,0.0,11,13.641838883754922,6.17173318471213,False,True,real_axis_fd
1.4,0.0,12,13.641838884112213,-6.17173318539166,False,True,real_axis_fd
1.4,0.0,13,15.326845209028955,7.198223859932093,False,True,real_axis_fd
1.42,0.0,0,1.1317718698634094,-4.672281152860532e-14,True,True,real_axis_fd
1.42,0.0,1,3.7825381315445084,-0.11408617878367444,False,True,real_axis_fd
1.42,0.0,2,3.782538131548956,0.11408617878461735,False,True,real_axis_fd
1.42,0.0,3,6.262440385058555,-1.5811939423331247,False,True,real_axis_fd
1.42,0.0,4,6.262440385062273,1.5811939423354102,False,True,real_axis_fd
1.42,0.0,5,8.38162670362086,2.7365304200244833,False,True,real_axis_fd
1.42,0.0,6,8.381626703620972,-2.7365304200300544,False,True,real_axis_fd
1.42,0.0,7,10.357244816157229,-3.845440826264784,False,True,real_axis_fd
1.42,0.0,8,10.357244816168727,3.8454408262801687,False,True,real_axis_fd
1.42,0.0,9,12.238830004506822,4.917476609081974,False,True,real_axis_fd
1.42,0.0,10,12.238830004571904,-4.9174766091176005,False,True,real_axis_fd
1.42,0.0,11,14.051289343472412,-5.959397004209039,False,True,real_axis_fd
1.42,0.0,12,14.051289344161388,5.959397004519293,False,True,real_axis_fd
1.42,0.0,13,15.80944598562704,6.9760182565126705,False,True,real_axis_fd
1.421,0.0,0,1.1311116550697804,-9.39429659186822e-16,True,True,real_axis_fd
1.421,0.0,1,3.783194876475149,-0.08193804878833215,False,True,real_axis_fd
1.421,0.0,2,3.7831948764751493,0.08193804878826319,False,True,real_axis_fd
1.421,0.0,3,6.267809631463931,-1.573815453539396,False,True,real_axis_fd
1.421,0.0,4,6.267809631464354,1.573815453540499,False,True,real_axis_fd
1.421,0.0,5,8.390850438991393,-2.727920648748325,False,True,real_axis_fd
1.421,0.0,6,8.39085043900128,2.72792064875016,False,True,real_axis_fd
1.421,0.0,7,10.37024086308735,3.835889514066498,False,True,real_axis_fd
1.421,0.0,8,10.370240863116937,-3.835889514121017,False,True,real_axis_fd
1.421,0.0,9,12.25555659539868,4.907158337958097,False,True,real_axis_fd
1.421,0.0,10,12.255556595486253,-4.907158337797946,False,True,real_axis_fd
1.421,0.0,11,14.071717759763068,-5.948437754487065,False,True,real_axis_fd
1.421,0.0,12,14.07171776037349,5.948437754671642,False,True,real_axis_fd
1.421,0.0,13,15.833554364350633,6.964514350382078,False,True,real_axis_fd
1.42207,0.0,0,1.130408367573735,2.199538728062255e-15,True,True,real_axis_fd
1.42207,0.0,1,3.7838871783170225,0.0036095892082471516,True,True,real_axis_fd
1.42207,0.0,2,3.7838871784419976,-0.003609589208704554,True,True,real_axis_fd
1.42207,0.0,3,6.273544067229116,1.5659082072892758,False,True,real_axis_fd
1.42207,0.0,4,6.273544067229436,-1.5659082072891357,False,True,real_axis_fd
1.42207,0.0,5,8.40071037972243,2.718689264693031,False,True,real_axis_fd
1.42207,0.0,6,8.40071037972583,-2.718689264696864,False,True,real_axis_fd
1.42207,0.0,7,10.384138098068128,3.8256447710961945,False,True,real_axis_fd
1.42207,0.0,8,10.38413809807491,-3.825644771090969,False,True,real_axis_fd
1.42207,0.0,9,12.27344703939338,-4.8960872382537755,False,True,real_axis_fd
1.42207,0.0,10,12.27344703945026,4.896087238375082,False,True,real_axis_fd
1.42207,0.0,11,14.093571125780754,-5.93667525479568,False,True,real_axis_fd
1.42207,0.0,12,14.09357112626245,5.936675254007829,False,True,real_axis_fd
1.42207,0.0,13,15.859347606031573,6.952163637396299,False,True,real_axis_fd
1.423,0.0,0,1.1297997248919431,-7.709301430450289e-14,True,True,real_axis_fd
1.423,0.0,1,3.7084822981717025,2.3454091676922015e-12,True,True,real_axis_fd
1.423,0.0,2,3.860478053291592,-2.0520653972955196e-12,True,True,real_axis_fd
1.423,0.0,3,6.278519197454539,1.559025250200148,False,True,real_axis_fd
1.423,0.0,4,6.278519197454952,-1.5590252501979347,False,True,real_axis_fd
1.423,0.0,5,8.409272269880207,-2.710649838009649,False,True,real_axis_fd
1.423,0.0,6,8.409272269889641,2.7106498380100468,False,True,real_axis_fd
1.423,0.0,7,10.396209804406023,3.816719609625551,False,True,real_axis_fd
1.423,0.0,8,10.396209804413076,-3.8167196096475737,False,True,real_axis_fd
1.423,0.0,9,12.288990754872632,-4.886439043885568,False,True,real_axis_fd
1.423,0.0,10,12.288990754875364,4.886439043976552,False,True,real_axis_fd
1.423,0.0,11,14.112560896535985,5.92642145507888,False,True,real_axis_fd
1.423,0.0,12,14.112560896864665,-5.926421455595357,False,True,real_axis_fd
1.423,0.0,13,15.8817636945521,6.941394028182556,False,True,real_axis_fd
1.44,0.0,0,1.1190913524935695,-4.0240483778295756e-14,True,True,real_axis_fd
1.44,0.0,1,3.468624090505337,7.196256763116681e-13,True,True,real_axis_fd
1.44,0.0,2,4.11921345632459,-1.0109379690948527e-12,True,True,real_axis_fd
1.44,0.0,3,6.3679252797610255,1.4315062222800377,False,True,real_axis_fd
1.44,0.0,4,6.367925279762567,-1.431506222280765,False,True,real_axis_fd
1.44,0.0,5,8.564450129929126,2.5610978422670074,False,True,real_axis_fd
1.44,0.0,6,8.564450129929366,-2.5610978422672055,False,True,real_axis_fd
1.44,0.0,7,10.61566356922761,3.6501612825746377,False,True,real_axis_fd
1.44,0.0,8,10.615663569242344,-3.6501612825762093,False,True,real_axis_fd
1.44,0.0,9,12.572113646352525,-4.705875427823577,False,True,real_axis_fd
1.44,0.0,10,12.572113646385635,4.705875427901027,False,True,real_axis_fd
1.44,0.0,11,14.458939460998648,-5.7340198800816,False,True,real_axis_fd
1.44,0.0,12,14.458939461106292,5.734019879736337,False,True,real_axis_fd
1.44,0.0,13,16.29108533125249,6.738812815572014,False,True,real_axis_fd
1.46,0.0,0,1.1074477075993094,-1.430024015044955e-14,True,True,real_axis_fd
1.46,0.0,1,3.343847300377359,3.9664356064249677e-13,True,True,real_axis_fd
1.46,0.0,2,4.25975002203059,-9.56832656705453e-13,True,True,real_axis_fd
1.46,0.0,3,6.46904240454851,1.2771978306890388,False,True,real_axis_fd
1.46,0.0,4,6.469042404550481,-1.2771978306888965,False,True,real_axis_fd
1.46,0.0,5,8.743667027615693,-2.378898079230566,False,True,real_axis_fd
1.46,0.0,6,8.743667027620871,2.378898079233006,False,True,real_axis_fd
1.46,0.0,7,10.870748833645465,3.4459638646743382,False,True,real_axis_fd
1.46,0.0,8,10.87074883367597,-3.4459638647132205,False,True,real_axis_fd
1.46,0.0,9,12.902561946355085,4.483276202231514,False,True,real_axis_fd
1.46,0.0,10,12.902561946387163,-4.483276201991007,False,True,real_axis_fd
1.46,0.0,11,14.864413528291998,-5.495616190190862,False,True,real_axis_fd
1.46,0.0,12,14.864413528873872,5.495616189726679,False,True,real_axis_fd
1.46,0.0,13,16.771335975751686,6.48659419100293,False,True,real_axis_fd
1.48,0.0,0,1.0967492139639852,-9.111078837221217e-14,True,True,real_axis_fd
1.48,0.0,1,3.2594269767300132,-7.989806588034188e-14,True,True,real_axis_fd
1.48,0.0,2,4.353722540552094,-1.4351608230812616e-13,True,True,real_axis_fd
1.48,0.0,3,6.565133380194727,1.1176607337159004,False,True,real_axis_fd
1.48,0.0,4,6.565133380195966,-1.1176607337163105,False,True,real_axis_fd
1.48,0.0,5,8.919079140261246,2.190007904087283,False,True,real_axis_fd
1.48,0.0,6,8.919079140261601,-2.190007904085187,False,True,real_axis_fd
