device,signal_wavelength_nm,idler_wavelength_nm,signal_reflectivity,idler_reflectivity,pair_weight,integrated_visibility,provenance
fiber,1509.4,1618.398407468424,0.6597549999999996,0.2046866488193297,0.00015067788543904256,0.969597211534339,printed_endpoint_reconstruction
fiber,1509.6,1618.1685424101017,0.6589200000000004,0.20564633543782518,0.00015573690160971922,0.969597211534339,printed_endpoint_reconstruction
fiber,1509.8,1617.9388035126237,0.6580850000000003,0.20660549533479589,0.000160943127526082,0.969597211534339,printed_endpoint_reconstruction
fiber,1510.0,1617.7091906721537,0.6572500000000001,0.2075641289437583,0.00016630001652415734,0.969597211534339,printed_endpoint_reconstruction
fiber,1510.2,1617.47970378497,0.6564149999999999,0.20852223669774989,0.00017181107460132,0.969597211534339,printed_endpoint_reconstruction
fiber,1510.4,1617.2503427474637,0.6555799999999997,0.20947981902933893,0.00017747986028239694,0.969597211534339,printed_endpoint_reconstruction
fiber,1510.6,1617.0211074561407,0.6547450000000005,0.21043687637061242,0.00018330998444807163,0.969597211534339,printed_endpoint_reconstruction
fiber,1510.8,1616.7919978076186,0.6539100000000002,0.21139340915319227,0.00018930511012482272,0.969597211534339,printed_endpoint_reconstruction
fiber,1511.0,1616.5630136986304,0.6530750000000001,0.21234941780821825,0.00019546895223507984,0.969597211534339,printed_endpoint_reconstruction
fiber,1511.2,1616.3341550260204,0.6522399999999998,0.21330490276636466,0.00020180527730695458,0.969597211534339,printed_endpoint_reconstruction
fiber,1511.4,1616.1054216867471,0.6514049999999997,0.21425986445783063,0.00020831790314222145,0.969597211534339,printed_endpoint_reconstruction
fiber,1511.6,1615.8768135778814,0.6505700000000004,0.21521430331234503,0.00021501069844179435,0.969597211534339,printed_endpoint_reconstruction
fiber,1511.8,1615.6483305966067,0.6497350000000003,0.21616821975916706,0.00022188758238762013,0.969597211534339,printed_endpoint_reconstruction
fiber,1512.0,1615.419972640219,0.6489,0.21712161422708592,0.00022895252418002354,0.969597211534339,printed_endpoint_reconstruction
fiber,1512.2,1615.191739606127,0.6480649999999999,0.21807448714442002,0.00023620954252957959,0.969597211534339,printed_endpoint_reconstruction
fiber,1512.4,1614.9636313918513,0.6472299999999996,0.2190268389390207,0.00024366270510258034,0.969597211534339,printed_endpoint_reconstruction
fiber,1512.6,1614.7356478950248,0.6463950000000004,0.2199786700382712,0.0002513161279191231,0.969597211534339,printed_endpoint_reconstruction
fiber,1512.8,1614.5077890133919,0.6455600000000002,0.22092998086908894,0.00025917397470295444,0.969597211534339,printed_endpoint_reconstruction
fiber,1513.0,1614.2800546448088,0.6447250000000001,0.22188077185792304,0.0002672404561821192,0.969597211534339,printed_endpoint_reconstruction
fiber,1513.2,1614.052444687244,0.6438899999999999,0.22283104343075666,0.000275519829339612,0.969597211534339,printed_endpoint_reconstruction
fiber,1513.4,1613.8249590387766,0.6430549999999997,0.2237807960131078,0.00028401639661312033,0.969597211534339,printed_endpoint_reconstruction
fiber,1513.6,1613.5975975975978,0.6422200000000005,0.22473003003002928,0.0002927345050430323,0.969597211534339,printed_endpoint_reconstruction
fiber,1513.8,1613.3703602620087,0.6413850000000002,0.2256787459061136,0.00030167854536794676,0.969597211534339,printed_endpoint_reconstruction
fiber,1514.0,1613.1432469304232,0.6405500000000001,0.22662694406548323,0.00031085295106672513,0.969597211534339,printed_endpoint_reconstruction
fiber,1514.2,1612.916257501364,0.6397149999999998,0.22757462493180508,0.00032026219734664427,0.969597211534339,printed_endpoint_reconstruction
fiber,1514.4,1612.6893918734659,0.6388799999999997,0.22852178892827996,0.00032991080007651653,0.969597211534339,printed_endpoint_reconstruction
fiber,1514.6,1612.4626499454746,0.6380450000000004,0.22946843647764353,0.00033980331466434825,0.969597211534339,printed_endpoint_reconstruction
fiber,1514.8,1612.2360316162444,0.6372100000000003,0.23041456800217952,0.0003499443348788994,0.969597211534339,printed_endpoint_reconstruction
fiber,1515.0,1612.0095367847414,0.636375,0.23136018392370467,0.0003603384916141051,0.969597211534339,printed_endpoint_reconstruction
fiber,1515.2,1611.783165350041,0.6355399999999999,0.23230528466357914,0.0003709904515962472,0.969597211534339,printed_endpoint_reconstruction
fiber,1515.4,1611.556917211329,0.6347049999999996,0.23324987064270164,0.0003819049160329172,0.969597211534339,printed_endpoint_reconstruction
fiber,1515.6,1611.330792267901,0.6338700000000004,0.23419394228151347,0.0003930866192034419,0.969597211534339,printed_endpoint_reconstruction
fiber,1515.8,1611.1047904191619,0.6330350000000002,0.23513749999999917,0.0004045403269901687,0.969597211534339,printed_endpoint_reconstruction
fiber,1516.0,1610.878911564626,0.6322000000000001,0.2360805442176867,0.0004162708353501296,0.969597211534339,printed_endpoint_reconstruction
fiber,1516.2,1610.6531556039172,0.6313649999999998,0.2370230753536457,0.0004282829687266775,0.969597211534339,printed_endpoint_reconstruction
fiber,1516.4,1610.427522436769,0.6305299999999997,0.237965093826489,0.00044058157840074267,0.969597211534339,printed_endpoint_reconstruction
fiber,1516.6,1610.2020119630236,0.6296950000000004,0.23890660005437664,0.0004531715407813481,0.969597211534339,printed_endpoint_reconstruction
fiber,1516.8,1609.9766240826311,0.6288600000000002,0.23984759445501502,0.00046605775563503526,0.969597211534339,printed_endpoint_reconstruction
fiber,1517.0,1609.7513586956522,0.628025,0.24078807744565184,0.0004792451442538932,0.969597211534339,printed_endpoint_reconstruction
fiber,1517.2,1609.526215702255,0.6271899999999999,0.24172804944308507,0.0004927386475622547,0.969597211534339,printed_endpoint_reconstruction
fiber,1517.4,1609.301195002716,0.6263549999999997,0.24266751086366073,0.0005065432241615667,0.969597211534339,printed_endpoint_reconstruction
fiber,1517.6,1609.0762964974208,0.6255200000000004,0.24360646212326814,0.0005206638483134368,0.969597211534339,printed_endpoint_reconstruction
fiber,1517.8,1608.8515200868624,0.6246850000000003,0.2445449036373496,0.0005351055078610156,0.969597211534339,printed_endpoint_reconstruction
fiber,1518.0,1608.626865671642,0.62385,0.24548283582089458,0.0005498732020883106,0.969597211534339,printed_endpoint_reconstruction
fiber,1518.2,1608.4023331524688,0.6230149999999999,0.24642025908844262,0.0005649719395178216,0.969597211534339,printed_endpoint_reconstruction
fiber,1518.4,1608.1779224301602,0.6221799999999996,0.2473571738540813,0.0005804067356463937,0.969597211534339,printed_endpoint_reconstruction
fiber,1518.6,1607.9536334056402,0.6213450000000005,0.24829358053145223,0.0005961826106196358,0.969597211534339,printed_endpoint_reconstruction
fiber,1518.8,1607.7294659799404,0.6205100000000002,0.24922947953374874,0.0006123045868449155,0.969597211534339,printed_endpoint_reconstruction
fiber,1519.0,1607.5054200542006,0.6196750000000001,0.2501648712737124,0.000628777686543242,0.969597211534339,printed_endpoint_reconstruction
fiber,1519.2,1607.281495529667,0.6188399999999998,0.25109975616364055,0.0006456069292406339,0.969597211534339,printed_endpoint_reconstruction
fiber,1519.4,1607.0576923076924,0.6180049999999997,0.2520341346153843,0.0006627973291990121,0.969597211534339,printed_endpoint_reconstruction
fiber,1519.6,1606.8340102897378,0.6171700000000004,0.2529680070403448,0.0006803538927871918,0.969597211534339,printed_endpoint_reconstruction
fiber,1519.8,1606.610449377369,0.6163350000000002,0.25390137384948475,0.0006982816157928088,0.969597211534339,printed_endpoint_reconstruction
fiber,1520.0,1606.38700947226,0.6155,0.25483423545331474,0.0007165854806750473,0.969597211534339,printed_endpoint_reconstruction
fiber,1520.2,1606.1636904761904,0.6146649999999999,0.2557665922619052,0.0007352704537597084,0.969597211534339,printed_endpoint_reconstruction
fiber,1520.4,1605.940492291047,0.6138299999999997,0.2566984446848792,0.0007543414823765707,0.969597211534339,printed_endpoint_reconstruction
fiber,1520.6,1605.7174148188212,0.6129950000000004,0.25762979313142137,0.0007738034919404185,0.969597211534339,printed_endpoint_reconstruction
fiber,1520.8,1605.4944579616113,0.6121600000000003,0.25856063801027296,0.0007936613829760844,0.969597211534339,printed_endpoint_reconstruction
fiber,1521.0,1605.2716216216218,0.611325,0.2594909797297291,0.0008139200280886653,0.969597211534339,printed_endpoint_reconstruction
fiber,1521.2,1605.0489057011619,0.6104899999999999,0.2604208186976492,0.0008345842688801563,0.969597211534339,printed_endpoint_reconstruction
fiber,1521.4,1604.826310102647,0.6096549999999996,0.2613501553214484,0.0008556589128129223,0.969597211534339,printed_endpoint_reconstruction
fiber,1521.6,1604.6038347285987,0.6088200000000005,0.26227899000810034,0.000877148730021709,0.969597211534339,printed_endpoint_reconstruction
fiber,1521.8,1604.3814794816417,0.6079850000000002,0.2632073231641459,0.0008990584500753125,0.969597211534339,printed_endpoint_reconstruction
fiber,1522.0,1604.1592442645076,0.6071500000000001,0.2641351551956807,0.0009213927586885801,0.969597211534339,printed_endpoint_reconstruction
fiber,1522.2,1603.9371289800324,0.6063149999999998,0.26506248650836467,0.0009441562943870007,0.969597211534339,printed_endpoint_reconstruction
fiber,1522.4,1603.7151335311573,0.6054799999999997,0.26598931750741805,0.0009673536451245383,0.969597211534339,printed_endpoint_reconstruction
fiber,1522.6,1603.493257820928,0.6046450000000004,0.26691564859762573,0.0009909893448566266,0.969597211534339,printed_endpoint_reconstruction
fiber,1522.8,1603.2715017524943,0.6038100000000002,0.2678414801833364,0.001015067870069647,0.969597211534339,printed_endpoint_reconstruction
fiber,1523.0,1603.0498652291105,0.602975,0.2687668126684635,0.0010395936362685384,0.969597211534339,printed_endpoint_reconstruction
fiber,1523.2,1602.8283481541364,0.6021399999999999,0.2696916464564805,0.0010645709944242018,0.969597211534339,printed_endpoint_reconstruction
fiber,1523.4,1602.6069504310346,0.6013049999999996,0.2706159819504303,0.0010900042273827937,0.969597211534339,printed_endpoint_reconstruction
fiber,1523.6,1602.3856719633723,0.6004700000000004,0.2715398195529208,0.0011158975462381767,0.969597211534339,printed_endpoint_reconstruction
fiber,1523.8,1602.1645126548196,0.5996350000000003,0.27246315966612794,0.0011422550866698794,0.969597211534339,printed_endpoint_reconstruction
fiber,1524.0,1601.9434724091523,0.5988,0.27338600269178925,0.0011690809052480892,0.969597211534339,printed_endpoint_reconstruction
fiber,1524.2,1601.7225511302477,0.5979649999999999,0.274308349031216,0.0011963789757085267,0.969597211534339,printed_endpoint_reconstruction
fiber,1524.4,1601.5017487220878,0.5971299999999997,0.27523019908528357,0.0012241531851981788,0.969597211534339,printed_endpoint_reconstruction
fiber,1524.6,1601.2810650887577,0.5962950000000005,0.2761515532544365,0.0012524073304950244,0.969597211534339,printed_endpoint_reconstruction
fiber,1524.8,1601.060500134445,0.5954600000000002,0.27707241193869225,0.00128114511420364,0.969597211534339,printed_endpoint_reconstruction
fiber,1525.0,1600.840053763441,0.5946250000000001,0.27799277553763424,0.0013103701409286391,0.969597211534339,printed_endpoint_reconstruction
fiber,1525.2,1600.6197258801399,0.5937899999999998,0.278912644450416,0.0013400859134289718,0.969597211534339,printed_endpoint_reconstruction
fiber,1525.4,1600.3995163890381,0.5929549999999997,0.2798320190757658,0.001370295828755241,0.969597211534339,printed_endpoint_reconstruction
fiber,1525.6,1600.1794251947356,0.5921200000000004,0.28075089981197887,0.0014010031743720978,0.969597211534339,printed_endpoint_reconstruction
fiber,1525.8,1599.9594522019336,0.5912850000000003,0.2816692870569273,0.0014322111242692282,0.969597211534339,printed_endpoint_reconstruction
fiber,1526.0,1599.7395973154364,0.59045,0.28258718120805293,0.001463922735062448,0.969597211534339,printed_endpoint_reconstruction
fiber,1526.2,1599.5198604401503,0.5896149999999999,0.2835045826623725,0.0014961409420885237,0.969597211534339,printed_endpoint_reconstruction
fiber,1526.4,1599.300241481084,0.5887799999999996,0.2844214918164744,0.001528868555495788,0.969597211534339,printed_endpoint_reconstruction
fiber,1526.6,1599.080740343348,0.5879450000000004,0.2853379090665221,0.0015621082563338302,0.969597211534339,printed_endpoint_reconstruction
fiber,1526.8,1598.8613569321537,0.5871100000000002,0.2862538348082581,0.001595862592644925,0.969597211534339,printed_endpoint_reconstruction
fiber,1527.0,1598.6420911528153,0.586275,0.28716926943699617,0.0016301339755596268,0.969597211534339,printed_endpoint_reconstruction
fiber,1527.2,1598.422942910748,0.5854399999999998,0.28808421334762746,0.0016649246754004295,0.969597211534339,printed_endpoint_reconstruction
fiber,1527.4,1598.2039121114683,0.5846049999999997,0.28899866693461984,0.0017002368177956935,0.969597211534339,printed_endpoint_reconstruction
fiber,1527.6,1597.984998660595,0.5837700000000005,0.2899126305920158,0.0017360723798071423,0.969597211534339,printed_endpoint_reconstruction
fiber,1527.8,1597.766202463846,0.5829350000000002,0.2908261047134431,0.0017724331860744804,0.969597211534339,printed_endpoint_reconstruction
fiber,1528.0,1597.5475234270418,0.5821000000000001,0.29173908969210033,0.0018093209049788801,0.969597211534339,printed_endpoint_reconstruction
fiber,1528.2,1597.328961456103,0.5812649999999998,0.29265158592077045,0.0018467370448304904,0.969597211534339,printed_endpoint_reconstruction
fiber,1528.4,1597.110516457051,0.5804299999999997,0.2935635937918118,0.0018846829500812833,0.969597211534339,printed_endpoint_reconstruction
fiber,1528.6,1596.8921883360088,0.5795950000000004,0.2944751136971634,0.0019231597975678174,0.969597211534339,printed_endpoint_reconstruction
fiber,1528.8,1596.6739769991977,0.5787600000000003,0.2953861460283494,0.0019621685927867245,0.969597211534339,printed_endpoint_reconstruction
fiber,1529.0,1596.4558823529414,0.577925,0.29629669117646945,0.002001710166205565,0.969597211534339,printed_endpoint_reconstruction
fiber,1529.2,1596.2379043036622,0.5770899999999999,0.2972067495322105,0.0020417851696139136,0.969597211534339,printed_endpoint_reconstruction
fiber,1529.4,1596.0200427578834,0.5762549999999996,0.2981163214858368,0.002082394072516202,0.969597211534339,printed_endpoint_reconstruction
fiber,1529.6,1595.8022976222285,0.5754200000000004,0.2990254074271961,0.002123537158571266,0.969597211534339,printed_endpoint_reconstruction
fiber,1529.8,1595.5846688034192,0.5745850000000002,0.299934007745725,0.0021652145220813603,0.969597211534339,printed_endpoint_reconstruction
fiber,1530.0,1595.3671562082777,0.57375,0.3008421228304405,0.0022074260645333806,0.969597211534339,printed_endpoint_reconstruction
fiber,1530.2,1595.149759743727,0.5729149999999998,0.3017497530699401,0.002250171491196714,0.969597211534339,printed_endpoint_reconstruction
fiber,1530.4,1594.9324793167868,0.5720799999999997,0.3026568988524149,0.0022934503077814456,0.969597211534339,printed_endpoint_reconstruction
fiber,1530.6,1594.7153148345787,0.5712450000000004,0.3035635605656337,0.0023372618171583043,0.969597211534339,printed_endpoint_reconstruction
fiber,1530.8,1594.4982662043215,0.5704100000000002,0.3044697385969579,0.0023816051161466875,0.969597211534339,printed_endpoint_reconstruction
fiber,1531.0,1594.2813333333336,0.569575,0.3053754333333323,0.0024264790923714977,0.969597211534339,printed_endpoint_reconstruction
fiber,1531.2,1594.0645161290324,0.5687399999999998,0.3062806451612896,0.002471882421194151,0.969597211534339,printed_endpoint_reconstruction
fiber,1531.4,1593.847814498934,0.5679049999999997,0.3071853744669506,0.0025178135627202105,0.969597211534339,printed_endpoint_reconstruction
fiber,1531.6,1593.6312283506531,0.5670700000000004,0.3080896216360231,0.0025642707588872785,0.969597211534339,printed_endpoint_reconstruction
fiber,1531.8,1593.4147575919021,0.5662350000000003,0.30899338705380863,0.002611252030636992,0.969597211534339,printed_endpoint_reconstruction
fiber,1532.0,1593.198402130493,0.5654,0.30989667110519203,0.00265875517517321,0.969597211534339,printed_endpoint_reconstruction
fiber,1532.2,1592.9821618743345,0.5645649999999999,0.31079947417465364,0.0027067777633118482,0.969597211534339,printed_endpoint_reconstruction
fiber,1532.4,1592.7660367314347,0.5637299999999996,0.31170179664625997,0.002755317136923357,0.969597211534339,printed_endpoint_reconstruction
fiber,1532.6,1592.550026609899,0.5628950000000004,0.3126036389036713,0.002804370406473233,0.969597211534339,printed_endpoint_reconstruction
fiber,1532.8,1592.3341314179304,0.5620600000000002,0.3135050013301406,0.0028539344486624364,0.969597211534339,printed_endpoint_reconstruction
fiber,1533.0,1592.1183510638298,0.5612250000000001,0.31440588430851063,0.0029040059041713618,0.969597211534339,printed_endpoint_reconstruction
fiber,1533.2,1591.9026854559957,0.5603899999999998,0.31530628822121815,0.0029545811755109985,0.969597211534339,printed_endpoint_reconstruction
fiber,1533.4,1591.687134502924,0.5595549999999997,0.3162062134502924,0.0030056564249838404,0.969597211534339,printed_endpoint_reconstruction
fiber,1533.6,1591.4716981132078,0.5587200000000004,0.3171056603773573,0.003057227572758087,0.969597211534339,printed_endpoint_reconstruction
fiber,1533.8,1591.2563761955369,0.5578850000000002,0.3180046293836336,0.0031092902950580216,0.969597211534339,printed_endpoint_reconstruction
fiber,1534.0,1591.0411686586986,0.55705,0.3189031208499335,0.003161840022473225,0.969597211534339,printed_endpoint_reconstruction
fiber,1534.2,1590.8260754115772,0.5562149999999998,0.3198011351566651,0.003214871938390431,0.969597211534339,printed_endpoint_reconstruction
fiber,1534.4,1590.6110963631538,0.5553799999999997,0.3206986726838328,0.0032683809775502833,0.969597211534339,printed_endpoint_reconstruction
fiber,1534.6,1590.3962314225055,0.5545450000000004,0.3215957338110396,0.0033223618247320524,0.969597211534339,printed_endpoint_reconstruction
fiber,1534.8,1590.1814804988062,0.5537100000000003,0.3224923189174841,0.003376808913568681,0.969597211534339,printed_endpoint_reconstruction
fiber,1535.0,1589.9668435013264,0.552875,0.3233884283819624,0.0034317164254955186,0.969597211534339,printed_endpoint_reconstruction
fiber,1535.2,1589.7523203394328,0.5520399999999999,0.32428406258286807,0.003487078288834846,0.969597211534339,printed_endpoint_reconstruction
fiber,1535.4,1589.5379109225876,0.5512049999999996,0.32517922189819687,0.003542888178019241,0.969597211534339,printed_endpoint_reconstruction
fiber,1535.6,1589.3236151603498,0.5503700000000004,0.3260739067055394,0.0035991395129550932,0.969597211534339,printed_endpoint_reconstruction
fiber,1535.8,1589.1094329623743,0.5495350000000002,0.32696811738208736,0.003655825458530333,0.969597211534339,printed_endpoint_reconstruction
fiber,1536.0,1588.8953642384106,0.5487000000000001,0.32786185430463577,0.003712938924267577,0.969597211534339,printed_endpoint_reconstruction
fiber,1536.2,1588.6814088983053,0.5478649999999998,0.32875511784957523,0.0037704725641242924,0.969597211534339,printed_endpoint_reconstruction
fiber,1536.4,1588.467566851999,0.5470299999999997,0.32964790839290425,0.0038284187764443165,0.969597211534339,printed_endpoint_reconstruction
fiber,1536.6,1588.253838009529,0.5461950000000004,0.33054022631021607,0.003886769704059439,0.969597211534339,printed_endpoint_reconstruction
fiber,1536.8,1588.040222281027,0.5453600000000002,0.33143207197671265,0.0039455172345467075,0.969597211534339,printed_endpoint_reconstruction
fiber,1537.0,1587.8267195767198,0.544525,0.33232344576719475,0.004004653000639609,0.969597211534339,printed_endpoint_reconstruction
fiber,1537.2,1587.6133298069294,0.5436899999999999,0.3332143480560697,0.004064168380797804,0.969597211534339,printed_endpoint_reconstruction
fiber,1537.4,1587.400052882073,0.5428549999999996,0.33410477921734544,0.004124054499934603,0.969597211534339,printed_endpoint_reconstruction
fiber,1537.6,1587.186888712662,0.5420200000000004,0.334994739624636,0.004184302230305683,0.969597211534339,printed_endpoint_reconstruction
fiber,1537.8,1586.9738372093025,0.5411850000000002,0.33588422965116216,0.004244902192558995,0.969597211534339,printed_endpoint_reconstruction
fiber,1538.0,1586.760898282695,0.54035,0.33677324966974814,0.0043058447569473005,0.969597211534339,printed_endpoint_reconstruction
fiber,1538.2,1586.5480718436347,0.5395149999999999,0.33766180005282503,0.004367120044705095,0.969597211534339,printed_endpoint_reconstruction
fiber,1538.4,1586.3353578030103,0.5386799999999996,0.33854988117243195,0.0044287179295903695,0.969597211534339,printed_endpoint_reconstruction
fiber,1538.6,1586.122756071806,0.5378450000000005,0.3394374934002101,0.004490628039591561,0.969597211534339,printed_endpoint_reconstruction
fiber,1538.8,1585.910266561098,0.5370100000000002,0.34032463710741556,0.004552839758802475,0.969597211534339,printed_endpoint_reconstruction
fiber,1539.0,1585.6978891820581,0.5361750000000001,0.3412113126649073,0.004615342229462472,0.969597211534339,printed_endpoint_reconstruction
fiber,1539.2,1585.4856238459508,0.5353399999999998,0.3420975204431552,0.004678124354165675,0.969597211534339,printed_endpoint_reconstruction
fiber,1539.4,1585.2734704641352,0.5345049999999997,0.34298326081223535,0.004741174798237124,0.969597211534339,printed_endpoint_reconstruction
fiber,1539.6,1585.0614289480625,0.5336700000000004,0.3438685341418391,0.0048044819922782225,0.969597211534339,printed_endpoint_reconstruction
fiber,1539.8,1584.8494992092778,0.5328350000000002,0.344753340801265,0.004868034134878752,0.969597211534339,printed_endpoint_reconstruction
fiber,1540.0,1584.6376811594205,0.532,0.3456376811594195,0.004931819195497895,0.969597211534339,printed_endpoint_reconstruction
fiber,1540.2,1584.4259747102215,0.5311649999999999,0.34652155558482545,0.0049958249175136235,0.969597211534339,printed_endpoint_reconstruction
fiber,1540.4,1584.2143797735052,0.5303299999999996,0.3474049644456156,0.005060038821438359,0.969597211534339,printed_endpoint_reconstruction
fiber,1540.6,1584.0028962611902,0.5294950000000004,0.3482879081095307,0.0051244482083019766,0.969597211534339,printed_endpoint_reconstruction
fiber,1540.8,1583.7915240852858,0.5286600000000002,0.34917038694393177,0.00518904016320238,0.969597211534339,printed_endpoint_reconstruction
fiber,1541.0,1583.5802631578947,0.527825,0.3500524013157896,0.005253801559019724,0.969597211534339,printed_endpoint_reconstruction
