model,parameter,phi_rad,bunched_probability,split_probability
balance,0.0,-1.0995574287564276,0.49999999999999956,0.4999999999999996
balance,0.0,-1.082104136236484,0.49999999999999956,0.4999999999999996
balance,0.0,-1.064650843716541,0.49999999999999944,0.49999999999999944
balance,0.0,-1.0471975511965979,0.49999999999999956,0.4999999999999998
balance,0.0,-1.0297442586766543,0.4999999999999996,0.4999999999999996
balance,0.0,-1.0122909661567112,0.4999999999999996,0.49999999999999944
balance,0.0,-0.9948376736367677,0.4999999999999996,0.4999999999999996
balance,0.0,-0.9773843811168246,0.49999999999999967,0.4999999999999998
balance,0.0,-0.959931088596881,0.4999999999999996,0.4999999999999998
balance,0.0,-0.9424777960769379,0.49999999999999956,0.4999999999999998
balance,0.0,-0.9250245035569944,0.49999999999999956,0.4999999999999998
balance,0.0,-0.9075712110370513,0.49999999999999944,0.49999999999999944
balance,0.0,-0.8901179185171082,0.49999999999999944,0.4999999999999996
balance,0.0,-0.8726646259971647,0.49999999999999956,0.4999999999999996
balance,0.0,-0.8552113334772216,0.49999999999999944,0.49999999999999944
balance,0.0,-0.837758040957278,0.49999999999999967,0.4999999999999998
balance,0.0,-0.8203047484373349,0.49999999999999944,0.49999999999999944
balance,0.0,-0.8028514559173914,0.49999999999999967,0.4999999999999996
balance,0.0,-0.7853981633974483,0.49999999999999956,0.4999999999999996
balance,0.0,-0.7679448708775047,0.49999999999999967,0.4999999999999996
balance,0.0,-0.7504915783575616,0.49999999999999944,0.49999999999999944
balance,0.0,-0.7330382858376185,0.49999999999999967,0.4999999999999998
balance,0.0,-0.715584993317675,0.49999999999999944,0.49999999999999944
balance,0.0,-0.6981317007977319,0.49999999999999956,0.4999999999999996
balance,0.0,-0.6806784082777884,0.49999999999999944,0.4999999999999996
balance,0.0,-0.6632251157578453,0.49999999999999944,0.49999999999999944
balance,0.0,-0.6457718232379017,0.49999999999999956,0.4999999999999996
balance,0.0,-0.6283185307179586,0.49999999999999944,0.4999999999999996
balance,0.0,-0.6108652381980151,0.49999999999999944,0.4999999999999996
balance,0.0,-0.593411945678072,0.49999999999999956,0.4999999999999996
balance,0.0,-0.5759586531581289,0.49999999999999944,0.4999999999999996
balance,0.0,-0.5585053606381853,0.4999999999999996,0.49999999999999944
balance,0.0,-0.5410520681182422,0.4999999999999995,0.4999999999999996
balance,0.0,-0.5235987755982987,0.4999999999999996,0.49999999999999944
balance,0.0,-0.5061454830783556,0.4999999999999995,0.49999999999999944
balance,0.0,-0.48869219055841207,0.49999999999999967,0.4999999999999996
balance,0.0,-0.47123889803846897,0.49999999999999967,0.4999999999999996
balance,0.0,-0.4537856055185254,0.4999999999999997,0.4999999999999996
balance,0.0,-0.43633231299858233,0.49999999999999967,0.4999999999999996
balance,0.0,-0.41887902047863923,0.49999999999999956,0.49999999999999944
balance,0.0,-0.4014257279586957,0.4999999999999996,0.4999999999999996
balance,0.0,-0.3839724354387526,0.4999999999999995,0.4999999999999996
balance,0.0,-0.36651914291880905,0.49999999999999967,0.4999999999999996
balance,0.0,-0.34906585039886595,0.4999999999999995,0.4999999999999998
balance,0.0,-0.3316125578789224,0.4999999999999996,0.4999999999999996
balance,0.0,-0.3141592653589793,0.49999999999999956,0.4999999999999998
balance,0.0,-0.29670597283903577,0.49999999999999956,0.4999999999999996
balance,0.0,-0.27925268031909267,0.4999999999999995,0.4999999999999996
balance,0.0,-0.2617993877991496,0.4999999999999994,0.49999999999999944
balance,0.0,-0.24434609527920603,0.4999999999999996,0.4999999999999996
balance,0.0,-0.22689280275926293,0.4999999999999996,0.49999999999999944
balance,0.0,-0.2094395102393194,0.49999999999999944,0.4999999999999996
balance,0.0,-0.1919862177193763,0.49999999999999956,0.4999999999999996
balance,0.0,-0.17453292519943275,0.4999999999999996,0.4999999999999998
balance,0.0,-0.15707963267948966,0.49999999999999944,0.4999999999999996
balance,0.0,-0.13962634015954611,0.49999999999999956,0.4999999999999998
balance,0.0,-0.12217304763960302,0.49999999999999944,0.49999999999999944
balance,0.0,-0.10471975511965992,0.49999999999999944,0.4999999999999996
balance,0.0,-0.08726646259971638,0.49999999999999956,0.4999999999999996
balance,0.0,-0.06981317007977328,0.49999999999999944,0.49999999999999944
balance,0.0,-0.05235987755982974,0.49999999999999967,0.4999999999999998
balance,0.0,-0.03490658503988664,0.49999999999999944,0.49999999999999944
balance,0.0,-0.017453292519943098,0.49999999999999967,0.4999999999999996
balance,0.0,0.0,0.49999999999999956,0.4999999999999996
balance,0.0,0.017453292519943542,0.49999999999999967,0.4999999999999996
balance,0.0,0.03490658503988664,0.49999999999999944,0.49999999999999944
balance,0.0,0.05235987755982974,0.49999999999999967,0.4999999999999998
balance,0.0,0.06981317007977328,0.49999999999999944,0.49999999999999944
balance,0.0,0.08726646259971638,0.49999999999999956,0.4999999999999996
balance,0.0,0.10471975511965992,0.49999999999999944,0.4999999999999996
balance,0.0,0.12217304763960302,0.49999999999999944,0.49999999999999944
balance,0.0,0.13962634015954656,0.49999999999999956,0.4999999999999996
balance,0.0,0.15707963267948966,0.49999999999999944,0.4999999999999996
balance,0.0,0.1745329251994332,0.49999999999999944,0.4999999999999996
balance,0.0,0.1919862177193763,0.49999999999999956,0.4999999999999996
balance,0.0,0.20943951023931984,0.49999999999999956,0.49999999999999944
balance,0.0,0.22689280275926293,0.4999999999999996,0.49999999999999944
balance,0.0,0.24434609527920603,0.4999999999999995,0.4999999999999996
balance,0.0,0.2617993877991496,0.4999999999999996,0.49999999999999944
balance,0.0,0.27925268031909267,0.4999999999999996,0.49999999999999944
balance,0.0,0.2967059728390362,0.4999999999999996,0.4999999999999996
balance,0.0,0.3141592653589793,0.49999999999999967,0.4999999999999996
balance,0.0,0.33161255787892285,0.49999999999999956,0.4999999999999996
balance,0.0,0.34906585039886595,0.49999999999999967,0.4999999999999996
balance,0.0,0.3665191429188095,0.4999999999999996,0.49999999999999944
balance,0.0,0.3839724354387526,0.4999999999999995,0.49999999999999944
balance,0.0,0.4014257279586957,0.4999999999999996,0.4999999999999998
balance,0.0,0.41887902047863923,0.4999999999999996,0.4999999999999996
balance,0.0,0.43633231299858233,0.4999999999999997,0.4999999999999998
balance,0.0,0.45378560551852587,0.4999999999999996,0.4999999999999996
balance,0.0,0.47123889803846897,0.49999999999999956,0.4999999999999998
balance,0.0,0.4886921905584125,0.49999999999999956,0.4999999999999996
balance,0.0,0.5061454830783556,0.4999999999999994,0.4999999999999996
balance,0.0,0.5235987755982991,0.4999999999999996,0.4999999999999996
balance,0.0,0.5410520681182422,0.4999999999999997,0.4999999999999998
balance,0.0,0.5585053606381853,0.4999999999999997,0.49999999999999944
balance,0.0,0.5759586531581289,0.49999999999999944,0.4999999999999996
balance,0.0,0.593411945678072,0.49999999999999956,0.4999999999999996
balance,0.0,0.6108652381980155,0.4999999999999996,0.4999999999999998
balance,0.0,0.6283185307179586,0.49999999999999944,0.4999999999999996
balance,0.0,0.6457718232379022,0.49999999999999956,0.4999999999999998
balance,0.0,0.6632251157578453,0.49999999999999944,0.49999999999999944
balance,0.0,0.6806784082777888,0.49999999999999944,0.4999999999999996
balance,0.0,0.6981317007977319,0.49999999999999956,0.4999999999999996
balance,0.0,0.715584993317675,0.49999999999999944,0.49999999999999944
balance,0.0,0.7330382858376185,0.49999999999999967,0.4999999999999998
balance,0.0,0.7504915783575616,0.49999999999999944,0.49999999999999944
balance,0.0,0.7679448708775052,0.49999999999999967,0.4999999999999996
balance,0.0,0.7853981633974483,0.49999999999999956,0.4999999999999996
balance,0.0,0.8028514559173918,0.49999999999999967,0.4999999999999996
balance,0.0,0.8203047484373349,0.49999999999999944,0.49999999999999944
balance,0.0,0.8377580409572785,0.49999999999999956,0.4999999999999996
balance,0.0,0.8552113334772216,0.49999999999999944,0.49999999999999944
balance,0.0,0.8726646259971647,0.49999999999999956,0.4999999999999996
balance,0.0,0.8901179185171078,0.49999999999999944,0.4999999999999996
balance,0.0,0.9075712110370517,0.49999999999999944,0.4999999999999996
balance,0.0,0.9250245035569948,0.49999999999999933,0.4999999999999996
balance,0.0,0.9424777960769379,0.49999999999999956,0.4999999999999998
balance,0.0,0.959931088596881,0.49999999999999944,0.49999999999999944
balance,0.0,0.977384381116825,0.49999999999999944,0.4999999999999996
balance,0.0,0.9948376736367681,0.49999999999999933,0.49999999999999944
balance,0.0,1.0122909661567112,0.4999999999999996,0.49999999999999944
balance,0.0,1.0297442586766543,0.4999999999999994,0.4999999999999996
balance,0.0,1.0471975511965974,0.49999999999999956,0.4999999999999996
balance,0.0,1.0646508437165414,0.4999999999999995,0.4999999999999996
balance,0.0,1.0821041362364845,0.4999999999999996,0.4999999999999996
balance,0.0,1.0995574287564276,0.4999999999999995,0.4999999999999996
balance,0.0,1.1170107212763707,0.4999999999999996,0.4999999999999996
balance,0.0,1.1344640137963147,0.4999999999999996,0.49999999999999944
balance,0.0,1.1519173063162578,0.4999999999999995,0.4999999999999996
balance,0.0,1.1693705988362009,0.4999999999999996,0.4999999999999996
balance,0.0,1.186823891356144,0.4999999999999996,0.4999999999999998
balance,0.0,1.204277183876087,0.4999999999999995,0.4999999999999996
balance,0.0,1.221730476396031,0.4999999999999995,0.4999999999999996
balance,0.0,1.2391837689159741,0.4999999999999995,0.4999999999999996
balance,0.0,1.2566370614359172,0.4999999999999995,0.4999999999999996
balance,0.0,1.2740903539558603,0.4999999999999994,0.4999999999999996
balance,0.0,1.2915436464758043,0.4999999999999995,0.4999999999999996
balance,0.0,1.3089969389957474,0.4999999999999996,0.4999999999999996
balance,0.0,1.3264502315156905,0.4999999999999997,0.4999999999999998
balance,0.0,1.3439035240356336,0.4999999999999996,0.4999999999999998
balance,0.0,1.3613568165555767,0.49999999999999956,0.4999999999999998
balance,0.0,1.3788101090755207,0.49999999999999956,0.49999999999999944
balance,0.0,1.3962634015954638,0.49999999999999944,0.4999999999999996
balance,0.0,1.413716694115407,0.49999999999999944,0.4999999999999996
balance,0.0,1.43116998663535,0.49999999999999944,0.4999999999999996
balance,0.0,1.448623279155294,0.49999999999999944,0.49999999999999944
balance,0.0,1.466076571675237,0.49999999999999956,0.49999999999999944
balance,0.0,1.4835298641951802,0.49999999999999944,0.49999999999999944
balance,0.0,1.5009831567151233,0.49999999999999967,0.4999999999999998
balance,0.0,1.5184364492350664,0.4999999999999998,0.4999999999999998
balance,0.0,1.5358897417550104,0.49999999999999956,0.49999999999999944
balance,0.0,1.5533430342749535,0.49999999999999967,0.4999999999999996
balance,0.0,1.5707963267948966,0.49999999999999956,0.4999999999999996
balance,0.0,1.5882496193148397,0.49999999999999967,0.4999999999999996
balance,0.0,1.6057029118347836,0.49999999999999967,0.4999999999999998
balance,0.0,1.6231562043547267,0.49999999999999956,0.4999999999999996
balance,0.0,1.6406094968746698,0.49999999999999944,0.49999999999999944
balance,0.0,1.658062789394613,0.49999999999999956,0.4999999999999996
balance,0.0,1.675516081914556,0.49999999999999944,0.4999999999999996
balance,0.0,1.6929693744345,0.49999999999999956,0.4999999999999996
balance,0.0,1.7104226669544431,0.49999999999999933,0.4999999999999993
balance,0.0,1.7278759594743862,0.49999999999999956,0.4999999999999998
balance,0.0,1.7453292519943293,0.49999999999999944,0.49999999999999944
balance,0.0,1.7627825445142733,0.49999999999999944,0.4999999999999996
balance,0.0,1.7802358370342164,0.49999999999999944,0.49999999999999944
balance,0.0,1.7976891295541595,0.4999999999999996,0.49999999999999944
balance,0.0,1.8151424220741026,0.4999999999999994,0.4999999999999996
balance,0.0,1.8325957145940457,0.49999999999999956,0.4999999999999996
balance,0.0,1.8500490071139897,0.4999999999999995,0.49999999999999944
balance,0.0,1.8675022996339328,0.4999999999999996,0.4999999999999996
balance,0.0,1.8849555921538759,0.4999999999999995,0.4999999999999996
balance,0.0,1.902408884673819,0.49999999999999956,0.49999999999999944
balance,0.0,1.919862177193763,0.4999999999999996,0.49999999999999944
balance,0.0,1.937315469713706,0.4999999999999995,0.4999999999999996
balance,0.0,1.9547687622336491,0.4999999999999996,0.4999999999999996
balance,0.0,1.9722220547535922,0.4999999999999995,0.4999999999999998
balance,0.0,1.9896753472735353,0.4999999999999996,0.4999999999999996
balance,0.0,2.0071286397934793,0.4999999999999995,0.4999999999999996
balance,0.0,2.0245819323134224,0.4999999999999995,0.4999999999999996
balance,0.0,2.0420352248333655,0.4999999999999995,0.4999999999999996
balance,0.0,2.0594885173533086,0.4999999999999994,0.4999999999999996
balance,0.0,2.0769418098732526,0.4999999999999995,0.4999999999999996
balance,0.0,2.0943951023931957,0.4999999999999995,0.49999999999999944
balance,0.0,2.111848394913139,0.4999999999999997,0.4999999999999998
balance,0.0,2.129301687433082,0.4999999999999996,0.4999999999999998
balance,0.0,2.146754979953025,0.4999999999999996,0.49999999999999944
balance,0.0,2.164208272472969,0.49999999999999967,0.4999999999999998
balance,0.0,2.181661564992912,0.49999999999999944,0.4999999999999996
balance,0.0,2.199114857512855,0.49999999999999944,0.4999999999999996
balance,0.0,2.2165681500327983,0.49999999999999944,0.4999999999999996
balance,0.0,2.2340214425527423,0.49999999999999944,0.49999999999999944
balance,0.0,2.2514747350726854,0.49999999999999956,0.4999999999999996
balance,0.0,2.2689280275926285,0.49999999999999944,0.49999999999999944
balance,0.0,2.2863813201125716,0.49999999999999967,0.4999999999999998
balance,0.0,2.3038346126325147,0.4999999999999998,0.4999999999999998
balance,0.0,2.3212879051524586,0.49999999999999956,0.49999999999999944
balance,0.0,2.3387411976724017,0.49999999999999967,0.4999999999999996
balance,0.0,2.356194490192345,0.49999999999999956,0.4999999999999996
balance,0.0,2.373647782712288,0.49999999999999967,0.4999999999999996
balance,0.0,2.391101075232232,0.49999999999999967,0.4999999999999998
balance,0.0,2.408554367752175,0.49999999999999956,0.4999999999999996
balance,0.0,2.426007660272118,0.49999999999999956,0.4999999999999996
balance,0.0,2.443460952792061,0.49999999999999956,0.4999999999999996
balance,0.0,2.4609142453120043,0.49999999999999944,0.4999999999999996
balance,0.0,2.4783675378319483,0.49999999999999956,0.4999999999999996
balance,0.0,2.4958208303518914,0.49999999999999933,0.4999999999999993
balance,0.0,2.5132741228718345,0.49999999999999933,0.49999999999999944
balance,0.0,2.5307274153917776,0.49999999999999944,0.49999999999999944
balance,0.0,2.5481807079117216,0.49999999999999944,0.4999999999999996
balance,0.0,2.5656340004316647,0.49999999999999944,0.49999999999999944
balance,0.0,2.5830872929516078,0.4999999999999995,0.4999999999999998
balance,0.0,2.600540585471551,0.4999999999999994,0.49999999999999944
balance,0.0,2.617993877991494,0.49999999999999956,0.4999999999999996
balance,0.0,2.635447170511438,0.4999999999999995,0.49999999999999944
balance,0.0,2.652900463031381,0.49999999999999956,0.4999999999999996
balance,0.0,2.670353755551324,0.4999999999999996,0.49999999999999944
balance,0.0,2.6878070480712672,0.4999999999999995,0.49999999999999944
balance,0.0,2.7052603405912112,0.4999999999999996,0.4999999999999996
balance,0.0,2.7227136331111543,0.4999999999999996,0.4999999999999996
balance,0.0,2.7401669256310974,0.4999999999999996,0.49999999999999944
balance,0.0,2.7576202181510405,0.4999999999999996,0.4999999999999998
balance,0.0,2.7750735106709836,0.4999999999999995,0.4999999999999996
balance,0.0,2.7925268031909276,0.4999999999999995,0.4999999999999996
balance,0.0,2.8099800957108707,0.49999999999999967,0.4999999999999998
balance,0.0,2.827433388230814,0.4999999999999996,0.4999999999999998
balance,0.0,2.844886680750757,0.49999999999999944,0.4999999999999996
balance,0.0,2.862339973270701,0.49999999999999956,0.4999999999999996
balance,0.0,2.879793265790644,0.4999999999999995,0.49999999999999944
balance,0.0,2.897246558310587,0.4999999999999997,0.4999999999999998
balance,0.0,2.91469985083053,0.4999999999999996,0.4999999999999998
balance,0.0,2.9321531433504733,0.4999999999999996,0.4999999999999998
balance,0.0,2.9496064358704173,0.49999999999999967,0.4999999999999998
balance,0.0,2.9670597283903604,0.49999999999999944,0.4999999999999996
balance,0.0,2.9845130209103035,0.49999999999999967,0.4999999999999996
balance,0.0,3.0019663134302466,0.49999999999999944,0.4999999999999996
balance,0.0,3.0194196059501905,0.49999999999999967,0.4999999999999996
balance,0.0,3.0368728984701336,0.49999999999999956,0.4999999999999996
balance,0.0,3.0543261909900767,0.49999999999999944,0.49999999999999944
balance,0.0,3.07177948351002,0.49999999999999967,0.4999999999999998
balance,0.0,3.089232776029963,0.4999999999999998,0.4999999999999998
balance,0.0,3.106686068549907,0.49999999999999956,0.49999999999999944
balance,0.0,3.12413936106985,0.49999999999999967,0.4999999999999996
balance,0.0,3.141592653589793,0.49999999999999956,0.4999999999999996
balance,0.125,-3.141592653589793,0.8307189138830731,0.16928108611692597
balance,0.125,-3.12413936106985,0.8305174488564617,0.16948255114353755
balance,0.125,-3.1066860685499065,0.8299132992307285,0.1700867007692707
balance,0.125,-3.0892327760299634,0.8289072010691305,0.17109279893086837
balance,0.125,-3.07177948351002,0.8275003801473004,0.17249961985269854
balance,0.125,-3.0543261909900767,0.8256945504598271,0.17430544954017183
balance,0.125,-3.036872898470133,0.8234919121320179,0.17650808786798106
balance,0.125,-3.01941960595019,0.820895148739385,0.17910485126061398
balance,0.125,-3.0019663134302466,0.8179074240381212,0.18209257596187747
balance,0.125,-2.9845130209103035,0.8145323781105521,0.18546762188944674
balance,0.125,-2.9670597283903604,0.8107741229302536,0.18922587706974495
balance,0.125,-2.949606435870417,0.8066372373522491,0.19336276264775007
balance,0.125,-2.9321531433504737,0.8021267615343758,0.19787323846562319
balance,0.125,-2.91469985083053,0.7972481907966328,0.20275180920336627
balance,0.125,-2.897246558310587,0.7920074689259781,0.207992531074021
balance,0.125,-2.8797932657906435,0.7864109809347392,0.21358901906525984
balance,0.125,-2.8623399732707004,0.7804655452814608,0.21953445471853808
balance,0.125,-2.844886680750757,0.7741784055636624,0.22582159443633648
balance,0.125,-2.827433388230814,0.7675572216926305,0.23244277830736843
balance,0.125,-2.8099800957108707,0.7606100605609969,0.23938993943900222
balance,0.125,-2.792526803190927,0.7533453862144717,0.24665461378552722
balance,0.125,-2.775073510670984,0.7457720495397098,0.2542279504602895
balance,0.125,-2.7576202181510405,0.7378992774808651,0.26210072251913397
balance,0.125,-2.7401669256310974,0.7297366617979847,0.27026333820201426
balance,0.125,-2.722713633111154,0.7212941473809238,0.2787058526190757
balance,0.125,-2.705260340591211,0.7125820201330287,0.2874179798669702
balance,0.125,-2.6878070480712672,0.7036108944393515,0.2963891055606474
balance,0.125,-2.670353755551324,0.6943917002346545,0.3056082997653447
balance,0.125,-2.652900463031381,0.6849356696869673,0.31506433031303166
balance,0.125,-2.6354471705114375,0.6752543235129224,0.32474567648707686
balance,0.125,-2.6179938779914944,0.6653594569415363,0.33464054305846275
balance,0.125,-2.600540585471551,0.6552631253435383,0.34473687465646075
balance,0.125,-2.5830872929516078,0.6449776295437606,0.3550223704562387
balance,0.125,-2.5656340004316642,0.6345155008344754,0.3654844991655237
balance,0.125,-2.548180707911721,0.623889485707948,0.376110514292051
balance,0.125,-2.5307274153917776,0.6131125303267976,0.38688746967320137
balance,0.125,-2.5132741228718345,0.602197764751094,0.3978022352489053
balance,0.125,-2.4958208303518914,0.5911584869413997,0.4088415130585993
balance,0.125,-2.478367537831948,0.5800081465572557,0.4199918534427432
balance,0.125,-2.4609142453120048,0.5687603285708424,0.43123967142915676
balance,0.125,-2.443460952792061,0.5574287367157816,0.4425712632842176
balance,0.125,-2.426007660272118,0.5460271767912519,0.4539728232087474
balance,0.125,-2.4085543677521746,0.5345695398417446,0.4654304601582547
balance,0.125,-2.3911010752322315,0.5230697852329698,0.4769302147670294
balance,0.125,-2.373647782712288,0.5115419236445164,0.4884580763554828
balance,0.125,-2.356194490192345,0.49999999999999956,0.4999999999999996
