theta_case,phi_rad,state,probability
pi_over_2,-0.6457718232379017,20,0.31890933895424967
pi_over_2,-0.6457718232379017,11,0.3621813220915
pi_over_2,-0.6457718232379017,02,0.31890933895424967
pi_over_2,-0.6283185307179586,20,0.32725424859373653
pi_over_2,-0.6283185307179586,11,0.34549150281252605
pi_over_2,-0.6283185307179586,02,0.3272542485937367
pi_over_2,-0.6108652381980151,20,0.33550503583141705
pi_over_2,-0.6108652381980151,11,0.32898992833716517
pi_over_2,-0.6108652381980151,02,0.33550503583141705
pi_over_2,-0.593411945678072,20,0.34365164835397777
pi_over_2,-0.593411945678072,11,0.3126967032920437
pi_over_2,-0.593411945678072,02,0.34365164835397777
pi_over_2,-0.5759586531581289,20,0.3516841607689497
pi_over_2,-0.5759586531581289,11,0.29663167846209976
pi_over_2,-0.5759586531581289,02,0.3516841607689497
pi_over_2,-0.5585053606381853,20,0.3595927866972691
pi_over_2,-0.5585053606381853,11,0.28081442660546113
pi_over_2,-0.5585053606381853,02,0.3595927866972691
pi_over_2,-0.5410520681182422,20,0.3673678906964723
pi_over_2,-0.5410520681182422,11,0.26526421860705446
pi_over_2,-0.5410520681182422,02,0.3673678906964723
pi_over_2,-0.5235987755982987,20,0.3749999999999998
pi_over_2,-0.5235987755982987,11,0.24999999999999967
pi_over_2,-0.5235987755982987,02,0.37499999999999994
pi_over_2,-0.5061454830783556,20,0.3824798160583008
pi_over_2,-0.5061454830783556,11,0.23504036788339738
pi_over_2,-0.5061454830783556,02,0.38247981605830106
pi_over_2,-0.48869219055841207,20,0.3897982258676865
pi_over_2,-0.48869219055841207,11,0.22040354826462624
pi_over_2,-0.48869219055841207,02,0.38979822586768664
pi_over_2,-0.47123889803846897,20,0.39694631307311795
pi_over_2,-0.47123889803846897,11,0.20610737385376335
pi_over_2,-0.47123889803846897,02,0.39694631307311795
pi_over_2,-0.4537856055185254,20,0.4039153688314144
pi_over_2,-0.4537856055185254,11,0.19216926233717052
pi_over_2,-0.4537856055185254,02,0.4039153688314144
pi_over_2,-0.43633231299858233,20,0.41069690242163454
pi_over_2,-0.43633231299858233,11,0.17860619515673015
pi_over_2,-0.43633231299858233,02,0.41069690242163454
pi_over_2,-0.41887902047863923,20,0.41728265158971406
pi_over_2,-0.41887902047863923,11,0.16543469682057085
pi_over_2,-0.41887902047863923,02,0.41728265158971417
pi_over_2,-0.4014257279586957,20,0.42366459261474915
pi_over_2,-0.4014257279586957,11,0.1526708147705012
pi_over_2,-0.4014257279586957,02,0.42366459261474915
pi_over_2,-0.3839724354387526,20,0.4298349500846623
pi_over_2,-0.3839724354387526,11,0.1403300998306744
pi_over_2,-0.3839724354387526,02,0.4298349500846623
pi_over_2,-0.36651914291880905,20,0.4357862063693483
pi_over_2,-0.36651914291880905,11,0.1284275872613027
pi_over_2,-0.36651914291880905,02,0.4357862063693483
pi_over_2,-0.34906585039886595,20,0.44151111077974414
pi_over_2,-0.34906585039886595,11,0.11697777844051092
pi_over_2,-0.34906585039886595,02,0.44151111077974403
pi_over_2,-0.3316125578789224,20,0.4470026884016802
pi_over_2,-0.3316125578789224,11,0.10599462319663883
pi_over_2,-0.3316125578789224,02,0.4470026884016802
pi_over_2,-0.3141592653589793,20,0.4522542485937365
pi_over_2,-0.3141592653589793,11,0.0954915028125262
pi_over_2,-0.3141592653589793,02,0.4522542485937365
pi_over_2,-0.29670597283903577,20,0.45725939313876013
pi_over_2,-0.29670597283903577,11,0.08548121372247892
pi_over_2,-0.29670597283903577,02,0.45725939313876013
pi_over_2,-0.27925268031909267,20,0.46201202403910596
pi_over_2,-0.27925268031909267,11,0.07597595192178694
pi_over_2,-0.27925268031909267,02,0.4620120240391063
pi_over_2,-0.2617993877991496,20,0.46650635094610915
pi_over_2,-0.2617993877991496,11,0.06698729810778072
pi_over_2,-0.2617993877991496,02,0.4665063509461093
pi_over_2,-0.24434609527920603,20,0.4707368982147312
pi_over_2,-0.24434609527920603,11,0.05852620357053645
pi_over_2,-0.24434609527920603,02,0.47073689821473136
pi_over_2,-0.22689280275926293,20,0.4746985115747915
