artifact_state,parameter_match,group,length,dimension,beta,observable,family,boundary,shell_mode,shell_width,delta,count,log_d_count
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0,1024,1.0
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0025,985,0.9943979914343739
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.005,939,0.9874981347653775
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0075,889,0.979603960882977
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.01,853,0.973640193131829
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0125,809,0.9659995892429977
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.015,765,0.9579315937580014
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0175,724,0.9499845887083205
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.02,684,0.9417852514885897
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0225,639,0.9319672120946995
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.025,604,0.9238404739325079
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0275,558,0.9124121311829188
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.03,523,0.9030667136246942
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0325,488,0.8930737337562887
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.035,454,0.8826548487290915
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0375,420,0.8714245517666123
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.04,378,0.8562242424221073
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0425,359,0.8487840033823051
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.045,323,0.8335390354693925
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0475,292,0.8189824558880017
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.05,268,0.8066089190457773
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0525,247,0.7948367231584678
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.055,226,0.7820178962415189
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0575,214,0.7741466986401146
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.06,199,0.7636624620543648
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0625,185,0.7531381460516312
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.065,176,0.7459431618637297
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.0675,164,0.7357552004618084
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,10,1024,0.25,sigma_x,eth_nonintegrable,periodic,centred,32,0.07,154,0.7266786540694902
