artifact_state,parameter_match,group,length,dimension,beta,observable,family,boundary,shell_mode,shell_width,delta,count,log_d_count
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.0,512,1.0
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.0025,490,0.9929597710002855
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.005,465,0.984565211777266
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.0075,442,0.976433617710159
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.01,420,0.9682495019629025
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.0125,397,0.9592216885714399
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.015,368,0.9470624395618904
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.0175,342,0.9353169460984331
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.02,318,0.9236536616982617
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.0225,296,0.9121614850698833
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.025,275,0.9003653120457803
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.0275,251,0.8857270615500857
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.03,235,0.8751685496183333
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.0325,217,0.86239458138272
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.035,203,0.8517039907983529
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,9,512,0.25,sigma_z,eth_nonintegrable,periodic,centred,23,0.0375,191,0.8419365364484165
