artifact_state,parameter_match,group,length,beta,decomposition,representative_index,energy_density,diagonal_entropy,participation_number,population
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,0,-1.3456769364129448,0.7780031769834025,2.177120597669577,0.10784308876816863
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,1,-1.2876899706217497,0.5977268809105627,1.8179816113052907,0.08289736254612962
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,2,-0.9823224697940046,1.4770299600875645,4.3799178131336305,0.05493581034294968
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,3,-0.9823224697940046,1.4770299600875656,4.379917813133636,0.05493581034294964
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,4,-1.0073416067050867,0.8377796407517693,2.311229515557308,0.04809890022338159
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,5,-0.7173901599943405,1.983428613092695,7.267618167907471,0.035797516191216926
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,6,-0.7173901599943416,1.9834286130926917,7.267618167907447,0.035797516191216905
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,7,-0.6210233039550841,2.1487788930809333,8.574381765035701,0.03049623540805663
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,8,-0.6815223696775852,2.410074074114575,11.134785913925475,0.029241252871195108
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,9,-0.6815223696775834,2.4687827183837316,11.80806435998186,0.0292412528711951
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,10,-0.6815223696775853,2.2547353164889854,9.532769809214152,0.029241252871195084
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,11,-0.6815223696775835,2.4673562480334787,11.791232514197088,0.029241252871195028
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,12,-0.5982656431329969,1.1066534178694105,3.02422063773434,0.022081222599254557
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,13,-0.4949869018814315,2.396657584024137,10.986393845312797,0.02149517522833558
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,14,-0.49498690188143035,2.705588919440717,14.963126172130616,0.021495175228335574
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,15,-0.49498690188143085,1.5787682310727298,4.8489793091163405,0.021495175228335568
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,16,-0.4949869018814302,2.5940433787914303,13.383778029631532,0.021495175228335557
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,17,-0.35570313265008274,1.7886087740391239,5.98112557825498,0.017776931811457956
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,18,-0.33333333333333365,2.7177565664110546,15.146304372824675,0.014388664126079002
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,19,-0.3333333333333333,2.354151808546947,10.529194300508681,0.014388664126079002
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,20,-0.3333333333333328,2.560754397804346,12.945579749639771,0.014388664126079002
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,21,-0.33333333333333276,2.78764040786715,16.242648523635612,0.014388664126078993
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,22,-0.16916766485392895,2.9146678900717435,18.44268638629518,0.013067780166351147
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,23,-0.16916766485392912,2.6542072867619746,14.213714192839717,0.013067780166351147
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,24,-0.16916766485392867,2.74429513107259,15.553646785111313,0.013067780166351142
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,25,-0.16916766485392895,2.340842314893658,10.389984516651941,0.013067780166351137
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,26,-0.23696647729407463,2.1841796281816426,8.883357906780654,0.012257836159706131
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,27,-0.23696647729407513,2.1841796281816435,8.883357906780663,0.012257836159706131
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,28,0.017367802942224935,2.2502761567133587,9.490356300116986,0.00960609402608014
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,29,-0.027965832505588192,2.4250244439288826,11.302505693548321,0.009535320536631302
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,30,-0.027965832505588418,2.4250244439288857,11.302505693548357,0.009535320536631298
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,31,-0.0684010235336699,1.836223299468983,6.272802970387338,0.009376005083165188
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,32,0.06840102353366996,2.0891299530514678,8.077883967716323,0.008123227830195992
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,33,0.027965832505588133,2.2489697509960105,9.477966139437402,0.007987505520662241
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,34,0.027965832505588276,2.248969750996019,9.477966139437482,0.007987505520662238
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,35,-0.017367802942225133,1.7514114429141767,5.762730703951037,0.007928657081728123
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,36,0.2369664772940748,2.5610175115799034,12.948986358147637,0.006213447825154524
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,37,0.23696647729407516,2.5610175115799043,12.94898635814765,0.006213447825154524
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,38,0.16916766485392865,2.7597740566918634,15.796273482740238,0.005828336906351045
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,39,0.1691676648539291,2.884608621680982,17.896561898358527,0.005828336906351043
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,6,0.25,eigen,40,0.16916766485392917,2.934046722814203,18.803569574828515,0.005828336906351043
