artifact_state,parameter_match,group,length,dimension,beta,observable,family,boundary,shell_mode,shell_width,delta,count,log_d_count
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0,1024,1.0
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0025,963,0.991139198784346
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.005,902,0.9816983623255382
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0075,859,0.9746514321138463
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.01,794,0.9632995197142958
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0125,742,0.9535275376620803
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.015,680,0.9409390936137701
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0175,621,0.9278449458220481
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.02,566,0.9144658242831882
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0225,510,0.8994353436858857
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.025,470,0.8876516946565
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0275,425,0.8731319031025064
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.03,390,0.860733031374961
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0325,349,0.8447083226209652
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.035,309,0.8271463027904375
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0375,262,0.803342300153745
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.04,216,0.7754887502163469
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0425,194,0.7599912842187128
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.045,169,0.7400879436282184
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0475,155,0.7276124405274238
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.05,140,0.7129283016944966
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0525,124,0.6954196310386875
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.055,112,0.6807354922057604
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0575,101,0.6658211482751795
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.06,88,0.6459431618637298
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0625,72,0.6169925001442312
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.065,67,0.6066089190457772
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0675,63,0.5977279923499916
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.07,55,0.578135971352466
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0725,51,0.5672425341971495
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.075,44,0.5459431618637297
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,1024,0.25,sigma_z,eth_nonintegrable,periodic,centred,32,0.0775,39,0.5285402218862248
