series_id,y_m,y_mm,R0
FIG001A_R0,-0.001242,-1.242,4.090007295077545e-10
FIG001A_R0,-0.001241,-1.2409999999999999,4.235920845597885e-10
FIG001A_R0,-0.00124,-1.24,4.38337249989832e-10
FIG001A_R0,-0.001239,-1.239,4.5322957774603596e-10
FIG001A_R0,-0.001238,-1.238,4.682625352314628e-10
FIG001A_R0,-0.001237,-1.237,4.834297101656022e-10
FIG001A_R0,-0.0012360000000000001,-1.2360000000000002,4.987248153877932e-10
FIG001A_R0,-0.001235,-1.2349999999999999,5.141416936001534e-10
FIG001A_R0,-0.001234,-1.234,5.296743220473418e-10
FIG001A_R0,-0.0012330000000000002,-1.233,5.453168171307323e-10
FIG001A_R0,-0.001232,-1.232,5.610634389544742e-10
FIG001A_R0,-0.001231,-1.231,5.769085958010019e-10
FIG001A_R0,-0.00123,-1.23,5.928468485335202e-10
FIG001A_R0,-0.001229,-1.229,6.088729149231013e-10
FIG001A_R0,-0.001228,-1.228,6.249816738980047e-10
FIG001A_R0,-0.001227,-1.227,6.411681697127952e-10
FIG001A_R0,-0.001226,-1.2260000000000002,6.574276160350847e-10
FIG001A_R0,-0.001225,-1.2249999999999999,6.737553999474549e-10
FIG001A_R0,-0.001224,-1.224,6.901470858624036e-10
FIG001A_R0,-0.0012230000000000001,-1.223,7.065984193480532e-10
FIG001A_R0,-0.001222,-1.222,7.231053308624401e-10
FIG001A_R0,-0.001221,-1.221,7.396639393942269e-10
FIG001A_R0,-0.0012200000000000002,-1.2200000000000002,7.562705560077593e-10
FIG001A_R0,-0.001219,-1.219,7.729216872902972e-10
FIG001A_R0,-0.0012180000000000001,-1.2180000000000002,7.896140386995196e-10
FIG001A_R0,-0.001217,-1.217,8.063445178091628e-10
FIG001A_R0,-0.001216,-1.216,8.23110237450958e-10
FIG001A_R0,-0.001215,-1.2149999999999999,8.399085187508861e-10
FIG001A_R0,-0.001214,-1.214,8.567368940578501e-10
FIG001A_R0,-0.001213,-1.213,8.735931097630335e-10
FIG001A_R0,-0.001212,-1.212,8.904751290081075e-10
FIG001A_R0,-0.001211,-1.211,9.073811342804995e-10
FIG001A_R0,-0.0012100000000000001,-1.2100000000000002,9.243095298941401e-10
FIG001A_R0,-0.001209,-1.209,9.412589443539958e-10
FIG001A_R0,-0.001208,-1.2080000000000002,9.582282326027448e-10
FIG001A_R0,-0.0012070000000000002,-1.207,9.75216478148166e-10
FIG001A_R0,-0.001206,-1.206,9.922229950696318e-10
FIG001A_R0,-0.0012050000000000001,-1.205,1.0092473299023578e-09
FIG001A_R0,-0.001204,-1.204,1.0262892633979732e-09
FIG001A_R0,-0.001203,-1.203,1.0433488121600333e-09
FIG001A_R0,-0.001202,-1.202,1.0604262301533332e-09
FIG001A_R0,-0.001201,-1.201,1.0775220100856255e-09
FIG001A_R0,-0.0012000000000000001,-1.2000000000000002,1.0946368846606727e-09
FIG001A_R0,-0.001199,-1.199,1.11177182770151e-09
FIG001A_R0,-0.001198,-1.198,1.1289280551427932e-09
