series_id,y_m,y_mm,R0
FIG001A_R0,-0.0006590000000000001,-0.659,4.275278003107464e-08
FIG001A_R0,-0.0006580000000000001,-0.658,4.317346330142663e-08
FIG001A_R0,-0.000657,-0.657,4.359569567594591e-08
FIG001A_R0,-0.0006560000000000001,-0.6560000000000001,4.4019403655127215e-08
FIG001A_R0,-0.0006550000000000001,-0.6550000000000001,4.444451315517433e-08
FIG001A_R0,-0.0006540000000000001,-0.654,4.487094952870427e-08
FIG001A_R0,-0.000653,-0.653,4.5298637585669147e-08
FIG001A_R0,-0.000652,-0.652,4.5727501614488284e-08
FIG001A_R0,-0.0006510000000000001,-0.6510000000000001,4.615746540338479e-08
FIG001A_R0,-0.0006500000000000001,-0.6500000000000001,4.6588452261918534e-08
FIG001A_R0,-0.0006490000000000001,-0.649,4.7020385042709334e-08
FIG001A_R0,-0.000648,-0.648,4.745318616334308e-08
FIG001A_R0,-0.0006470000000000001,-0.6470000000000001,4.788677762845363e-08
FIG001A_R0,-0.0006460000000000001,-0.6460000000000001,4.832108105197324e-08
FIG001A_R0,-0.0006450000000000001,-0.645,4.875601767954423e-08
FIG001A_R0,-0.000644,-0.644,4.91915084110845e-08
FIG001A_R0,-0.000643,-0.643,4.962747382349983e-08
FIG001A_R0,-0.0006420000000000001,-0.6420000000000001,5.006383419353463e-08
FIG001A_R0,-0.0006410000000000001,-0.6410000000000001,5.050050952075496e-08
FIG001A_R0,-0.00064,-0.64,5.093741955065443e-08
FIG001A_R0,-0.000639,-0.639,5.1374483797876766e-08
FIG001A_R0,-0.0006380000000000001,-0.6380000000000001,5.1811621569547034e-08
FIG001A_R0,-0.0006370000000000001,-0.6370000000000001,5.224875198870301e-08
FIG001A_R0,-0.0006360000000000001,-0.636,5.268579401781973e-08
FIG001A_R0,-0.000635,-0.635,5.3122666482418766e-08
FIG001A_R0,-0.0006340000000000001,-0.6340000000000001,5.355928809475474e-08
FIG001A_R0,-0.0006330000000000001,-0.6330000000000001,5.399557747757109e-08
FIG001A_R0,-0.0006320000000000001,-0.6320000000000001,5.4431453187916425e-08
FIG001A_R0,-0.000631,-0.631,5.486683374101441e-08
FIG001A_R0,-0.00063,-0.63,5.530163763417858e-08
FIG001A_R0,-0.0006290000000000001,-0.6290000000000001,5.5735783370763974e-08
FIG001A_R0,-0.0006280000000000001,-0.6280000000000001,5.616918948414772e-08
FIG001A_R0,-0.0006270000000000001,-0.6270000000000001,5.660177456173026e-08
FIG001A_R0,-0.000626,-0.626,5.703345726894904e-08
FIG001A_R0,-0.0006250000000000001,-0.6250000000000001,5.7464156373296646e-08
FIG001A_R0,-0.0006240000000000001,-0.6240000000000001,5.7893790768335104e-08
FIG001A_R0,-0.0006230000000000001,-0.6230000000000001,5.832227949769816e-08
FIG001A_R0,-0.000622,-0.622,5.874954177907307e-08
FIG001A_R0,-0.000621,-0.621,5.917549702815443e-08
FIG001A_R0,-0.0006200000000000001,-0.6200000000000001,5.9600064882560856e-08
FIG001A_R0,-0.0006190000000000001,-0.6190000000000001,6.00231652257072e-08
FIG001A_R0,-0.0006180000000000001,-0.6180000000000001,6.044471821062307e-08
FIG001A_R0,-0.000617,-0.617,6.086464428371082e-08
FIG001A_R0,-0.0006160000000000001,-0.6160000000000001,6.12828642084332e-08
FIG001A_R0,-0.0006150000000000001,-0.6150000000000001,6.169929908892427e-08
FIG001A_R0,-0.0006140000000000001,-0.6140000000000001,6.211387039351351e-08
FIG001A_R0,-0.000613,-0.6130000000000001,6.252649997815645e-08
FIG001A_R0,-0.000612,-0.612,6.293711010976317e-08
FIG001A_R0,-0.0006110000000000001,-0.6110000000000001,6.334562348941635e-08
FIG001A_R0,-0.0006100000000000001,-0.6100000000000001,6.375196327547122e-08
FIG001A_R0,-0.0006090000000000001,-0.6090000000000001,6.415605310652893e-08
FIG001A_R0,-0.000608,-0.608,6.455781712427556e-08
FIG001A_R0,-0.0006070000000000001,-0.6070000000000001,6.495717999617902e-08
FIG001A_R0,-0.0006060000000000001,-0.6060000000000001,6.535406693803546e-08
FIG001A_R0,-0.0006050000000000001,-0.6050000000000001,6.574840373635737e-08
FIG001A_R0,-0.000604,-0.6040000000000001,6.614011677059601e-08
FIG001A_R0,-0.000603,-0.603,6.652913303518945e-08
FIG001A_R0,-0.0006020000000000001,-0.6020000000000001,6.691538016142971e-08
FIG001A_R0,-0.0006010000000000001,-0.6010000000000001,6.729878643914004e-08
FIG001A_R0,-0.0006000000000000001,-0.6000000000000001,6.767928083815532e-08
FIG001A_R0,-0.000599,-0.599,6.805679302959846e-08
FIG001A_R0,-0.0005980000000000001,-0.5980000000000001,6.843125340694377e-08
FIG001A_R0,-0.0005970000000000001,-0.5970000000000001,6.880259310686238e-08
FIG001A_R0,-0.0005960000000000001,-0.5960000000000001,6.917074402983908e-08
FIG001A_R0,-0.000595,-0.5950000000000001,6.953563886055585e-08
FIG001A_R0,-0.000594,-0.594,6.989721108803444e-08
FIG001A_R0,-0.0005930000000000001,-0.5930000000000001,7.025539502552908e-08
FIG001A_R0,-0.0005920000000000001,-0.5920000000000001,7.061012583016485e-08
FIG001A_R0,-0.000591,-0.5910000000000001,7.096133952231243e-08
FIG001A_R0,-0.00059,-0.5900000000000001,7.130897300469353e-08
FIG001A_R0,-0.0005890000000000001,-0.5890000000000001,7.165296408121021e-08
FIG001A_R0,-0.0005880000000000001,-0.5880000000000001,7.199325147549068e-08
FIG001A_R0,-0.0005870000000000001,-0.5870000000000001,7.232977484914522e-08
FIG001A_R0,-0.000586,-0.5860000000000001,7.266247481972612e-08
FIG001A_R0,-0.0005850000000000001,-0.5850000000000001,7.29912929783844e-08
FIG001A_R0,-0.0005840000000000001,-0.5840000000000001,7.331617190721766e-08
FIG001A_R0,-0.0005830000000000001,-0.5830000000000001,7.36370551963024e-08
FIG001A_R0,-0.000582,-0.5820000000000001,7.395388746040444e-08
FIG001A_R0,-0.000581,-0.5810000000000001,7.426661435536234e-08
FIG001A_R0,-0.0005800000000000001,-0.5800000000000001,7.45751825941366e-08
FIG001A_R0,-0.0005790000000000001,-0.5790000000000001,7.487953996252027e-08
FIG001A_R0,-0.0005780000000000001,-0.5780000000000001,7.517963533450341e-08
FIG001A_R0,-0.000577,-0.5770000000000001,7.547541868728815e-08
FIG001A_R0,-0.0005760000000000001,-0.5760000000000001,7.576684111594643e-08
FIG001A_R0,-0.0005750000000000001,-0.5750000000000001,7.605385484771722e-08
FIG001A_R0,-0.0005740000000000001,-0.5740000000000001,7.633641325593617e-08
FIG001A_R0,-0.000573,-0.5730000000000001,7.66144708735943e-08
FIG001A_R0,-0.000572,-0.5720000000000001,7.68879834065191e-08
FIG001A_R0,-0.0005710000000000001,-0.5710000000000001,7.715690774617479e-08
FIG001A_R0,-0.0005700000000000001,-0.5700000000000001,7.74212019820755e-08
FIG001A_R0,-0.0005690000000000001,-0.5690000000000001,7.768082541380791e-08
FIG001A_R0,-0.000568,-0.5680000000000001,7.793573856265858e-08
FIG001A_R0,-0.0005670000000000001,-0.5670000000000002,7.818590318284138e-08
FIG001A_R0,-0.0005660000000000001,-0.5660000000000001,7.843128227232128e-08
FIG001A_R0,-0.0005650000000000001,-0.5650000000000001,7.867184008323002e-08
FIG001A_R0,-0.000564,-0.5640000000000001,7.890754213187014e-08
FIG001A_R0,-0.000563,-0.5630000000000001,7.913835520830362e-08
FIG001A_R0,-0.0005620000000000001,-0.562,7.936424738552119e-08
FIG001A_R0,-0.0005610000000000001,-0.561,7.958518802818903e-08
FIG001A_R0,-0.0005600000000000001,-0.56,7.980114780096998e-08
FIG001A_R0,-0.000559,-0.559,8.001209867641502e-08
FIG001A_R0,-0.0005580000000000001,-0.5580000000000002,8.021801394242363e-08
FIG001A_R0,-0.0005570000000000001,-0.557,8.041886820926826e-08
FIG001A_R0,-0.0005560000000000001,-0.556,8.061463741618198e-08
FIG001A_R0,-0.000555,-0.555,8.08052988375055e-08
FIG001A_R0,-0.000554,-0.554,8.099083108839192e-08
FIG001A_R0,-0.0005530000000000001,-0.5530000000000002,8.117121413006656e-08
FIG001A_R0,-0.0005520000000000001,-0.552,8.134642927463993e-08
FIG001A_R0,-0.0005510000000000001,-0.551,8.151645918947198e-08
FIG001A_R0,-0.00055,-0.55,8.168128790108577e-08
FIG001A_R0,-0.0005490000000000001,-0.5490000000000002,8.184090079862898e-08
FIG001A_R0,-0.0005480000000000001,-0.548,8.199528463688201e-08
FIG001A_R0,-0.0005470000000000001,-0.547,8.214442753881094e-08
FIG001A_R0,-0.000546,-0.546,8.228831899766471e-08
FIG001A_R0,-0.0005450000000000001,-0.5450000000000002,8.242694987861529e-08
FIG001A_R0,-0.0005440000000000001,-0.5440000000000002,8.256031241994017e-08
FIG001A_R0,-0.0005430000000000001,-0.543,8.268840023374651e-08
FIG001A_R0,-0.0005420000000000001,-0.542,8.281120830623656e-08
FIG001A_R0,-0.000541,-0.541,8.292873299751357e-08
FIG001A_R0,-0.0005400000000000001,-0.5400000000000001,8.304097204092939e-08
FIG001A_R0,-0.0005390000000000001,-0.5390000000000001,8.31479245419715e-08
FIG001A_R0,-0.0005380000000000001,-0.538,8.324959097669272e-08
FIG001A_R0,-0.000537,-0.537,8.334597318968046e-08
FIG001A_R0,-0.0005360000000000001,-0.5360000000000001,8.343707439156959e-08
FIG001A_R0,-0.0005350000000000001,-0.5350000000000001,8.352289915609653e-08
FIG001A_R0,-0.0005340000000000001,-0.534,8.360345341669788e-08
FIG001A_R0,-0.000533,-0.533,8.36787444626526e-08
FIG001A_R0,-0.000532,-0.532,8.374878093477066e-08
FIG001A_R0,-0.0005310000000000001,-0.5310000000000001,8.381357282062816e-08
FIG001A_R0,-0.0005300000000000001,-0.5300000000000001,8.38731314493513e-08
FIG001A_R0,-0.0005290000000000001,-0.529,8.392746948595056e-08
FIG001A_R0,-0.000528,-0.528,8.397660092520689e-08
FIG001A_R0,-0.0005270000000000001,-0.5270000000000001,8.402054108511226e-08
FIG001A_R0,-0.0005260000000000001,-0.5260000000000001,8.40593065998659e-08
FIG001A_R0,-0.0005250000000000001,-0.525,8.409291541242998e-08
FIG001A_R0,-0.000524,-0.524,8.412138676664599e-08
FIG001A_R0,-0.000523,-0.523,8.414474119891459e-08
FIG001A_R0,-0.0005220000000000001,-0.5220000000000001,8.416300052944289e-08
FIG001A_R0,-0.000521,-0.521,8.417618785306058e-08
FIG001A_R0,-0.0005200000000000001,-0.52,8.41843275296093e-08
FIG001A_R0,-0.0005190000000000001,-0.5190000000000001,8.418744517390752e-08
FIG001A_R0,-0.000518,-0.518,8.41855676452955e-08
FIG001A_R0,-0.0005170000000000001,-0.5170000000000001,8.417872303676307e-08
FIG001A_R0,-0.0005160000000000002,-0.5160000000000002,8.416694066366398e-08
FIG001A_R0,-0.000515,-0.515,8.415025105202153e-08
FIG001A_R0,-0.0005140000000000001,-0.5140000000000001,8.412868592642883e-08
FIG001A_R0,-0.000513,-0.513,8.41022781975479e-08
FIG001A_R0,-0.0005120000000000001,-0.5120000000000001,8.407106194921259e-08
FIG001A_R0,-0.0005110000000000002,-0.5110000000000001,8.403507242513899e-08
FIG001A_R0,-0.00051,-0.51,8.399434601524882e-08
FIG001A_R0,-0.0005090000000000001,-0.5090000000000001,8.394892024161008e-08
FIG001A_R0,-0.000508,-0.508,8.389883374399976e-08
FIG001A_R0,-0.0005070000000000001,-0.5070000000000001,8.384412626509447e-08
FIG001A_R0,-0.0005060000000000002,-0.5060000000000001,8.378483863529319e-08
FIG001A_R0,-0.000505,-0.505,8.372101275717876e-08
FIG001A_R0,-0.0005040000000000001,-0.5040000000000001,8.365269158962173e-08
FIG001A_R0,-0.000503,-0.503,8.357991913153443e-08
FIG001A_R0,-0.0005020000000000001,-0.5020000000000001,8.350274040527977e-08
FIG001A_R0,-0.0005010000000000001,-0.5010000000000001,8.342120143973986e-08
FIG001A_R0,-0.0005,-0.5,8.333534925305289e-08
FIG001A_R0,-0.0004990000000000001,-0.4990000000000001,8.324523183502168e-08
FIG001A_R0,-0.0004980000000000002,-0.49800000000000016,8.315089812920256e-08
FIG001A_R0,-0.000497,-0.49700000000000005,8.305239801467879e-08
FIG001A_R0,-0.0004960000000000001,-0.4960000000000001,8.29497822875272e-08
FIG001A_R0,-0.000495,-0.495,8.284310264198231e-08
FIG001A_R0,-0.0004940000000000001,-0.4940000000000001,8.27324116513074e-08
FIG001A_R0,-0.0004930000000000002,-0.49300000000000016,8.26177627483767e-08
FIG001A_R0,-0.000492,-0.49200000000000005,8.249921020597751e-08
FIG001A_R0,-0.0004910000000000001,-0.4910000000000001,8.237680911683857e-08
FIG001A_R0,-0.00049,-0.49,8.225061537339196e-08
FIG001A_R0,-0.0004890000000000001,-0.48900000000000005,8.212068564727576e-08
FIG001A_R0,-0.00048800000000000015,-0.48800000000000016,8.198707736858506e-08
FIG001A_R0,-0.000487,-0.48700000000000004,8.184984870487839e-08
FIG001A_R0,-0.0004860000000000001,-0.4860000000000001,8.17090585399479e-08
FIG001A_R0,-0.00048499999999999997,-0.485,8.156476645235963e-08
FIG001A_R0,-0.00048400000000000006,-0.48400000000000004,8.141703269377344e-08
FIG001A_R0,-0.00048300000000000014,-0.48300000000000015,8.126591816704816e-08
FIG001A_R0,-0.000482,-0.482,8.111148440414245e-08
FIG001A_R0,-0.0004810000000000001,-0.4810000000000001,8.095379354381711e-08
FIG001A_R0,-0.0004800000000000002,-0.48000000000000015,8.079290830914819e-08
FIG001A_R0,-0.00047900000000000004,-0.47900000000000004,8.06288919848587e-08
FIG001A_R0,-0.0004780000000000001,-0.47800000000000015,8.046180839447713e-08
FIG001A_R0,-0.000477,-0.477,8.0291721877331e-08
FIG001A_R0,-0.0004760000000000001,-0.4760000000000001,8.011869726538399e-08
FIG001A_R0,-0.00047500000000000016,-0.47500000000000014,7.994279985992474e-08
FIG001A_R0,-0.00047400000000000003,-0.47400000000000003,7.97640954081164e-08
FIG001A_R0,-0.0004730000000000001,-0.4730000000000001,7.958265007941463e-08
FIG001A_R0,-0.000472,-0.472,7.939853044186314e-08
FIG001A_R0,-0.00047100000000000006,-0.4710000000000001,7.92118034382757e-08
FIG001A_R0,-0.00047000000000000015,-0.47000000000000014,7.902253636231254e-08
FIG001A_R0,-0.000469,-0.46900000000000003,7.883079683446011e-08
FIG001A_R0,-0.0004680000000000001,-0.4680000000000001,7.863665277792379e-08
FIG001A_R0,-0.0004670000000000002,-0.4670000000000002,7.8440172394441e-08
FIG001A_R0,-0.00046600000000000005,-0.466,7.82414241400245e-08
FIG001A_R0,-0.00046500000000000014,-0.46500000000000014,7.804047670064433e-08
FIG001A_R0,-0.000464,-0.464,7.783739896785766e-08
FIG001A_R0,-0.0004630000000000001,-0.4630000000000001,7.763226001439501e-08
FIG001A_R0,-0.00046200000000000017,-0.4620000000000002,7.742512906971197e-08
FIG001A_R0,-0.00046100000000000004,-0.461,7.721607549551547e-08
FIG001A_R0,-0.0004600000000000001,-0.46000000000000013,7.700516876127382e-08
FIG001A_R0,-0.000459,-0.45899999999999996,7.679247841971833e-08
FIG001A_R0,-0.0004580000000000001,-0.4580000000000001,7.657807408234737e-08
FIG001A_R0,-0.00045700000000000016,-0.4570000000000002,7.636202539494017e-08
FIG001A_R0,-0.000456,-0.456,7.614440201309013e-08
FIG001A_R0,-0.0004550000000000001,-0.4550000000000001,7.592527357776697e-08
FIG001A_R0,-0.000454,-0.45399999999999996,7.57047096909155e-08
FIG001A_R0,-0.00045300000000000006,-0.45300000000000007,7.548277989110164e-08
FIG001A_R0,-0.00045200000000000014,-0.4520000000000001,7.525955362921306e-08
FIG001A_R0,-0.000451,-0.451,7.503510024422424e-08
FIG001A_R0,-0.0004500000000000001,-0.4500000000000001,7.480948893903547e-08
FIG001A_R0,-0.0004490000000000002,-0.4490000000000002,7.458278875639267e-08
FIG001A_R0,-0.00044800000000000005,-0.44800000000000006,7.435506855489941e-08
FIG001A_R0,-0.00044700000000000013,-0.4470000000000001,7.412639698512815e-08
FIG001A_R0,-0.000446,-0.446,7.389684246584027e-08
FIG001A_R0,-0.0004450000000000001,-0.44500000000000006,7.366647316032383e-08
FIG001A_R0,-0.00044400000000000017,-0.4440000000000002,7.343535695285699e-08
FIG001A_R0,-0.00044300000000000003,-0.44300000000000006,7.320356142530688e-08
FIG001A_R0,-0.0004420000000000001,-0.4420000000000001,7.297115383387199e-08
FIG001A_R0,-0.000441,-0.441,7.273820108597599e-08
FIG001A_R0,-0.00044000000000000007,-0.44000000000000006,7.250476971732373e-08
FIG001A_R0,-0.00043900000000000015,-0.43900000000000017,7.227092586912483e-08
FIG001A_R0,-0.000438,-0.438,7.203673526549617e-08
FIG001A_R0,-0.0004370000000000001,-0.4370000000000001,7.180226319104992e-08
FIG001A_R0,-0.00043599999999999997,-0.436,7.156757446867605e-08
FIG001A_R0,-0.00043500000000000006,-0.43500000000000005,7.133273343752732e-08
FIG001A_R0,-0.00043400000000000014,-0.43400000000000016,7.109780393121522e-08
FIG001A_R0,-0.000433,-0.433,7.086284925622479e-08
FIG001A_R0,-0.0004320000000000001,-0.4320000000000001,7.062793217055644e-08
FIG001A_R0,-0.0004310000000000002,-0.43100000000000016,7.039311486260244e-08
FIG001A_R0,-0.00043000000000000004,-0.43000000000000005,7.015845893026593e-08
FIG001A_R0,-0.00042900000000000013,-0.4290000000000001,6.992402536033137e-08
FIG001A_R0,-0.000428,-0.428,6.968987450809182e-08
FIG001A_R0,-0.0004270000000000001,-0.4270000000000001,6.94560660772432e-08
FIG001A_R0,-0.00042600000000000016,-0.42600000000000016,6.922265910005086e-08
FIG001A_R0,-0.00042500000000000003,-0.42500000000000004,6.898971191779749e-08
FIG001A_R0,-0.0004240000000000001,-0.4240000000000001,6.875728216151876e-08
FIG001A_R0,-0.000423,-0.423,6.852542673303385e-08
FIG001A_R0,-0.00042200000000000007,-0.42200000000000004,6.829420178627861e-08
FIG001A_R0,-0.00042100000000000015,-0.42100000000000015,6.806366270894766e-08
FIG001A_R0,-0.00042,-0.42000000000000004,6.783386410445248e-08
FIG001A_R0,-0.0004190000000000001,-0.4190000000000001,6.760485977420288e-08
FIG001A_R0,-0.0004180000000000002,-0.4180000000000002,6.737670270021688e-08
FIG001A_R0,-0.00041700000000000005,-0.41700000000000004,6.714944502806762e-08
FIG001A_R0,-0.00041600000000000014,-0.41600000000000015,6.692313805017199e-08
FIG001A_R0,-0.000415,-0.415,6.669783218942785e-08
FIG001A_R0,-0.0004140000000000001,-0.4140000000000001,6.647357698320627e-08
FIG001A_R0,-0.00041300000000000017,-0.41300000000000014,6.62504210677043e-08
FIG001A_R0,-0.00041200000000000004,-0.41200000000000003,6.602841216266429e-08
FIG001A_R0,-0.0004110000000000001,-0.41100000000000014,6.580759705646582e-08
FIG001A_R0,-0.00041,-0.41,6.558802159159521e-08
FIG001A_R0,-0.0004090000000000001,-0.4090000000000001,6.536973065049885e-08
FIG001A_R0,-0.00040800000000000016,-0.40800000000000014,6.515276814182468e-08
FIG001A_R0,-0.000407,-0.40700000000000003,6.493717698705805e-08
FIG001A_R0,-0.0004060000000000001,-0.40600000000000014,6.472299910755655e-08
FIG001A_R0,-0.000405,-0.40499999999999997,6.451027541198791e-08
FIG001A_R0,-0.00040400000000000006,-0.4040000000000001,6.429904578417747e-08
FIG001A_R0,-0.00040300000000000015,-0.40300000000000014,6.408934907136788e-08
FIG001A_R0,-0.000402,-0.402,6.388122307289685e-08
FIG001A_R0,-0.0004010000000000001,-0.4010000000000001,6.367470452929652e-08
FIG001A_R0,-0.0004000000000000002,-0.4000000000000002,6.346982911181882e-08
FIG001A_R0,-0.00039900000000000005,-0.399,6.326663141239065e-08
FIG001A_R0,-0.00039800000000000013,-0.39800000000000013,6.306514493400291e-08
FIG001A_R0,-0.000397,-0.397,6.286540208153645e-08
FIG001A_R0,-0.0003960000000000001,-0.3960000000000001,6.266743415302947e-08
FIG001A_R0,-0.00039500000000000017,-0.3950000000000002,6.247127133138824e-08
FIG001A_R0,-0.00039400000000000004,-0.394,6.227694267654558e-08
FIG001A_R0,-0.0003930000000000001,-0.3930000000000001,6.208447611806966e-08
FIG001A_R0,-0.000392,-0.392,6.18938984482251e-08
FIG001A_R0,-0.00039100000000000007,-0.39100000000000007,6.170523531549067e-08
FIG001A_R0,-0.00039000000000000016,-0.3900000000000002,6.151851121853414e-08
FIG001A_R0,-0.000389,-0.389,6.133374950064855e-08
FIG001A_R0,-0.0003880000000000001,-0.3880000000000001,6.115097234465009e-08
FIG001A_R0,-0.000387,-0.38699999999999996,6.097020076824089e-08
FIG001A_R0,-0.00038600000000000006,-0.38600000000000007,6.07914546198384e-08
FIG001A_R0,-0.00038500000000000014,-0.3850000000000001,6.061475257487164e-08
FIG001A_R0,-0.000384,-0.384,6.044011213254775e-08
FIG001A_R0,-0.0003830000000000001,-0.3830000000000001,6.026754961308846e-08
FIG001A_R0,-0.0003820000000000002,-0.3820000000000002,6.009708015543825e-08
FIG001A_R0,-0.00038100000000000005,-0.38100000000000006,5.992871771544482e-08
FIG001A_R0,-0.00038000000000000013,-0.3800000000000001,5.976247506451325e-08
FIG001A_R0,-0.000379,-0.379,5.959836378873318e-08
FIG001A_R0,-0.0003780000000000001,-0.37800000000000006,5.943639428848032e-08
FIG001A_R0,-0.00037700000000000016,-0.37700000000000017,5.927657577849237e-08
FIG001A_R0,-0.00037600000000000003,-0.37600000000000006,5.911891628841867e-08
FIG001A_R0,-0.0003750000000000001,-0.3750000000000001,5.896342266384452e-08
FIG001A_R0,-0.000374,-0.374,5.88101005677883e-08
FIG001A_R0,-0.00037300000000000007,-0.37300000000000005,5.865895448267247e-08
FIG001A_R0,-0.00037200000000000015,-0.37200000000000016,5.850998771276631e-08
FIG001A_R0,-0.000371,-0.371,5.8363202387100604e-08
FIG001A_R0,-0.0003700000000000001,-0.3700000000000001,5.821859946285239e-08
FIG001A_R0,-0.0003690000000000002,-0.36900000000000016,5.8076178729198575e-08
FIG001A_R0,-0.00036800000000000005,-0.36800000000000005,5.793593881163783e-08
FIG001A_R0,-0.00036700000000000014,-0.36700000000000016,5.7797877176778016e-08
FIG001A_R0,-0.000366,-0.366,5.766199013758769e-08
FIG001A_R0,-0.0003650000000000001,-0.3650000000000001,5.7528272859110325e-08
FIG001A_R0,-0.0003640000000000002,-0.36400000000000016,5.739671936463816e-08
FIG001A_R0,-0.00036300000000000004,-0.36300000000000004,5.726732254234384e-08
FIG001A_R0,-0.0003620000000000001,-0.3620000000000001,5.714007415236754e-08
FIG001A_R0,-0.000361,-0.361,5.70149648343562e-08
FIG001A_R0,-0.0003600000000000001,-0.3600000000000001,5.689198411545262e-08
FIG001A_R0,-0.00035900000000000016,-0.35900000000000015,5.677112041873123e-08
FIG001A_R0,-0.00035800000000000003,-0.35800000000000004,5.665236107207713e-08
FIG001A_R0,-0.0003570000000000001,-0.3570000000000001,5.653569231750521e-08
FIG001A_R0,-0.000356,-0.356,5.6421099320915705e-08
FIG001A_R0,-0.00035500000000000006,-0.35500000000000004,5.6308566182282707e-08
FIG001A_R0,-0.00035400000000000015,-0.35400000000000015,5.619807594627118e-08
FIG001A_R0,-0.000353,-0.35300000000000004,5.6089610613279114e-08
FIG001A_R0,-0.0003520000000000001,-0.3520000000000001,5.598315115090035e-08
FIG001A_R0,-0.0003510000000000002,-0.3510000000000002,5.587867750580313e-08
FIG001A_R0,-0.00035000000000000005,-0.35000000000000003,5.577616861602088e-08
FIG001A_R0,-0.00034900000000000013,-0.34900000000000014,5.567560242364982e-08
FIG001A_R0,-0.000348,-0.348,5.557695588794854e-08
FIG001A_R0,-0.0003470000000000001,-0.3470000000000001,5.548020499883475e-08
FIG001A_R0,-0.00034600000000000017,-0.3460000000000002,5.538532479077409e-08
FIG001A_R0,-0.00034500000000000004,-0.34500000000000003,5.5292289357055455e-08
FIG001A_R0,-0.0003440000000000001,-0.34400000000000014,5.520107186444739e-08
FIG001A_R0,-0.000343,-0.34299999999999997,5.511164456823015e-08
FIG001A_R0,-0.0003420000000000001,-0.3420000000000001,5.502397882759728e-08
FIG001A_R0,-0.00034100000000000016,-0.34100000000000014,5.493804512142127e-08
FIG001A_R0,-0.00034,-0.34,5.48538130643767e-08
FIG001A_R0,-0.0003390000000000001,-0.33900000000000013,5.477125142341508e-08
FIG001A_R0,-0.000338,-0.33799999999999997,5.469032813458484e-08
FIG001A_R0,-0.00033700000000000006,-0.3370000000000001,5.4611010320190255e-08
FIG001A_R0,-0.00033600000000000014,-0.33600000000000013,5.453326430628195e-08
FIG001A_R0,-0.000335,-0.335,5.445705564047337e-08
FIG001A_R0,-0.0003340000000000001,-0.3340000000000001,5.4382349110075464e-08
FIG001A_R0,-0.0003330000000000002,-0.3330000000000002,5.430910876054284e-08
FIG001A_R0,-0.00033200000000000005,-0.3320000000000001,5.4237297914224276e-08
FIG001A_R0,-0.00033100000000000013,-0.3310000000000001,5.416687918941051e-08
FIG001A_R0,-0.00033,-0.33,5.4097814519671574e-08
FIG001A_R0,-0.0003290000000000001,-0.32900000000000007,5.4030065173476575e-08
FIG001A_R0,-0.00032800000000000017,-0.3280000000000002,5.3963591774088076e-08
FIG001A_R0,-0.00032700000000000003,-0.327,5.389835431972325e-08
FIG001A_R0,-0.0003260000000000001,-0.3260000000000001,5.383431220397457e-08
FIG001A_R0,-0.000325,-0.325,5.377142423648147e-08
FIG001A_R0,-0.00032400000000000007,-0.32400000000000007,5.3709648663845174e-08
FIG001A_R0,-0.00032300000000000015,-0.3230000000000002,5.364894319077866e-08
FIG001A_R0,-0.000322,-0.322,5.3589265001483604e-08
FIG001A_R0,-0.0003210000000000001,-0.3210000000000001,5.353057078124576e-08
FIG001A_R0,-0.0003200000000000002,-0.3200000000000002,5.3472816738240405e-08
FIG001A_R0,-0.00031900000000000006,-0.31900000000000006,5.34159586255395e-08
FIG001A_R0,-0.00031800000000000014,-0.3180000000000001,5.335995176331214e-08
FIG001A_R0,-0.000317,-0.317,5.330475106120903e-08
FIG001A_R0,-0.0003160000000000001,-0.3160000000000001,5.325031104092295e-08
FIG001A_R0,-0.0003150000000000002,-0.31500000000000017,5.3196585858916005e-08
FIG001A_R0,-0.00031400000000000004,-0.31400000000000006,5.314352932930488e-08
FIG001A_R0,-0.0003130000000000001,-0.3130000000000001,5.309109494689507e-08
FIG001A_R0,-0.000312,-0.312,5.303923591035544e-08
FIG001A_R0,-0.0003110000000000001,-0.31100000000000005,5.298790514552334e-08
FIG001A_R0,-0.00031000000000000016,-0.31000000000000016,5.293705532883196e-08
FIG001A_R0,-0.00030900000000000003,-0.30900000000000005,5.2886638910849984e-08
FIG001A_R0,-0.0003080000000000001,-0.3080000000000001,5.283660813992505e-08
FIG001A_R0,-0.000307,-0.307,5.2786915085921034e-08
FIG001A_R0,-0.00030600000000000007,-0.30600000000000005,5.273751166404028e-08
FIG001A_R0,-0.00030500000000000015,-0.30500000000000016,5.2688349658721294e-08
FIG001A_R0,-0.000304,-0.304,5.263938074760248e-08
FIG001A_R0,-0.0003030000000000001,-0.3030000000000001,5.259055652554243e-08
FIG001A_R0,-0.0003020000000000002,-0.30200000000000016,5.2541828528687346e-08
FIG001A_R0,-0.00030100000000000005,-0.30100000000000005,5.2493148258576137e-08
FIG001A_R0,-0.00030000000000000014,-0.30000000000000016,5.2444467206273887e-08
FIG001A_R0,-0.000299,-0.299,5.2395736876523296e-08
FIG001A_R0,-0.0002980000000000001,-0.2980000000000001,5.234690881190576e-08
FIG001A_R0,-0.00029700000000000017,-0.29700000000000015,5.229793461700183e-08
FIG001A_R0,-0.00029600000000000004,-0.29600000000000004,5.224876598254122e-08
FIG001A_R0,-0.0002950000000000001,-0.29500000000000015,5.219935470953347e-08
FIG001A_R0,-0.000294,-0.294,5.2149652733369426e-08
