y_m,y_mm,g_t,g_f,g_t_normalized,g_f_normalized
-0.0012525000000000001,-1.2525000000000002,-1.7535872132204163e-09,2.4543153824574427e-09,-0.02844148483285853,0.02141373184054192
-0.00125,-1.25,-1.8337828415428985e-09,2.6917410352442526e-09,-0.029742180190009692,0.023485254228081093
-0.0012475,-1.2474999999999998,-1.9073752143166313e-09,2.9315410813019573e-09,-0.03093577714274654,0.0255774930325691
-0.001245,-1.245,-1.974520405372762e-09,3.173524180767244e-09,-0.03202480705732672,0.027688778826941814
-0.0012425000000000001,-1.2425000000000002,-2.0354032998343327e-09,3.417495609724523e-09,-0.03301226859123541,0.029817412658513207
-0.00124,-1.24,-2.0902370571777844e-09,3.6632575694641555e-09,-0.03390161898456335,0.03196166874723199
-0.0012374999999999999,-1.2374999999999998,-2.1392624827384925e-09,3.910609504664162e-09,-0.03469676386643587,0.03411979726179501
-0.001235,-1.2349999999999999,-2.18274730887337e-09,4.159348429939941e-09,-0.035402045596167074,0.0362900271687709
-0.0012325,-1.2325000000000002,-2.2209853872552097e-09,4.40926926418023e-09,-0.03602223016305696,0.03847056914965826
-0.00123,-1.23,-2.2542957940345714e-09,4.6601651720652444e-09,-0.03656249267298465,0.04065961858060774
-0.0012275,-1.2275,-2.283021849861243e-09,4.911827912139036e-09,-0.03702840145410635,0.04285535856932927
-0.001225,-1.2249999999999999,-2.3075300570116914e-09,5.164048190787845e-09,-0.03742590081809289,0.045055963043528706
-0.0012225,-1.2225000000000001,-2.32820895611735e-09,5.416616021454128e-09,-0.037761292517370676,0.047259599885025365
-0.00122,-1.22,-2.345467905233379e-09,5.669321088399182e-09,-0.038041215942800514,0.04946443410355572
-0.0012175,-1.2175,-2.359735784224768e-09,5.9219531143064725e-09,-0.03827262711007597,0.051668631044087
-0.001215,-1.2149999999999999,-2.371459627680122e-09,6.174302231005154e-09,-0.038462776486910155,0.05387035962135426
-0.0012125,-1.2125000000000001,-2.3811031897860927e-09,6.426159352573982e-09,-0.03861918571669006,0.05606779557516619
-0.0012100000000000001,-1.2100000000000002,-2.3891454448145354e-09,6.6773165500767665e-09,-0.03874962329783173,0.058259124739945975
-0.0012075,-1.2075,-2.3960790270812277e-09,6.9275674271647076e-09,-0.038862079281422844,0.06044254632183573
-0.001205,-1.2049999999999998,-2.4024086144357655e-09,7.176707495773188e-09,-0.03896473905299573,0.06261627617662496
-0.0012025,-1.2025,-2.4086492595313e-09,7.42453455113068e-09,-0.039065956267339996,0.06477855008167738
-0.0012000000000000001,-1.2000000000000002,-2.415324673303099e-09,7.670849045290568e-09,-0.03917422500818865,0.06692762699497014
-0.0011975,-1.1975,-2.4229654652534406e-09,7.91545445839132e-09,-0.03929815124734477,0.06906179229431317
-0.0011949999999999999,-1.1949999999999998,-2.432107345298097e-09,8.158157666846457e-09,-0.039446423680374446,0.07117936098978117
-0.0011925,-1.1925,-2.44328929207603e-09,8.39876930766465e-09,-0.039627784018365475,0.07327868090238124
-0.00119,-1.1900000000000002,-2.457051692756454e-09,8.637104138099122e-09,-0.0398509968174011,0.07535813580196903
-0.0011875,-1.1875,-2.473934459499675e-09,8.872981389827616e-09,-0.04012481892938045,0.07741614849744442
-0.001185,-1.185,-2.4944751278349808e-09,9.106225116867996e-09,-0.04045796865955127,0.07945118387229111
-0.0011825,-1.1824999999999999,-2.5192069423135295e-09,9.336664536439263e-09,-0.04085909471765529,0.0814617518585653
-0.00118,-1.1800000000000002,-2.5486569348746328e-09,9.564134361984918e-09,-0.04133674505089203,0.0834464103425016
-0.0011775,-1.1775,-2.5833440014300054e-09,9.788475127585293e-09,-0.0418993356479797,0.08540376799498804
-0.001175,-1.175,-2.6237769822228895e-09,1.0009533502995109e-08,-0.042555119404440934,0.08733248702024711
-0.0011725,-1.1724999999999999,-2.6704527515552845e-09,1.0227162598556226e-08,-0.043312155139830076,0.08923128581617824
-0.00117,-1.17,-2.7238543224998106e-09,1.0441222259249019e-08,-0.044178276857996746,0.0910989415399358
-0.0011675000000000001,-1.1675000000000002,-2.7844489722193276e-09,1.0651579347163514e-08,-0.04516106334158716,0.09293429257247018
-0.001165,-1.165,-2.852686393509675e-09,1.0858108011687291e-08,-0.04626780817185917,0.09473624087589858
-0.0011625,-1.1624999999999999,-2.928996878157823e-09,1.1060689946729345e-08,-0.047505490264512285,0.09650375423776532
-0.00116,-1.16,-3.0137895376690148e-09,1.1259214634318986e-08,-0.048880745011606615,0.09823586839642548
-0.0011575000000000001,-1.1575000000000002,-3.107450566862874e-09,1.1453579573943203e-08,-0.050399836118774854,0.09993168904199741
-0.001155,-1.155,-3.210341555768721e-09,1.164369049700982e-08,-0.05206862822580058,0.10159039368753904
-0.0011524999999999999,-1.1524999999999999,-3.322797855167054e-09,1.182946156585189e-08,-0.05389256039728537,0.10321123340534735
-0.00115,-1.15,-3.445127001023176e-09,1.2010815556715374e-08,-0.05587662056848948,0.10479353442351329
-0.0011475,-1.1475000000000002,-3.577607202945946e-09,1.2187684026203356e-08,-0.05802532102959788,0.10633669957813595
-0.001145,-1.145,-3.7204859016739755e-09,1.2360007460680167e-08,-0.060342675029544636,0.10784020961686326
-0.0011425,-1.1425,-3.873978400449114e-09,1.2527735408172384e-08,-0.06283217457821745,0.10930362434971906
-0.00114,-1.14,-4.038266574978043e-09,1.2690826592337414e-08,-0.0654967695232852,0.1107265836434711
-0.0011375,-1.1375,-4.213497666511166e-09,1.2849249008105789e-08,-0.06833884797510732,0.11210880825610342
-0.001135,-1.135,-4.399783162382298e-09,1.3002979998640116e-08,-0.0713602181501728,0.11345010050827797
-0.0011325,-1.1325,-4.597197768153726e-09,1.3152006313291237e-08,-0.07456209170028921,0.11475034478899794
-0.00113,-1.13,-4.8057784752997614e-09,1.329632414627208e-08,-0.0779450685913138,0.11600950789303453
-0.0011275,-1.1275,-5.025523728137613e-09,1.3435939155808087e-08,-0.08150912359157962,0.11722763918801313
-0.0011250000000000001,-1.1250000000000002,-5.256392693479009e-09,1.3570866463565882e-08,-0.0852535944263528,0.11840487060942838
-0.0011225,-1.1225,-5.498304636228298e-09,1.3701130634202299e-08,-0.08917717165063908,0.11954141648221096
-0.00112,-1.1199999999999999,-5.751138403895625e-09,1.382676563491935e-08,-0.093277890288487,0.12063757316784747
-0.0011175,-1.1175,-6.014732022725138e-09,1.3947814774954002e-08,-0.09755312328257906,0.12169371853643283
-0.001115,-1.1150000000000002,-6.288882407861311e-09,1.406433062497483e-08,-0.10199957679341036,0.12271031126341178
-0.0011125,-1.1125,-6.573345189689387e-09,1.4176374916403408e-08,-0.10661328738269887,0.12368788995116492
-0.0011099999999999999,-1.1099999999999999,-6.867834658192175e-09,1.428401842072141e-08,-0.1113896211109067,0.12462707207597153
-0.0011075,-1.1075,-7.172023826863031e-09,1.4387340808871677e-08,-0.11632327457384656,0.12552855276129357
-0.001105,-1.105,-7.485544617406484e-09,1.4486430490904813e-08,-0.1214082778983471,0.12639310337870346
-0.0011025,-1.1025,-7.807988166142805e-09,1.4581384436069892e-08,-0.12663799971183778,0.12722156997818776
-0.0011,-1.1,-8.138905252713708e-09,1.4672307973592571e-08,-0.13200515409553998,0.12801487154995014
-0.0010975,-1.0975,-8.477806851361897e-09,1.475931457442977e-08,-0.13750180952568677,0.12877399812023604
-0.001095,-1.095,-8.824164804728869e-09,1.4842525614334972e-08,-0.14311939980187022,0.12950000868409378
-0.0010925,-1.0925,-9.177412619786368e-09,1.4922070118613096e-08,-0.1488487369562781,0.13019402897837848
-0.00109,-1.09,-9.536946385182413e-09,1.4998084488988987e-08,-0.15468002613215714,0.1308572490986986
-0.0010875,-1.0875,-9.902125808951711e-09,1.5070712213056673e-08,-0.16060288241447027,0.1314909209643808
-0.001085,-1.085,-1.0272275375204772e-08,1.5140103556820436e-08,-0.16660634959027268,0.132096355635912
-0.0010825000000000001,-1.0825,-1.0646685618078674e-08,1.5206415240881358e-08,-0.1726789208109585,0.13267492048968949
-0.00108,-1.08,-1.1024614510899731e-08,1.5269810100864636e-08,-0.17880856112313273,0.1332280362552727
-0.0010775,-1.0775,-1.1405288968180825e-08,1.5330456732723802e-08,-0.184982731829552,0.13375717392068712
-0.001075,-1.075,-1.1787906457749913e-08,1.538852912359785e-08,-0.19118841663628638,0.13426385151167824
-0.0010725,-1.0725,-1.2171636719985138e-08,1.544420626893613e-08,-0.1974121495370464,0.13474963075115276
-0.00107,-1.07,-1.2555623590815204e-08,1.5497671776642748e-08,-0.20364004438048205,0.1352161136053659
-0.0010674999999999999,-1.0675,-1.2938986924834462e-08,1.554911345902885e-08,-0.20985782606124542,0.13566493872373328
-0.001065,-1.065,-1.3320824614577838e-08,1.5598722913395454e-08,-0.21605086327067274,0.13609777777944518
-0.0010625,-1.0625,-1.3700214701705219e-08,1.5646695092102773e-08,-0.22220420273814864,0.13651633171835115
-0.00106,-1.06,-1.4076217575556748e-08,1.569322786301315e-08,-0.22830260488954213,0.13692232692385503
-0.0010575,-1.0575,-1.4447878254264088e-08,1.5738521561224856e-08,-0.23433058084462,0.1373175113058234
-0.001055,-1.055,-1.4814228743332422e-08,1.5782778533041617e-08,-0.24027243067096088,0.1377036503217512
-0.0010525,-1.0525,-1.5174290466352512e-08,1.5826202673149124e-08,-0.24611228280774858,0.1380825229386588
-0.00105,-1.05,-1.5527076762255645e-08,1.586899895599324e-08,-0.2518341345688267,0.13845591754439945
-0.0010475,-1.0475,-1.5871595443291114e-08,1.591137296237775e-08,-0.25742189363061396,0.1388256278172572
-0.001045,-1.045,-1.6206851407685745e-08,1.5953530402318185e-08,-0.2628594204069094,0.13919344856287968
-0.0010425,-1.0425,-1.6531849300738036e-08,1.5995676635206993e-08,-0.26813057120925954,0.1395611715277524
-0.0010400000000000001,-1.04,-1.6845596217907783e-08,1.6038016188360434e-08,-0.2732192420884523,0.1399305811985537
-0.0010375,-1.0375,-1.714710444328427e-08,1.6080752275030804e-08,-0.2781094132498164,0.1403034505968448
-0.001035,-1.035,-1.743539421665422e-08,1.612408631297844e-08,-0.2827851939323818,0.14068153707864378
-0.0010325,-1.0325,-1.770949652224553e-08,1.6168217444706858e-08,-0.2872308676395993,0.14106657814851062
-0.00103,-1.03,-1.7968455892093074e-08,1.621334206046963e-08,-0.291430937607217,0.1414602872978148
-0.0010275,-1.0275,-1.821133321686097e-08,1.6259653325161777e-08,-0.29537017239209284,0.1418643498768958
-0.0010249999999999999,-1.025,-1.8437208556860716e-08,1.630734071020928e-08,-0.299033651464184,0.14228041901083144
-0.0010225,-1.0225,-1.8645183945928767e-08,1.635658953156874e-08,-0.3024068106827231,0.14271011156851662
-0.00102,-1.02,-1.8834386180766306e-08,1.640758049494508e-08,-0.3054754875366062,0.14315500419471958
-0.0010175,-1.0174999999999998,-1.9003969588306402e-08,1.646048924932876e-08,-0.30822596602840496,0.14361662941472483
-0.001015,-1.0150000000000001,-1.915311876364983e-08,1.6515485949944157e-08,-0.31064502108103226,0.14409647182108806
-0.0010125,-1.0125,-1.9281051271110096e-08,1.6572734831689756e-08,-0.312719962346074,0.1445959643519313
-0.00101,-1.01,-1.9387020300923407e-08,1.663239379413527e-08,-0.3144386772930501,0.14511648467007152
-0.0010075000000000001,-1.0075,-1.947031727421539e-08,1.669461399912468e-08,-0.315789673459449,0.14565935165213506
-0.001005,-1.0050000000000001,-1.953027438887198e-08,1.6759539482013814e-08,-0.3167621197422864,0.14622582199663234
-0.0010025,-1.0025,-1.9566267099034775e-08,1.682730677754933e-08,-0.3173458866131161,0.14681708695977788
-0.001,-1.0,-1.9577716521036062e-08,1.6898044561371153e-08,-0.31753158513996416,0.14743426922762404
-0.0009975000000000001,-0.9975000000000002,-1.9564091758699565e-08,1.6971873308092654e-08,-0.3173106047014531,0.14807841993283394
-0.000995,-0.995,-1.9524912141066412e-08,1.7048904966883985e-08,-0.31667514928054813,0.14875051582416884
-0.0009925,-0.9924999999999999,-1.945974936575454e-08,1.712924265545119e-08,-0.315618272227769,0.14945145659647682
-0.00099,-0.99,-1.9368229541330007e-08,1.7212980373269186e-08,-0.314133909386473,0.15018206238867055
-0.0009875,-0.9875,-1.925003512225515e-08,1.7300202734890326e-08,-0.3122169104758385,0.1509430714568628
-0.000985,-0.985,-1.9104906730184002e-08,1.739098472411067e-08,-0.30986306863051144,0.15173513802948435
-0.0009824999999999999,-0.9824999999999998,-1.8932644855598893e-08,1.7485391469735e-08,-0.3070691479995013,0.15255883035084913
-0.00098,-0.98,-1.873311143402129e-08,1.7583478043638015e-08,-0.30383290931079315,0.1534146289192522
-0.0009775,-0.9775,-1.8506231291286737e-08,1.7685289281774068e-08,-0.30015313331230653,0.154302924925292
-0.000975,-0.975,-1.825199345264827e-08,1.7790859628739896e-08,-0.2960296420042835,0.15522401889569104
-0.0009725,-0.9724999999999999,-1.7970452310758895e-08,1.7900213006445504e-08,-0.29146331758283267,0.15617811954745844
-0.0009699999999999999,-0.97,-1.766172864788965e-08,1.8013362707398054e-08,-0.286456119019315,0.15716534285679915
-0.0009674999999999999,-0.9674999999999999,-1.7326010508055364e-08,1.8130311313049442e-08,-0.2810110962053786,0.15818571134670226
-0.000965,-0.9650000000000001,-1.6963553915054708e-08,1.8251050637605704e-08,-0.27513240159887203,0.15923915359668203
-0.0009625,-0.9625,-1.65746834327736e-08,1.8375561697638683e-08,-0.2688252993114226,0.16032550397764173
-0.00096,-0.9600000000000001,-1.6159792564458382e-08,1.8503814707784746e-08,-0.26209617158426035,0.16144450261434512
-0.0009575,-0.9575,-1.571934398803457e-08,1.863576910275651e-08,-0.25495252260485973,0.1625957955774675
-0.000955,-0.955,-1.525386962492383e-08,1.8771373585833126e-08,-0.24740297962308472,0.1637789353066699
-0.0009525,-0.9525,-1.4763970540202637e-08,1.891056620393642e-08,-0.23945729133185872,0.1649933812656332
-0.00095,-0.95,-1.4250316672341287e-08,1.905327444933554e-08,-0.23112632348379344,0.16623850082942424
-0.0009475,-0.9475,-1.3713646391168622e-08,1.9199415387964504e-08,-0.2224220517218051,0.16751357040405743
-0.000945,-0.945,-1.3154765883119263e-08,1.934889581427072e-08,-0.21335755160842057,0.16881777677753748
-0.0009425,-0.9425,-1.2574548363238084e-08,1.9501612432452844e-08,-0.20394698584525364,0.1701502187011472
-0.00094,-0.94,-1.1973933113840762e-08,1.9657452063879516e-08,-0.19420558868101104,0.17150990869916133
-0.0009375,-0.9375,-1.13539243501539e-08,1.9816291880420157e-08,-0.1841496475132747,0.172895775104642
-0.000935,-0.9349999999999999,-1.0715589913691288e-08,1.9977999663352653e-08,-0.17379648169633127,0.17430666431839
-0.0009325,-0.9325,-1.0060059794550861e-08,2.0142434087451598e-08,-0.1631644185742612,0.1757413432875953
-0.0009299999999999999,-0.9299999999999999,-9.38852448425353e-09,2.0309445029795118e-08,-0.15227276676558107,0.17719850220015504
-0.0009274999999999999,-0.9275,-8.702233161172321e-09,2.047887390276802e-08,-0.14114178673266317,0.17867675739010305
-0.0009249999999999999,-0.9249999999999999,-8.002491711036276e-09,2.0650554010674297e-08,-0.12979265867622744,0.18017465444902925
-0.0009225,-0.9225,-7.2906605854175345e-09,2.082431092931263e-08,-0.11824744780207784,0.1816906715378496
-0.00092,-0.92,-6.568152501538117e-09,2.0999962907806e-08,-0.10652906701419786,0.18322322289274168
-0.0009175,-0.9175,-5.836429987150991e-09,2.117732129191811e-08,-0.0946612370951012,0.18477066251855123
-0.000915,-0.915,-5.097002774665471e-09,2.135619096803044e-08,-0.08266844444107177,0.1863312880624611
-0.0009125,-0.9125,-4.351425049095737e-09,2.153637082689578e-08,-0.07057589642655601,0.18790334486020885
-0.00091,-0.91,-3.6012925548083844e-09,2.1717654246229793e-08,-0.058409474478412854,0.18948503014666465
-0.0009075,-0.9075,-2.848239566440883e-09,2.189982959114627e-08,-0.046195684947147056,0.19107449742209426
-0.000905,-0.905,-2.0939357297379613e-09,2.2082680731390686e-08,-0.03396160786833766,0.19266986096498612
-0.0009025,-0.9025,-1.3400827784296058e-09,2.226598757427502e-08,-0.021734843713581437,0.19426920048187052
-0.0009,-0.9,-5.88411133627694e-10,2.2449526612169134e-08,-0.009543458236002555,0.19587056588414428
-0.0008975,-0.8975,1.5932360743238074e-10,2.2633071483356454e-08,0.0025840744789548094,0.19747198218149753
-0.000895,-0.895,9.013442861502722e-10,2.2816393545018543e-08,0.014618930641406552,0.1990714544811645
-0.0008925,-0.8925,1.6358558933434139e-09,2.299926245707064e-08,0.02653199694232765,0.2006669730818483
-0.00089,-0.8899999999999999,2.361049368281364e-09,2.3181446775531307e-08,0.038293932170206824,0.20225651865082991
