y_m,y_mm,g_t,g_f,g_t_normalized,g_f_normalized
-0.0015,-1.5,-1.9593297549453886e-09,-1.0896310054522688e-09,-0.03177842943180905,-0.00950695510555459
-0.0014975000000000001,-1.4975,-1.671458221719973e-09,-1.1564133619434069e-09,-0.027109432198984647,-0.010089626543708893
-0.001495,-1.495,-1.37990385341461e-09,-1.2240601730820873e-09,-0.022380702950963866,-0.010679840288831196
-0.0014925000000000001,-1.4925000000000002,-1.0852784719353332e-09,-1.2925184510066154e-09,-0.0176021648460189,-0.011277134025495683
-0.00149,-1.49,-7.882006497973066e-10,-1.3617320134545743e-09,-0.012783850530758612,-0.01188101756735133
-0.0014875,-1.4875,-4.892942129903006e-10,-1.4316414669813789e-09,-0.007935877858057746,-0.012490972710704948
-0.001485,-1.485,-1.8918672850004052e-10,-1.5021841962532e-09,-0.003068425356119255,-0.013106453141102698
-0.0014825,-1.4825000000000002,1.1149201961311062e-10,-1.5732943596137458e-09,0.0018082924880523034,-0.013726884394650554
-0.00148,-1.48,4.1211156163593527e-10,-1.6449028911152728e-09,0.006684050066827684,-0.014351663875734739
-0.0014775,-1.4775,7.120422771450081e-10,-1.7169375091910365e-09,0.011548635547234851,-0.014980160932688261
-0.001475,-1.4749999999999999,1.0106569294685233e-09,-1.789322732134734e-09,0.01639187575844244,-0.015611716992847965
-0.0014725,-1.4725000000000001,1.3073321956508795e-09,-1.8619799005396526e-09,0.021203661006302343,-0.016245645758334565
-0.00147,-1.47,1.6014501879022908e-09,-1.934827206836344e-09,0.02597396974978761,-0.016881233463766805
-0.0014675,-1.4675,1.89239996252149e-09,-2.0077797320532526e-09,0.030692893074256128,-0.017517739196995383
-0.001465,-1.4649999999999999,2.179579012300845e-09,-2.080749489910374e-09,0.03535065889681496,-0.018154395283817088
-0.0014625,-1.4625000000000001,2.462394738450548e-09,-2.1536454783403523e-09,0.039937655839504003,-0.018790407737492798
-0.00146,-1.46,2.740265898119202e-09,-2.226373738515312e-09,0.04444445670667676,-0.019424956773752507
-0.0014575,-1.4575,3.0126240236394805e-09,-2.298837421441659e-09,0.048861841503789284,-0.020057197391830355
-0.0014550000000000001,-1.455,3.2789148096881466e-09,-2.3709368621679425e-09,0.05318081993579108,-0.020686260021923066
-0.0014525,-1.4525000000000001,3.538599464621478e-09,-2.4425696616336775e-09,0.057392653324475865,-0.0213112512393153
-0.0014500000000000001,-1.4500000000000002,3.791156022329694e-09,-2.513630776169174e-09,0.06148887588548876,-0.021931254545259432
-0.0014475,-1.4475,4.036080611046033e-09,-2.584012614638299e-09,0.06546131530717965,-0.02254533121453945
-0.001445,-1.445,4.272888675647355e-09,-2.6536051431980595e-09,0.06930211257513424,-0.023152521209491052
-0.0014425,-1.4425,4.501116150097114e-09,-2.722295997629546e-09,0.07300374098806253,-0.02375184416008135
-0.00144,-1.4400000000000002,4.720320576800347e-09,-2.7899706031766298e-09,0.07655902431265177,-0.024342300409493228
-0.0014375,-1.4375,4.9300821697730104e-09,-2.856512301808946e-09,0.07996115402714254,-0.02492287212448605
-0.001435,-1.435,5.130004818665869e-09,-2.921802486807097e-09,0.08320370560562308,-0.02549252446964223
-0.0014325,-1.4324999999999999,5.319717030832164e-09,-2.985720744548132e-09,0.08628065379745362,-0.026050206844435767
-0.00143,-1.4300000000000002,5.498872808783994e-09,-3.0481450033502425e-09,0.08918638685875843,-0.02659485418189186
-0.0014275,-1.4275,5.667152460546223e-09,-3.1089516892162137e-09,0.09191571969558071,-0.027125388307437787
-0.001425,-1.425,5.824263340588241e-09,-3.1680158882953335e-09,0.09446390588107752,-0.02764071935637179
-0.0014225,-1.4224999999999999,5.969940519192921e-09,-3.2252115158649858e-09,0.09682664851203547,-0.02813974724821579
-0.00142,-1.42,6.103947378305835e-09,-3.28041149161307e-09,0.09900010987296745,-0.02862136321604237
-0.0014175,-1.4175,6.2260761321001665e-09,-3.3334879209842275e-09,0.10098091987917088,-0.029084451388708025
-0.001415,-1.415,6.336148270688304e-09,-3.3843122823335266e-09,0.10276618327329971,-0.029527890423756146
-0.0014125000000000001,-1.4125,6.434014925614011e-09,-3.432755619613196e-09,0.10435348555329316,-0.02995055518859541
-0.00141,-1.41,6.519557155964014e-09,-3.4786887402996506e-09,0.10574089761282822,-0.03035131848739939
-0.0014075000000000001,-1.4075000000000002,6.5926861541497814e-09,-3.521982418250406e-09,0.10692697907890082,-0.030729052831019076
-0.001405,-1.405,6.653343370623373e-09,-3.562507601163481e-09,0.1079107803345959,-0.031082632247051822
-0.0014025,-1.4025,6.701500557007672e-09,-3.6001356222943114e-09,0.10869184321861798,-0.031410934127056776
-0.0014,-1.4,6.7371597273419496e-09,-3.63473841606997e-09,0.10927020039673183,-0.03171284110777398
-0.0013975,-1.3975000000000002,6.760353037363529e-09,-3.6661887372237543e-09,0.109646373403828,-0.03198724298305854
-0.001395,-1.395,6.771142581969589e-09,-3.6943603830591663e-09,0.1098213693589497,-0.03223303864311842
-0.0013925,-1.3925,6.7696201112251975e-09,-3.7191284184369092e-09,0.10979667635921828,-0.03244913803751042
-0.00139,-1.39,6.755906665507475e-09,-3.740369403065691e-09,0.10957425756222526,-0.03263446415823676
-0.0013875,-1.3875,6.730152130597789e-09,-3.757961620664167e-09,0.10915654397005897,-0.03278795503916707
-0.001385,-1.385,6.692534713755322e-09,-3.771785309549642e-09,0.1085464259317257,-0.03290856576790897
-0.0013825,-1.3825,6.643260342024922e-09,-3.781722894197614e-09,0.10774724338428622,-0.03299527050614896
-0.00138,-1.38,6.582561984248867e-09,-3.787659217305941e-09,0.10676277485654376,-0.03304706451439629
-0.0013775,-1.3775,6.510698898466852e-09,-3.789481771888106e-09,0.10559722526260139,-0.03306296617698056
-0.001375,-1.375,6.4279558065993e-09,-3.787080932911522e-09,0.10425521251602522,-0.03304201902307998
-0.0013725,-1.3725,6.334641998514827e-09,-3.780350187989165e-09,0.10274175299868714,-0.032983293739489855
-0.0013700000000000001,-1.37,6.231090367784914e-09,-3.769186366626516e-09,0.10106224592164026,-0.032885890170786254
-0.0013675,-1.3675,6.117656381626049e-09,-3.753489867520626e-09,0.09922245661857894,-0.032748939302494715
-0.0013650000000000001,-1.3650000000000002,5.994716987718216e-09,-3.733164883403118e-09,0.0972284988154942,-0.03257160522282978
-0.0013625,-1.3625,5.86266946077587e-09,-3.7081196229166465e-09,0.0950868159231731,-0.03235308705855179
-0.00136,-1.36,5.721930191922007e-09,-3.6782665290116135e-09,0.09280416140201948,-0.032092620880463135
-0.0013575,-1.3575,5.572933424087202e-09,-3.6435224933491976e-09,0.09038757825145229,-0.031789481574059794
-0.001355,-1.355,5.416129936817952e-09,-3.603809066197175e-09,0.0878443776787716,-0.03144298467085788
-0.0013525,-1.3525,5.2519856840312535e-09,-3.559052661306532e-09,0.08518211700485838,-0.03105248813592792
-0.00135,-1.35,5.0809803883974e-09,-3.509184755259188e-09,0.08240857686642593,-0.030617394107189874
-0.0013475,-1.3475,4.903606096168299e-09,-3.454142080781338e-09,0.07953173777673596,-0.030137150582058743
-0.001345,-1.345,4.720365696394997e-09,-3.393866813522233e-09,0.07655975610874223,-0.02961125304707646
-0.0013425,-1.3425,4.531771408592307e-09,-3.328306751803923e-09,0.07350093956647666,-0.029039246046215966
-0.00134,-1.34,4.338343243014992e-09,-3.2574154888559783e-09,0.07036372221222162,-0.02842072468361722
-0.0013375,-1.3375,4.140607437802957e-09,-3.1811525770570575e-09,0.06715663911851963,-0.027755336056583542
-0.001335,-1.335,3.939094877336855e-09,-3.0994836837161056e-09,0.06388830071543461,-0.027042780614761758
-0.0013325,-1.3325,3.734339496217155e-09,-3.0123807379367935e-09,0.06056736690463924,-0.026282813441524278
-0.00133,-1.33,3.5268766733390924e-09,-2.91982206812126e-09,0.057202521012867345,-0.025475245453679723
-0.0013275000000000001,-1.3275000000000001,3.317241620584736e-09,-2.8217925296831376e-09,0.0538024436580611,-0.024619944515760248
-0.001325,-1.325,3.1059677706893e-09,-2.718283622554685e-09,0.05037578660212522,-0.023716836465263125
-0.0013225,-1.3225,2.893585168862125e-09,-2.6092935980886496e-09,0.046931146664578316,-0.022765906045362105
-0.00132,-1.32,2.6806188727548633e-09,-2.494827554973051e-09,0.04347703977158776,-0.021767197741757265
-0.0013175,-1.3175000000000001,2.4675873653674993e-09,-2.374897523795162e-09,0.04002187521484374,-0.02072081652048988
-0.001315,-1.315,2.2550009854693802e-09,-2.249522539910127e-09,0.03657393019450977,-0.019626928463716085
-0.0013125,-1.3125,2.043360380086788e-09,-2.118728704290881e-09,0.033141324720071134,-0.018485761300618204
-0.00131,-1.31,1.83315498356812e-09,-1.9825492320564773e-09,0.02973199694224635,-0.017297604830811043
-0.0013075,-1.3075,1.6248615276883587e-09,-1.8410244883996572e-09,0.026353678988325867,-0.016062811237807464
-0.001305,-1.305,1.4189425871878928e-09,-1.6942020116562502e-09,0.023013873372221532,-0.014781795290297288
-0.0013025,-1.3025,1.2158451650673645e-09,-1.5421365232855068e-09,0.01971983004932031,-0.013455034429225023
-0.0013,-1.3,1.0159993218686722e-09,-1.3848899245534415e-09,0.016478524184750803,-0.012083068738852247
-0.0012975,-1.2975,8.198168530737942e-10,-1.2225312797391823e-09,0.013296634702074173,-0.010666500800234187
-0.001295,-1.295,6.276900186386681e-10,-1.0551367857095412e-09,0.010180523677555132,-0.009205995425759932
-0.0012925,-1.2925,4.399903285562741e-10,-8.827897277359092e-10,0.007136216643172325,-0.0077022792736579195
-0.00129,-1.2899999999999998,2.5706738820679876e-10,-7.055804214546351e-10,0.004169383859317194,-0.0061561403416042415
-0.0012875,-1.2875,7.924780710584508e-11,-5.236061409017269e-10,0.0012853226157477035,-0.004568427338830407
-0.0012850000000000001,-1.2850000000000001,-9.316582549585223e-11,-3.3697103258101265e-10,-0.0015110593831913189,-0.0029400489363739864
-0.0012825,-1.2825,-2.5989589487556103e-10,-1.4578601555585997e-10,-0.004215259495791244,-0.0012719728953857828
-0.00128,-1.28,-4.206906418569173e-10,4.983133241601943e-11,-0.006823194432243554,0.0004347749263361212
-0.0012775,-1.2775,-5.753249676642595e-10,2.4975690265457646e-10,-0.009331213308596995,0.002179111689148275
-0.001275,-1.2750000000000001,-7.236011598890329e-10,4.538601971545309e-10,-0.011736109421228963,0.003959898806986812
-0.0012725,-1.2725,-8.653495370516092e-10,6.620044838961372e-10,-0.014035130701013457,0.005775943302443137
-0.00127,-1.27,-1.0004290094534083e-09,8.740469657250222e-10,-0.016225988809798836,0.007625999280228811
-0.0012675,-1.2675,-1.1287275542375604e-09,1.089838962627326e-09,-0.018306866845431286,0.009508769517513551
-0.001265,-1.2650000000000001,-1.2501626028028039e-09,1.3092261071929943e-09,-0.020276425625232724,0.011422907169328918
-0.0012625,-1.2625,-1.3646813389520162e-09,1.5320485530309646e-09,-0.022133808521680974,0.013367017586976396
-0.00126,-1.26,-1.472260906395558e-09,1.7581411958663366e-09,-0.023878644827912857,0.015339660247084904
-0.0012575,-1.2574999999999998,-1.572908524477717e-09,1.987333907021245e-09,-0.02551105163469496,0.017339350788715242
-0.001255,-1.2550000000000001,-1.6666615112436348e-09,2.2194517789483287e-09,-0.02703163420454681,0.019364563155622617
