y_m,y_mm,gt,gf,gt_finite_difference,gf_finite_difference
-0.000795,-0.795,7.144877973513581e-09,2.7705923399648212e-08,7.144877960132763e-09,2.7705923394602536e-08
-0.0007940000000000001,-0.7940000000000002,6.849773608260121e-09,2.771786160418877e-08,6.849773605331469e-09,2.7717861604346953e-08
-0.0007930000000000001,-0.793,6.546837244665105e-09,2.7729074491242012e-08,6.546837241447089e-09,2.7729074490845085e-08
-0.0007920000000000001,-0.792,6.2361100150484865e-09,2.773957113210193e-08,6.236110002517123e-09,2.7739571131576974e-08
-0.000791,-0.791,5.9176357564549016e-09,2.774936094951204e-08,5.917635750620732e-09,2.774936094978416e-08
-0.00079,-0.79,5.591461007445747e-09,2.775845371540197e-08,5.591460998123761e-09,2.7758453716124037e-08
-0.0007890000000000001,-0.7890000000000001,5.257635003936706e-09,2.776685954846686e-08,5.257634997014241e-09,2.7766859547015496e-08
-0.0007880000000000001,-0.788,4.916209674079307e-09,2.7774588911589057e-08,4.9162096694192236e-09,2.777458890794765e-08
-0.000787,-0.787,4.567239632185843e-09,2.7781652609102526e-08,4.56723962745711e-09,2.77816526101711e-08
-0.000786,-0.786,4.210782171695622e-09,2.7788061783900584e-08,4.210782164965848e-09,2.7788061784228174e-08
-0.0007850000000000001,-0.7850000000000001,3.846897257183269e-09,2.7793827914386e-08,3.846897249231125e-09,2.779382791138577e-08
-0.0007840000000000001,-0.784,3.475647515407487e-09,2.7798962811265142e-08,3.475647507751479e-09,2.7798962810400484e-08
-0.0007830000000000001,-0.783,3.0970982254023876e-09,2.7803478614185487e-08,3.097098221620853e-09,2.7803478614357537e-08
-0.000782,-0.782,2.711317307609005e-09,2.7807387788217424e-08,2.711317304021898e-09,2.780738778556004e-08
-0.000781,-0.781,2.3183753120512826e-09,2.7810703120180606e-08,2.3183753101521433e-09,2.7810703117183347e-08
-0.0007800000000000001,-0.7800000000000001,1.9183454055547278e-09,2.7813437714815382e-08,1.9183453958649625e-09,2.781343771176836e-08
-0.0007790000000000001,-0.779,1.5113033580110947e-09,2.7815604990800133e-08,1.511303349102439e-09,2.7815604991147697e-08
-0.000778,-0.778,1.097327527690689e-09,2.7817218676614888e-08,1.097327522066555e-09,2.7817218678247723e-08
-0.000777,-0.777,6.764988456040374e-10,2.781829280625183e-08,6.764988361822754e-10,2.7818292805360347e-08
-0.0007760000000000001,-0.7760000000000001,2.4890079891628745e-10,2.781884171477393e-08,2.4890080194988234e-10,2.781884171248867e-08
-0.0007750000000000001,-0.7750000000000001,-1.8538058658355015e-10,2.7818880033722103e-08,-1.8538059024286558e-10,2.781888003576645e-08
-0.0007740000000000001,-0.774,-6.262567649538621e-10,2.7818422686371854e-08,-6.262567758221436e-10,2.7818422682642686e-08
-0.000773,-0.773,-1.0736366895098109e-09,2.781748488284063e-08,-1.0736366954373993e-09,2.7817484884821177e-08
-0.0007720000000000001,-0.7720000000000001,-1.5274268331657616e-09,2.7816082115046333e-08,-1.5274268396291062e-09,2.781608211223374e-08
-0.0007710000000000001,-0.7710000000000001,-1.9875312097074898e-09,2.7814230151518842e-08,-1.9875312140871774e-09,2.7814230149140824e-08
-0.0007700000000000001,-0.77,-2.453851395987367e-09,2.7811945032064833e-08,-2.4538513992079702e-09,2.7811945031265783e-08
-0.000769,-0.769,-2.9262865550401e-09,2.780924306228762e-08,-2.926286553403008e-09,2.780924306068413e-08
-0.000768,-0.768,-3.4047334601107874e-09,2.780614080796326e-08,-3.4047334660385407e-09,2.7806140807477894e-08
-0.0007670000000000001,-0.7670000000000001,-3.889086519591889e-09,2.7802655089273772e-08,-3.889086524348318e-09,2.7802655084920208e-08
-0.0007660000000000001,-0.7660000000000001,-4.379237802861095e-09,2.779880297489945e-08,-4.379237806077821e-09,2.779880297263636e-08
-0.0007650000000000001,-0.765,-4.8750770670142445e-09,2.779460177597131e-08,-4.875077069558091e-09,2.779460177524476e-08
-0.000764,-0.764,-5.376491784486767e-09,2.77900690398849e-08,-5.376491790101681e-09,2.779006903890057e-08
-0.0007630000000000001,-0.7630000000000001,-5.883367171555854e-09,2.778522254397793e-08,-5.883367178200626e-09,2.7785222543023867e-08
-0.0007620000000000001,-0.7620000000000001,-6.395586217715925e-09,2.7780080289072208e-08,-6.395586219231112e-09,2.7780080287064787e-08
-0.0007610000000000001,-0.7610000000000001,-6.913029715919616e-09,2.7774660492882278e-08,-6.913029718121233e-09,2.7774660487194776e-08
-0.00076,-0.76,-7.435576293675778e-09,2.776898158329225e-08,-7.435576299350984e-09,2.776898158292405e-08
-0.000759,-0.759,-7.963102444996365e-09,2.7763062191502534e-08,-7.963102451620024e-09,2.7763062187470753e-08
-0.0007580000000000001,-0.7580000000000001,-8.495482563182349e-09,2.7756921145048433e-08,-8.49548256258925e-09,2.77569211456636e-08
-0.0007570000000000001,-0.7570000000000001,-9.032588974441079e-09,2.775057746069226e-08,-9.032588976783452e-09,2.7750577457841262e-08
-0.000756,-0.756,-9.574291972322956e-09,2.7744050337191157e-08,-9.574291975738969e-09,2.7744050336100645e-08
-0.000755,-0.755,-1.012045985296999e-08,2.773735914794267e-08,-1.012045985741303e-08,2.773735914473989e-08
-0.0007540000000000001,-0.7540000000000001,-1.067095895116488e-08,2.7730523433509628e-08,-1.067095895438173e-08,2.773052343334559e-08
-0.0007530000000000001,-0.7530000000000001,-1.1225653677169785e-08,2.7723562894027043e-08,-1.1225653678507784e-08,2.7723562892125054e-08
-0.0007520000000000001,-0.7520000000000001,-1.1784406554344054e-08,2.771649738149288e-08,-1.1784406554027745e-08,2.771649737837606e-08
-0.000751,-0.751,-1.2347078257530608e-08,2.7709346891944822e-08,-1.2347078258911042e-08,2.7709346891671462e-08
-0.00075,-0.75,-1.291352765219799e-08,2.770213155752563e-08,-1.2913527656292838e-08,2.770213155400684e-08
-0.0007490000000000001,-0.7490000000000001,-1.3483611834327455e-08,2.7694871638438964e-08,-1.3483611834178701e-08,2.7694871637924646e-08
-0.0007480000000000001,-0.7480000000000001,-1.4057186171032613e-08,2.7687587514798584e-08,-1.4057186169964696e-08,2.7687587513574645e-08
-0.000747,-0.747,-1.4634104341898265e-08,2.7680299678372802e-08,-1.4634104343672267e-08,2.7680299678492416e-08
-0.000746,-0.746,-1.521421838102784e-08,2.767302872422688e-08,-1.521421838923344e-08,2.7673028721203405e-08
-0.0007450000000000001,-0.7450000000000001,-1.5797378719784e-08,2.7665795342266253e-08,-1.5797378724269326e-08,2.7665795341075262e-08
-0.0007440000000000001,-0.7440000000000001,-1.6383434230211092e-08,2.7658620308682494e-08,-1.6383434231153817e-08,2.7658620308613166e-08
-0.0007430000000000001,-0.7430000000000001,-1.6972232269124138e-08,2.7651524477304954e-08,-1.6972232270248478e-08,2.7651524477040362e-08
-0.000742,-0.742,-1.756361872285212e-08,2.7644528770861152e-08,-1.756361872291594e-08,2.76445287674089e-08
-0.000741,-0.741,-1.8157438052620346e-08,2.763765417214767e-08,-1.8157438052731264e-08,2.7637654165290924e-08
-0.0007400000000000001,-0.7400000000000001,-1.8753533340557445e-08,2.7630921715115416e-08,-1.8753533338569164e-08,2.7630921712506853e-08
-0.0007390000000000001,-0.7390000000000001,-1.9351746336313494e-08,2.762435247587119e-08,-1.935174634077846e-08,2.7624352472383806e-08
-0.000738,-0.7380000000000001,-1.9951917504272736e-08,2.76179675635988e-08,-1.9951917506145155e-08,2.761796757276899e-08
-0.000737,-0.737,-2.0553886071346244e-08,2.761178811140283e-08,-2.055388606880848e-08,2.7611788113385466e-08
-0.0007360000000000001,-0.7360000000000001,-2.115749007533051e-08,2.7605835267077402e-08,-2.11574900750763e-08,2.7605835263439475e-08
-0.0007350000000000001,-0.7350000000000001,-2.1762566413813898e-08,2.7600130183803464e-08,-2.176256641320363e-08,2.7600130183865446e-08
-0.0007340000000000001,-0.7340000000000001,-2.236895089361623e-08,2.7594694010777517e-08,-2.2368950896110682e-08,2.759469400912803e-08
-0.000733,-0.733,-2.2976478280745967e-08,2.7589547883774423e-08,-2.2976478281235208e-08,2.7589547885272404e-08
-0.000732,-0.732,-2.3584982350857276e-08,2.7584712915648267e-08,-2.358498234994184e-08,2.758471291698472e-08
-0.0007310000000000001,-0.7310000000000001,-2.419429594019112e-08,2.758021018677332e-08,-2.4194295940609305e-08,2.7580210185790066e-08
-0.0007300000000000001,-0.7300000000000001,-2.480425099698378e-08,2.757606073542939e-08,-2.480425099826128e-08,2.7576060733508868e-08
-0.000729,-0.7290000000000001,-2.5414678633324317e-08,2.7572285548133938e-08,-2.5414678635777732e-08,2.7572285544058902e-08
-0.000728,-0.728,-2.602540917744605e-08,2.7568905549924616e-08,-2.6025409180217057e-08,2.7568905545109668e-08
-0.0007270000000000001,-0.7270000000000001,-2.663627222643226e-08,2.7565941594595594e-08,-2.6636272224101262e-08,2.756594159319313e-08
-0.0007260000000000001,-0.7260000000000001,-2.7247096699320125e-08,2.756341445489066e-08,-2.7247096698207865e-08,2.7563414457160106e-08
-0.0007250000000000001,-0.7250000000000001,-2.785771089058407e-08,2.756134481265675e-08,-2.7857710886459145e-08,2.7561344806599745e-08
-0.000724,-0.7240000000000001,-2.8467942523980665e-08,2.7559753248961294e-08,-2.846794251856637e-08,2.7559753243272383e-08
-0.0007230000000000001,-0.7230000000000001,-2.9077618806737722e-08,2.755866023417662e-08,-2.9077618803117023e-08,2.755866022666329e-08
-0.0007220000000000001,-0.7220000000000001,-2.968656648406785e-08,2.7558086118034996e-08,-2.9686566487131805e-08,2.7558086116996064e-08
-0.0007210000000000001,-0.7210000000000001,-3.029461189398874e-08,2.7558051119657854e-08,-3.029461189080622e-08,2.7558051114021263e-08
-0.00072,-0.7200000000000001,-3.090158102243186e-08,2.7558575317562458e-08,-3.0901581015044056e-08,2.7558575318227773e-08
-0.000719,-0.719,-3.150729955861926e-08,2.755967863965009e-08,-3.150729956130972e-08,2.7559678636544214e-08
-0.0007180000000000001,-0.7180000000000001,-3.2111592950691654e-08,2.7561380853178512e-08,-3.211159294982621e-08,2.7561380846859034e-08
-0.0007170000000000001,-0.7170000000000001,-3.271428646156651e-08,2.756370155472306e-08,-3.271428646019582e-08,2.756370155500711e-08
-0.0007160000000000001,-0.7160000000000001,-3.331520522500805e-08,2.756666016012976e-08,-3.33152052247827e-08,2.7566660155065086e-08
-0.000715,-0.7150000000000001,-3.391417430188994e-08,2.7570275894463662e-08,-3.391417429819601e-08,2.757027589056273e-08
-0.0007140000000000001,-0.7140000000000001,-3.4511018736630385e-08,2.7574567781956734e-08,-3.4511018733390556e-08,2.7574567776727967e-08
-0.0007130000000000001,-0.7130000000000001,-3.5105563613780905e-08,2.757955463595861e-08,-3.510556360648221e-08,2.7579554638537173e-08
-0.0007120000000000001,-0.7120000000000001,-3.569763411474809e-08,2.7585255048893816e-08,-3.5697634122627e-08,2.758525504288638e-08
-0.000711,-0.7110000000000001,-3.628705557462938e-08,2.7591687382229665e-08,-3.628705557300776e-08,2.7591687378000605e-08
-0.00071,-0.71,-3.687365353914309e-08,2.759886975645766e-08,-3.687365353501179e-08,2.759886975582654e-08
-0.0007090000000000001,-0.7090000000000001,-3.7457253821631277e-08,2.760682004109348e-08,-3.745725382425444e-08,2.760682003684797e-08
-0.0007080000000000001,-0.7080000000000001,-3.803768256011777e-08,2.761555584469785e-08,-3.8037682552481684e-08,2.761555584497503e-08
-0.0007070000000000001,-0.7070000000000001,-3.861476627439903e-08,2.762509450492317e-08,-3.861476627811705e-08,2.7625094507987186e-08
-0.000706,-0.7060000000000001,-3.918833192314856e-08,2.7635453078589247e-08,-3.918833192023481e-08,2.763545307903995e-08
-0.0007050000000000001,-0.7050000000000001,-3.975820696101526e-08,2.764664833179177e-08,-3.975820696370076e-08,2.7646648328393062e-08
-0.0007040000000000001,-0.7040000000000001,-4.032421939569489e-08,2.7658696730047846e-08,-4.032421939465217e-08,2.7658696728521238e-08
-0.0007030000000000001,-0.7030000000000001,-4.0886197844953256e-08,2.7671614428481953e-08,-4.0886197837809724e-08,2.7671614424335674e-08
-0.000702,-0.7020000000000001,-4.144397159358362e-08,2.7685417262056102e-08,-4.1443971591219135e-08,2.76854172563451e-08
-0.000701,-0.7010000000000001,-4.199737065027448e-08,2.7700120735848615e-08,-4.1997370644449104e-08,2.7700120734186005e-08
-0.0007000000000000001,-0.7000000000000001,-4.2546225804370834e-08,2.7715740015384578e-08,-4.254622579770533e-08,2.771574001511593e-08
-0.0006990000000000001,-0.6990000000000001,-4.3090368682505693e-08,2.77322899170224e-08,-4.309036868333722e-08,2.7732289912285284e-08
-0.000698,-0.6980000000000001,-4.362963180508273e-08,2.774978489840001e-08,-4.3629631795616366e-08,2.7749784893082983e-08
-0.000697,-0.6970000000000001,-4.416384864259063e-08,2.7768239048944566e-08,-4.416384863797471e-08,2.776823903612305e-08
-0.0006960000000000001,-0.6960000000000001,-4.4692853671726527e-08,2.7787666080449627e-08,-4.4692853668410624e-08,2.778766608914727e-08
-0.0006950000000000001,-0.6950000000000001,-4.521648243131077e-08,2.780807931772346e-08,-4.5216482423566e-08,2.780807931516958e-08
-0.0006940000000000001,-0.6940000000000001,-4.5734571577970554e-08,2.7829491689312334e-08,-4.5734571573320164e-08,2.782949168769071e-08
-0.000693,-0.6930000000000001,-4.624695894157315e-08,2.7851915718302904e-08,-4.624695893898786e-08,2.7851915723607686e-08
-0.000692,-0.6920000000000001,-4.67534835803895e-08,2.7875363513206876e-08,-4.675348356941986e-08,2.7875363501411817e-08
-0.0006910000000000001,-0.6910000000000001,-4.7253985835965574e-08,2.7899846758932576e-08,-4.7253985831992824e-08,2.789984675714163e-08
-0.0006900000000000001,-0.6900000000000001,-4.774830738768431e-08,2.7925376707846387e-08,-4.774830738117646e-08,2.7925376707366235e-08
-0.000689,-0.6890000000000001,-4.823629130699552e-08,2.7951964170928396e-08,-4.823629131073473e-08,2.7951964164990596e-08
-0.000688,-0.6880000000000001,-4.871778211129581e-08,2.7979619509026068e-08,-4.87177821140212e-08,2.797961950947704e-08
-0.0006870000000000001,-0.687,-4.919262581743743e-08,2.800835262420904e-08,-4.9192625806401755e-08,2.8008352620670805e-08
-0.0006860000000000001,-0.686,-4.966066999484713e-08,2.80381729512296e-08,-4.9660669991429063e-08,2.8038172948283207e-08
-0.0006850000000000001,-0.685,-5.012176381823446e-08,2.8069089449092164e-08,-5.0121763817829175e-08,2.8069089458952087e-08
-0.000684,-0.684,-5.0575758119871015e-08,2.8101110592735237e-08,-5.057575811185042e-08,2.8101110603154582e-08
-0.0006830000000000001,-0.6830000000000002,-5.102250544142036e-08,2.813424436483016e-08,-5.102250542689425e-08,2.8134244361529243e-08
-0.0006820000000000001,-0.682,-5.1461860085300105e-08,2.8168498247699768e-08,-5.14618600666763e-08,2.8168498244876032e-08
-0.0006810000000000001,-0.681,-5.189367816555577e-08,2.820387921536078e-08,-5.1893678158018256e-08,2.820387921143826e-08
-0.00068,-0.68,-5.231781765822858e-08,2.82403937256937e-08,-5.231781765084789e-08,2.8240393733077042e-08
-0.000679,-0.679,-5.273413845119822e-08,2.8278047712743525e-08,-5.273413844062177e-08,2.8278047705935782e-08
-0.0006780000000000001,-0.6780000000000002,-5.314250239348044e-08,2.8316846579155183e-08,-5.3142502388177605e-08,2.8316846572862913e-08
-0.0006770000000000001,-0.677,-5.3542773343963075e-08,2.835679518874687e-08,-5.354277333627784e-08,2.8356795187754267e-08
-0.0006760000000000001,-0.676,-5.393481721956009e-08,2.8397897859225134e-08,-5.393481721218007e-08,2.83978978618752e-08
-0.000675,-0.675,-5.43185020427665e-08,2.844015835504493e-08,-5.431850204748937e-08,2.8440158347316965e-08
-0.0006740000000000001,-0.6740000000000002,-5.469369798859596e-08,2.848357988041838e-08,-5.469369797815829e-08,2.8483579880010124e-08
-0.0006730000000000001,-0.673,-5.5060277430883004e-08,2.8528165072475298e-08,-5.506027742977532e-08,2.8528165067227965e-08
-0.0006720000000000001,-0.672,-5.5418114987932084e-08,2.857391599457926e-08,-5.541811497859854e-08,2.8573915993465632e-08
-0.000671,-0.671,-5.576708756749638e-08,2.862083412980217e-08,-5.576708756331386e-08,2.8620834117869725e-08
-0.00067,-0.67,-5.6107074411068674e-08,2.8668920374561057e-08,-5.610707439900823e-08,2.86689203768087e-08
-0.0006690000000000001,-0.6690000000000002,-5.643795713746763e-08,2.8718175032419957e-08,-5.6437957142605774e-08,2.8718175031671626e-08
-0.0006680000000000001,-0.668,-5.675961978570251e-08,2.8768597808060553e-08,-5.675961977375378e-08,2.876859780452582e-08
-0.0006670000000000001,-0.667,-5.707194885709902e-08,2.882018780142433e-08,-5.707194884297687e-08,2.882018778547261e-08
-0.000666,-0.666,-5.7374833356671696e-08,2.887294350202962e-08,-5.7374833359180456e-08,2.8872943495513058e-08
-0.0006650000000000001,-0.6650000000000001,-5.766816483372439e-08,2.89268627834669e-08,-5.7668164819429225e-08,2.8926862777360127e-08
-0.0006640000000000001,-0.6640000000000001,-5.795183742166532e-08,2.8981942898074725e-08,-5.795183741077922e-08,2.898194289139163e-08
-0.0006630000000000001,-0.663,-5.822574787701899e-08,2.903818047180018e-08,-5.822574787462022e-08,2.9038180466019385e-08
-0.000662,-0.662,-5.848979561762075e-08,2.909557149924595e-08,-5.848979561255484e-08,2.9095571497689233e-08
-0.000661,-0.661,-5.8743882759979654e-08,2.9154111338907706e-08,-5.8743882752573006e-08,2.915411132441124e-08
-0.0006600000000000001,-0.6600000000000001,-5.898791415579208e-08,2.9213794708604093e-08,-5.898791414905194e-08,2.92137946985516e-08
-0.0006590000000000001,-0.659,-5.92217974275952e-08,2.9274615681102616e-08,-5.9221797405917224e-08,2.9274615680953512e-08
-0.0006580000000000001,-0.658,-5.944544300354304e-08,2.9336567679943728e-08,-5.944544299244807e-08,2.9336567674024414e-08
-0.000657,-0.657,-5.965876415129257e-08,2.9399643475466163e-08,-5.965876413739823e-08,2.9399643464749363e-08
-0.0006560000000000001,-0.6560000000000001,-5.986167701098634e-08,2.9463835181036175e-08,-5.98616770109757e-08,2.946383519491254e-08
-0.0006550000000000001,-0.6550000000000001,-6.00541006273174e-08,2.9529134249483167e-08,-6.005410061896362e-08,2.9529134235365795e-08
-0.0006540000000000001,-0.654,-6.023595698066401e-08,2.9595531469744096e-08,-6.023595695823022e-08,2.959553146065261e-08
-0.000653,-0.653,-6.040717101728192e-08,2.9663016963719744e-08,-6.040717101672885e-08,2.9663016961149247e-08
-0.000652,-0.652,-6.056767067854017e-08,2.9731580183344424e-08,-6.056767067754497e-08,2.9731580178722367e-08
-0.0006510000000000001,-0.6510000000000001,-6.071738692919055e-08,2.980120990787246e-08,-6.071738691411083e-08,2.9801209910037753e-08
-0.0006500000000000001,-0.6500000000000001,-6.085625378465674e-08,2.98718942413828e-08,-6.085625378689672e-08,2.987189424700331e-08
-0.0006490000000000001,-0.649,-6.098420833733337e-08,2.9943620610504686e-08,-6.098420833091441e-08,2.994362060323883e-08
-0.000648,-0.648,-6.110119078188324e-08,3.001637576236649e-08,-6.110119078071028e-08,3.001637574385452e-08
-0.0006470000000000001,-0.6470000000000001,-6.120714443952154e-08,3.009014576276931e-08,-6.120714442147281e-08,3.009014575567247e-08
-0.0006460000000000001,-0.6460000000000001,-6.130201578127757e-08,3.0164915994588166e-08,-6.130201578424722e-08,3.016491599759585e-08
-0.0006450000000000001,-0.645,-6.138575445022347e-08,3.024067115640217e-08,-6.13857544374859e-08,3.0240671156857145e-08
-0.000644,-0.644,-6.14583132826598e-08,3.031739526135572e-08,-6.145831328152478e-08,3.031739525563565e-08
-0.000643,-0.643,-6.151964832824957e-08,3.039507163625298e-08,-6.151964833351634e-08,3.039507164444e-08
-0.0006420000000000001,-0.6420000000000001,-6.15697188690913e-08,3.047368292088673e-08,-6.156971885646977e-08,3.04736829193901e-08
-0.0006410000000000001,-0.6410000000000001,-6.160848743772201e-08,3.055321106760401e-08,-6.160848743866031e-08,3.055321106449221e-08
-0.00064,-0.64,-6.163591983404341e-08,3.063363734110967e-08,-6.163591983150189e-08,3.0633637329216205e-08
-0.000639,-0.639,-6.165198514116099e-08,3.0714942318509484e-08,-6.1651985141453e-08,3.0714942321139805e-08
-0.0006380000000000001,-0.6380000000000001,-6.165665574013191e-08,3.079710588959481e-08,-6.165665572413755e-08,3.079710588021712e-08
-0.0006370000000000001,-0.6370000000000001,-6.164990732361085e-08,3.088010725736936e-08,-6.164990732000254e-08,3.088010725414095e-08
-0.0006360000000000001,-0.636,-6.163171890839061e-08,3.0963924938820456e-08,-6.163171891204298e-08,3.096392492959791e-08
-0.000635,-0.635,-6.160207284682856e-08,3.104853676593483e-08,-6.160207284160714e-08,3.1048536757999924e-08
-0.0006340000000000001,-0.6340000000000001,-6.156095483715445e-08,3.1133919886961415e-08,-6.156095483486637e-08,3.1133919889309755e-08
-0.0006330000000000001,-0.6330000000000001,-6.150835393265364e-08,3.12200507679213e-08,-6.150835393664065e-08,3.122005074887994e-08
-0.0006320000000000001,-0.6320000000000001,-6.144426254972093e-08,3.1306905194366404e-08,-6.144426253686833e-08,3.13069051830366e-08
-0.000631,-0.631,-6.136867647477933e-08,3.1394458273387444e-08,-6.13686764632504e-08,3.139445825724734e-08
-0.00063,-0.63,-6.128159487006133e-08,3.148268443587284e-08,-6.12815948786801e-08,3.148268443479229e-08
-0.0006290000000000001,-0.6290000000000001,-6.118302027824638e-08,3.157155743901802e-08,-6.118302026800797e-08,3.157155742456287e-08
-0.0006280000000000001,-0.6280000000000001,-6.107295862595336e-08,3.166105036908722e-08,-6.107295862994781e-08,3.16610503630415e-08
-0.0006270000000000001,-0.6270000000000001,-6.095141922608346e-08,3.1751135644427746e-08,-6.095141921899633e-08,3.1751135638939337e-08
-0.000626,-0.626,-6.081841477901147e-08,3.184178501873716e-08,-6.081841477704368e-08,3.184178500569282e-08
-0.0006250000000000001,-0.6250000000000001,-6.067396137262318e-08,3.1932969584584234e-08,-6.067396135470245e-08,3.1932969561611344e-08
-0.0006240000000000001,-0.6240000000000001,-6.051807848119654e-08,3.202465977718382e-08,-6.051807847343512e-08,3.202465975649471e-08
-0.0006230000000000001,-0.6230000000000001,-6.035078896312634e-08,3.211682537842581e-08,-6.035078896342658e-08,3.211682537178078e-08
-0.000622,-0.622,-6.017211905748989e-08,3.220943552115907e-08,-6.01721190529197e-08,3.220943550400187e-08
-0.000621,-0.621,-5.998209837945456e-08,3.230245869372939e-08,-5.998209837152403e-08,3.2302458693824924e-08
-0.0006200000000000001,-0.6200000000000001,-5.978075991452604e-08,3.239586274477276e-08,-5.978075990720238e-08,3.2395862730836885e-08
-0.0006190000000000001,-0.6190000000000001,-5.9568140011637974e-08,3.248961488826278e-08,-5.956813999965343e-08,3.248961488515528e-08
-0.0006180000000000001,-0.6180000000000001,-5.934427837508375e-08,3.25836817088129e-08,-5.9344278370090196e-08,3.2583681712213575e-08
-0.000617,-0.617,-5.910921805529132e-08,3.267802916723294e-08,-5.910921805837431e-08,3.267802915864032e-08
-0.0006160000000000001,-0.6160000000000001,-5.886300543844284e-08,3.2772622606339605e-08,-5.886300542632474e-08,3.277262259534635e-08
-0.0006150000000000001,-0.6150000000000001,-5.860569023494085e-08,3.2867426757020744e-08,-5.8605690230509696e-08,3.286742673811545e-08
-0.0006140000000000001,-0.6140000000000001,-5.833732546672345e-08,3.296240574455265e-08,-5.8337325470045386e-08,3.296240572701371e-08
-0.000613,-0.6130000000000001,-5.805796745343162e-08,3.3057523095170214e-08,-5.805796743291813e-08,3.305752309991973e-08
-0.000612,-0.612,-5.776767579743121e-08,3.3152741742889e-08,-5.7767675808480935e-08,3.3152741752819953e-08
-0.0006110000000000001,-0.6110000000000001,-5.7466513367693986e-08,3.3248024036578425e-08,-5.7466513363198676e-08,3.3248024039070336e-08
-0.0006100000000000001,-0.6100000000000001,-5.715454628254118e-08,3.3343331747285586e-08,-5.7154546264902916e-08,3.334333174292658e-08
-0.0006090000000000001,-0.6090000000000001,-5.683184389125473e-08,3.3438626075808746e-08,-5.6831843897503434e-08,3.343862606630924e-08
-0.000608,-0.608,-5.6498478754560455e-08,3.353386766051893e-08,-5.649847874849167e-08,3.3533867668508374e-08
-0.0006070000000000001,-0.6070000000000001,-5.6154526623988714e-08,3.362901658542952e-08,-5.615452663393385e-08,3.362901658015679e-08
-0.0006060000000000001,-0.6060000000000001,-5.5800066420118685e-08,3.37240323885118e-08,-5.580006642053829e-08,3.372403238851848e-08
-0.0006050000000000001,-0.6050000000000001,-5.543518020971178e-08,3.381887407025556e-08,-5.543518021094388e-08,3.381887405881761e-08
-0.000604,-0.6040000000000001,-5.5059953181741314e-08,3.391350010247363e-08,-5.505995318490137e-08,3.391350007982233e-08
-0.000603,-0.603,-5.467447362232506e-08,3.400786843734834e-08,-5.467447361250829e-08,3.400786842414007e-08
-0.0006020000000000001,-0.6020000000000001,-5.427883288856851e-08,3.410193651671906e-08,-5.427883288729616e-08,3.41019365085129e-08
-0.0006010000000000001,-0.6010000000000001,-5.387312538132589e-08,3.419566128160849e-08,-5.3873125367411816e-08,3.419566127984429e-08
-0.0006000000000000001,-0.6000000000000001,-5.3457448516888255e-08,3.4288999181986637e-08,-5.3457448507966304e-08,3.428899916887703e-08
-0.000599,-0.599,-5.3031902697606174e-08,3.4381906186770235e-08,-5.303190270221621e-08,3.438190618283741e-08
-0.0005980000000000001,-0.5980000000000001,-5.259659128145677e-08,3.447433779405595e-08,-5.2596591281563654e-08,3.447433778632125e-08
-0.0005970000000000001,-0.5970000000000001,-5.215162055056432e-08,3.4566249041585714e-08,-5.215162054202607e-08,3.456624904026024e-08
-0.0005960000000000001,-0.5960000000000001,-5.1697099678683916e-08,3.465759451744097e-08,-5.169709967144432e-08,3.465759450927769e-08
-0.000595,-0.5950000000000001,-5.1233140697659095e-08,3.474832837096521e-08,-5.1233140709778006e-08,3.474832838080255e-08
-0.000594,-0.594,-5.075985846286333e-08,3.483840432391178e-08,-5.075985846307871e-08,3.483840431286818e-08
-0.0005930000000000001,-0.5930000000000001,-5.027737061763668e-08,3.4927775681814305e-08,-5.027737062922143e-08,3.4927775665722936e-08
-0.0005920000000000001,-0.5920000000000001,-4.978579755672889e-08,3.5016395345578164e-08,-4.978579755305912e-08,3.501639532977656e-08
-0.000591,-0.5910000000000001,-4.928526238876117e-08,3.510421582329004e-08,-4.9285262391858834e-08,3.5104215798392114e-08
-0.00059,-0.5900000000000001,-4.877589089771773e-08,3.5191189242242865e-08,-4.8775890910160894e-08,3.519118925391275e-08
-0.0005890000000000001,-0.5890000000000001,-4.825781150348054e-08,3.52772673611738e-08,-4.825781149963126e-08,3.527726736252091e-08
-0.0005880000000000001,-0.5880000000000001,-4.773115522141963e-08,3.5362401582712625e-08,-4.7731155251853414e-08,3.5362401598493146e-08
-0.0005870000000000001,-0.5870000000000001,-4.719605562105244e-08,3.544654296603679e-08,-4.719605562083866e-08,3.544654296626741e-08
-0.000586,-0.5860000000000001,-4.6652648783785865e-08,3.5529642239731996e-08,-4.665264879360304e-08,3.552964224528854e-08
-0.0005850000000000001,-0.5850000000000001,-4.6101073259754224e-08,3.5611649814853145e-08,-4.610107324679856e-08,3.561164981133722e-08
-0.0005840000000000001,-0.5840000000000001,-4.5541470023768434e-08,3.569251579818434e-08,-4.554147003126325e-08,3.5692515788731234e-08
-0.0005830000000000001,-0.5830000000000001,-4.4973982430390395e-08,3.5772190005693946e-08,-4.4973982441149003e-08,3.5772189977533575e-08
-0.000582,-0.5820000000000001,-4.439875616814773e-08,3.5850621976181447e-08,-4.439875615950529e-08,3.585062197266643e-08
-0.000581,-0.5810000000000001,-4.3815939212904045e-08,3.5927760985113465e-08,-4.381593920533965e-08,3.5927760998475085e-08
-0.0005800000000000001,-0.5800000000000001,-4.3225681780400724e-08,3.600355605864435e-08,-4.322568179465132e-08,3.600355606092913e-08
