initial_state,L,time,entanglement_entropy,nearest_neighbor_zz,return_probability
z2,16,5.166666666666666,0.5136158884907536,-0.6270138877055833,0.24306803914209632
z2,16,5.333333333333333,0.5400610030034917,-0.41486448906788737,0.052860668915120056
z2,16,5.5,0.5878798248709017,-0.18823637807297014,0.003508516320478227
z2,16,5.666666666666666,0.6477164731917172,0.009695622036623563,1.689002413372057e-07
z2,16,5.833333333333333,0.6993568834995988,0.1374063040902313,1.484971870257602e-08
z2,16,6.0,0.7249412659386697,0.16585857360496267,1.9728244133476518e-05
z2,16,6.166666666666666,0.7223000781464953,0.08793401130041487,1.2151407234047685e-05
z2,16,6.333333333333333,0.7063500551457699,-0.07830525572139695,9.567950916947014e-05
z2,16,6.5,0.696217518510152,-0.2947034843514596,3.147529060978964e-05
z2,16,6.666666666666666,0.7002251387555635,-0.5143746338265742,2.212605106732776e-06
z2,16,6.833333333333333,0.7129984701875639,-0.6942327457513862,8.932894846033024e-06
z2,16,7.0,0.7249960834496012,-0.8037784725844186,4.1284963045139654e-07
z2,16,7.166666666666666,0.731883252286019,-0.8282119467382698,1.3691879834672434e-08
z2,16,7.333333333333333,0.7363624619945959,-0.7673247451186216,9.69632896304266e-07
z2,16,7.5,0.7457938275383496,-0.6331208091125733,1.1328166803638059e-06
z2,16,7.666666666666666,0.7689731471100538,-0.4481322899736844,5.0441379432434826e-09
z2,16,7.833333333333333,0.8105625880467323,-0.2441078125844782,1.5830724510999435e-08
z2,16,8.0,0.8646150116104251,-0.05905883500261703,5.392936731841435e-06
z2,16,8.166666666666666,0.9145433938106743,0.06907498311128925,7.011443810638976e-05
z2,16,8.333333333333332,0.9427815993561643,0.11164892822416979,0.0005081647215945931
z2,16,8.5,0.9433606650973452,0.058225698720117694,0.002998552932508919
z2,16,8.666666666666666,0.9265390736020251,-0.07912686799852431,0.014187663153754249
z2,16,8.833333333333332,0.9100121405922765,-0.2687978120450191,0.05261789395060541
z2,16,9.0,0.9041481593804009,-0.46890862874370415,0.15173749467143116
z2,16,9.166666666666666,0.9068985482951795,-0.6388205095941439,0.33657699145317244
z2,16,9.333333333333332,0.9112068917679609,-0.7482181812426351,0.563806511527355
z2,16,9.5,0.9131384856298934,-0.7812507756966779,0.6932111888895343
z2,16,9.666666666666666,0.9138822534782398,-0.7362607594148716,0.5973250306119926
z2,16,9.833333333333332,0.9184896495571488,-0.623467295335026,0.33211106942473556
z2,16,10.0,0.9341288546700499,-0.46270825073210986,0.10057452596959507
z2,16,10.166666666666666,0.9658649865857166,-0.2816593994095785,0.010588488558514162
z2,16,10.333333333333332,1.010413501253126,-0.11329960006666442,3.5719708554984916e-05
z2,16,10.5,1.0545828255627954,0.008942153878947423,0.0002543606850930887
z2,16,10.666666666666666,1.0819344517409861,0.05854204918161311,0.003227958245299171
z2,16,10.833333333333332,1.0835069771325467,0.023653902310925932,0.0032712627877004253
z2,16,11.0,1.0644505292999467,-0.08825454368688414,7.561519074071214e-05
z2,16,11.166666666666666,1.0401959431177166,-0.2517195200865707,0.0017649341026129118
z2,16,11.333333333333332,1.0242478796295547,-0.43055168724804393,0.0027454322931108276
z2,16,11.5,1.0190910728818008,-0.5879493575915345,0.0007172585598581911
z2,16,11.666666666666666,1.0190466262263573,-0.6951370942958093,2.0656735064055342e-07
z2,16,11.833333333333332,1.019023981572116,-0.7357187036098453,2.8035306970587182e-05
z2,16,12.0,1.019044896732512,-0.705875359164838,1.3077989225619542e-08
z3,16,0.0,-0.0,-0.25,1.0
z3,16,0.16666666666666666,0.0018488031967769758,-0.22311106157566576,0.846373484037079
z3,16,0.3333333333333333,0.021114155428133913,-0.15257718643426063,0.5123861297976138
z3,16,0.5,0.08103056717497939,-0.06500856282994216,0.22094358959771446
z3,16,0.6666666666666666,0.19389623083517699,0.006587852469283184,0.0674652064699671
z3,16,0.8333333333333333,0.3483439131669762,0.03554691557540913,0.014517275841015791
z3,16,1.0,0.5105427459293288,0.011968998816448228,0.002207319592357371
z3,16,1.1666666666666665,0.6411272181892764,-0.05344464357272657,0.00024381590004473816
z3,16,1.3333333333333333,0.7169594291514754,-0.13358699392187148,2.1523152611771145e-05
z3,16,1.5,0.7440864885218289,-0.1951436393269284,1.87706513433143e-06
z3,16,1.6666666666666665,0.7530524215074863,-0.21064465265225354,1.9170890649207372e-07
z3,16,1.8333333333333333,0.7764385630461241,-0.16819430049582595,2.028423972329349e-08
z3,16,2.0,0.8246178724322742,-0.07597725767634052,6.762116465782295e-08
z3,16,2.1666666666666665,0.8827867160144682,0.03981968466479935,2.8819859245809065e-06
z3,16,2.333333333333333,0.9278315022240708,0.14338744298138584,5.5212157678813954e-05
z3,16,2.5,0.9454590210941365,0.20165907286319262,0.0005334794986518882
z3,16,2.6666666666666665,0.9391805380743996,0.19635664408319398,0.002948414677632058
z3,16,2.833333333333333,0.9311987974868673,0.13083080456268031,0.009935732959448215
z3,16,3.0,0.9511766785648647,0.028623855820037576,0.02116028859536491
z3,16,3.1666666666666665,1.0135308608237912,-0.0756936189004475,0.029038724560724205
z3,16,3.333333333333333,1.1045165934189938,-0.14945427566794417,0.025904317873805892
z3,16,3.5,1.1941223831919339,-0.1732903771884376,0.015122871879866813
z3,16,3.6666666666666665,1.2574687335265575,-0.1468056476783519,0.005951533486791838
z3,16,3.833333333333333,1.2888547673668762,-0.08693842403379796,0.0017864813582020899
z3,16,4.0,1.3008243640196309,-0.020224187704508578,0.000563700776963569
z3,16,4.166666666666666,1.3114109826282419,0.027762473655687084,0.00026062273691281507
z3,16,4.333333333333333,1.333068634714208,0.041683013563731185,0.00016099195215695252
z3,16,4.5,1.3649810691147857,0.021041236983727125,0.00011030072609546343
z3,16,4.666666666666666,1.3897907495920978,-0.02121321012115908,8.7606447025313e-05
z3,16,4.833333333333333,1.388491433660469,-0.06496160917018613,7.662097769574981e-05
z3,16,5.0,1.3603729110834046,-0.09126543361156156,5.079618671391158e-05
z3,16,5.166666666666666,1.3264512027990676,-0.08963540955039609,9.476768877190037e-06
z3,16,5.333333333333333,1.3163261036269835,-0.061781247340963324,1.158123015779925e-05
z3,16,5.5,1.3432768450501784,-0.020629304381416476,0.00011200406160449213
z3,16,5.666666666666666,1.390495560172073,0.015113545626337597,0.0002146391138099574
z3,16,5.833333333333333,1.4287058234338201,0.0289324264622425,8.217232519355643e-05
z3,16,6.0,1.4381075518001398,0.013808025897775219,0.0001856410105449749
z3,16,6.166666666666666,1.417389114550016,-0.02443273790680338,0.00302499431514005
z3,16,6.333333333333333,1.384455030480445,-0.06941811575413477,0.01077438739539886
z3,16,6.5,1.3690324851305586,-0.10126986795915421,0.01918590579658553
z3,16,6.666666666666666,1.391679595368893,-0.1052571683280106,0.019937535508203
z3,16,6.833333333333333,1.44294650493818,-0.07830970105608126,0.012242343029219692
z3,16,7.0,1.4923496493732336,-0.030685741839522333,0.0038765184017414927
z3,16,7.166666666666666,1.5136043661778578,0.017883966954452622,0.00026059418386008276
z3,16,7.333333333333333,1.5006750225584709,0.046097057724471216,0.00021646192784469906
z3,16,7.5,1.4693300976074237,0.03990535859757639,0.0007734317284366591
z3,16,7.666666666666666,1.4451458829946098,-0.0013799180747284241,0.0007684690851573441
z3,16,7.833333333333333,1.4415591912756902,-0.06433407732350294,0.00044586675430720096
z3,16,8.0,1.4492641631677705,-0.12636739586406354,0.00018102906267555927
z3,16,8.166666666666666,1.4514144875297998,-0.16432116582502634,6.037739586358352e-05
z3,16,8.333333333333332,1.441938675145311,-0.16333876606375125,2.2312776125723608e-05
z3,16,8.5,1.429140362076573,-0.12276567495853856,1.1338720089376164e-05
z3,16,8.666666666666666,1.4271619019491977,-0.05693183868310646,8.032654546806465e-06
z3,16,8.833333333333332,1.4451223010264709,0.009731307320894118,1.690098468117743e-05
z3,16,9.0,1.483931573203237,0.051820954709105846,7.945555773373622e-05
z3,16,9.166666666666666,1.5393847726793397,0.05297281026280932,0.00022383107719563293
z3,16,9.333333333333332,1.6027375365237984,0.01252345985640995,0.0001791433568827754
z3,16,9.5,1.66067563850614,-0.05418151525136626,3.0944534444406245e-05
z3,16,9.666666666666666,1.7010584820685002,-0.12189854776565341,0.0017800884315613463
z3,16,9.833333333333332,1.7214535301778686,-0.16518148086094805,0.007024958309990938
z3,16,10.0,1.7315916734773902,-0.16764865078794508,0.012733163428352094
z3,16,10.166666666666666,1.7450113581794624,-0.1275776253651483,0.01407356856177808
z3,16,10.333333333333332,1.7668885239309196,-0.058291515522365375,0.010511011238564455
z3,16,10.5,1.790415014160807,0.016524319833976946,0.005476032560159532
z3,16,10.666666666666666,1.8041786522943846,0.07103980199549273,0.0019118368576078373
z3,16,10.833333333333332,1.802729664547908,0.08635238387979273,0.000357649790563861
z3,16,11.0,1.7923341122333332,0.057203626439358175,5.549221135122893e-06
z3,16,11.166666666666666,1.7878767247166132,-0.006208414929733184,4.221264282992147e-05
z3,16,11.333333333333332,1.802386079987219,-0.08200136866710621,0.00010206255522471211
z3,16,11.5,1.836442292026898,-0.14444357039479677,0.00012490849852342902
z3,16,11.666666666666666,1.8775693254878214,-0.17291191347117552,0.0001197254489095885
z3,16,11.833333333333332,1.9102034765373472,-0.1588841983896109,8.829129606599783e-05
z3,16,12.0,1.9265906063494662,-0.10871036243008352,7.79596313174368e-05
z4,16,0.0,-0.0,0.0,1.0
z4,16,0.16666666666666666,0.0035172143264438896,-0.0004993512237196537,0.8003264007410484
z4,16,0.3333333333333333,0.03507647593876685,-0.007302460244724364,0.40777160379886834
z4,16,0.5,0.11091511024953726,-0.03172906683085903,0.12993805717386242
z4,16,0.6666666666666666,0.21215511496661596,-0.08041060383821264,0.025211060684846527
z4,16,0.8333333333333333,0.30152456671833855,-0.14578962003516088,0.002895658262378856
z4,16,1.0,0.34991577621457154,-0.20474993731350394,0.00019374427465932779
z4,16,1.1666666666666665,0.35157355615763014,-0.22755638502977882,7.32672451573943e-06
z4,16,1.3333333333333333,0.32467173728965054,-0.19309361049602222,7.401878554018482e-08
z4,16,1.5,0.29971754282868696,-0.10233508122841127,4.9332435996459086e-08
z4,16,1.6666666666666665,0.3001764512326758,0.017820286456750104,2.7358237007114284e-07
z4,16,1.8333333333333333,0.33368788923302667,0.12370424990691278,6.65190136419194e-07
z4,16,2.0,0.40778694394155857,0.1734910243577713,7.21180897806813e-07
z4,16,2.1666666666666665,0.5409422647510702,0.1460111117904155,9.38756088985385e-05
z4,16,2.333333333333333,0.7412173639334796,0.04983044188914511,0.0009226090444849127
z4,16,2.5,0.9843997961416078,-0.08189357293905354,0.003497385799254861
z4,16,2.6666666666666665,1.2241605992235052,-0.2071468756946813,0.006799339091730742
z4,16,2.833333333333333,1.4201457585777848,-0.29252150585443315,0.007659729752698058
z4,16,3.0,1.557456316929407,-0.32412380051327255,0.005388845962427333
z4,16,3.1666666666666665,1.645819169825983,-0.3084222686652249,0.0025244221854203177
z4,16,3.333333333333333,1.7043410890100867,-0.2647906727433695,0.0008503180646630851
z4,16,3.5,1.747064085246426,-0.21465772144502487,0.00023112114464949145
z4,16,3.6666666666666665,1.7798189426285902,-0.17259356719912572,6.127980377050336e-05
z4,16,3.833333333333333,1.8056482875957,-0.14281971366957966,2.1034262346133873e-05
z4,16,4.0,1.8294188514714258,-0.12153701407280669,1.3040475022564822e-05
z4,16,4.166666666666666,1.856983030852573,-0.10258226961520922,2.2085431106911938e-05
z4,16,4.333333333333333,1.8918518745508461,-0.0826608534658071,9.181116462816272e-05
z4,16,4.5,1.9345077494634033,-0.06329916408203416,0.00037420319904774577
z4,16,4.666666666666666,1.9850264012975534,-0.049005572480967464,0.0007465998127880162
z4,16,4.833333333333333,2.0438216512696514,-0.04343196814851515,0.00022659934469204343
z4,16,5.0,2.106913317654659,-0.04628305422158599,0.0011616590839738988
z4,16,5.166666666666666,2.1632016245882832,-0.05295723640234779,0.011324003743879625
z4,16,5.333333333333333,2.2008426591656853,-0.0570469134476305,0.0223148011834586
z4,16,5.5,2.2155747994514594,-0.05400882608794277,0.012279997081609746
z4,16,5.666666666666666,2.2111567984683953,-0.04360612691180283,2.1434805883168996e-05
z4,16,5.833333333333333,2.1944195060777436,-0.029612059387071153,0.01659993968782159
z4,16,6.0,2.1732607510181428,-0.017207622670971316,0.035764588926336126
z4,16,6.166666666666666,2.1552772292469884,-0.010059539686340102,0.028432194732027335
z4,16,6.333333333333333,2.144368824305115,-0.008995545581983405,0.011210504773969626
z4,16,6.5,2.140659390260811,-0.012675538198451878,0.002289904090847966
z4,16,6.666666666666666,2.1438115938438913,-0.019125023102084047,0.00023276932085614175
z4,16,6.833333333333333,2.152789435855622,-0.026708805548630164,2.500474033796166e-05
z4,16,7.0,2.168044899295442,-0.03406517321757338,7.794436371535597e-05
z4,16,7.166666666666666,2.193379400417275,-0.03967559331827125,0.00060316237841453
z4,16,7.333333333333333,2.232242245613874,-0.042075288058620076,0.0028647074393859627
z4,16,7.5,2.282839628802268,-0.04093938630940669,0.007631255384479409
z4,16,7.666666666666666,2.339200609053408,-0.03813240756406071,0.00966086187829448
z4,16,7.833333333333333,2.396965235668934,-0.037481734727447265,0.002851655850606087
z4,16,8.0,2.4541771195631172,-0.043003048679263405,0.0025992165302287187
z4,16,8.166666666666666,2.5080936832444105,-0.056664388735568595,0.029915777175883018
z4,16,8.333333333333332,2.555270103546147,-0.07718042328291427,0.0641239593013883
z4,16,8.5,2.592690491022941,-0.10050209368424637,0.0682809476492422
z4,16,8.666666666666666,2.6181196734756953,-0.12153096148663808,0.04492420009714389
z4,16,8.833333333333332,2.629981344603562,-0.13603639604854978,0.0202037281983081
z4,16,9.0,2.628831336119129,-0.14187873588508576,0.006529809150224765
z4,16,9.166666666666666,2.6190061266198206,-0.13912700822243362,0.001463392851792125
z4,16,9.333333333333332,2.607468831141888,-0.12928510561816775,0.00014493351798085778
z4,16,9.5,2.601736425891784,-0.11437517961187635,2.7343380476961337e-05
z4,16,9.666666666666666,2.607305402384269,-0.09668329558338862,0.0004716627660766316
z4,16,9.833333333333332,2.624486749776959,-0.07933068058620656,0.0019100888708459393
z4,16,10.0,2.6490979802747416,-0.06686252407490155,0.005353615544393508
z4,16,10.166666666666666,2.6758922406888086,-0.06460134072529189,0.011382429271795677
z4,16,10.333333333333332,2.703376891104728,-0.07623630997394948,0.018528829868253497
z4,16,10.5,2.7335237769653142,-0.10069314576640923,0.02252365997276119
z4,16,10.666666666666666,2.765043647651218,-0.13049577244971852,0.018720640949250834
z4,16,10.833333333333332,2.788357521909144,-0.1534499373487513,0.008490394431093673
z4,16,11.0,2.790821156326189,-0.15761329093351975,0.0009394107499784895
z4,16,11.166666666666666,2.767144047602423,-0.1373726273741552,0.00018873019364833458
z4,16,11.333333333333332,2.724061229094904,-0.09736395349961008,9.728392714546169e-05
z4,16,11.5,2.6781188190105714,-0.051643903407137426,0.0017393875521938874
z4,16,11.666666666666666,2.6461151252753594,-0.017838860329324524,0.011221590621178614
z4,16,11.833333333333332,2.633730228659375,-0.00893417112802259,0.020634868624255936
z4,16,12.0,2.636841974927483,-0.027116638322265678,0.02028426554062766
vacuum,16,0.0,-0.0,1.0,1.0
vacuum,16,0.16666666666666666,0.012013276880738765,0.891924549389123,0.6371371767077671
vacuum,16,0.3333333333333333,0.11224063269146968,0.6018146466920808,0.15147925410697216
vacuum,16,0.5,0.3378457920744559,0.21659070995007954,0.00958233592499193
vacuum,16,0.6666666666666666,0.6311601013549484,-0.16035628913402794,5.01197464349818e-05
vacuum,16,0.8333333333333333,0.9086322145451451,-0.4450428218987041,2.5753991807420054e-11
vacuum,16,1.0,1.1200139793536437,-0.5921737305009258,1.0811756237183191e-10
vacuum,16,1.1666666666666665,1.2615240842364082,-0.5958435852821841,1.3201416139189198e-07
vacuum,16,1.3333333333333333,1.3590843364341578,-0.47979461823388203,4.610850697903327e-05
vacuum,16,1.5,1.4433571529793183,-0.2860011846297026,2.0616606436227426e-06
vacuum,16,1.6666666666666665,1.5313230875409491,-0.06525776780908472,0.0036527977012188444
vacuum,16,1.8333333333333333,1.621738983642329,0.13110362980928286,0.009835087150132905
vacuum,16,2.0,1.7039602365897921,0.2600788914859327,3.040312394505642e-07
vacuum,16,2.1666666666666665,1.7724771947052609,0.2960103151100374,0.03047027052789857
vacuum,16,2.333333333333333,1.8351898779924227,0.23688058573430762,0.049179512278028796
vacuum,16,2.5,1.9071921083878043,0.10460563672644141,0.009553322017853727
vacuum,16,2.6666666666666665,1.9966535422107068,-0.061761120399008496,0.000433458714774896
vacuum,16,2.833333333333333,2.097440097267209,-0.2177113645159883,0.0006160443350939306
vacuum,16,3.0,2.1942138756459775,-0.32553303178848564,2.465263114330614e-06
vacuum,16,3.1666666666666665,2.273509289135598,-0.36311637241051165,0.0002668304335896473
vacuum,16,3.333333333333333,2.331485357791175,-0.3274129355302459,0.0015147432253518741
vacuum,16,3.5,2.3747359810974,-0.23289140788356139,0.0029288069984743418
vacuum,16,3.6666666666666665,2.4158556070742647,-0.10648485161869792,0.013357449902664279
vacuum,16,3.833333333333333,2.4658198173776964,0.019431650865790948,0.041966970050750924
vacuum,16,4.0,2.527697168488428,0.11476711095772263,0.058256196537804596
vacuum,16,4.166666666666666,2.5968295133790846,0.15882333175332272,0.05433789897918766
vacuum,16,4.333333333333333,2.6659769956212336,0.14514817220726406,0.058018178625249175
vacuum,16,4.5,2.7306642990249625,0.08254765625749265,0.05096773998974096
vacuum,16,4.666666666666666,2.7946848989206994,-0.008360078806329711,0.014539806727852862
vacuum,16,4.833333333333333,2.86396851770588,-0.10195440197751357,4.7196572192011045e-08
vacuum,16,5.0,2.933744020467873,-0.17520625920569124,0.0002066353126201843
vacuum,16,5.166666666666666,2.988847381776368,-0.2132875387643468,0.0017417377671248451
vacuum,16,5.333333333333333,3.0182590131372193,-0.21173101009963208,0.0037961545690821663
vacuum,16,5.5,3.024696577971925,-0.17551844231589264,0.004516546246696537
vacuum,16,5.666666666666666,3.0195116876911245,-0.11653808705678648,0.01650925902013491
vacuum,16,5.833333333333333,3.013581678653186,-0.050617477299836476,0.031157312640536446
vacuum,16,6.0,3.01445432695917,0.005575245257118187,0.010284043351199524
vacuum,16,6.166666666666666,3.022487907960639,0.038017131120213134,0.0021566555607944724
vacuum,16,6.333333333333333,3.0310595155748508,0.03909771559647617,0.018107913294861434
vacuum,16,6.5,3.036055056982687,0.010579347741194301,0.019189727234526853
vacuum,16,6.666666666666666,3.0385786306054743,-0.03603737707669318,0.010662927674664403
vacuum,16,6.833333333333333,3.035347287369526,-0.08300391493517591,0.0009808763105434322
vacuum,16,7.0,3.0215497234177544,-0.11301092297159629,0.0026955196131840486
vacuum,16,7.166666666666666,2.9984284954885387,-0.11619928311935848,0.0036991880372453643
vacuum,16,7.333333333333333,2.972723564694923,-0.09387210150476127,5.454823852668466e-05
vacuum,16,7.5,2.9486631062989357,-0.05692623061648513,0.0013922029874866044
vacuum,16,7.666666666666666,2.9218864490495955,-0.020129884744965156,0.03396347979385682
vacuum,16,7.833333333333333,2.888155898928937,0.004265599844235154,0.0717840606326631
vacuum,16,8.0,2.849398442657473,0.010212260680942059,0.02821880246269604
vacuum,16,8.166666666666666,2.814986250258572,-0.0021121386483269177,0.0003670646150116831
vacuum,16,8.333333333333332,2.793841176530839,-0.028238119791145988,2.0269266710342982e-08
vacuum,16,8.5,2.7843001863294434,-0.060840189941685184,0.008998778306309943
vacuum,16,8.666666666666666,2.772661746928754,-0.08988138104748569,0.0331967304895315
vacuum,16,8.833333333333332,2.7438548979111808,-0.1030918215129929,0.039267907360879276
vacuum,16,9.0,2.6933165854960968,-0.08919134757904995,0.01823165958728014
vacuum,16,9.166666666666666,2.629728537152717,-0.04424411514494149,0.0013617669865480244
vacuum,16,9.333333333333332,2.5736853371009025,0.022175685652512045,0.0017855931603774503
vacuum,16,9.5,2.5468676123059186,0.0866208736016243,0.060232117015145935
vacuum,16,9.666666666666666,2.546433129183739,0.12059679418393632,0.24092362670039322
vacuum,16,9.833333333333332,2.5516469227942387,0.10536725468700998,0.2618488024382502
vacuum,16,10.0,2.5577952974644584,0.04356500674399817,0.08468551669896485
vacuum,16,10.166666666666666,2.581007309716589,-0.040795170362612265,0.004539316327856424
vacuum,16,10.333333333333332,2.6263154827951376,-0.11431888984901543,0.0005974155262272724
vacuum,16,10.5,2.6773544259308935,-0.1502599200379474,0.006924998997909072
vacuum,16,10.666666666666666,2.7156001900001776,-0.13896528323941068,0.03824536383564414
vacuum,16,10.833333333333332,2.7335431805586303,-0.08862155645113787,0.08600582544090304
vacuum,16,11.0,2.7354751439838805,-0.01895753910918524,0.08401625931370588
vacuum,16,11.166666666666666,2.7371564329023452,0.046750878791795375,0.030031779305250094
vacuum,16,11.333333333333332,2.7555996352488683,0.08792533234348712,0.0014622737927739503
vacuum,16,11.5,2.789483259131806,0.09093903247314787,0.07242979685367686
vacuum,16,11.666666666666666,2.826907913324667,0.05235456449062823,0.13022107703332403
vacuum,16,11.833333333333332,2.858958608733574,-0.01914593026030452,0.060834116985629696
vacuum,16,12.0,2.88565639015193,-0.10389670808371021,0.007146171715843551
