target_id,p0,quasistatic_slope,newtonian_viscosity,fit_family
T030,3.81,-0.0011448593913274672,0.3757205670403641,zero_activity_scan
T030,3.9,-0.002130729243102791,0.21261848393551602,zero_activity_scan
T030,4.0,0.03168688357039023,0.2510415402632602,zero_activity_scan
T030,4.03,0.03743562218341473,0.29231967031814543,zero_activity_scan
T030,4.06,0.040206477154151654,0.3439864345954854,zero_activity_scan
T030,4.1,0.04177451544047829,0.42769375363163886,zero_activity_scan
