iterations,max_intensity_continuity,max_phase_continuity,mean_intensity_continuity,mean_phase_continuity,sample
3,0.4369615430929099,1.3621608910779027e-13,0.21300428527774556,8.735040037674941e-14,0
5,0.3957965532677249,1.933909769441546e-13,0.17499696623460753,1.028720120722408e-13,0
8,0.4266940646369468,1.9336447232180905e-13,0.16745111453562897,1.1675412355693017e-13,0
10,0.4227814693538764,2.463560472646373e-13,0.16366501718625281,1.340263024521001e-13,0
3,0.3873954375643607,7.863037962507028e-16,0.18808589141873155,1.243193000492684e-16,1
5,0.36259094646491924,2.0293705842560273e-14,0.17123747237067274,2.9508479544689296e-15,1
8,0.3412495884360962,2.2749800846579323e-15,0.16146620501680653,3.729579001478053e-16,1
10,0.33518087443096906,1.6962958301138756e-15,0.1588402942554525,2.7072578538647793e-16,1
