target_id,boundary,realization,level,W,real_energy,imag_energy
T001,OBC,0,0,0.8,4.132760539534307,-5.576051773092949e-16
T001,OBC,0,1,0.8,4.091374684593896,-8.253804940648282e-16
T001,OBC,0,2,0.8,4.1021443235730155,-2.2128160769440612e-16
T001,OBC,0,3,0.8,3.998281676494546,3.6246361411442664e-16
T001,OBC,0,4,0.8,3.9686564907039497,5.0541762999544605e-18
T001,OBC,0,5,0.8,3.891302832442233,4.757937091995737e-16
T001,OBC,0,6,0.8,3.8975708319100506,-2.1712821407469556e-16
T001,OBC,0,7,0.8,3.8343715560674667,9.665816782711592e-17
T001,OBC,0,8,0.8,3.7158520967233986,1.0097106869229519e-15
T001,OBC,0,9,0.8,3.6296873301973362,2.776382052149228e-15
T001,OBC,0,10,0.8,3.58312084253898,4.565472258717285e-15
T001,OBC,0,11,0.8,3.5957415283582814,-8.857525977396904e-15
T001,OBC,0,12,0.8,3.4622464099838934,1.3127550914389721e-14
T001,OBC,0,13,0.8,3.447263827673848,-1.4554542881705266e-14
T001,OBC,0,14,0.8,3.3301556727322232,-3.185709876356643e-14
T001,OBC,0,15,0.8,3.343256504565166,3.594697235672256e-14
T001,OBC,0,16,0.8,3.128990747559423,-5.3339095995817075e-16
T001,OBC,0,17,0.8,3.0546336323279926,-2.884077255311545e-15
T001,OBC,0,18,0.8,2.96481541861262,1.1364657878975509e-14
T001,OBC,0,19,0.8,2.917299322173544,-1.0474159130512446e-14
T001,OBC,0,20,0.8,2.7709406086225696,9.05680896350554e-15
T001,OBC,0,21,0.8,2.726250414482634,-8.918565211930411e-15
T001,OBC,0,22,0.8,2.6124881592216425,2.341476591914499e-15
T001,OBC,0,23,0.8,2.471926449053569,2.228751632565621e-15
T001,OBC,0,24,0.8,2.359546579468482,-2.6897042835812545e-15
T001,OBC,0,25,0.8,2.2711337888689567,2.1166015786228747e-15
T001,OBC,0,26,0.8,2.1329575293370264,-1.9690271184171842e-15
T001,OBC,0,27,0.8,2.037172911518873,2.451124756295887e-15
T001,OBC,0,28,0.8,1.895322020950082,-1.490777897125063e-15
