real_energy,imag_energy,gamma_1,gamma_2,gamma_3,gamma_4,gamma_ess,state_code,winding,W,transfer_length,lyapunov_potential,finite_ed_potential,lyapunov_density_raw,lyapunov_density_positive_norm,ed_histogram_norm
-2.7,-1.0,-0.4883927743498621,-0.389412746648822,0.5951547037315655,0.9757979978270628,-0.389412746648822,1,0,0.8,900,0.8778055209986829,0.8828718900841186,-0.4683337835058871,0.0,6.21967820675503e-12
-2.601388888888889,-1.0,-0.47444597774982694,-0.35909162539147427,0.5572214658831804,0.969463317818066,-0.35909162539147427,1,0,0.8,900,0.8335376031413012,0.8390170536720545,-0.4295564722994135,0.0,2.1218713306107678e-10
-2.5027777777777778,-1.0,-0.46056648432808855,-0.326416345487969,0.5162723098971906,0.9638577004788116,-0.326416345487969,1,0,0.8,900,0.7869828298160569,0.7928770901896328,-0.40329433763928857,0.0,2.7276040861320722e-09
-2.404166666666667,-1.0,-0.446794573442375,-0.2918494963218375,0.4726982058488886,0.9590930444752688,-0.2918494963218375,1,0,0.8,900,0.7386440697642122,0.7447848150585137,-0.41728683847212666,0.0,1.4166574186654005e-08
-2.305555555555556,-1.0,-0.4331715166028968,-0.2568422150324888,0.4278731837403957,0.9552877284549341,-0.2568422150324888,1,0,0.8,900,0.6900137316353846,0.6961523753470799,-0.48535191987196996,0.0,3.480443597906538e-08
-2.206944444444445,-1.0,-0.4197388837639907,-0.22388741022856082,0.38420921018413656,0.9525642643683622,-0.22388741022856082,1,0,0.8,900,0.6436262939925533,0.6496813717171963,-0.5654185001976507,0.0,5.227692543349915e-08
-2.1083333333333334,-1.0,-0.40653779494469233,-0.19599211698734403,0.34463122073540514,0.9510458717565774,-0.19599211698734403,1,0,0.8,900,0.6025299119320372,0.608438439168002,-0.6301344947547687,0.0,5.083583813145693e-08
-2.0097222222222224,-1.0,-0.39360813152490837,-0.17540505923595776,0.3113086422909737,0.9508517290298368,-0.17540505923595776,1,0,0.8,900,0.5690131907608652,0.5746353458767638,-0.6668009743625191,0.0,2.5206048733880807e-08
-1.9111111111111112,-1.0,-0.38098770940487836,-0.1628194661767156,0.28486357545252977,0.95209078068901,-0.1628194661767156,1,0,0.8,900,0.5438071755815944,0.5490475399584037,-0.6778632753700476,0.0,5.230581682789557e-09
-1.8125,-1.0,-0.36871146598248467,-0.15769017350253747,0.2646945715852404,0.9548542484597268,-0.15769017350253747,1,0,0.8,900,0.5264016394850218,0.5313118134113479,-0.6725382628885113,0.0,4.1815458791539854e-10
-1.713888888888889,-1.0,-0.35681087985042725,-0.15896206252170977,0.2497127674391168,0.9592073554929657,-0.15896206252170977,1,0,0.8,900,0.5157729423721372,0.5202823852881611,-0.657711130918344,0.0,1.243935641351006e-11
-1.6152777777777778,-1.0,-0.3453140991922206,-0.1655632673754963,0.23884341046906182,0.965181136658601,-0.1655632673754963,1,0,0.8,900,0.5108773665677174,0.5146487238049803,-0.635756663509708,0.0,0.0
-1.5166666666666666,-1.0,-0.33424733221076064,-0.17640755051440432,0.2310365727329532,0.9727654905521584,-0.17640755051440432,1,0,0.8,900,0.5106548827251663,0.5133904677392442,-0.6095323150293562,0.0,0.0
-1.4180555555555556,-1.0,-0.3236370603479526,-0.1904907402246783,0.2253702276321444,0.9819047535004322,-0.1904907402246783,1,0,0.8,900,0.5141278005726312,0.5157058300592565,-0.5821422765307106,0.0,0.0
-1.3194444444444444,-1.0,-0.3135090826129402,-0.2069974803975391,0.2211567765975922,0.9924969669728321,-0.2069974803975391,1,0,0.8,900,0.5205065630104789,0.5209329400713169,-0.5550323016634615,0.0,0.0
-1.2208333333333334,-1.0,-0.30387265304837363,-0.22530489109771693,0.21792711976380813,1.0043976049422265,0.21792711976380813,1,0,0.8,900,0.5291775441460894,0.5285433597614088,-0.5287953637411622,0.0,0.0
-1.1222222222222222,-1.0,-0.2947049298006995,-0.24496560623935612,0.21538990419565335,1.0174278124043477,0.21538990419565335,1,0,0.8,900,0.5396705360400557,0.538112012990858,-0.5036774495564477,0.0,0.0
-1.023611111111111,-1.0,-0.2871961774692931,-0.26442206482898395,0.21337914331005936,1.0313862795481639,0.21337914331005936,1,0,0.8,900,0.5516182422982779,0.5492809424458045,-0.47969619027664573,0.0,0.0
-0.925,-1.0,-0.2864237102148292,-0.27829477407705056,0.21180266092373443,1.0460630039280896,0.21180266092373443,1,0,0.8,900,0.5647184842918788,0.5617375475061012,-0.4568334730552484,0.0,0.0
-0.8263888888888888,-1.0,-0.299661131540003,-0.27904761561768804,0.21060319186369594,1.0612527358539432,0.21060319186369594,1,0,0.8,900,0.5787087471576938,0.5752037424403141,-0.43514626928461125,0.0,0.0
-0.7277777777777779,-1.0,-0.3208940121220899,-0.27246248964535735,0.20973758747900423,1.076766094848387,0.20973758747900423,1,0,0.8,900,0.5933565017674459,0.5894322079153176,-0.4147492206594811,0.0,0.0
-0.6291666666666664,-1.0,-0.3434180428846831,-0.2650411940819089,0.20916930883575383,1.0924371086907816,0.20916930883575383,1,0,0.8,900,0.6084592369665901,0.6042063992574648,-0.395746025317358,0.0,0.0
-0.5305555555555554,-1.0,-0.3662143169377932,-0.25763196963238494,0.20886655798100276,1.10812690914912,0.20886655798100276,1,0,0.8,900,0.6238462865701774,0.619341308215432,-0.37818991131726476,0.0,0.0
-0.43194444444444446,-1.0,-0.3889033973612359,-0.25047527899247934,0.20880172785368661,1.1237241290599729,0.20880172785368661,1,0,0.8,900,0.6393786763537143,0.6346835282801743,-0.3620806378078484,0.0,0.0
