target_id,boundary,realization,level,W,real_energy,imag_energy
T002,PBC,0,111,0.8,-1.1877283477405,0.33698710685420985
T002,PBC,0,112,0.8,-1.1819730303955533,-0.2534626029210741
T002,PBC,0,113,0.8,-1.1877283477405032,-0.33698710685420835
T002,PBC,0,114,0.8,-1.0217672447482469,0.18364326099993175
T002,PBC,0,115,0.8,-0.997704094728253,0.1281375690943084
T002,PBC,0,116,0.8,-0.9977040947282486,-0.1281375690943076
T002,PBC,0,117,0.8,-1.0217672447482495,-0.1836432609999317
T002,PBC,0,118,0.8,-0.986554222226122,0.026363693575452634
T002,PBC,0,119,0.8,-0.9865542222261244,-0.02636369357545364
T002,PBC,1,0,0.8,4.135224744734817,-1.578327312595773e-16
T002,PBC,1,1,0.8,4.106989747126232,1.7872910520587358e-16
T002,PBC,1,2,0.8,4.018621781373876,1.1784322822141918e-16
T002,PBC,1,3,0.8,3.972127768552531,0.004079105500353227
T002,PBC,1,4,0.8,3.972127768552539,-0.004079105500359061
T002,PBC,1,5,0.8,3.9376613452737224,-4.563088798573422e-15
T002,PBC,1,6,0.8,3.8777651065713776,5.670217068392108e-15
T002,PBC,1,7,0.8,3.803582419218952,0.03856710683007873
T002,PBC,1,8,0.8,3.803582419218957,-0.03856710683007865
T002,PBC,1,9,0.8,3.6873910739726785,-0.04096510544373706
T002,PBC,1,10,0.8,3.6873910739726745,0.040965105443737715
T002,PBC,1,11,0.8,3.5449357751037835,0.09019840443896854
T002,PBC,1,12,0.8,3.5449357751037827,-0.09019840443897043
T002,PBC,1,13,0.8,3.4061009679895906,-0.11899521320493896
T002,PBC,1,14,0.8,3.4061009679895875,0.11899521320493929
T002,PBC,1,15,0.8,3.2423376287751684,0.13720957726475386
T002,PBC,1,16,0.8,3.242337628775168,-0.1372095772647579
T002,PBC,1,17,0.8,3.067276258278601,0.1564212867724946
T002,PBC,1,18,0.8,3.0672762582785986,-0.1564212867724965
T002,PBC,1,19,0.8,2.8785694973446008,0.1653661906929701
T002,PBC,1,20,0.8,2.878569497344598,-0.16536619069297115
T002,PBC,1,21,0.8,2.675546295147436,0.1695043860964587
T002,PBC,1,22,0.8,2.6755462951474374,-0.16950438609645793
T002,PBC,1,23,0.8,2.460020288547711,0.16568932176761889
T002,PBC,1,24,0.8,2.4600202885477143,-0.16568932176761964
T002,PBC,1,25,0.8,2.2348975664333994,0.1591836140227051
T002,PBC,1,26,0.8,2.2348975664333985,-0.15918361402270517
T002,PBC,1,27,0.8,2.0040308218134864,0.13863058103896483
T002,PBC,1,28,0.8,2.0040308218134855,-0.13863058103896506
T002,PBC,1,29,0.8,1.7519233699195487,0.11726670984838253
T002,PBC,1,30,0.8,1.7519233699195498,-0.11726670984838328
T002,PBC,1,31,0.8,1.4904483795391537,0.08584267746469264
T002,PBC,1,32,0.8,1.4904483795391534,-0.08584267746469351
T002,PBC,1,33,0.8,1.2480477009267246,-0.08014673498303969
T002,PBC,1,34,0.8,1.248047700926725,0.08014673498304009
T002,PBC,1,35,0.8,1.0020169064182594,0.029035016840942344
T002,PBC,1,36,0.8,1.0020169064182574,-0.029035016840941712
T002,PBC,1,37,0.8,0.7358706693494127,7.738549455731269e-16
T002,PBC,1,38,0.8,0.6701457814447711,2.6547089503416383e-16
T002,PBC,1,39,0.8,0.5214026754077546,-2.0716287266972926e-16
T002,PBC,1,40,0.8,0.4300131518414648,-4.52272138476931e-16
T002,PBC,1,41,0.8,0.23565456803724497,0.03300067105492622
T002,PBC,1,42,0.8,0.23565456803724483,-0.033000671054925976
T002,PBC,1,43,0.8,-2.334551144618459,0.7928643973762902
