group,state_class,profile_index,site,real_energy,imag_energy,probability
figs1,alm,1,128,2.4636947712956117,-1.4996168580902305e-15,5.427096432513965e-109
figs1,alm,1,129,2.4636947712956117,-1.4996168580902305e-15,1.0470960132547746e-112
figs1,alm,1,130,2.4636947712956117,-1.4996168580902305e-15,8.745184145228608e-114
figs1,alm,1,131,2.4636947712956117,-1.4996168580902305e-15,2.2198603538385467e-114
figs1,alm,1,132,2.4636947712956117,-1.4996168580902305e-15,2.536903035381759e-115
figs1,alm,1,133,2.4636947712956117,-1.4996168580902305e-15,1.997334541974041e-116
figs1,alm,1,134,2.4636947712956117,-1.4996168580902305e-15,2.844909018790671e-120
figs1,alm,1,135,2.4636947712956117,-1.4996168580902305e-15,1.150313067147674e-120
figs1,alm,1,136,2.4636947712956117,-1.4996168580902305e-15,4.2958029645331914e-122
figs1,alm,1,137,2.4636947712956117,-1.4996168580902305e-15,2.2538810622192155e-122
figs1,alm,1,138,2.4636947712956117,-1.4996168580902305e-15,1.3558137405697354e-123
figs1,alm,1,139,2.4636947712956117,-1.4996168580902305e-15,4.366408852049602e-124
figs1,alm,2,0,3.2319271984911224,-4.384416019906291e-16,0.10460957532658678
figs1,alm,2,1,3.2319271984911224,-4.384416019906291e-16,0.11928818253833821
figs1,alm,2,2,3.2319271984911224,-4.384416019906291e-16,0.0696901404776776
figs1,alm,2,3,3.2319271984911224,-4.384416019906291e-16,0.0817754281523314
figs1,alm,2,4,3.2319271984911224,-4.384416019906291e-16,0.18716463709849712
figs1,alm,2,5,3.2319271984911224,-4.384416019906291e-16,0.11684866100131774
figs1,alm,2,6,3.2319271984911224,-4.384416019906291e-16,0.031757463842828466
figs1,alm,2,7,3.2319271984911224,-4.384416019906291e-16,0.06710222287659447
figs1,alm,2,8,3.2319271984911224,-4.384416019906291e-16,0.115789148618304
figs1,alm,2,9,3.2319271984911224,-4.384416019906291e-16,0.06120609078156529
figs1,alm,2,10,3.2319271984911224,-4.384416019906291e-16,0.008755934231312462
figs1,alm,2,11,3.2319271984911224,-4.384416019906291e-16,0.0020701022571067173
figs1,alm,2,12,3.2319271984911224,-4.384416019906291e-16,0.001158973373708557
figs1,alm,2,13,3.2319271984911224,-4.384416019906291e-16,0.00012136228483444456
figs1,alm,2,14,3.2319271984911224,-4.384416019906291e-16,1.698239737212803e-06
figs1,alm,2,15,3.2319271984911224,-4.384416019906291e-16,0.0001436745034339756
figs1,alm,2,16,3.2319271984911224,-4.384416019906291e-16,0.0001817897930417107
