precision_bits,energy_real,energy_imag,ed_potential,qr_potential,reference_256bit_ed_potential,ed_absolute_deviation,qr_absolute_deviation
64,-0.72,0.0,0.13713034403711918,0.2475968152397699,0.13713034403711918,0.0,0.11046647120265071
64,3.2,0.0,0.7636865116585068,0.9052538535581582,0.7636865116585068,0.0,0.14156734189965148
112,-0.72,0.0,0.13713034403711918,0.2475968152397699,0.13713034403711918,0.0,0.11046647120265071
112,3.2,0.0,0.7636865116585068,0.9052538535581582,0.7636865116585068,0.0,0.14156734189965148
160,-0.72,0.0,0.13713034403711918,0.2475968152397699,0.13713034403711918,0.0,0.11046647120265071
160,3.2,0.0,0.7636865116585068,0.9052538535581582,0.7636865116585068,0.0,0.14156734189965148
208,-0.72,0.0,0.13713034403711918,0.2475968152397699,0.13713034403711918,0.0,0.11046647120265071
208,3.2,0.0,0.7636865116585068,0.9052538535581582,0.7636865116585068,0.0,0.14156734189965148
