real_energy,imag_energy,gamma_1,gamma_2,gamma_3,gamma_4,gamma_ess,state_code,winding,W,transfer_length,lyapunov_potential,finite_ed_potential,lyapunov_density_raw,lyapunov_density_positive_norm,ed_histogram_norm
-2.7,-1.0,-0.4883927743498621,-0.389412746648822,0.5951547037315655,0.9757979978270628,-0.389412746648822,1,0,0.8,900,0.8778055209986829,0.8810206185825445,-0.4683337835058871,0.0,1.2439667959243735e-11
-2.601388888888889,-1.0,-0.47444597774982694,-0.35909162539147427,0.5572214658831804,0.969463317818066,-0.35909162539147427,1,0,0.8,900,0.8335376031413012,0.8369351560479478,-0.4295564722994135,0.0,4.1816506066604183e-10
-2.5027777777777778,-1.0,-0.46056648432808855,-0.326416345487969,0.5162723098971906,0.9638577004788116,-0.326416345487969,1,0,0.8,900,0.7869828298160569,0.790506900362572,-0.40329433763928857,0.0,5.236932517550389e-09
-2.404166666666667,-1.0,-0.446794573442375,-0.2918494963218375,0.4726982058488886,0.9590930444752688,-0.2918494963218375,1,0,0.8,900,0.7386440697642122,0.7420768268241866,-0.41728683847212666,0.0,2.5412652636873156e-08
-2.305555555555556,-1.0,-0.4331715166028968,-0.2568422150324888,0.4278731837403957,0.9552877284549341,-0.2568422150324888,1,0,0.8,900,0.6900137316353846,0.6931231607378702,-0.48535204572019097,0.0,5.3346371441534005e-08
-2.206944444444445,-1.0,-0.4197388837639907,-0.22388741022856082,0.38420921018413656,0.9525642643683622,-0.22388741022856082,1,0,0.8,900,0.6436262939925533,0.6464742417792515,-0.5654227853848486,0.0,6.352395836375289e-08
-2.1083333333333334,-1.0,-0.40653779494469233,-0.19599211698734403,0.34463122073540514,0.9510458717565774,-0.19599211698734403,1,0,0.8,900,0.6025299119320372,0.6053186758353252,-0.6301891886864804,0.0,5.3346371441534005e-08
-2.0097222222222224,-1.0,-0.39360813152490837,-0.17540505923595776,0.3113086422909737,0.9508517290298368,-0.17540505923595776,1,0,0.8,900,0.5690131907608652,0.5719369830397667,-0.6670768661208737,0.0,2.5412652636873156e-08
-1.9111111111111112,-1.0,-0.38098770940487836,-0.1628194661767156,0.28486357545252977,0.95209078068901,-0.1628194661767156,1,0,0.8,900,0.5438071755815944,0.5470367501665325,-0.6784619929173109,0.0,5.236932517550389e-09
-1.8125,-1.0,-0.36871146598248467,-0.15769017350253747,0.2646945715852404,0.9548542484597268,-0.15769017350253747,1,0,0.8,900,0.5264016394850218,0.5300665602780101,-0.6731658977887905,0.0,4.1816506066604183e-10
