length,mean_lyapunov_gap,reference_length,reference_mean_lyapunov_gap,absolute_gap_deviation,log_absolute_gap_deviation,realizations
50,0.06616989009480165,1000,0.06207775349764437,0.004092136597157278,-5.498688049935421,64
100,0.0644030814307582,1000,0.06207775349764437,0.0023253279331138244,-6.0638942033883705,64
150,0.061992810182965284,1000,0.06207775349764437,8.494331467908539e-05,-9.37352641006983,64
200,0.061024477387752504,1000,0.06207775349764437,0.0010532761098918653,-6.855849867579166,64
250,0.061044211194165164,1000,0.06207775349764437,0.0010335423034792054,-6.874763247431284,64
300,0.06126486280441559,1000,0.06207775349764437,0.0008128906932287766,-7.114913906128588,64
350,0.06040231872665368,1000,0.06207775349764437,0.0016754347709906914,-6.391682582615652,64
400,0.06115786169452885,1000,0.06207775349764437,0.0009198918031155176,-6.9912545001464546,64
