W,real_energy,imag_energy,gamma_2,gamma_3,gamma_ess,state_code
0.4,4.057142857142857,-0.95,-0.2959066044850063,0.4185492888276034,-0.2959066044850063,1
0.4,4.178571428571429,-0.95,-0.3153278902018746,0.4401018651621439,-0.3153278902018746,1
0.4,4.3,-0.95,-0.3356276232379936,0.4624755863729598,-0.3356276232379936,1
0.4,-2.5,-0.8972222222222221,-0.329127667987991,0.5372025071559873,-0.329127667987991,1
0.4,-2.3785714285714286,-0.8972222222222221,-0.2809369732354574,0.4785072609602788,-0.2809369732354574,1
0.4,-2.257142857142857,-0.8972222222222221,-0.22247248594324776,0.4081948899845524,-0.22247248594324776,1
0.4,-2.1357142857142857,-0.8972222222222221,-0.14937589138779925,0.32170801311062436,-0.14937589138779925,1
0.4,-2.0142857142857142,-0.8972222222222221,-0.08013387509554201,0.23731901493660681,-0.08013387509554201,1
0.4,-1.8928571428571428,-0.8972222222222221,-0.051047624816329296,0.19111122459305976,-0.051047624816329296,1
0.4,-1.7714285714285714,-0.8972222222222221,-0.05222520999424241,0.17299323499928737,-0.05222520999424241,1
0.4,-1.65,-0.8972222222222221,-0.06803384580418868,0.16718646554616276,-0.06803384580418868,1
0.4,-1.5285714285714285,-0.8972222222222221,-0.09050893012779344,0.16568099636220315,-0.09050893012779344,1
0.4,-1.4071428571428573,-0.8972222222222221,-0.11658008945257078,0.16550922296834203,-0.11658008945257078,1
0.4,-1.2857142857142858,-0.8972222222222221,-0.14507443862511113,0.1657788373742314,-0.14507443862511113,1
0.4,-1.1642857142857144,-0.8972222222222221,-0.17540790462644648,0.16635755850669687,0.16635755850669687,1
0.4,-1.042857142857143,-0.8972222222222221,-0.20696211780831877,0.16719879151350478,0.16719879151350478,1
0.4,-0.9214285714285715,-0.8972222222222221,-0.23904856346892295,0.16826649390980794,0.16826649390980794,1
0.4,-0.8,-0.8972222222222221,-0.25220487439386047,0.16952381019092155,0.16952381019092155,1
0.4,-0.6785714285714286,-0.8972222222222221,-0.24250465262215226,0.17093408014118847,0.17093408014118847,1
0.4,-0.5571428571428572,-0.8972222222222221,-0.23327923472433712,0.17246793068796043,0.17246793068796043,1
0.4,-0.43571428571428594,-0.8972222222222221,-0.22469677420909945,0.17410456114873188,0.17410456114873188,1
0.4,-0.3142857142857145,-0.8972222222222221,-0.21672898614146446,0.17582985389048594,0.17582985389048594,1
0.4,-0.19285714285714306,-0.8972222222222221,-0.20934892835545527,0.1776344521606019,0.1776344521606019,1
0.4,-0.07142857142857162,-0.8972222222222221,-0.20252837112035776,0.17951260701547744,0.17951260701547744,1
0.4,0.04999999999999982,-0.8972222222222221,-0.1962388120305619,0.18146150845983705,0.18146150845983705,1
0.4,0.17142857142857126,-0.8972222222222221,-0.19045272764084403,0.1834807156148735,0.1834807156148735,1
0.4,0.2928571428571427,-0.8972222222222221,-0.18514427347480872,0.18557158016311348,-0.18514427347480872,1
0.4,0.41428571428571415,-0.8972222222222221,-0.1802896311695553,0.18773679338253998,-0.1802896311695553,1
0.4,0.5357142857142856,-0.8972222222222221,-0.17586727735143617,0.18998018657616444,-0.17586727735143617,1
0.4,0.657142857142857,-0.8972222222222221,-0.17185829670806047,0.1923067925014942,-0.17185829670806047,1
0.4,0.7785714285714285,-0.8972222222222221,-0.16824675452198498,0.19472310501365747,-0.16824675452198498,1
0.4,0.8999999999999999,-0.8972222222222221,-0.16502008331142654,0.19723744051661055,-0.16502008331142654,1
0.4,1.0214285714285714,-0.8972222222222221,-0.16216935432851703,0.19986023871433276,-0.16216935432851703,1
0.4,1.1428571428571428,-0.8972222222222221,-0.15968928129418108,0.20260412828039182,-0.15968928129418108,1
0.4,1.2642857142857142,-0.8972222222222221,-0.1575779451016162,0.2054837318978854,-0.1575779451016162,1
0.4,1.3857142857142857,-0.8972222222222221,-0.1558364337864786,0.20851539561551383,-0.1558364337864786,1
0.4,1.5071428571428571,-0.8972222222222221,-0.15446868754426732,0.2117171262289164,-0.15446868754426732,1
0.4,1.6285714285714281,-0.8972222222222221,-0.15348176997275847,0.21510895399378893,-0.15348176997275847,1
0.4,1.75,-0.8972222222222221,-0.15288657506546544,0.21871372780486614,-0.15288657506546544,1
0.4,1.871428571428571,-0.8972222222222221,-0.1526987331907674,0.2225581046772625,-0.1526987331907674,1
0.4,1.9928571428571429,-0.8972222222222221,-0.15293941778333675,0.2266734345223196,-0.15293941778333675,1
0.4,2.114285714285714,-0.8972222222222221,-0.1536359511709235,0.23109643834499852,-0.1536359511709235,1
0.4,2.2357142857142858,-0.8972222222222221,-0.15482235964967198,0.2358698299644757,-0.15482235964967198,1
0.4,2.3571428571428568,-0.8972222222222221,-0.1565401412536692,0.24104314487141124,-0.1565401412536692,1
0.4,2.4785714285714286,-0.8972222222222221,-0.1588394747398176,0.24667400501849074,-0.1588394747398176,1
0.4,2.5999999999999996,-0.8972222222222221,-0.1617809642702743,0.2528299143613549,-0.1617809642702743,1
0.4,2.7214285714285715,-0.8972222222222221,-0.1654378360842523,0.2595905018036089,-0.1654378360842523,1
0.4,2.8428571428571425,-0.8972222222222221,-0.16989833453567257,0.26704995929005276,-0.16989833453567257,1
0.4,2.9642857142857144,-0.8972222222222221,-0.17526788271218666,0.2753192406235253,-0.17526788271218666,1
0.4,3.0857142857142854,-0.8972222222222221,-0.18167032944645256,0.2845273431598906,-0.18167032944645256,1
0.4,3.2071428571428573,-0.8972222222222221,-0.18924731436828943,0.2948207043525492,-0.18924731436828943,1
0.4,3.3285714285714283,-0.8972222222222221,-0.19815441460557812,0.30635937705374455,-0.19815441460557812,1
0.4,3.45,-0.8972222222222221,-0.20855220465453914,0.31930811536868964,-0.20855220465453914,1
0.4,3.571428571428571,-0.8972222222222221,-0.220589947374873,0.3338200892695911,-0.220589947374873,1
0.4,3.692857142857143,-0.8972222222222221,-0.23438040247616684,0.35001171456474045,-0.23438040247616684,1
0.4,3.814285714285714,-0.8972222222222221,-0.24996756541914428,0.3679304113535074,-0.24996756541914428,1
0.4,3.935714285714286,-0.8972222222222221,-0.26729510018395536,0.3875230546066646,-0.26729510018395536,1
0.4,4.057142857142857,-0.8972222222222221,-0.2861887149051336,0.40861836604052776,-0.2861887149051336,1
0.4,4.178571428571429,-0.8972222222222221,-0.3063649269039973,0.43093569396771125,-0.3063649269039973,1
0.4,4.3,-0.8972222222222221,-0.32746822502340606,0.4541221891661666,-0.32746822502340606,1
0.4,-2.5,-0.8444444444444444,-0.32292452164523205,0.5375011010347978,-0.32292452164523205,1
0.4,-2.3785714285714286,-0.8444444444444444,-0.27314005929516755,0.477446917699759,-0.27314005929516755,1
0.4,-2.257142857142857,-0.8444444444444444,-0.2111360190798201,0.4038019535024175,-0.2111360190798201,1
0.4,-2.1357142857142857,-0.8444444444444444,-0.12227334294742473,0.30170810452945335,-0.12227334294742473,1
0.4,-2.0142857142857142,-0.8444444444444444,-0.02975507151777706,0.1941271147887973,-0.02975507151777706,1
0.4,-1.8928571428571428,-0.8444444444444444,-0.004194886729535098,0.15141968083104906,-0.004194886729535098,1
0.4,-1.7714285714285714,-0.8444444444444444,-0.012761961626166295,0.14051308734412957,-0.012761961626166295,1
0.4,-1.65,-0.8444444444444444,-0.035039587257653756,0.14080042726321088,-0.035039587257653756,1
0.4,-1.5285714285714285,-0.8444444444444444,-0.062060444762581074,0.14323388280949234,-0.062060444762581074,1
0.4,-1.4071428571428573,-0.8444444444444444,-0.09147317943966532,0.14555368095316823,-0.09147317943966532,1
0.4,-1.2857142857142858,-0.8444444444444444,-0.12268909562251848,0.1474751403434041,-0.12268909562251848,1
0.4,-1.1642857142857144,-0.8444444444444444,-0.15550195555297314,0.14929825402378502,0.14929825402378502,1
0.4,-1.042857142857143,-0.8444444444444444,-0.18938063726957735,0.15112757749940925,0.15112757749940925,1
0.4,-0.9214285714285715,-0.8444444444444444,-0.22365174231882318,0.15300993178524672,0.15300993178524672,1
0.4,-0.8,-0.8444444444444444,-0.24241384153006323,0.15495305070144474,0.15495305070144474,1
0.4,-0.6785714285714286,-0.8444444444444444,-0.23298215672820521,0.15694580520753973,0.15694580520753973,1
0.4,-0.5571428571428572,-0.8444444444444444,-0.2237323497248129,0.15897760811579223,0.15897760811579223,1
0.4,-0.43571428571428594,-0.8444444444444444,-0.2151074064414047,0.16104255358986597,0.16104255358986597,1
0.4,-0.3142857142857145,-0.8444444444444444,-0.2071028763086152,0.16313812289908572,0.16313812289908572,1
0.4,-0.19285714285714306,-0.8444444444444444,-0.19969433825821695,0.1652638681136356,0.1652638681136356,1
0.4,-0.07142857142857162,-0.8444444444444444,-0.19285227135516173,0.16742098274879824,0.16742098274879824,1
0.4,0.04999999999999982,-0.8444444444444444,-0.18654617332322848,0.16961223700019773,0.16961223700019773,1
0.4,0.17142857142857126,-0.8444444444444444,-0.18074656305960712,0.17184175788106743,0.17184175788106743,1
0.4,0.2928571428571427,-0.8444444444444444,-0.17542580833972235,0.17411459310336289,0.17411459310336289,1
0.4,0.41428571428571415,-0.8444444444444444,-0.17055842892578707,0.17643633798649414,-0.17055842892578707,1
0.4,0.5357142857142856,-0.8444444444444444,-0.16612133503527082,0.1788130493978317,-0.16612133503527082,1
0.4,0.657142857142857,-0.8444444444444444,-0.16209415191036014,0.18125145188790917,-0.16209415191036014,1
0.4,0.7785714285714285,-0.8444444444444444,-0.15845964025774878,0.1837593593337627,-0.15845964025774878,1
0.4,0.8999999999999999,-0.8444444444444444,-0.15520417066124992,0.1863462187929792,-0.15520417066124992,1
0.4,1.0214285714285714,-0.8444444444444444,-0.15231807457172514,0.18902356814326074,-0.15231807457172514,1
0.4,1.1428571428571428,-0.8444444444444444,-0.1497956251686588,0.19180514181828553,-0.1497956251686588,1
0.4,1.2642857142857142,-0.8444444444444444,-0.14763460882054266,0.1947065737052069,-0.14763460882054266,1
0.4,1.3857142857142857,-0.8444444444444444,-0.14583575829235318,0.1977449612509083,-0.14583575829235318,1
0.4,1.5071428571428571,-0.8444444444444444,-0.14440245012342037,0.200938688989234,-0.14440245012342037,1
0.4,1.6285714285714281,-0.8444444444444444,-0.14334097960500458,0.20430782255543445,-0.14334097960500458,1
0.4,1.75,-0.8444444444444444,-0.14266143703231002,0.20787509568222434,-0.14266143703231002,1
0.4,1.871428571428571,-0.8444444444444444,-0.1423788325287942,0.21166713704620208,-0.1423788325287942,1
0.4,1.9928571428571429,-0.8444444444444444,-0.14251401535483182,0.2157154829162523,-0.14251401535483182,1
0.4,2.114285714285714,-0.8444444444444444,-0.1430942479304143,0.22005723615605807,-0.1430942479304143,1
0.4,2.2357142857142858,-0.8444444444444444,-0.14415366954836537,0.22473560704051554,-0.14415366954836537,1
0.4,2.3571428571428568,-0.8444444444444444,-0.1457340238059481,0.22980071047845646,-0.1457340238059481,1
0.4,2.4785714285714286,-0.8444444444444444,-0.14788596730720155,0.23531093778844062,-0.14788596730720155,1
0.4,2.5999999999999996,-0.8444444444444444,-0.15067110272277667,0.24133504670631237,-0.15067110272277667,1
0.4,2.7214285714285715,-0.8444444444444444,-0.15416465548893962,0.24795488947590608,-0.15416465548893962,1
0.4,2.8428571428571425,-0.8444444444444444,-0.15845853634095877,0.25526852175433556,-0.15845853634095877,1
0.4,2.9642857142857144,-0.8444444444444444,-0.1636643524021051,0.26339325555006166,-0.1636643524021051,1
0.4,3.0857142857142854,-0.8444444444444444,-0.1699156476348972,0.27246793745594833,-0.1699156476348972,1
0.4,3.2071428571428573,-0.8444444444444444,-0.17736831995879102,0.2826533998958732,-0.17736831995879102,1
0.4,3.3285714285714283,-0.8444444444444444,-0.18619773576544157,0.29412960649069675,-0.18619773576544157,1
0.4,3.45,-0.8444444444444444,-0.19659026847079294,0.3070872185202332,-0.19659026847079294,1
0.4,3.571428571428571,-0.8444444444444444,-0.20872600094685745,0.3217103226269323,-0.20872600094685745,1
0.4,3.692857142857143,-0.8444444444444444,-0.2227496133972872,0.33814734159662463,-0.2227496133972872,1
0.4,3.814285714285714,-0.8444444444444444,-0.23873032585640894,0.3564709976385688,-0.23873032585640894,1
0.4,3.935714285714286,-0.8444444444444444,-0.25662000314050815,0.3766364362103091,-0.25662000314050815,1
0.4,4.057142857142857,-0.8444444444444444,-0.27622735826922573,0.39845544659865384,-0.27622735826922573,1
0.4,4.178571428571429,-0.8444444444444444,-0.29722668903637645,0.4216052141087969,-0.29722668903637645,1
0.4,4.3,-0.8444444444444444,-0.31920524736290123,0.44567570364842196,-0.31920524736290123,1
0.4,-2.5,-0.7916666666666666,-0.3180741140488465,0.5393745706751317,-0.3180741140488465,1
0.4,-2.3785714285714286,-0.7916666666666666,-0.26752119824521114,0.47882320922157595,-0.26752119824521114,1
0.4,-2.257142857142857,-0.7916666666666666,-0.2042958196944217,0.4042053178239559,-0.2042958196944217,1
0.4,-2.1357142857142857,-0.7916666666666666,-0.11250220056020574,0.2993854056240255,-0.11250220056020574,1
0.4,-2.0142857142857142,-0.7916666666666666,-0.000695451746447407,0.17264840669011214,-0.000695451746447407,0
0.4,-1.8928571428571428,-0.7916666666666666,0.046659190025951924,0.10816726373011648,0.046659190025951924,-1
0.4,-1.7714285714285714,-0.7916666666666666,0.029059418662882395,0.10615233027937196,0.029059418662882395,-1
0.4,-1.65,-0.7916666666666666,-0.0012018328493491218,0.11406488078584802,-0.0012018328493491218,0
0.4,-1.5285714285714285,-0.7916666666666666,-0.033212367738807536,0.12086473957734707,-0.033212367738807536,1
0.4,-1.4071428571428573,-0.7916666666666666,-0.06602496752294833,0.12567688957313666,-0.06602496752294833,1
0.4,-1.2857142857142858,-0.7916666666666666,-0.09999516051566867,0.12918600402726588,-0.09999516051566867,1
0.4,-1.1642857142857144,-0.7916666666666666,-0.13539402530852643,0.13223788719355672,0.13223788719355672,1
0.4,-1.042857142857143,-0.7916666666666666,-0.17171325384737274,0.1350457261148181,0.1350457261148181,1
0.4,-0.9214285714285715,-0.7916666666666666,-0.2084458442110534,0.13774187980031805,0.13774187980031805,1
0.4,-0.8,-0.7916666666666666,-0.23331786265650264,0.14037326032837605,0.14037326032837605,1
0.4,-0.6785714285714286,-0.7916666666666666,-0.22335930651116265,0.14295055044548713,0.14295055044548713,1
0.4,-0.5571428571428572,-0.7916666666666666,-0.21406518279865258,0.14548139606052635,0.14548139606052635,1
0.4,-0.43571428571428594,-0.7916666666666666,-0.2053999831698742,0.14797511307870365,0.14797511307870365,1
0.4,-0.3142857142857145,-0.7916666666666666,-0.19736361880484599,0.15044103496688552,0.15044103496688552,1
0.4,-0.19285714285714306,-0.7916666666666666,-0.189932334248227,0.15288769226157523,0.15288769226157523,1
0.4,-0.07142857142857162,-0.7916666666666666,-0.18307461743404746,0.15532322659328554,0.15532322659328554,1
0.4,0.04999999999999982,-0.7916666666666666,-0.17675761436548626,0.1577560339415613,0.1577560339415613,1
0.4,0.17142857142857126,-0.7916666666666666,-0.17094975176466742,0.16019490187383104,0.16019490187383104,1
0.4,0.2928571428571427,-0.7916666666666666,-0.16562156547242407,0.16264865128170686,0.16264865128170686,1
0.4,0.41428571428571415,-0.7916666666666666,-0.16074587141207738,0.1651257974313874,-0.16074587141207738,1
0.4,0.5357142857142856,-0.7916666666666666,-0.15629795042040245,0.16763458024973862,-0.15629795042040245,1
0.4,0.657142857142857,-0.7916666666666666,-0.15225588537816592,0.17018333177582248,-0.15225588537816592,1
0.4,0.7785714285714285,-0.7916666666666666,-0.14860103652339612,0.17278107610085713,-0.14860103652339612,1
0.4,0.8999999999999999,-0.7916666666666666,-0.14531863962422834,0.17543829730057944,-0.14531863962422834,1
0.4,1.0214285714285714,-0.7916666666666666,-0.14239828933689064,0.17816761034713938,-0.14239828933689064,1
0.4,1.1428571428571428,-0.7916666666666666,-0.13983390506717683,0.18098391695156485,-0.13983390506717683,1
0.4,1.2642857142857142,-0.7916666666666666,-0.13762309257349709,0.18390395102849022,-0.13762309257349709,1
0.4,1.3857142857142857,-0.7916666666666666,-0.13576629095903858,0.1869455988856646,-0.13576629095903858,1
0.4,1.5071428571428571,-0.7916666666666666,-0.13426626067098985,0.19012754759774161,-0.13426626067098985,1
0.4,1.6285714285714281,-0.7916666666666666,-0.13312835585968316,0.19346970418626588,-0.13312835585968316,1
0.4,1.75,-0.7916666666666666,-0.1323616425391765,0.1969944471593997,-0.1323616425391765,1
0.4,1.871428571428571,-0.7916666666666666,-0.13198033749913413,0.20072818595435027,-0.13198033749913413,1
0.4,1.9928571428571429,-0.7916666666666666,-0.132004866696051,0.2047025278591594,-0.132004866696051,1
0.4,2.114285714285714,-0.7916666666666666,-0.13246235614489982,0.2089548663988722,-0.13246235614489982,1
0.4,2.2357142857142858,-0.7916666666666666,-0.13338692861733323,0.21352876548539731,-0.13338692861733323,1
0.4,2.3571428571428568,-0.7916666666666666,-0.13482032786390868,0.21847466201948246,-0.13482032786390868,1
0.4,2.4785714285714286,-0.7916666666666666,-0.13681329996124292,0.22385131746514456,-0.13681329996124292,1
0.4,2.5999999999999996,-0.7916666666666666,-0.13942793392194572,0.22972822138706972,-0.13942793392194572,1
0.4,2.7214285714285715,-0.7916666666666666,-0.14274086871284478,0.23618885487615204,-0.14274086871284478,1
0.4,2.8428571428571425,-0.7916666666666666,-0.14684710104032228,0.2433345489278011,-0.14684710104032228,1
0.4,2.9642857142857144,-0.7916666666666666,-0.15186397950486946,0.25128852400957297,-0.15186397950486946,1
0.4,3.0857142857142854,-0.7916666666666666,-0.1579346356608983,0.26019936192161613,-0.1579346356608983,1
0.4,3.2071428571428573,-0.7916666666666666,-0.16522972649191942,0.2702427849656929,-0.16522972649191942,1
0.4,3.3285714285714283,-0.7916666666666666,-0.17394594113080303,0.2816201957019831,-0.17394594113080303,1
0.4,3.45,-0.7916666666666666,-0.18429865510521753,0.29455136097259427,-0.18429865510521753,1
0.4,3.571428571428571,-0.7916666666666666,-0.19650427512386412,0.3092567835609391,-0.19650427512386412,1
0.4,3.692857142857143,-0.7916666666666666,-0.21074713506107023,0.3259246224577007,-0.21074713506107023,1
0.4,3.814285714285714,-0.7916666666666666,-0.22712994961903912,0.3446611684900406,-0.22712994961903912,1
0.4,3.935714285714286,-0.7916666666666666,-0.24561804638951124,0.3654350962814677,-0.24561804638951124,1
0.4,4.057142857142857,-0.7916666666666666,-0.26600159472484597,0.3880397111699853,-0.26600159472484597,1
0.4,4.178571428571429,-0.7916666666666666,-0.2879033621539245,0.41210072201288867,-0.2879033621539245,1
0.4,4.3,-0.7916666666666666,-0.31083984739338605,0.43713738909978866,-0.31083984739338605,1
0.4,-2.5,-0.7388888888888888,-0.31461522015383325,0.542863186983678,-0.31461522015383325,1
0.4,-2.3785714285714286,-0.7388888888888888,-0.2641573768628729,0.48271732296879577,-0.2641573768628729,1
0.4,-2.257142857142857,-0.7388888888888888,-0.202166817058378,0.4096279806464623,-0.202166817058378,1
0.4,-2.1357142857142857,-0.7388888888888888,-0.12197341791070741,0.31666434704077584,-0.12197341791070741,1
0.4,-2.0142857142857142,-0.7388888888888888,-0.03456816622747713,0.21451692575774867,-0.03456816622747713,1
0.4,-1.8928571428571428,-0.7388888888888888,0.024131584694527263,0.13876742260625102,0.024131584694527263,-1
0.4,-1.7714285714285714,-0.7388888888888888,0.0532029544456086,0.08998812777727869,0.0532029544456086,-1
0.4,-1.65,-0.7388888888888888,0.03323284203418128,0.08727695654049733,0.03323284203418128,-1
0.4,-1.5285714285714285,-0.7388888888888888,-0.004376043556981699,0.09903947156619204,-0.004376043556981699,1
0.4,-1.4071428571428573,-0.7388888888888888,-0.04032791638093038,0.10602111318147245,-0.04032791638093038,1
0.4,-1.2857142857142858,-0.7388888888888888,-0.07701813766005652,0.11097326258840878,-0.07701813766005652,1
0.4,-1.1642857142857144,-0.7388888888888888,-0.1151126659445701,0.1152240631462607,-0.1151126659445701,1
0.4,-1.042857142857143,-0.7388888888888888,-0.15398107615272105,0.11898314108394203,0.11898314108394203,1
0.4,-0.9214285714285715,-0.7388888888888888,-0.1930424246566367,0.12248582653111673,0.12248582653111673,1
0.4,-0.8,-0.7388888888888888,-0.2257083499191812,0.12580397589847334,0.12580397589847334,1
0.4,-0.6785714285714286,-0.7388888888888888,-0.21361140103001652,0.12896440322675184,0.12896440322675184,1
0.4,-0.5571428571428572,-0.7388888888888888,-0.20427765413279533,0.131992506503819,0.131992506503819,1
0.4,-0.43571428571428594,-0.7388888888888888,-0.19557263410722542,0.13491322916087783,0.13491322916087783,1
0.4,-0.3142857142857145,-0.7388888888888888,-0.18750937410126492,0.13774790202231843,0.13774790202231843,1
0.4,-0.19285714285714306,-0.7388888888888888,-0.1800615096021637,0.14051393665889853,0.14051393665889853,1
0.4,-0.07142857142857162,-0.7388888888888888,-0.17319447242810662,0.1432262920156718,0.1432262920156718,1
0.4,0.04999999999999982,-0.7388888888888888,-0.16687260341778679,0.14589897104388824,0.14589897104388824,1
0.4,0.17142857142857126,-0.7388888888888888,-0.16106211392731754,0.1485455060478831,0.1485455060478831,1
0.4,0.2928571428571427,-0.7388888888888888,-0.15573169393565753,0.15117856470968305,0.15117856470968305,1
0.4,0.41428571428571415,-0.7388888888888888,-0.15085242350881353,0.15380957487151709,-0.15085242350881353,1
0.4,0.5357142857142856,-0.7388888888888888,-0.1463978880390217,0.1564488852635163,-0.1463978880390217,1
0.4,0.657142857142857,-0.7388888888888888,-0.14234453493966917,0.15910631729642524,-0.14234453493966917,1
0.4,0.7785714285714285,-0.7388888888888888,-0.1386722029916536,0.16179195123986995,-0.1386722029916536,1
0.4,0.8999999999999999,-0.7388888888888888,-0.13536489198337803,0.1645171708727535,-0.13536489198337803,1
0.4,1.0214285714285714,-0.7388888888888888,-0.1324114656735847,0.167295637700435,-0.1324114656735847,1
0.4,1.1428571428571428,-0.7388888888888888,-0.129805619415359,0.1701435152297235,-0.129805619415359,1
0.4,1.2642857142857142,-0.7388888888888888,-0.127544948779746,0.1730787747109129,-0.127544948779746,1
0.4,1.3857142857142857,-0.7388888888888888,-0.12562970197225337,0.1761201634427031,-0.12562970197225337,1
0.4,1.5071428571428571,-0.7388888888888888,-0.12406197199877811,0.17928659166593977,-0.12406197199877811,1
0.4,1.6285714285714281,-0.7388888888888888,-0.12284594958557371,0.18259756005978597,-0.12284594958557371,1
0.4,1.75,-0.7388888888888888,-0.12198939125903203,0.18607478371775085,-0.12198939125903203,1
0.4,1.871428571428571,-0.7388888888888888,-0.12150552120380059,0.18974423287947986,-0.12150552120380059,1
0.4,1.9928571428571429,-0.7388888888888888,-0.12141426311840783,0.19363748832141733,-0.12141426311840783,1
