group,real_energy,imag_energy,theory_density,ed_density,gamma_ess,state_code
figs1,-4.8,-5.2,-0.0734899889450369,0.0,1.2357277655603285,1
figs1,-4.68,-5.2,-0.062223255626918196,0.0,1.2244658018593928,1
figs1,-4.56,-5.2,-0.04959997185903952,0.0,1.213242936415565,1
figs1,-4.4399999999999995,-5.2,-0.04124540776529048,0.0,1.2020671494850959,1
figs1,-4.32,-5.2,-0.04025652183336014,0.0,1.1909468398684926,1
figs1,-4.2,-5.2,-0.04097336224621698,0.0,1.179890834699149,1
figs1,-4.08,-5.2,-0.041841739894537905,0.0,1.1689083987507394,1
figs1,-3.96,-5.2,-0.04272552829370355,0.0,1.1580092432196543,1
figs1,-3.84,-5.2,-0.04361974188418687,0.0,1.1472035339313413,1
figs1,-3.7199999999999998,-5.2,-0.044523524428125225,0.0,1.1365018989068192,1
figs1,-3.5999999999999996,-5.2,-0.04543592644764505,0.0,1.1259154352066223,1
figs1,-3.48,-5.2,-0.046355899216327434,0.0,1.1154557149421758,1
figs1,-3.36,-5.2,-0.04728228818562611,0.0,1.1051347903073192,1
figs1,-3.2399999999999998,-5.2,-0.04821382578029137,0.0,1.094965197433335,1
figs1,-3.12,-5.2,-0.04914912350755199,0.0,1.0849599588073437,1
figs1,-3.0,-5.2,-0.05008666334351082,0.0,1.0751325839145331,1
figs1,-2.88,-5.2,-0.05102478839031545,0.0,1.0654970676673912,1
figs1,-2.76,-5.2,-0.05196169284026969,0.0,1.056067886069196,1
figs1,-2.6399999999999997,-5.2,-0.052895411342677966,0.0,1.0468599884238525,1
figs1,-2.52,-5.2,-0.05382380794685689,0.0,1.0378887852511816,1
figs1,-2.4,-5.2,-0.054744564894898276,0.0,1.029170130898696,1
figs1,-2.28,-5.2,-0.055655171660482165,0.0,1.0207202996634748,1
figs1,-2.16,-5.2,-0.05655291477924891,0.0,1.0125559540598572,1
figs1,-2.04,-5.2,-0.0574348691869082,0.0,1.0046941037031425,1
figs1,-1.92,-5.2,-0.058297891975571094,0.0,0.9971520531441913,1
figs1,-1.7999999999999998,-5.2,-0.05913861968358679,0.0,0.9899473369076516,1
figs1,-1.6799999999999997,-5.2,-0.05995347044093395,0.0,0.9830976399856712,1
figs1,-1.56,-5.2,-0.060738652478516945,0.0,0.9766207021517783,1
figs1,-1.44,-5.2,-0.06149018064707206,0.0,0.9705342047213898,1
figs1,-1.3199999999999998,-5.2,-0.06220390264216878,0.0,0.9648556388296207,1
figs1,-1.2000000000000002,-5.2,-0.06287553654637629,0.0,0.9596021549520956,1
figs1,-1.08,-5.2,-0.06350072102518013,0.0,0.9547903942745485,1
figs1,-0.96,-5.2,-0.064075078996888,0.0,0.9504363036163374,1
figs1,-0.8399999999999999,-5.2,-0.06459429479787634,0.0,0.9465549368955325,1
figs1,-0.7199999999999998,-5.2,-0.06505420377627258,0.0,0.9431602475175704,1
figs1,-0.5999999999999996,-5.2,-0.0654508919119223,0.0,0.940264877465228,1
figs1,-0.47999999999999954,-5.2,-0.06578080158865833,0.0,0.9378799501204175,1
figs1,-0.3600000000000003,-5.2,-0.06604083822306749,0.0,0.9360148747916106,1
figs1,-0.2400000000000002,-5.2,-0.06622847132468236,0.0,0.9346771713882858,1
figs1,-0.1200000000000001,-5.2,-0.06634182298892394,0.0,0.9338723235380375,1
figs1,0.0,-5.2,-0.06637973702370259,0.0,0.9336036676042704,1
figs1,0.1200000000000001,-5.2,-0.06634182298892394,0.0,0.9338723235380375,1
figs1,0.2400000000000002,-5.2,-0.06622847132468236,0.0,0.9346771713882858,1
figs1,0.3600000000000003,-5.2,-0.06604083822306749,0.0,0.9360148747916106,1
figs1,0.47999999999999954,-5.2,-0.06578080158865833,0.0,0.9378799501204175,1
figs1,0.5999999999999996,-5.2,-0.0654508919119223,0.0,0.940264877465228,1
figs1,0.7199999999999998,-5.2,-0.06505420377627258,0.0,0.9431602475175704,1
figs1,0.8399999999999999,-5.2,-0.06459429479787634,0.0,0.9465549368955325,1
figs1,0.96,-5.2,-0.064075078996888,0.0,0.9504363036163374,1
figs1,1.08,-5.2,-0.06350072102517955,0.0,0.9547903942745485,1
figs1,1.2000000000000002,-5.2,-0.06287553654637629,0.0,0.9596021549520956,1
figs1,1.3200000000000003,-5.2,-0.06220390264216997,0.0,0.9648556388296207,1
figs1,1.4400000000000004,-5.2,-0.06149018064707088,0.0,0.9705342047213898,1
figs1,1.5599999999999996,-5.2,-0.060738652478517535,0.0,0.9766207021517783,1
figs1,1.6799999999999997,-5.2,-0.059953470440935144,0.0,0.9830976399856712,1
figs1,1.7999999999999998,-5.2,-0.05913861968358561,0.0,0.9899473369076516,1
figs1,1.92,-5.2,-0.058297891975571094,0.0,0.9971520531441913,1
figs1,2.04,-5.2,-0.05743486918690316,0.0,1.0046941037031425,1
figs1,2.16,-5.2,-0.056552914779250084,0.0,1.0125559540598572,1
figs1,2.2800000000000002,-5.2,-0.05565517166048277,0.0,1.020720299663475,1
figs1,2.3999999999999995,-5.2,-0.05474456489489649,0.0,1.0291701308986958,1
figs1,2.5199999999999996,-5.2,-0.05382380794685806,0.0,1.0378887852511813,1
figs1,2.6399999999999997,-5.2,-0.05289541134267856,0.0,1.0468599884238525,1
figs1,2.76,-5.2,-0.05196169284026911,0.0,1.056067886069196,1
figs1,2.88,-5.2,-0.05102478839031545,0.0,1.0654970676673912,1
figs1,3.0,-5.2,-0.05008666334351024,0.0,1.0751325839145331,1
figs1,3.12,-5.2,-0.04914912350755257,0.0,1.0849599588073437,1
figs1,3.2399999999999993,-5.2,-0.04821382578029025,0.0,1.094965197433335,1
figs1,3.3600000000000003,-5.2,-0.04728228818562434,0.0,1.1051347903073192,1
figs1,3.4799999999999995,-5.2,-0.04635589921632868,0.0,1.115455714942176,1
figs1,3.6000000000000005,-5.2,-0.04543592644764304,0.0,1.1259154352066223,1
figs1,3.7199999999999998,-5.2,-0.04452352442813003,0.0,1.1365018989068192,1
figs1,3.8400000000000007,-5.2,-0.043619741884185645,0.0,1.1472035339313418,1
figs1,3.96,-5.2,-0.04272552829370953,0.0,1.1580092432196543,1
figs1,4.079999999999999,-5.2,-0.041841739894542304,0.0,1.168908398750739,1
figs1,4.2,-5.2,-0.04097336224621698,0.0,1.179890834699149,1
figs1,4.319999999999999,-5.2,-0.04025652183336675,0.0,1.1909468398684926,1
figs1,4.44,-5.2,-0.041245407765292695,0.0,1.202067149485096,1
figs1,4.56,-5.2,-0.04959997185904423,0.0,1.213242936415565,1
figs1,4.680000000000001,-5.2,-0.06222325562691945,0.0,1.2244658018593928,1
figs1,4.8,-5.2,-0.0734899889450408,0.0,1.2357277655603285,1
figs1,-4.8,-5.07,-0.06211346687320337,0.0,1.2221512332673294,1
figs1,-4.68,-5.07,-0.05044007240170144,0.0,1.210581437571694,1
figs1,-4.56,-5.07,-0.03731417478352984,0.0,1.199045071809281,1
figs1,-4.4399999999999995,-5.07,-0.028517393531689916,0.0,1.1875502503291515,1
figs1,-4.32,-5.07,-0.027218304839395097,0.0,1.1761055307815176,1
figs1,-4.2,-5.07,-0.02765261071180147,0.0,1.1647199254569485,1
figs1,-4.08,-5.07,-0.028237206979155653,0.0,1.1534029122340388,1
figs1,-3.96,-5.07,-0.028833644530549492,0.0,1.14216444511438,1
figs1,-3.84,-5.07,-0.029437107057701275,0.0,1.131014964320578,1
figs1,-3.7199999999999998,-5.07,-0.030047015252840932,0.0,1.1199654059250905,1
figs1,-3.5999999999999996,-5.07,-0.030662726777803694,0.0,1.1090272109625374,1
figs1,-3.48,-5.07,-0.031283532234853015,0.0,1.098212333954353,1
figs1,-3.36,-5.07,-0.03190865077062028,0.0,1.087533250739128,1
figs1,-3.2399999999999998,-5.07,-0.03253722527217396,0.0,1.077002965452685,1
figs1,-3.12,-5.07,-0.0331683171215695,0.0,1.0666350164352836,1
figs1,-3.0,-5.07,-0.03380090048783279,0.0,1.0564434807570664,1
figs1,-2.88,-5.07,-0.034433856155085506,0.0,1.046442976943215,1
figs1,-2.76,-5.07,-0.035065964913168,0.0,1.0366486653455371,1
figs1,-2.6399999999999997,-5.07,-0.03569590057529454,0.0,1.0270762454447464,1
figs1,-2.52,-5.07,-0.03632222273639062,0.0,1.0177419491776767,1
figs1,-2.4,-5.07,-0.03694336944846856,0.0,1.008662529166863,1
figs1,-2.28,-5.07,-0.0375576500657514,0.0,0.999855240491379,1
figs1,-2.16,-5.07,-0.03816323860427464,0.0,0.9913378143851316,1
figs1,-2.04,-5.07,-0.038758168065895694,0.0,0.9831284219960013,1
figs1,-1.92,-5.07,-0.0393403262966198,0.0,0.9752456261060909,1
figs1,-1.7999999999999998,-5.07,-0.03990745407750813,0.0,0.967708318527383,1
figs1,-1.6799999999999997,-5.07,-0.04045714627967375,0.0,0.9605356407846481,1
figs1,-1.56,-5.07,-0.04098685704224292,0.0,0.9537468857223318,1
figs1,-1.44,-5.07,-0.04149391003970597,0.0,0.9473613778754626,1
figs1,-1.3199999999999998,-5.07,-0.04197551497238814,0.0,0.9413983308802215,1
figs1,-1.2000000000000002,-5.07,-0.04242879141125276,0.0,0.9358766809178113,1
figs1,-1.08,-5.07,-0.04285080101904522,0.0,0.930814896223491,1
figs1,-0.96,-5.07,-0.043238588910230344,0.0,0.9262307640627545,1
figs1,-0.8399999999999999,-5.07,-0.04358923445594203,0.0,0.9221411582517312,1
figs1,-0.7199999999999998,-5.07,-0.043899911154386295,0.0,0.918561792198605,1
figs1,-0.5999999999999996,-5.07,-0.04416795426769115,0.0,0.915506964426447,1
figs1,-0.47999999999999954,-5.07,-0.04439093382063683,0.0,0.9129893054036946,1
figs1,-0.3600000000000003,-5.07,-0.04456672938678487,0.0,0.9110195360100469,1
figs1,-0.2400000000000002,-5.07,-0.04469360204734056,0.0,0.909606248841998,1
figs1,-0.1200000000000001,-5.07,-0.0447702582434543,0.0,0.9087557235831853,1
figs1,0.0,-5.07,-0.044795900191410394,0.0,0.9084717866829878,1
figs1,0.1200000000000001,-5.07,-0.0447702582434543,0.0,0.9087557235831853,1
figs1,0.2400000000000002,-5.07,-0.04469360204734056,0.0,0.909606248841998,1
figs1,0.3600000000000003,-5.07,-0.04456672938678487,0.0,0.9110195360100469,1
figs1,0.47999999999999954,-5.07,-0.04439093382063683,0.0,0.9129893054036946,1
figs1,0.5999999999999996,-5.07,-0.04416795426769115,0.0,0.915506964426447,1
figs1,0.7199999999999998,-5.07,-0.043899911154386295,0.0,0.918561792198605,1
figs1,0.8399999999999999,-5.07,-0.04358923445594203,0.0,0.9221411582517312,1
figs1,0.96,-5.07,-0.043238588910230344,0.0,0.9262307640627545,1
figs1,1.08,-5.07,-0.042850801019044045,0.0,0.930814896223491,1
figs1,1.2000000000000002,-5.07,-0.04242879141125395,0.0,0.9358766809178113,1
figs1,1.3200000000000003,-5.07,-0.04197551497238992,0.0,0.9413983308802216,1
figs1,1.4400000000000004,-5.07,-0.0414939100397036,0.0,0.9473613778754626,1
figs1,1.5599999999999996,-5.07,-0.04098685704224349,0.0,0.9537468857223318,1
figs1,1.6799999999999997,-5.07,-0.040457146279674935,0.0,0.9605356407846481,1
figs1,1.7999999999999998,-5.07,-0.039907454077506954,0.0,0.967708318527383,1
figs1,1.92,-5.07,-0.0393403262966198,0.0,0.9752456261060909,1
figs1,2.04,-5.07,-0.03875816806589398,0.0,0.9831284219960013,1
figs1,2.16,-5.07,-0.03816323860427641,0.0,0.9913378143851316,1
figs1,2.2800000000000002,-5.07,-0.0375576500657514,0.0,0.999855240491379,1
figs1,2.3999999999999995,-5.07,-0.036943369448466774,0.0,1.008662529166863,1
figs1,2.5199999999999996,-5.07,-0.03632222273639297,0.0,1.017741949177677,1
figs1,2.6399999999999997,-5.07,-0.03569590057529455,0.0,1.0270762454447464,1
figs1,2.76,-5.07,-0.035065964913166825,0.0,1.0366486653455371,1
figs1,2.88,-5.07,-0.034433856155085506,0.0,1.046442976943215,1
figs1,3.0,-5.07,-0.0338009004878322,0.0,1.0564434807570664,1
figs1,3.12,-5.07,-0.03316831712157066,0.0,1.0666350164352836,1
figs1,3.2399999999999993,-5.07,-0.03253722527217509,0.0,1.0770029654526847,1
figs1,3.3600000000000003,-5.07,-0.031908650770618524,0.0,1.0875332507391284,1
figs1,3.4799999999999995,-5.07,-0.03128353223485192,0.0,1.098212333954353,1
figs1,3.6000000000000005,-5.07,-0.030662726777802712,0.0,1.1090272109625374,1
figs1,3.7199999999999998,-5.07,-0.030047015252843062,0.0,1.1199654059250905,1
figs1,3.8400000000000007,-5.07,-0.029437107057700144,0.0,1.131014964320578,1
figs1,3.96,-5.07,-0.028833644530553988,0.0,1.14216444511438,1
figs1,4.079999999999999,-5.07,-0.02823720697915503,0.0,1.1534029122340388,1
figs1,4.2,-5.07,-0.02765261071179912,0.0,1.1647199254569485,1
figs1,4.319999999999999,-5.07,-0.027218304839400118,0.0,1.176105530781518,1
figs1,4.44,-5.07,-0.028517393531694493,0.0,1.1875502503291515,1
figs1,4.56,-5.07,-0.03731417478353185,0.0,1.199045071809281,1
figs1,4.680000000000001,-5.07,-0.05044007240170152,0.0,1.210581437571694,1
figs1,4.8,-5.07,-0.062113466873208456,0.0,1.2221512332673294,1
figs1,-4.8,-4.94,-0.04939652432354379,0.0,1.208544613848244,1
figs1,-4.68,-4.94,-0.037210349048724514,0.0,1.1966579730951652,1
figs1,-4.56,-4.94,-0.023456100645137302,0.0,1.184798587311367,1
figs1,-4.4399999999999995,-4.94,-0.014117970065971831,0.0,1.1729746911842562,1
figs1,-4.32,-4.94,-0.012459485365852199,0.0,1.1611949878938561,1
figs1,-4.2,-4.94,-0.012573237590928286,0.0,1.1494686620276773,1
figs1,-4.08,-4.94,-0.012836489632294643,0.0,1.1378053921929474,1
figs1,-3.96,-4.94,-0.013107560928533234,0.0,1.126215363331557,1
figs1,-3.84,-4.94,-0.013381808389378734,0.0,1.1147092787463964,1
figs1,-3.7199999999999998,-4.94,-0.013658966611331374,0.0,1.1032983718461773,1
figs1,-3.5999999999999996,-4.94,-0.01393874135849801,0.0,1.0919944176074756,1
figs1,-3.48,-4.94,-0.014220807753337764,0.0,1.0808097437348654,1
figs1,-3.36,-4.94,-0.014504808318651538,0.0,1.069757241469773,1
figs1,-3.2399999999999998,-4.94,-0.014790350857382766,0.0,1.0588503759525838,1
figs1,-3.12,-4.94,-0.015077006160631274,0.0,1.0481031959765574,1
figs1,-3.0,-4.94,-0.01536430554040013,0.0,1.0375303428821678,1
figs1,-2.88,-4.94,-0.0156517381924058,0.0,1.0271470582218873,1
figs1,-2.76,-4.94,-0.01593874840606672,0.0,1.0169691896737707,1
figs1,-2.6399999999999997,-4.94,-0.016224732653957387,0.0,1.0070131944936414,1
figs1,-2.52,-4.94,-0.01650903661183225,0.0,0.9972961395666241,1
figs1,-2.4,-4.94,-0.016790952182923462,0.0,0.9878356968489544,1
figs1,-2.28,-4.94,-0.017069714626415985,0.0,0.9786501326812641,1
figs1,-2.16,-4.94,-0.017344499919861193,0.0,0.9697582891119421,1
figs1,-2.04,-4.94,-0.01761442251829003,0.0,0.9611795550056582,1
figs1,-1.92,-4.94,-0.017878533709344908,0.0,0.9529338243489166,1
figs1,-1.7999999999999998,-4.94,-0.018135820803835228,0.0,0.9450414388326535,1
figs1,-1.6799999999999997,-4.94,-0.01838520744596931,0.0,0.9375231115354808,1
figs1,-1.56,-4.94,-0.018625555378730004,0.0,0.9303998284077246,1
figs1,-1.44,-4.94,-0.018855668059023365,0.0,0.923692724336864,1
figs1,-1.3199999999999998,-4.94,-0.019074296584705525,0.0,0.9174229309405697,1
figs1,-1.2000000000000002,-4.94,-0.01928014846673422,0.0,0.9116113939681676,1
figs1,-1.08,-4.94,-0.019471899841176296,0.0,0.906278659370191,1
figs1,-0.96,-4.94,-0.019648211739950922,0.0,0.9014446287659172,1
figs1,-0.8399999999999999,-4.94,-0.019807750980581084,0.0,0.8971282871981006,1
figs1,-0.7199999999999998,-4.94,-0.019949216034440703,0.0,0.893347408635045,1
figs1,-0.5999999999999996,-4.94,-0.0200713678304055,0.0,0.8901182474907745,1
figs1,-0.47999999999999954,-4.94,-0.020173064813055357,0.0,0.8874552272092299,1
figs1,-0.3600000000000003,-4.94,-0.02025330073332102,0.0,0.885370639334323,1
figs1,-0.2400000000000002,-4.94,-0.020311242729029993,0.0,0.8838743680544611,1
figs1,-0.1200000000000001,-4.94,-0.020346266473546912,0.0,0.882973655581148,1
figs1,0.0,-4.94,-0.020357984800552544,0.0,0.882672922623896,1
figs1,0.1200000000000001,-4.94,-0.020346266473546912,0.0,0.882973655581148,1
figs1,0.2400000000000002,-4.94,-0.020311242729029993,0.0,0.8838743680544611,1
figs1,0.3600000000000003,-4.94,-0.02025330073332102,0.0,0.885370639334323,1
figs1,0.47999999999999954,-4.94,-0.020173064813055357,0.0,0.8874552272092299,1
figs1,0.5999999999999996,-4.94,-0.0200713678304055,0.0,0.8901182474907745,1
figs1,0.7199999999999998,-4.94,-0.019949216034440703,0.0,0.893347408635045,1
figs1,0.8399999999999999,-4.94,-0.019807750980581084,0.0,0.8971282871981006,1
figs1,0.96,-4.94,-0.019648211739950922,0.0,0.9014446287659172,1
figs1,1.08,-4.94,-0.019471899841176296,0.0,0.906278659370191,1
figs1,1.2000000000000002,-4.94,-0.0192801484667354,0.0,0.9116113939681676,1
figs1,1.3200000000000003,-4.94,-0.019074296584706132,0.0,0.9174229309405698,1
figs1,1.4400000000000004,-4.94,-0.018855668059020992,0.0,0.9236927243368642,1
figs1,1.5599999999999996,-4.94,-0.018625555378730573,0.0,0.9303998284077246,1
figs1,1.6799999999999997,-4.94,-0.018385207445970497,0.0,0.9375231115354808,1
figs1,1.7999999999999998,-4.94,-0.018135820803833462,0.0,0.9450414388326535,1
figs1,1.92,-4.94,-0.017878533709344908,0.0,0.9529338243489166,1
figs1,2.04,-4.94,-0.0176144225182917,0.0,0.9611795550056582,1
figs1,2.16,-4.94,-0.017344499919862377,0.0,0.9697582891119421,1
figs1,2.2800000000000002,-4.94,-0.017069714626415412,0.0,0.9786501326812643,1
figs1,2.3999999999999995,-4.94,-0.016790952182922172,0.0,0.9878356968489541,1
figs1,2.5199999999999996,-4.94,-0.01650903661183398,0.0,0.9972961395666241,1
figs1,2.6399999999999997,-4.94,-0.016224732653959118,0.0,1.0070131944936414,1
figs1,2.76,-4.94,-0.015938748406066128,0.0,1.0169691896737707,1
figs1,2.88,-4.94,-0.0156517381924058,0.0,1.0271470582218873,1
figs1,3.0,-4.94,-0.015364305540399538,0.0,1.0375303428821678,1
figs1,3.12,-4.94,-0.015077006160632449,0.0,1.0481031959765574,1
figs1,3.2399999999999993,-4.94,-0.01479035085738396,0.0,1.0588503759525838,1
figs1,3.3600000000000003,-4.94,-0.01450480831864918,0.0,1.069757241469773,1
figs1,3.4799999999999995,-4.94,-0.014220807753335502,0.0,1.0808097437348652,1
figs1,3.6000000000000005,-4.94,-0.013938741358498664,0.0,1.0919944176074758,1
