exotic_field_fT,gaussian_density_per_fT
-28.5,0.008468635215639633
-28.200000000000003,0.008549043147520679
-27.900000000000006,0.00862935155770496
-27.60000000000001,0.008709543374985102
-27.299999999999997,0.00878960140379394
-27.0,0.008869508329958494
-26.700000000000003,0.008949246726566745
-26.400000000000006,0.009028799059944598
-26.10000000000001,0.00910814769574054
-25.799999999999997,0.009187274905115223
-25.5,0.009266162871033216
-25.200000000000003,0.009344793694654019
-24.900000000000006,0.00942314940181934
-24.60000000000001,0.009501211949633572
-24.299999999999997,0.009578963233134277
-24.0,0.009656385092049424
-23.700000000000003,0.009733459317638048
-23.400000000000006,0.009810167659610838
-23.10000000000001,0.00988649183312719
-22.799999999999997,0.009962413525865093
-22.5,0.010037914405160147
-22.200000000000003,0.010112976125210003
-21.900000000000006,0.010187580334340328
-21.60000000000001,0.01026170868232843
-21.299999999999997,0.01033534282778054
-21.0,0.010408464445558709
-20.700000000000003,0.010481055234253243
-20.400000000000006,0.010553096923696426
-20.10000000000001,0.010624571282513382
-19.799999999999997,0.01069546012570575
-19.5,0.01076574532226381
-19.200000000000003,0.010835408802802737
-18.900000000000006,0.010904432567218481
-18.60000000000001,0.010972798692358824
-18.299999999999997,0.0110404893397051
-18.0,0.011107486763059988
-17.700000000000003,0.01117377331623687
-17.400000000000006,0.011239331460746018
-17.10000000000001,0.011304143773473071
-16.799999999999997,0.011368192954345085
-16.5,0.011431461833979462
-16.200000000000003,0.011493933381311112
-15.900000000000006,0.011555590711193053
-15.600000000000009,0.011616417091965816
-15.299999999999997,0.011676395952990862
-15.0,0.011735510892143317
-14.700000000000003,0.011793745683259322
-14.400000000000006,0.011851084283533236
-14.100000000000009,0.011907510840860025
-13.799999999999997,0.011963009701118153
-13.5,0.012017565415388265
-13.200000000000003,0.012071162747103074
-12.900000000000006,0.012123786679123779
-12.600000000000009,0.012175422420738461
-12.299999999999997,0.01222605541457787
-12.0,0.01227567134344411
-11.700000000000003,0.012324256137047745
-11.400000000000006,0.012371795978648866
-11.100000000000009,0.012418277311597779
-10.799999999999997,0.012463686845770946
-10.5,0.01250801156389793
-10.200000000000003,0.012551238727775131
-9.900000000000006,0.012593355884362152
-9.600000000000009,0.012634350871756721
-9.299999999999997,0.012674211825044164
-9.0,0.012712927182017471
-8.700000000000003,0.012750485688764135
-8.400000000000006,0.01278687640511595
-8.100000000000009,0.012822088709958091
-7.799999999999997,0.01285611230639387
-7.5,0.012888937226761642
-7.200000000000003,0.01292055383750047
-6.900000000000006,0.012950952843861196
-6.6000000000000085,0.012980125294459681
-6.299999999999997,0.013008062585669142
-6.0,0.01303475646584853
-5.700000000000003,0.013060199039404037
-5.400000000000006,0.013084382770680964
-5.1000000000000085,0.01310730048768324
-4.800000000000011,0.013128945385618027
-4.5,0.013149311030262964
-4.200000000000003,0.013168391361153707
-3.9000000000000057,0.013186180694589579
-3.6000000000000085,0.013202673726455201
-3.3000000000000114,0.013217865534856193
-3.0,0.013231751582567059
-2.700000000000003,0.01324432771928961
-2.4000000000000057,0.013255590183720295
-2.1000000000000085,0.013265535605425033
-1.8000000000000114,0.01327416100652023
-1.5,0.013281463803158802
-1.2000000000000028,0.013287441806820167
-0.9000000000000057,0.013292093225403324
-0.6000000000000085,0.013295416664122204
-0.30000000000001137,0.013297411126202738
0.0,0.01329807601338109
0.29999999999999716,0.013297411126202738
0.5999999999999943,0.013295416664122204
0.8999999999999915,0.013292093225403324
1.1999999999999886,0.013287441806820167
1.5,0.013281463803158802
1.7999999999999972,0.01327416100652023
2.0999999999999943,0.013265535605425033
2.3999999999999915,0.013255590183720297
2.6999999999999886,0.013244327719289612
3.0,0.013231751582567059
3.299999999999997,0.013217865534856195
3.5999999999999943,0.013202673726455203
3.8999999999999915,0.013186180694589579
4.199999999999989,0.01316839136115371
4.5,0.013149311030262964
4.799999999999997,0.013128945385618027
5.099999999999994,0.013107300487683242
5.3999999999999915,0.013084382770680964
5.699999999999989,0.013060199039404037
6.0,0.01303475646584853
6.299999999999997,0.013008062585669142
6.599999999999994,0.012980125294459683
6.8999999999999915,0.012950952843861198
7.199999999999989,0.012920553837500471
7.5,0.012888937226761642
7.799999999999997,0.01285611230639387
8.099999999999994,0.012822088709958093
8.400000000000006,0.01278687640511595
8.699999999999989,0.012750485688764137
9.0,0.012712927182017471
9.299999999999983,0.012674211825044166
9.599999999999994,0.012634350871756723
9.900000000000006,0.012593355884362152
10.199999999999989,0.012551238727775133
10.5,0.01250801156389793
10.799999999999983,0.012463686845770948
11.099999999999994,0.012418277311597782
11.400000000000006,0.012371795978648866
11.699999999999989,0.012324256137047747
12.0,0.01227567134344411
12.299999999999983,0.012226055414577873
12.599999999999994,0.012175422420738463
12.900000000000006,0.012123786679123779
13.199999999999989,0.012071162747103075
13.5,0.012017565415388265
13.799999999999983,0.011963009701118157
14.099999999999994,0.011907510840860027
14.400000000000006,0.011851084283533236
14.699999999999989,0.011793745683259324
15.0,0.011735510892143317
15.299999999999983,0.011676395952990864
15.599999999999994,0.011616417091965817
15.900000000000006,0.011555590711193053
16.19999999999999,0.011493933381311114
16.5,0.011431461833979462
16.799999999999983,0.011368192954345088
17.099999999999994,0.011304143773473073
17.400000000000006,0.011239331460746018
17.69999999999999,0.011173773316236873
18.0,0.011107486763059988
18.299999999999983,0.011040489339705101
18.599999999999994,0.010972798692358827
18.900000000000006,0.010904432567218481
19.19999999999999,0.01083540880280274
19.5,0.01076574532226381
19.799999999999983,0.010695460125705753
20.099999999999994,0.010624571282513387
20.400000000000006,0.010553096923696426
20.69999999999999,0.010481055234253245
21.0,0.010408464445558709
21.299999999999983,0.010335342827780543
21.599999999999994,0.010261708682328431
21.900000000000006,0.010187580334340328
22.19999999999999,0.010112976125210007
22.5,0.010037914405160147
22.799999999999983,0.009962413525865096
23.099999999999994,0.009886491833127193
23.400000000000006,0.009810167659610838
23.69999999999999,0.009733459317638051
24.0,0.009656385092049424
24.299999999999983,0.009578963233134282
24.599999999999994,0.009501211949633574
24.900000000000006,0.00942314940181934
25.19999999999999,0.009344793694654022
25.5,0.009266162871033216
25.799999999999983,0.009187274905115228
26.099999999999994,0.009108147695740544
26.400000000000006,0.009028799059944598
26.69999999999999,0.008949246726566749
27.0,0.008869508329958494
27.299999999999983,0.008789601403793942
27.599999999999994,0.008709543374985107
27.900000000000006,0.00862935155770496
28.19999999999999,0.00854904314752068
28.5,0.008468635215639633
28.799999999999983,0.008388144703270576
29.099999999999994,0.008307588416102197
29.400000000000006,0.008226983018901422
29.69999999999999,0.008146345030233322
30.0,0.008065690817304778
30.299999999999983,0.007985036590933784
30.599999999999994,0.007904398400645989
30.900000000000006,0.007823792129900392
31.19999999999999,0.007743233491445543
31.5,0.007662738022807767
31.799999999999983,0.007582321081912869
32.099999999999994,0.0075019978428423235
32.400000000000006,0.00742178329172537
32.69999999999999,0.007341692222767779
33.0,0.007261739234418351
33.29999999999998,0.007181938725673995
33.599999999999994,0.007102304892523931
33.900000000000006,0.007022851724533841
34.19999999999999,0.006943593001570281
34.5,0.006864542290665826
34.79999999999998,0.006785712943025319
35.099999999999994,0.006707118091173248
35.400000000000006,0.006628770646242528
35.69999999999999,0.006550683295404553
36.0,0.006472868499440432
36.29999999999998,0.0063953384904533155
36.599999999999994,0.0063181052697213426
36.900000000000006,0.006241180605690982
37.19999999999999,0.00616457603211018
37.5,0.00608830284630073
37.79999999999998,0.006012372107569349
38.099999999999994,0.005936794635756454
38.400000000000006,0.0058615810099220764
38.69999999999999,0.005786741567167769
39.0,0.005712286401593578
39.29999999999998,0.005638225363389085
39.599999999999994,0.005564568058057128
39.900000000000006,0.005491323845769225
40.19999999999999,0.005418501840851141
40.5,0.00534611091139732
40.79999999999998,0.005274159679012773
41.099999999999994,0.005202656518680696
41.400000000000006,0.005131609558754456
41.69999999999999,0.005061026681072058
42.0,0.004990915521191496
42.29999999999998,0.004921283468745195
42.599999999999994,0.004852137667911589
42.900000000000006,0.004783485018002079
43.19999999999999,0.004715332174161295
43.5,0.0046476855481786756
43.79999999999998,0.004580551309409396
44.099999999999994,0.004513935385802377
44.400000000000006,0.004447843465033408
44.69999999999999,0.004382280995741038
45.0,0.004317253188863058
45.29999999999998,0.0042527650190714
45.599999999999994,0.004188821226302939
45.900000000000006,0.004125426317384102
46.19999999999999,0.004062584567746729
46.5,0.004000300023232852
46.79999999999998,0.00393857650198608
47.099999999999994,0.0038774175964269037
47.400000000000006,0.003816826675309744
47.69999999999999,0.003756806885859021
48.0,0.0036973611559818513
48.29999999999998,0.003638492196554916
48.599999999999994,0.0035802025037827943
48.900000000000006,0.0035224943616254533
49.19999999999999,0.0034653698442921417
49.5,0.003408830818799268
49.79999999999998,0.0033528789475896887
50.099999999999994,0.003297515691210792
50.400000000000006,0.0032427423110489156
50.69999999999999,0.0031885598721174678
51.0,0.0031349692458962314
51.29999999999998,0.0030819711132193577
51.599999999999994,0.00302956596720943
51.900000000000006,0.0029777541162551656
52.19999999999999,0.00292653568703019
52.5,0.0028759106275503842
52.79999999999998,0.0028258787102674113
53.099999999999994,0.0027764395351958164
53.400000000000006,0.0027275925330714256
53.69999999999999,0.002679336968538474
54.0,0.0026316719433631384
54.29999999999998,0.0025845963996711354
54.599999999999994,0.0025381091232069115
54.900000000000006,0.002492208746612253
55.19999999999999,0.0024468937527218977
55.5,0.002402162477873933
55.79999999999998,0.002358013115232782
56.099999999999994,0.002314443718122473
56.400000000000006,0.0022714522033681515
56.69999999999999,0.002229036354643573
57.0,0.002187193825822553
57.29999999999998,0.0021459221443323137
57.599999999999994,0.0021052187145066226
57.900000000000006,0.002065080820936838
58.19999999999999,0.0020255056318188272
58.5,0.001986490202293869
58.79999999999998,0.0019480314777817176
59.099999999999994,0.001910126297303905
59.400000000000006,0.0018727713967956004
59.69999999999999,0.001835963412404194
60.0,0.0017996988837729352
60.29999999999998,0.0017639742573080119
60.599999999999994,0.0017287858894273521
60.900000000000006,0.0016941300497897054
61.19999999999999,0.0016600029245023606
61.5,0.0016264006193060922
61.79999999999998,0.0015933191627359026
62.099999999999994,0.0015607545092561053
62.400000000000006,0.0015287025423684963
62.69999999999999,0.001497159077692238
63.0,0.0014661198660142398
63.29999999999998,0.0014355805963088592
63.599999999999994,0.001405536898725678
63.900000000000006,0.001375984347544346
64.19999999999999,0.0013469184640953447
64.5,0.001318334719645674
64.79999999999998,0.0012902285382485226
65.1,0.0012625952995559161
65.4,0.001235430341593549
65.69999999999999,0.0012087289634968752
66.0,0.001182486428207714
66.29999999999998,0.0011566979651306288
66.6,0.001131358772748307
66.9,0.0011064640211953707
67.19999999999999,0.0010820088547899157
67.5,0.0010579883945222473
67.79999999999998,0.0010343977405002766
68.1,0.0010112319743510545
68.4,0.0009884861615780418
68.69999999999999,0.0009661553538736484
69.0,0.0009442345913867062
69.29999999999998,0.0009227189049445531
69.6,0.0009016033182293928
69.9,0.0008808828499087241
70.19999999999999,0.0008605525157195906
70.5,0.0008406073305064794
70.79999999999998,0.000821042310212751
71.1,0.0008018524738254331
71.4,0.0007830328452733781
71.69999999999999,0.0007645784552786905
72.0,0.00074648434316143
72.29999999999998,0.0007287455585976478
72.6,0.0007113571633307594
72.9,0.0006943142328364062
73.19999999999999,0.0006776118579408619
73.5,0.0006612451463931771
73.79999999999998,0.0006452092243912326
74.1,0.0006294992380618729
74.4,0.0006141103548954015
74.69999999999999,0.0005990377651346549
75.0,0.0005842766831189513
75.29999999999998,0.0005698223485832323
75.6,0.0005556700279127019
75.9,0.0005418150153533497
76.19999999999999,0.0005282526341786944
76.5,0.0005149782378131725
76.79999999999998,0.0005019872109125824
77.1,0.0004892749704020015
77.4,0.00047683696647165635
77.69999999999999,0.00046466868353119454
78.0,0.0004527656411228538
78.29999999999998,0.00044112339479404617
78.6,0.000429737536929844
78.9,0.0004186036975459398
79.19999999999999,0.0004077175450425996
79.5,0.0003970747869201726
79.79999999999998,0.0003866711704567529
80.1,0.0003765024833485378
80.4,0.00036656455431351907
80.69999999999999,0.0003568532536590732
81.0,0.00034736449381408637
81.29999999999998,0.0003380942298262363
81.6,0.00032903845982503816
81.9,0.0003201932254513196
82.19999999999999,0.00031155461225374306
82.5,0.0003031187500530351
82.79999999999998,0.00029488181327457473
83.1,0.0002868400212499891
83.4,0.00027898963848843405
83.69999999999999,0.0002713269749182011
84.0,0.00026384838609933226
84.29999999999998,0.00025655027340791103
84.6,0.00024942908419268544
84.9,0.00024248131190470726
85.19999999999999,0.0002357034962006487
85.5,0.0002290922230204657
85.79999999999998,0.00022264412464008756
86.1,0.000216355879699779
86.4,0.00021022421320886404
86.69999999999999,0.00020424589652745642
87.0,0.00019841774732586178
87.29999999999998,0.00019273662952231627
87.6,0.00018719945319969894
87.9,0.00018180317450188486
88.19999999999999,0.00017654479551036748
88.5,0.00017142136410179797
88.79999999999998,0.00016642997378707935
89.1,0.00016156776353263175
89.4,0.00015683191756446597
89.69999999999999,0.00015221966515567163
90.0,0.00014772828039793357
90.29999999999998,0.00014335508195768178
90.6,0.0001390974328174654
90.9,0.00013495274000314755
91.19999999999999,0.00013091845429749274
91.5,0.00012699206994072702
91.79999999999998,0.00012317112431863461
92.1,0.00011945319763874537
92.4,0.00011583591259516459
92.69999999999999,0.00011231693402258288
93.0,0.00010889396853999728
93.29999999999998,0.00010556476418466946
93.6,0.00010232711003682486
93.9,9.917883583560826e-05
94.19999999999999,9.611781158678138e-05
94.5,9.314194716264823e-05
94.79999999999998,9.024919189469032e-05
95.1,8.743753415936748e-05
95.4,8.470500095755071e-05
95.69999999999999,8.20496574880235e-05
96.0,7.946960671549468e-05
96.29999999999998,7.696298893354999e-05
96.6,7.452798132295142e-05
96.9,7.216279750570207e-05
97.19999999999999,6.986568709526485e-05
97.5,6.76349352433256e-05
97.79999999999998,6.546886218347932e-05
98.1,6.336582277220268e-05
98.4,6.132420602747592e-05
98.69999999999999,5.9342434665396004e-05
99.0,5.74189646351227e-05
99.29999999999998,5.555228465248609e-05
99.6,5.374091573257081e-05
99.9,5.1983410721589714e-05
100.19999999999999,5.027835382834367e-05
100.5,4.8624360155558196e-05
100.79999999999998,4.702007523137954e-05
101.1,4.5464174541296865e-05
101.4,4.395536306075799e-05
101.69999999999999,4.2492374788727836e-05
102.0,4.1073972282434e-05
102.29999999999998,3.9698946193537365e-05
102.6,3.836611480594948e-05
102.9,3.707432357551883e-05
103.19999999999999,3.582244467179122e-05
103.5,3.4609376522047014e-05
103.79999999999998,3.343404335780798e-05
104.1,3.229539476399489e-05
104.4,3.119240523091599e-05
104.69999999999999,3.0124073709250873e-05
105.0,2.9089423168192004e-05
105.29999999999998,2.808750015689681e-05
105.6,2.7117374369393614e-05
105.9,2.6178138213082285e-05
106.19999999999999,2.5268906380957053e-05
106.5,2.438881542767703e-05
106.79999999999998,2.353702334960125e-05
107.1,2.2712709168896403e-05
107.4,2.1915072521822548e-05
107.69999999999999,2.1143333251291956e-05
108.0,2.0396731003792396e-05
108.29999999999998,1.9674524830759552e-05
108.6,1.8975992794475102e-05
108.9,1.8300431578565272e-05
109.19999999999999,1.7647156103164522e-05
109.5,1.7015499144806185e-05
109.79999999999998,1.6404810961096494e-05
110.1,1.5814458920220688e-05
110.39999999999998,1.5243827135328597e-05
110.69999999999999,1.4692316103837776e-05
111.0,1.4159342351691715e-05
111.29999999999998,1.3644338082602651e-05
111.6,1.314675083230523e-05
111.89999999999998,1.2666043127844094e-05
112.19999999999999,1.2201692151911187e-05
112.5,1.175318941224818e-05
112.79999999999998,1.1320040416121847e-05
113.1,1.0901764349879166e-05
113.39999999999998,1.0497893763584079e-05
113.69999999999999,1.0107974260733491e-05
114.0,9.731564193048677e-06
114.29999999999998,9.368234360332894e-06
114.6,9.017567715384033e-06
114.89999999999998,8.679159073948114e-06
115.19999999999999,8.352614829695374e-06
115.5,8.037552674199775e-06
115.79999999999998,7.733601321898091e-06
116.1,7.440400240003415e-06
116.39999999999998,7.157599383345581e-06
116.69999999999999,6.8848589341075285e-06
117.0,6.621849046425757e-06
117.29999999999998,6.368249595819942e-06
117.6,6.123749933415237e-06
117.89999999999998,5.888048644919051e-06
118.19999999999999,5.660853314311463e-06
118.5,5.4418802922080665e-06
118.79999999999998,5.230854468851085e-06
119.1,5.0275090516839355e-06
119.39999999999998,4.831585347463052e-06
119.69999999999999,4.642832548858673e-06
120.0,4.461007525496179e-06
