exotic_field_fT,gaussian_density_per_fT
-120.0,4.461007525496179e-06
-119.7,4.642832548858664e-06
-119.4,4.831585347463035e-06
-119.1,5.0275090516839355e-06
-118.8,5.230854468851076e-06
-118.5,5.4418802922080665e-06
-118.2,5.6608533143114525e-06
-117.9,5.888048644919031e-06
-117.6,6.123749933415237e-06
-117.3,6.368249595819931e-06
-117.0,6.621849046425757e-06
-116.7,6.884858934107516e-06
-116.4,7.1575993833455546e-06
-116.1,7.440400240003415e-06
-115.8,7.73360132189808e-06
-115.5,8.037552674199775e-06
-115.2,8.352614829695344e-06
-114.9,8.679159073948081e-06
-114.6,9.017567715384033e-06
-114.3,9.368234360332877e-06
-114.0,9.731564193048677e-06
-113.7,1.0107974260733473e-05
-113.4,1.0497893763584051e-05
-113.1,1.0901764349879166e-05
-112.8,1.1320040416121826e-05
-112.5,1.175318941224818e-05
-112.2,1.2201692151911166e-05
-111.9,1.2666043127844048e-05
-111.6,1.314675083230523e-05
-111.3,1.3644338082602627e-05
-111.0,1.4159342351691715e-05
-110.7,1.469231610383775e-05
-110.4,1.5243827135328558e-05
-110.1,1.5814458920220688e-05
-109.8,1.6404810961096467e-05
-109.5,1.7015499144806185e-05
-109.2,1.764715610316449e-05
-108.9,1.8300431578565272e-05
-108.6,1.8975992794475102e-05
-108.3,1.9674524830759518e-05
-108.0,2.0396731003792396e-05
-107.7,2.11433332512919e-05
-107.4,2.1915072521822548e-05
-107.1,2.2712709168896403e-05
-106.8,2.3537023349601205e-05
-106.5,2.438881542767703e-05
-106.2,2.526890638095701e-05
-105.9,2.6178138213082285e-05
-105.6,2.7117374369393614e-05
-105.3,2.8087500156896758e-05
-105.0,2.9089423168192004e-05
-104.7,3.0124073709250815e-05
-104.4,3.119240523091599e-05
-104.1,3.229539476399489e-05
-103.8,3.343404335780792e-05
-103.5,3.4609376522047014e-05
-103.2,3.5822444671791187e-05
-102.9,3.707432357551883e-05
-102.6,3.836611480594948e-05
-102.3,3.96989461935373e-05
-102.0,4.1073972282434e-05
-101.7,4.249237478872776e-05
-101.4,4.395536306075799e-05
-101.1,4.5464174541296865e-05
-100.8,4.7020075231379496e-05
-100.5,4.8624360155558196e-05
-100.2,5.027835382834353e-05
-99.9,5.1983410721589714e-05
-99.6,5.374091573257081e-05
-99.3,5.555228465248599e-05
-99.0,5.74189646351227e-05
-98.7,5.934243466539596e-05
-98.4,6.132420602747592e-05
-98.1,6.336582277220268e-05
-97.8,6.54688621834792e-05
-97.5,6.76349352433256e-05
-97.2,6.986568709526473e-05
-96.9,7.216279750570207e-05
-96.6,7.452798132295142e-05
-96.3,7.696298893354985e-05
-96.0,7.946960671549468e-05
-95.7,8.204965748802335e-05
-95.4,8.470500095755071e-05
-95.1,8.743753415936748e-05
-94.8,9.024919189469016e-05
-94.5,9.314194716264823e-05
-94.2,9.61178115867813e-05
-93.9,9.917883583560826e-05
-93.6,0.00010232711003682486
-93.3,0.00010556476418466937
-93.0,0.00010889396853999728
-92.7,0.00011231693402258258
-92.4,0.00011583591259516459
-92.1,0.00011945319763874537
-91.8,0.00012317112431863448
-91.5,0.00012699206994072702
-91.2,0.00013091845429749263
-90.9,0.00013495274000314755
-90.6,0.0001390974328174654
-90.3,0.00014335508195768165
-90.0,0.00014772828039793357
-89.7,0.0001522196651556715
-89.4,0.00015683191756446597
-89.1,0.00016156776353263175
-88.8,0.0001664299737870792
-88.5,0.00017142136410179797
-88.2,0.00017654479551036732
-87.9,0.00018180317450188486
-87.6,0.00018719945319969894
-87.30000000000001,0.00019273662952231556
-87.0,0.00019841774732586178
-86.7,0.00020424589652745626
-86.4,0.00021022421320886404
-86.1,0.000216355879699779
-85.80000000000001,0.00022264412464008697
-85.5,0.0002290922230204657
-85.2,0.0002357034962006481
-84.9,0.00024248131190470726
-84.6,0.00024942908419268544
-84.30000000000001,0.0002565502734079104
-84.0,0.00026384838609933226
-83.7,0.0002713269749182007
-83.4,0.00027898963848843405
-83.1,0.0002868400212499891
-82.80000000000001,0.00029488181327457397
-82.5,0.0003031187500530351
-82.2,0.0003115546122537428
-81.9,0.0003201932254513196
-81.6,0.00032903845982503816
-81.30000000000001,0.00033809422982623556
-81.0,0.00034736449381408637
-80.7,0.0003568532536590729
-80.4,0.00036656455431351907
-80.1,0.0003765024833485378
-79.80000000000001,0.0003866711704567515
-79.5,0.0003970747869201726
-79.2,0.00040771754504259904
-78.9,0.0004186036975459398
-78.6,0.000429737536929844
-78.30000000000001,0.00044112339479404514
-78.0,0.0004527656411228538
-77.7,0.0004646686835311935
-77.4,0.00047683696647165635
-77.1,0.0004892749704020015
-76.80000000000001,0.000501987210912581
-76.5,0.0005149782378131725
-76.2,0.0005282526341786939
-75.9,0.0005418150153533497
-75.6,0.0005556700279127019
-75.30000000000001,0.000569822348583231
-75.0,0.0005842766831189513
-74.7,0.0005990377651346544
-74.4,0.0006141103548954015
-74.1,0.0006294992380618729
-73.80000000000001,0.0006452092243912313
-73.5,0.0006612451463931771
-73.2,0.0006776118579408613
-72.9,0.0006943142328364062
-72.6,0.0007113571633307594
-72.30000000000001,0.0007287455585976452
-72.0,0.00074648434316143
-71.7,0.0007645784552786898
-71.4,0.0007830328452733781
-71.1,0.0008018524738254331
-70.80000000000001,0.0008210423102127495
-70.5,0.0008406073305064794
-70.2,0.0008605525157195886
-69.9,0.0008808828499087241
-69.6,0.0009016033182293928
-69.30000000000001,0.000922718904944551
-69.0,0.0009442345913867062
-68.7,0.0009661553538736471
-68.4,0.0009884861615780418
-68.1,0.0010112319743510545
-67.80000000000001,0.0010343977405002744
-67.5,0.0010579883945222473
-67.2,0.0010820088547899148
-66.9,0.0011064640211953707
-66.6,0.001131358772748307
-66.30000000000001,0.0011566979651306264
-66.0,0.001182486428207714
-65.7,0.0012087289634968741
-65.4,0.001235430341593549
-65.1,0.0012625952995559161
-64.80000000000001,0.0012902285382485191
-64.5,0.001318334719645674
-64.2,0.0013469184640953437
-63.9,0.0013759843475443473
-63.6,0.001405536898725677
-63.300000000000004,0.0014355805963088566
-63.0,0.0014661198660142398
-62.7,0.0014971590776922353
-62.400000000000006,0.0015287025423684963
-62.1,0.0015607545092561053
-61.800000000000004,0.001593319162735901
-61.5,0.0016264006193060922
-61.2,0.001660002924502359
-60.900000000000006,0.0016941300497897054
-60.6,0.0017287858894273521
-60.300000000000004,0.001763974257308009
-60.0,0.0017996988837729352
-59.7,0.001835963412404192
-59.400000000000006,0.0018727713967956004
-59.1,0.0019101262973039044
-58.800000000000004,0.001948031477781715
-58.5,0.001986490202293869
-58.2,0.002025505631818825
-57.900000000000006,0.002065080820936838
-57.6,0.002105218714506621
-57.300000000000004,0.0021459221443323115
-57.0,0.002187193825822553
-56.7,0.0022290363546435712
-56.400000000000006,0.0022714522033681515
-56.1,0.0023144437181224727
-55.8,0.00235801311523278
-55.5,0.002402162477873933
-55.2,0.0024468937527218964
-54.900000000000006,0.002492208746612253
-54.60000000000001,0.0025381091232069093
-54.3,0.002584596399671133
-54.0,0.0026316719433631384
-53.7,0.002679336968538472
-53.400000000000006,0.0027275925330714256
-53.10000000000001,0.0027764395351958147
-52.8,0.002825878710267408
-52.5,0.0028759106275503842
-52.2,0.0029265356870301876
-51.900000000000006,0.0029777541162551656
-51.60000000000001,0.0030295659672094277
-51.3,0.003081971113219356
-51.0,0.0031349692458962314
-50.7,0.0031885598721174656
-50.400000000000006,0.0032427423110489156
-50.10000000000001,0.0032975156912107883
-49.8,0.0033528789475896856
-49.5,0.003408830818799268
-49.2,0.0034653698442921395
-48.900000000000006,0.0035224943616254533
-48.60000000000001,0.003580202503782792
-48.3,0.003638492196554913
-48.0,0.0036973611559818513
-47.7,0.0037568068858590186
-47.400000000000006,0.003816826675309744
-47.10000000000001,0.0038774175964269007
-46.8,0.003938576501986077
-46.5,0.004000300023232852
-46.2,0.004062584567746726
-45.900000000000006,0.004125426317384102
-45.60000000000001,0.004188821226302935
-45.3,0.004252765019071396
-45.0,0.004317253188863058
-44.7,0.0043822809957410344
-44.400000000000006,0.004447843465033408
-44.10000000000001,0.004513935385802375
-43.8,0.004580551309409393
-43.5,0.0046476855481786756
-43.2,0.004715332174161292
-42.900000000000006,0.004783485018002079
-42.60000000000001,0.004852137667911585
-42.3,0.004921283468745191
-42.0,0.004990915521191496
-41.7,0.005061026681072054
-41.400000000000006,0.005131609558754456
-41.10000000000001,0.005202656518680693
-40.8,0.005274159679012769
-40.5,0.00534611091139732
-40.2,0.005418501840851137
-39.900000000000006,0.005491323845769225
-39.60000000000001,0.005564568058057125
-39.3,0.005638225363389082
-39.0,0.005712286401593578
-38.7,0.005786741567167766
-38.400000000000006,0.0058615810099220764
-38.10000000000001,0.0059367946357564505
-37.8,0.006012372107569343
-37.5,0.00608830284630073
-37.2,0.006164576032110176
-36.900000000000006,0.006241180605690982
-36.60000000000001,0.00631810526972134
-36.3,0.006395338490453313
-36.0,0.006472868499440432
-35.7,0.00655068329540455
-35.400000000000006,0.006628770646242528
-35.10000000000001,0.006707118091173242
-34.8,0.006785712943025314
-34.5,0.006864542290665826
-34.2,0.0069435930015702765
-33.900000000000006,0.007022851724533841
-33.60000000000001,0.0071023048925239265
-33.3,0.007181938725673991
-33.0,0.007261739234418351
-32.7,0.007341692222767775
-32.400000000000006,0.00742178329172537
-32.10000000000001,0.007501997842842319
-31.799999999999997,0.007582321081912865
-31.5,0.007662738022807767
-31.200000000000003,0.007743233491445539
-30.900000000000006,0.007823792129900392
-30.60000000000001,0.007904398400645985
-30.299999999999997,0.007985036590933779
-30.0,0.008065690817304778
-29.700000000000003,0.008146345030233317
-29.400000000000006,0.008226983018901422
-29.10000000000001,0.008307588416102196
-28.799999999999997,0.00838814470327057
