kx_over_2pi_mod,ky_over_2pi_mod,initial_trace_deviation,exact_trace_deviation,small_q_trace_deviation,initial_half_trace,initial_half_curvature,exact_half_trace,exact_half_curvature,small_q_half_trace,small_q_half_curvature
0.0,0.8085106382978723,0.001955282062315003,2.0666014351841786e-05,0.003572239880779711,0.044686536865030574,-0.04273125480271557,0.00011198188193816815,-9.131586758632636e-05,0.05006300195297951,-0.0464907620721998
0.0,0.8156028368794326,0.0016341148462256164,1.7861744387494838e-05,0.002900348662887145,0.04424298949591801,-0.042608874649692395,0.00011308722438736383,-9.522547999986899e-05,0.04969246264683547,-0.04679211398394832
0.0,0.8226950354609929,0.001359524939288037,1.5346901115140675e-05,0.002345164661816744,0.04383489436961432,-0.04247536943032628,0.00011433141281505803,-9.898451169991736e-05,0.049340687876548356,-0.04699552321473161
0.0,0.8297872340425532,0.001125369149597051,1.3101598133748052e-05,0.0018878867094374863,0.04345915417110773,-0.04233378502151068,0.0001156967874341482,-0.00010259518930040015,0.0490045852709688,-0.04711669856153131
0.0,0.8368794326241135,0.0009263012575669929,1.1106725582007209e-05,0.001512481970950108,0.043113029623151375,-0.04218672836558438,0.00011716591237751704,-0.00010605918679550983,0.04868211582421793,-0.04716963385326782
0.0,0.8439716312056738,0.0007576605738977005,9.343872692835323e-06,0.0012053375442576883,0.04279409317468638,-0.04203643260078868,0.00011872158627657749,-0.00010937771358374216,0.048372060853896635,-0.04716672330963895
0.0,0.851063829787234,0.0006153776038273773,7.795272535354435e-06,0.0009549423909909691,0.042500189608549885,-0.04188481200472251,0.00012034686284959881,-0.00011255159031424437,0.0480738206329486,-0.04711887824195763
0.0,0.8581560283687943,0.0004958939939208942,6.44376544880355e-06,0.0007515997136424701,0.04222940242335527,-0.04173350842943437,0.00012202507978463351,-0.00011558131433582997,0.04778724368323588,-0.04703564396959341
0.0,0.8652482269503546,0.00039609443471884387,5.272778147335751e-06,0.0005871692236050913,0.0419800250784856,-0.04158393064376675,0.00012373989440084008,-0.00011846711625350433,0.04751248506327026,-0.046925315839665166
0.0,0.8723404255319149,0.0003132486081007524,4.266315875527723e-06,0.00045483822302397336,0.04175053632249792,-0.04143728771439717,0.00012547532473506393,-0.0001212090088595362,0.04724989148990659,-0.046795053266882616
0.0,0.8794326241134752,0.00024496159445239196,3.4089653307526626e-06,0.0003489200280802837,0.04153957899007561,-0.04129461739562322,0.0001272157948454193,-0.00012380682951466663,0.04699991078990359,-0.04665099076182331
0.0,0.8865248226950354,0.00018913143124732468,2.6859063557083866e-06,0.0002646779747857847,0.04134594172803585,-0.041156810296788526,0.00012894618324320653,-0.00012626027688749815,0.046763022967359576,-0.04649834499257379
0.0,0.8936170212765957,0.0001439127315807573,2.082930647403987e-06,0.0001981730554315303,0.041168543231834234,-0.04102463050025348,0.00013065187347457448,-0.0001285689428271705,0.046539690080640586,-0.046341517025209056
0.0,0.900709219858156,0.00010768545766313281,1.586465939232653e-06,0.00014613312114079152,0.04100641861337968,-0.04089873315571655,0.0001323188059633601,-0.00013073234002412745,0.046330322131064534,-0.04618418900992374
0.0,0.9078014184397163,7.902809046356901e-05,1.1836042928059043e-06,0.00010584154162038284,0.040858707613688705,-0.040779679523225136,0.00013393353031361147,-0.00013274992602080557,0.04613525625774938,-0.046029414716128994
0.0,0.9148936170212766,5.669456408907009e-05,8.621332941077049e-07,7.504322617525594e-05,0.04072464438978575,-0.04066794982569668,0.00013548325734126935,-0.00013462112404716165,0.045954746691607797,-0.04587970346543254
