temperature,coupling,raw_absorption_rate
1.0,1.0,0.10375737141942457
1.0,0.3,0.00933816342774821
1.0,0.1,0.0010375737141942458
1.0,0.03,9.338163427748209e-05
1.0,0.01,1.0375737141942457e-05
