temperature,coupling,raw_absorption_rate,passive_ground_state_emission_rate
0.0,0.2,0.0,0.0
0.1,0.2,4.281895206134731e-08,0.0
0.2,0.2,1.2619530590545127e-05,0.0
0.5,0.2,0.0006773176864738958,0.0
1.0,0.2,0.004150294856776983,0.0
2.0,0.2,0.014724031476293756,0.0
