model,mass,grid_size,chern,metric_integral,dirichlet_energy,topological_bound,bound_ratio,absolute_curvature_integral,finite_difference_chern,opposite_curvature_fraction,max_norm_error
paper_topological,-0.5,41,1.0000000000000002,11.302436965776096,5.651218482888048,6.283185307179588,1.7988387120878282,8.425075109786254,0.9999999767935855,0.4092801903628792,2.220446049250313e-16
paper_topological,-0.5,81,1.0,11.30243738121492,5.65121869060746,6.283185307179586,1.7988387782069712,8.423280725319215,0.9999999999999973,0.4084743179393385,2.220446049250313e-16
paper_topological,-0.5,121,1.0000000000000002,11.302437381214977,5.651218690607489,6.283185307179588,1.79883877820698,8.423652958950289,1.0,0.405983197868998,2.220446049250313e-16
trivial_control,-3.0,41,-5.300924469105861e-17,1.5295781812830789,0.7647890906415394,3.3306690738754696e-16,nan,1.1780876464723449,2.8254847149602824e-14,0.0,2.220446049250313e-16
trivial_control,-3.0,81,-2.0982826023544033e-17,1.5295781812862967,0.7647890906431484,1.3183898417423734e-16,nan,1.1775818312447348,-3.4022798944147605e-18,0.0,2.220446049250313e-16
trivial_control,-3.0,121,-7.840950777219086e-17,1.5295781812862972,0.7647890906431486,4.926614671774132e-16,nan,1.1775027674502647,-9.147882680386001e-18,0.0,2.220446049250313e-16
